של	shel
את	ti
קטגוריה	kategorije
קטגוריה	kategorija
עם	sa
גם	također
גם	takođe
גם	previše
גם	previse
זה	ovo
זה	to
היא	ona
היה	bio
היה	bila
שיחה	razgovor
שיחה	poziv
לאחר	nakon
לאחר	poslije
בין	grah
בין	graha
בין	bean
בין	inter
בין	izmedju
בין	između
כל	sve
כל	svi
כל	bilo
כי	jer
יותר	više
ישראל	izraela
ישראל	izrael
אך	ali
עד	dok
שם	tamo
שם	naziv
שם	ime
בית	beit
בית	doma
בית	kući
בית	dom
בית	kuca
בית	house
בית	kuća
הם	oni
הייתה	bio
הייתה	bila
אשר	asher
אשר	escher
אשר	usher
אשר	koje
אשר	koja
אשר	koji
אשר	potvrdi
כמו	kao
אחד	jedan
אחד	jedna
שמאל	lijevo
שמאל	lijeva
קישורים	poveznice
חיצוניים	vanjski
חיצוניים	vanjska
הברית	savez
הברית	saveza
מספר	broj
בו	mu
בו	njega
בו	njemu
בו	ga
בו	bu
בו	boo
היו	bile
היו	bili
רק	samo
רק	jedino
רק	samo
כאשר	kada
כאשר	kad
אותו	mu
אותו	njega
אותו	njemu
אותו	ga
בן	ben
בן	sinko
בן	sine
בן	sin
שלו	njegovo
שלו	njegov
שלו	njegova
שני	drugi
שני	drugo
שני	druga
שני	dva
שני	ponedjeljak
לו	lew
לו	lou
מה	što
מה	sta
מה	šta
העולם	world
העולם	svijeta
העולם	svijet
העיר	town
העיר	grad
העיר	grad
העיר	gradom
במהלך	tijekom
כן	da
שנים	godine
שנים	godinama
שנים	godina
אף	nosa
אף	nos
רבים	mnoge
רבים	mnogi
רבים	množina
אבל	ali
בה	joj
בה	nju
אין	nijedan
אין	nijedna
אביב	aviv
אביב	proljeće
אביב	proljeća
במאי	svibanj
במאי	may
במאי	svibnja
במאי	direktor
במאי	redatelj
במאי	direktore
שנה	godine
שנה	godina
שנה	godine
שנה	godinama
שנה	godina
נולד	rođeni
נולד	rođen
נולד	rođena
הערות	note
הערות	bilješke
הערות	komentarima
הערות	komentari
הערות	komentare
הערות	komentara
חלק	dijelom
חלק	dio
חלק	glatka
חלק	glatko
לפני	prije
אחת	jedan
אחת	jedna
ביולי	srpnja
ביולי	juli
ביולי	srpanj
ביולי	jula
שוליים	rubovi
שוליים	margine
שוליים	fringe
באוקטובר	listopada
באוקטובר	listopad
באוקטובר	oktobar
במקום	umjesto
אותה	joj
אותה	nju
החל	počinje
הרב	herb
ארצות	države
ארצות	zemljama
ארצות	zemlje
בינואר	siječanj
בינואר	siječnja
במרץ	ožujka
במרץ	ožujak
במרץ	marš
ראש	glavu
ראש	glava
ראש	rush
ראש	navala
ראש	nalet
חיים	life
חיים	zivot
חיים	život
חיים	chaim
חיים	haim
המאה	vijek
המאה	stoljeće
המאה	stoljeća
בנובמבר	studenog
בנובמבר	studeni
בדצמבר	prosinac
בדצמבר	prosinca
בדצמבר	prosincu
לי	lee
תל	tel
בבית	doma
בבית	kući
בבית	dom
ערך	vrijednost
ערך	vrijednosti
בפברואר	veljače
אלו	ovi
אלו	ove
זמן	vreme
זמן	vrijeme
אחר	drugi
אחר	drugo
אחר	druga
בני	beni
בני	benny
בני	sinko
בני	sine
בני	sin
בעיקר	uglavnom
בעיקר	većinom
בעיקר	uglavnom
אתר	sajt
אתר	site
אתר	sajt
אתר	eter
ללא	bez
שונים	drukčije
שונים	drugačiji
שונים	drugačija
שונים	drugačije
שונים	razne
שונים	razni
שונים	raznih
רב	rav
אדם	osobi
אדם	osoba
אדם	osobe
אדם	adame
אדם	adam
אדם	ljudski
אדם	covjek
אדם	čovjek
אדם	čovek
כלל	pravilo
עוד	više
דבר	stvar
דבר	pričaj
דבר	govori
אחרים	drugi
אחרים	drugo
אחרים	druga
אחרים	ostali
אחרים	drugi
אחרים	druge
ספר	knjiga
ספר	brijač
ספר	barber
נגד	protiv
לה	joj
לה	nju
זכה	osvojio
זכה	pobijedio
זכה	pobjedio
אחרי	nakon
אחרי	poslije
אולם	međutim
הן	oni
יום	dan
יום	dana
יום	hume
אלה	ovi
אלה	ove
אלה	ella
אלה	božica
אלה	boginja
כבר	već
כבר	vec
כיום	trenutačno
כיום	trenutno
ירושלים	jeruzalem
ירושלים	jeruzalemu
המדינה	stanje
המדינה	država
המדינה	stanja
המדינה	stanju
מקום	mjesto
מקום	mesto
מאוד	vrlo
יהודים	židovski
יהודים	židov
יהודים	židove
יהודים	židovi
רבות	mnoge
רבות	mnogi
כמה	neke
כמה	neki
מטר	noge
מטר	stopala
מטר	metar
מטר	metara
מטר	metar
דרך	via
דרך	putem
דרך	kroz
דרך	put
דרך	način
דרך	way
דרך	nacin
שנת	godine
שנת	godina
יכול	može
יכול	mogu
יכול	moze
באמצעות	via
באמצעות	putem
בעלי	mužu
בעלי	muž
בעלי	suprug
יחד	zajedno
בשל	zrela
בשל	zreli
בשל	zrele
פרס	nagradu
פרס	nagrada
פרס	nagradi
פרס	nagrada
פרס	nagrada
ראו	rao
דוד	dodd
דוד	tetak
דוד	ujak
דוד	david
בעל	baal
בעל	mužu
בעל	muž
בעל	suprug
שלה	njeno
שלה	njezin
שלה	njen
שלה	njena
שלה	joj
שלה	nju
בנוסף	plus
בנוסף	dodatno
תחת	pod
תחת	ispod
תמונה	fotografiju
תמונה	foto
תמונה	fotografija
תמונה	slika
תמונה	sliku
תמונה	slika
תמונה	sliku
תמונה	slika
כתב	novinarka
כתב	novinar
כתב	reporter
כתב	napisala
כתב	pisao
כתב	napisao
הקבוצה	grupa
הערך	vrijednost
הערך	vrijednosti
היום	danas
רבי	rabina
רבי	rabin
מי	tko
מי	ko
מי	koji
מי	koja
למרות	unatoč
למרות	iako
למרות	iako
אחרות	ostali
אחרות	drugi
אחרות	druge
אותם	ih
אותם	im
אותם	njih
החברה	društvo
החברה	drustvo
החברה	društvo
החברה	drustvo
החברה	tvrtka
החברה	kompanija
המלחמה	rat
המלחמה	rata
שונות	drukčije
שונות	drugačiji
שונות	drugačija
שונות	drugačije
שונות	razno
שונות	razni
הארץ	zemlja
מערכת	sistem
מערכת	sustav
תאריך	spoj
תאריך	datum
בלבד	samo
בלבד	jedino
עבר	prošlosti
עבר	prošlost
עבר	preselio
עבר	prošao
עבר	položio
אפשר	omogući
אפשר	dozvoli
אפשר	dopusti
אפשר	dopustite
נוסף	dodao
נוסף	dodali
מרכז	središnje
מרכז	centralno
מרכז	central
מרכז	središnja
מרכז	središnji
מרכז	centar
מרכז	centar
מרכז	središte
מרכז	sredina
שימוש	uporaba
שימוש	upotreba
שימוש	korištenje
שימוש	koristeći
שימוש	korištenje
שימוש	koristi
שימוש	iskoristi
שימוש	upotrebi
שימוש	upotrijebi
שיש	mramor
רוב	najviše
רוב	većina
רוב	najvise
רוב	rob
רוב	robe
רוב	roba
רוב	većinski
רוב	većina
כולל	uključuje
כולל	uključujući
כולל	uključeno
כולל	uključen
גדול	velika
גדול	veliki
גדול	velike
גדול	veliko
גדול	super
ישראלים	izraelci
ישראלים	izraelski
ישראלים	izraelska
ישראלים	izraelaca
ישראלים	izraelci
יהודי	židovski
יהודי	židov
יהודי	židove
יהודי	židov
סוג	ljubazno
סוג	vrsta
סוג	vrsta
סוג	tip
ראשון	nedjelja
ראשון	nedelja
ראשון	prvo
ראשון	prvi
מידע	info
מידע	podaci
מידע	informacije
מידע	informacija
מידע	podaci
מידע	informacije
מידע	podaci
ערכים	vrednosti
ערכים	vrijednosti
ערכים	unosi
ערכים	unose
אנשים	ljudi
קובץ	datoteka
דקות	minuta
דקות	minute
חבר	prijatelj
חבר	prijateljica
חבר	prijatelju
חבר	dečko
חבר	dečka
צריך	treba
צריך	potreban
צריך	potrebna
צריך	potrebno
צריך	trebam
ויקיפדיה	wikipedia
בת	kći
בת	kćeri
בת	kćer
בת	beth
בת	bet
השם	naziv
השם	ime
בתוך	iznutra
בתוך	unutra
בתוך	unutar
האדם	osobi
האדם	osoba
האדם	osobe
כאן	evo
כאן	ovdje
מול	mol
שלהם	njihova
שלהם	njihovo
שלהם	njihov
שלהם	njihova
שלהם	njihov
לעתים	nekad
לעתים	ponekad
הכנסת	knesset
הכנסת	sinagogi
וגם	također
וגם	takođe
הים	morem
הים	moru
הים	more
השיר	pjesma
השיר	pesma
בזמן	dok
חדש	novo
חדש	nova
חדש	novi
השלישי	iii
השלישי	treći
השלישי	treća
השלישי	treće
משה	mojsije
משה	moses
משה	moshe
גרמניה	njemački
גרמניה	nijemac
גרמניה	njemacki
גרמניה	njemačka
גרמניה	njemačkoj
יורק	york
הממשלה	vlada
הממשלה	vlade
חיל	korpus
חיל	korpusa
חיל	corps
יהודה	yehuda
יהודה	juda
יהודה	judo
יהודה	juda
מעל	preko
מעל	iznad
ארץ	zemlja
ארץ	država
ארץ	domovina
ארץ	zemlja
ארץ	kopno
ארץ	land
ארץ	zemljište
ארץ	zemlja
כלי	alat
צרפת	francuska
צרפת	france
הרבה	mnoge
הרבה	mnogi
הרבה	puno
הרבה	mnogo
אתה	ti
נמצא	pronađeno
נמצא	našao
נמצא	pronađen
נמצא	pronađeni
נמצא	pronađena
טוב	dobro
טוב	dobar
אי	ostrvo
אי	island
אי	otok
ילדים	djeco
ילדים	deca
ילדים	djeca
ילדים	deca
ילדים	djeca
שלושה	tri
הגיע	stiglo
הגיע	stigao
הגיע	stigli
הגיע	stigla
הגיע	došla
הגיע	dosao
אירופה	europe
אירופה	evropa
אירופה	europa
אירופה	evropa
אירופה	europa
אירופה	europski
אירופה	europska
אירופה	europske
אירופה	europsko
המלך	kralju
המלך	kralj
המלך	king
כמעט	skoro
כמעט	gotovo
מיליון	milijun
יצחק	isaac
יצחק	yitzhak
האלבום	album
יוסף	josipe
יוסף	joseph
יוסף	josipa
יוסף	josip
כוח	snagu
כוח	snaga
כוח	snage
כוח	silom
כוח	prisili
כוח	sile
כוח	sila
כוח	moc
כוח	moć
כוח	snaga
כוח	napajanje
נפטר	preminuli
נפטר	preminuo
נפטר	pokojni
הלהקה	band
הלהקה	sastav
הלהקה	bend
מלך	kralju
מלך	kralj
מלך	king
מקור	porijeklo
מקור	podrijetlo
מקור	izvor
מקור	kljun
תוכנית	program
תוכנית	plan
תוכנית	plana
בתי	kći
בתי	kćeri
בתי	kćer
נראה	izgleda
וב	webb
פעם	jednom
משתמש	koristeći
משתמש	korištenje
משתמש	korisnik
משתמש	korisnika
קיבל	primljena
קיבל	primio
קיבל	primljen
קיבל	primljeno
קיבל	prihvaćeno
קיבל	prihvatio
קיבל	prihvaćen
קיבל	prihvaćena
עקב	petu
עקב	peta
נשים	žene
מונה	monet
מונה	mona
במיוחד	osobito
במיוחד	posebno
במיוחד	naročito
במיוחד	pogotovo
האימפריה	empire
האימפריה	carstva
האימפריה	carstvo
האימפריה	imperija
מים	vode
מים	voda
כוחות	moći
כוחות	ovlasti
כוחות	powers
כוחות	sile
כוחות	sile
פעולה	akcija
ניו	neo
נכון	desno
נכון	pravo
נכון	istinito
נכון	istina
חוק	zakon
חיפה	haifi
יחידה	jedinica
העונה	sezone
העונה	sezona
שוב	ponovo
שוב	opet
יעקב	jacob
יעקב	jakov
יעקב	jakob
אינה	ina
מדינות	države
מדינות	drzava
מדינות	stanja
מדינות	države
מדינות	zemljama
מדינות	zemlje
הבית	doma
הבית	kući
הבית	dom
הבית	kuca
הבית	house
הבית	kuća
תודה	hvala
לב	srce
לב	lev
מפקד	zapovjednik
שלוש	tri
שלום	shalom
שלום	šalom
שלום	mir
שלום	pozdrav
אזור	regije
אזור	regiji
אזור	regija
אזור	zona
אזור	zone
אזור	područje
אזור	oblast
פעמים	vremena
פעמים	puta
קבוצות	grupe
קבוצות	timovi
קבוצות	ekipe
קבוצות	momčadi
המשחק	igra
האי	ostrvo
האי	island
האי	otok
האי	hai
סרט	film
סרט	film
בגלל	jer
המפלגה	tulum
המפלגה	zabava
המפלגה	stranka
המפלגה	party
בעבר	prethodno
האחרון	zadnji
האחרון	posljednje
האחרון	zadnje
האחרון	posljednja
האחרון	posljednji
קרב	bitku
קרב	boj
קרב	bitka
קרב	borbeno
האתר	sajt
קצר	ukratko
קצר	kratki
קצר	kratko
קצר	kratka
קצר	kratko
ימים	dane
ימים	danima
ימים	dana
ימים	dani
בהמשך	ispod
בר	šank
צבא	vojno
צבא	vojska
צבא	vojni
צבא	vojska
צבא	armija
ים	morem
ים	moru
ים	more
החיים	life
החיים	zivot
החיים	život
הפך	postao
הפך	postala
הפך	postalo
צה	tse
משחק	igra
משחק	igramo
משחק	igranje
משחק	gluma
משחק	glume
ראשי	glavu
ראשי	glava
ראשי	načelnik
ראשי	šef
ראשי	primarno
ראשי	primarna
ראשי	primarni
הזמן	vreme
הזמן	vrijeme
למעשה	zapravo
אברהם	abraham
אברהם	abrahama
אברהם	avraham
נבחר	odabrani
נבחר	odabrana
נבחר	izabrani
נבחר	izabran
נבחר	odabran
נבחר	izabrani
נבחר	odabrano
נבחר	odabrani
נבחר	odabrane
נבחר	odabrana
מדי	maddie
מדי	previše
מדי	previse
לרוב	većinom
לרוב	uglavnom
פעילות	aktivnosti
פעילות	aktivnost
לכן	stoga
שטח	polje
שטח	teren
שטח	područje
שטח	oblast
מאוחר	kasni
מאוחר	kasno
דף	stranicu
דף	stranica
דף	stranice
דף	def
קולנוע	film
קולנוע	filmovi
קולנוע	filmove
קולנוע	kino
קולנוע	kinematografija
קולנוע	kino
קשר	veza
קשר	povezanost
קשר	povezivanje
קשר	poveznica
קשר	kontakt
קשר	kontaktirajte
קשר	čvor
אחרת	inace
אחרת	inače
פני	pjeni
פני	penny
קודם	prvo
קודם	prvi
עיר	town
עיר	grad
עיר	grad
עיר	gradom
לצד	strana
בגיל	ostario
ידוע	znan
ידוע	poznat
ידוע	poznata
ידוע	poznato
ידוע	poznati
הופעות	utiske
הופעות	koncerte
הופעות	koncerata
תקופה	razdoblje
תקופה	period
ספרים	knjige
קטן	maleno
קטן	male
קטן	mali
קטן	malo
קטן	mala
קטן	male
קטן	mali
למד	naučio
למד	studirala
למד	studirao
למד	naučiti
למד	naučite
למד	učite
למד	uči
למד	nauči
ברית	savez
ברית	saveza
ברית	saveznici
ברית	saveznike
היהודי	židove
היהודי	židov
תשע	devetka
תשע	devet
פחות	manje
ישראלי	izraelci
ישראלי	izraelski
ישראלי	izraelska
משרד	kancelarija
משרד	ured
