در	vrata
رده	razred
رده	klase
رده	klasa
از	od
از	iz
که	tko
که	ko
که	koji
که	koja
که	to
این	ovo
را	make
را	napraviti
را	napravi
با	sa
میلادی	desetljeća
میلادی	desetljeće
یک	jedan
یک	jedna
سال	godine
سال	godinama
سال	godina
سال	sala
سال	sale
سال	sal
سال	godine
سال	godina
آن	anne
ایران	iranu
ایران	irana
ایران	iran
برای	za
شهرستان	županije
شهرستان	okrugu
شهرستان	okrug
شهرستان	županija
شهرستان	kotar
آمریکا	americi
آمریکا	amerika
آمریکا	america
آمریکا	ameriku
شده	bio
فهرست	katalog
فهرست	lista
فهرست	popis
فهرست	katalog
فهرست	kataloga
بود	bio
بود	bila
او	ona
او	njegovo
او	njegov
او	njegova
او	mu
او	njega
او	njemu
او	ga
او	joj
او	nju
تا	svibanj
تا	may
تا	svibnja
تا	dok
وابسته	pridjev
وابسته	ovisni
فوتبال	nogomet
فوتبال	fudbal
فوتبال	football
فوتبال	nogomet
ساعت	sati
ساعت	satima
ساعت	sat
ساعت	satom
ساعت	sat
پایه	osnova
پایه	zaklada
پایه	osnova
پایه	fondacija
پایه	temelji
پایه	temelj
پایه	baza
پایه	temelji
پایه	osnovno
پایه	osnovne
پایه	osnove
پایه	osnovni
نام	naziv
نام	ime
استان	pokrajina
استان	pokrajine
استان	pokrajini
استان	provincija
استان	regije
استان	regiji
استان	regija
شهر	town
شهر	grad
شهر	grad
شهر	gradom
ملی	nacionalni
ملی	nacionalna
کشور	zemlja
کشور	država
کشور	domovina
تاریخ	spoj
تاریخ	datum
تاریخ	povijest
تاریخ	istorija
فیلم	film
فیلم	film
فیلم	filmovi
فیلم	filmove
فیلم	kino
بخش	odjel
بخش	sektor
بخش	sektora
بخش	odjeljak
بخش	sekcija
بخش	okrugu
بخش	okrug
جمعیت	gužve
جمعیت	gužva
جمعیت	gomila
جمعیت	gužve
جمعیت	publika
جمعیت	stanovništvo
جمعیت	populacija
دو	dva
اثر	efekt
اثر	efekta
اثر	efekat
اثر	učinak
پس	onda
یکی	neko
یکی	netko
یکی	nekoga
یکی	jedan
یکی	jedna
بازیکنان	igrači
بازیکنان	igrača
آثار	artefakata
آثار	artefakte
آثار	artefakti
آثار	učinci
آثار	efekti
وی	wei
وی	wii
روستاهای	sela
روستاهای	selima
دیگر	više
دیگر	drugi
دیگر	drugo
دیگر	druga
دیگر	ostali
دیگر	drugi
دیگر	druge
می	svibanj
می	may
می	svibnja
می	mei
عنوان	naslov
پیوند	veza
پیوند	link
پیوند	poveznica
پیوند	povezani
پیوند	obveznica
پیوند	bond
پیش	prije
بحث	tvrdeći
بحث	rasprava
بحث	rasprave
بحث	raspravu
بحث	diskusija
افراد	ljudi
دوره	kurs
دوره	epoha
دوره	razdoblje
دوره	period
دهه	desetljeća
دهه	desetljećima
دهه	desetljeća
دهه	desetljeće
متر	metara
متر	metar
متر	metar
کاربر	korisnik
کاربر	korisnika
مناطق	okruga
مناطق	područja
هر	svaki
هر	svako
هر	svaka
هر	bilo
باشگاه	klub
باشگاه	club
باشگاه	teretane
باشگاه	teretani
باشگاه	teretana
باشگاه	dvorana
باشگاه	fenerbahçe
شهرهای	općine
دانشگاه	fakultet
دانشگاه	sveučilište
دانشگاه	fakultet
دانشگاه	koledž
دانشگاه	college
مورد	case
مورد	slučaj
مورد	slucaj
سده	vijek
سده	stoljeće
سده	stoljeća
ثبت	dnevnik
وجود	postojanja
وجود	postojanje
زبان	jezike
زبان	jezicima
زبان	jezici
زبان	jezik
زادگان	potomak
مسکونی	stambeni
مسکونی	stambene
شماره	broj
کار	job
کار	posao
کار	radna
کار	radni
کار	rad
کار	posao
کار	radno
کار	radni
کار	radna
کار	radno
کار	radim
اما	ali
بازیگران	snimanje
بازیگران	snima
بازیگران	glumce
بازیگران	glumci
روی	roy
روی	roj
روی	cink
فرودگاه	aerodrom
صورت	licem
صورت	faca
صورت	lice
صورت	face
مرکز	središnje
مرکز	centralno
مرکز	central
مرکز	središnja
مرکز	središnji
مرکز	centar
مرکز	centar
مرکز	središte
مرکز	sredina
زمان	zaman
زمان	vreme
زمان	vrijeme
شرکت	korporativne
شرکت	društvo
شرکت	drustvo
شرکت	tvrtka
شرکت	kompanija
شرکت	sudjelovati
مقاله	esej
مقاله	članak
مقاله	članke
مقاله	članci
تیم	tim
تیم	tima
تیم	ekipa
تیم	momčad
تیم	reprezentacija
تیم	tim
مرد	covjek
مرد	čovjek
مرد	čovek
انگلیسی	englezi
انگلیسی	engleski
انگلیسی	english
نظر	komentar
نظر	komentaru
نظر	mišljenje
نظر	misljenje
جهانی	international
جهانی	međunarodna
جهانی	međunarodni
جهانی	univerzalni
جهانی	globalno
جهانی	world
جهانی	svijeta
جهانی	svijet
همچنین	također
همچنین	takođe
همچنین	previše
همچنین	previse
زندگی	life
زندگی	zivot
زندگی	život
زن	zena
زن	ženo
زن	žena
زن	zeno
زن	ženska
زن	ženka
زن	žensko
زن	zena
زن	supruga
زن	žena
زیر	ispod
زیر	pod
زیر	ispod
آنها	ih
آنها	im
آنها	njih
آنها	oni
هستند	su
هستند	jesu
جوایز	nagrade
جوایز	nagrade
روستا	selu
روستا	selo
تهران	teheranu
بازی	igra
بازی	utakmice
بازی	igre
بازی	igrice
بازی	sviraj
بازی	igraj
تاریخی	povijesna
تاریخی	povijesno
تاریخی	povijesna
تاریخی	povijesni
تاریخی	povijesno
فرانسه	francuski
فرانسه	francuzi
فرانسه	francuska
فرانسه	france
جنگ	rat
جنگ	rata
باید	mora
دست	ruke
دست	ruka
دست	ruka
دست	ruku
شورای	vijeće
شورای	vijeća
محل	mjesto
محل	mesto
محل	lokacija
محل	lokaciju
های	hai
توابع	funkcije
کتاب	knjiga
کتاب	knjige
آلمان	njemački
آلمان	nijemac
آلمان	njemacki
آلمان	njemačka
آلمان	njemačkoj
سطح	razina
سطح	razine
سطح	površine
سطح	površina
سطح	razina
سطح	nivo
سطح	level
اصلی	main
اصلی	glavni
اصلی	glavno
اصلی	glavna
اصلی	izvorno
اصلی	originalno
اصلی	original
اصلی	izvorna
اصلی	izvorni
اصلی	primarno
اصلی	primarna
اصلی	primarni
ساخت	radovi
ساخت	izgradnja
ساخت	konstrukcija
ساخت	gradnja
ساخت	izgradnju
ساخت	proizvodnja
المپیک	olimpijski
المپیک	olympic
المپیک	olimpijada
المپیک	olimpijadu
اول	prvo
اول	prvi
سازمان	organizacije
سازمان	organizacija
سازمان	organizacija
سازمان	agencije
سازمان	agencija
سه	tri
مرکزی	središnje
مرکزی	centralno
مرکزی	central
مرکزی	središnja
مرکزی	središnji
ایالت	stanje
ایالت	država
ایالت	stanja
ایالت	stanju
زنده	živ
فارسی	farsi
فارسی	perzijski
بین	grah
بین	graha
بین	bean
بین	izmedju
بین	između
انگلستان	engleske
انگلستان	englesku
انگلستان	engleska
دوم	drugi
دوم	drugo
دوم	druga
موسیقی	muzika
موسیقی	glazba
گروه	band
گروه	sastav
گروه	bend
گروه	grupa
جایزه	bonus
جایزه	nagrada
جایزه	nagrada
بیشتر	najviše
بیشتر	većina
بیشتر	najvise
بیشتر	više
جنوبی	južni
جنوبی	južna
جنوبی	južnoj
جنوبی	jugu
جنوبی	južno
جنوبی	jug
روز	dan
روز	dana
روز	danju
جمهوری	republike
جمهوری	republika
مرگ	smrt
مرگ	smrti
ولی	ali
داد	dodd
آمریکایی	američki
آمریکایی	american
آمریکایی	amerikanac
آمریکایی	američka
نقش	uloga
نقش	ulozi
نقش	uloge
منطقه	regije
منطقه	regiji
منطقه	regija
منطقه	zona
منطقه	zone
منطقه	okrugu
منطقه	okrug
