din	fra
care	hvem
care	hvilket
care	hvilken
care	hvilke
fost	blevet
fost	været
mai	mai
mai	mere
mai	flere
pentru	til
pentru	for
lui	lui
lui	hans
sunt	er
sit	site
dupa	efter
dupa	efter
ale	ale
lea	lea
prin	gennem
prin	igennem
regiunea	region
mare	fantastisk
mare	fedt
mare	stor
mare	skønt
mare	herligt
mare	big
mare	store
mare	stor
mare	stort
mare	søs
mare	sea
mare	hav
mare	havet
anul	aars
anul	året
anul	år
comuna	almindelige
comuna	fælles
comuna	almindelig
comuna	kommune
comuna	kommunen
comuna	kommun
comuna	almindelige
comuna	fælles
comuna	almindelig
are	har
locuitori	indbyggerne
locuitori	indbyggere
locuitori	beboere
locuitori	fastboende
locuitori	bosiddende
locuitori	residenter
locuitori	indbyggere
locuitori	beboere
legaturi	link
legaturi	links
legaturi	tilslutninger
legaturi	forbindelser
legaturi	link
legaturi	links
vezi	se
dar	men
cod	koder
cod	kode
cod	koden
cod	torsk
cod	cod
populatie	befolkningen
populatie	indbyggertal
populatie	befolkning
populatie	indbyggere
bucuresti	bukarest
bucuresti	bucuresti
bucuresti	bukarest
bucuresti	bukarest
romania	rumænien
romania	rumænien
jpg	jpg
lista	liste
lista	list
lista	liste
lista	list
ucraina	ukraine
nume	betegnelse
nume	navn
ani	ani
ani	år
avea	havde
avea	haft
intre	mellem
intre	imellem
intre	mellem
intre	imellem
pana	till
pana	indtil
pana	fjer
poate	måske
poate	måske
doua	to
doua	to
rege	konge
rege	kongens
rege	kong
rege	kongen
rege	king
sub	under
alte	andre
alte	andet
cand	da
cand	når
cand	hvornår
cand	da
cand	når
cand	hvornår
regiune	region
anii	år
parte	del
judetul	county
judetul	amtet
judetul	amt
judetul	amtskommune
judetul	county
judetul	amtet
judetul	amt
judetul	amtskommune
centura	sikkerhedssele
centura	bælte
centura	sele
centura	bæltet
centura	bælte
centura	sele
centura	bæltet
dinastia	dynasti
septembrie	september
timp	tid
timp	tidspunkt
timp	gang
timp	klokkeslæt
timp	tiden
despre	om
despre	omkring
unde	hvor
majoritatea	højst
majoritatea	mest
majoritatea	majoritet
majoritatea	flertal
majoritatea	flertallet
densitate	densitet
densitate	massefylde
densitate	befolkningstæthed
densitate	vægtfylde
densitate	tæthed
limba	tunge
limba	tongue
limba	tungen
limba	sprog
limba	sproget
limba	tunge
limba	tongue
limba	tungen
limba	sprog
limba	sproget
iunie	juni
iunie	june
multe	mange
socorro	socorro
prima	første
prima	først
prima	præmie
prima	premium
prima	præmien
octombrie	oktober
august	august
sat	village
sat	landsbyen
sat	landsby
sat	sat
sat	siddet
sat	sad
martie	marts
martie	march
martie	marchere
biserica	church
biserica	kirken
biserica	kirke
biserica	church
biserica	kirken
biserica	kirke
fisier	file
fisier	filen
fisier	fil
fisier	file
fisier	filen
fisier	fil
decembrie	december
toate	alle
toate	alt
ianuarie	januar
latns	latns
latd	latd
longd	longd
adresa	adresse
adresa	adresse
noiembrie	november
cum	hvordan
imagine	billed
imagine	billede
imagine	image
imagine	billede
imagine	billedet
statul	stat
statul	state
statul	delstat
statul	tilstand
lor	deres
fie	enten
avut	havde
avut	haft
familia	familien
familia	familie
familia	family
numele	betegnelse
numele	navn
timpul	tid
timpul	tidspunkt
timpul	gang
timpul	klokkeslæt
timpul	tiden
nord	nordpå
nord	nordlige
nord	north
nord	nord
nord	nord
principala	vigtigste
principala	main
principala	vigtigste
principala	main
sud	sydpå
sud	sydlige
sud	syd
aprilie	april
erau	var
loc	stedet
loc	place
loc	sted
loc	plads
primul	første
primul	først
astfel	således
astfel	dermed
iulie	juli
doar	kun
doar	bare
editura	forlægger
editura	udgiver
editura	forlag
asteroid	asteroide
februarie	februar
recensamantului	optælling
recensamantului	folketælling
trei	tre
trei	three
asteroizi	asteroider
lats	lats
longm	longm
latm	latm
discutie	diskussioner
discutie	diskussion
discutie	drøftelser
discutie	drøftelse
discutie	debat
discutie	diskussioner
discutie	diskussion
discutie	drøftelser
discutie	drøftelse
discutie	debat
discutie	diskussioner
discutie	diskussion
discutie	drøftelser
discutie	drøftelse
discutie	debat
franta	frankrig
franta	france
franta	frankrig
franta	france
franta	frankrig
franta	france
partea	del
mult	much
mult	meget
fara	uden
fara	uden
departamentul	afdeling
departamentul	departement
departamentul	afdelingen
foarte	meget
data	date
data	dato
data	oplysninger
data	data
data	date
data	dato
departament	afdeling
departament	departement
departament	afdelingen
unul	et
unul	en
unul	én
apoi	derefter
apoi	så
grup	gruppe
grup	group
grup	gruppen
locul	stedet
locul	place
locul	sted
locul	plads
oras	town
oras	byen
oras	by
oras	city
oras	byen
oras	storby
oras	by
oras	town
oras	byen
oras	by
oras	city
oras	byen
oras	storby
oras	by
oras	town
oras	byen
oras	by
oras	city
oras	byen
oras	storby
oras	by
pot	kan
pot	can
camp	lejren
camp	camp
camp	lejr
camp	fagområde
camp	felt
camp	område
camp	marken
germania	tyskland
face	lav
face	foretag
face	lave
satul	village
satul	landsbyen
satul	landsby
national	nationale
national	nationalt
national	national
national	landsdækkende
national	nationale
national	nationalt
national	national
national	landsdækkende
national	nationale
national	nationalt
national	national
national	landsdækkende
note	noter
note	sedler
perioada	tidsrum
perioada	periode
perioada	perioden
perioada	tidsrum
perioada	periode
perioada	perioden
minoritate	mindretallet
minoritate	minoritet
minoritate	mindretal
ucraineana	ukrainsk
ucraineana	ukrainske
cadrul	rammer
cadrul	ramme
general	generelt
general	generel
general	generelle
general	almindelig
razboi	krigen
razboi	krig
razboi	war
razboi	krige
razboi	krigen
razboi	krig
razboi	war
razboi	krige
peste	over
peste	derover
peste	slut
peste	fisk
peste	fish
peste	fiske
romana	rumænske
romana	rumænsk
romana	romerske
romana	roman
romana	romer
romana	romersk
romana	romana
afla	lære
afla	lær
inceput	startet
inceput	påbegyndt
inceput	begyndte
inceput	begyndt
inceput	startede
inceput	begynder
inceput	begyndelse
inceput	begyndelsen
iii	iii
duce	duke
duce	hertug
duce	duce
roman	rumænske
roman	rumænsk
roman	romerske
roman	roman
roman	romer
roman	romersk
roman	novelle
roman	roman
roman	novellen
provincia	provins
provincia	provinsen
existand	bestående
existand	eksisterende
vedere	vis
vedere	udsigt
wikipedia	wikipedia
specie	dyrearter
specie	art
specie	dyreart
specie	arter
punct	prik
punct	dot
punct	punkt
punct	peg
punct	point
stat	stat
stat	state
stat	delstat
stat	tilstand
unite	forenet
unite	united
unite	forenede
moldova	moldovas
moldova	moldova
file	faner
atunci	derefter
atunci	så
aceste	disse
secolul	århundrede
una	et
una	en
una	én
aceasta	dette
aceasta	denne
life	liv
life	livet
life	livstid
life	life
resedinta	opholdssted
resedinta	ophold
resedinta	bopæl
resedinta	bolig
resedinta	opholdssted
resedinta	ophold
resedinta	bopæl
resedinta	bolig
resedinta	opholdssted
resedinta	ophold
resedinta	bopæl
resedinta	bolig
orasul	city
orasul	byen
orasul	storby
orasul	by
orasul	town
orasul	byen
orasul	by
orasul	city
orasul	byen
orasul	storby
orasul	by
tot	alle
tot	alt
tot	stadig
tot	stadigvæk
chiar	selv
facut	made
facut	lavet
facut	foretaget
cunoscute	vidst
cunoscute	kendte
cunoscute	kendt
film	movie
film	film
film	folie
film	filme
film	film
vorbitori	talere
vorbitori	højtalere
vorbitori	højttalere
date	datoer
date	dadler
date	oplysninger
date	data
trebuie	må
trebuie	skal
cunoscuta	vidst
cunoscuta	kendte
cunoscuta	kendt
decat	end
decat	end
aici	her
mari	big
mari	store
mari	stor
mari	stort
mari	mari
mari	haves
zile	dage
fata	front
fata	foran
fata	forside
fata	ansigt
fata	ansigtet
fata	fjæs
fata	face
fata	ansigt
fata	ansigtet
fata	fjæs
fata	face
fata	pigen
fata	girl
fata	tøs
fata	pige
fata	ansigt
fata	ansigtet
fata	fjæs
fata	face
fata	pigen
fata	girl
fata	tøs
fata	pige
fata	ansigt
fata	ansigtet
fata	fjæs
fata	face
fata	ansigt
fata	ansigtet
fata	fjæs
fata	face
club	klub
club	club
club	natklub
club	kølle
club	klubben
componente	bestanddele
componente	komponenterne
componente	komponenter
ulterior	efterfølgende
est	east
est	østpå
est	øst
est	est
nou	ny
nou	nyt
nou	nye
ales	valgt
ales	udvalgt
ales	valgte
numai	kun
ioan	johannes
ioan	john
ion	ion
rusa	russeren
rusa	russer
rusa	russiske
rusa	russisk
rusa	russeren
rusa	russer
rusa	russiske
rusa	russisk
isbn	isbn
populatia	befolkningen
populatia	indbyggertal
populatia	befolkning
populatia	indbyggere
populatia	befolkningen
populatia	indbyggertal
populatia	befolkning
populatia	indbyggere
doi	to
acelasi	samme
membru	medlem
numit	opkaldt
numit	navngivet
numit	navngivne
numit	kaldt
numit	ringet
numit	kaldet
numit	ringede
numit	kaldte
descrisa	beskrevet
descrisa	beskrevne
descrisa	beskrev
oficial	officielt
oficial	embedsmand
oficial	tjenestemand
oficial	officiel
oficial	officielt
nici	hverken
impotriva	imod
impotriva	mod
impotriva	imod
impotriva	mod
impotriva	imod
impotriva	mod
desi	selvom
desi	skønt
desi	skønt
desi	desi
desi	selvom
desi	skønt
desi	skønt
desi	selvom
desi	skønt
desi	skønt
saint	sankt
saint	helgen
saint	saint
impreuna	sammen
impreuna	sammen
impreuna	sammen
specia	dyrearter
specia	art
specia	dyreart
specia	arter
vest	west
vest	vest
vest	vestpå
vest	vestlig
vest	vest
vest	western
vest	vestligt
vest	vestlige
italia	italia
italia	italien
putin	små
putin	lille
putin	putin
putin	putins
excentricitate	excentricitet
inca	stadig
inca	stadigvæk
inca	stadig
inca	stadigvæk
descoperit	opdagede
descoperit	opdaget
descoperit	afsløret
descoperit	afdækket
inainte	fremadrettet
inainte	frem
inainte	fremad
inainte	inden
inainte	før
inainte	fremadrettet
inainte	frem
inainte	fremad
inainte	inden
inainte	før
lemn	wood
lemn	træ
noi	ny
noi	nyt
noi	nye
nicolae	nicholas
nicolae	nicolae
nationala	nationale
nationala	nationalt
nationala	national
nationala	landsdækkende
nationala	nationale
nationala	nationalt
nationala	national
nationala	landsdækkende
subspecii	underarter
statele	stater
statele	staterne
drept	lige
drept	straight
mod	tilstand
mod	mode
mod	forsvarsministeriet
mod	mod
american	amerikaner
american	american
american	amerikanske
american	amerikansk
fiecare	hver
fiecare	hver
prezent	nutiden
prezent	nuværende
prezent	nutid
casa	house
casa	huset
casa	hus
casa	house
casa	huset
casa	hus
casa	hjem
casa	hjemme
casa	startside
casa	hjemad
casa	home
acestea	disse
printre	blandt
printre	iblandt
printre	blandt
printre	iblandt
categorie	kategori
text	tekst
text	sms
text	teksten
cluj	cluj
bine	god
bine	gode
bine	godt
bine	okay
http	http
site	site
articole	artikler
articole	genstande
articole	artiklerne
articole	punkterne
articole	poster
articole	genstande
articole	punkter
alexandru	alexandru
alexandru	alexander
unele	nogle
milioane	millioner
milioane	millioner
apa	vand
apa	vand
ori	ori
tara	landet
tara	land
tara	lande
tara	landet
tara	land
tara	lande
tara	landet
tara	land
tara	lande
tara	tara
tara	landet
tara	land
tara	lande
tara	landet
tara	land
tara	lande
sate	landsbyer
sate	landsbyerne
tarziu	sen
tarziu	forsinket
tarziu	sent
tarziu	sen
tarziu	forsinket
tarziu	sent
istoria	historik
istoria	historie
maria	maria
cunoscut	vidst
cunoscut	kendte
cunoscut	kendt
patru	fire
patru	four
republica	republik
republica	republikken
republica	republik
republica	republikken
raul	river
raul	floden
raul	flod
raul	raul
raul	ondskab
raul	ond
raul	onde
raul	evil
raul	ondt
formata	stiftet
formata	dannet
paris	paris
gheorghe	gheorghe
gheorghe	george
tip	fyr
tip	guy
tip	gut
tip	indtast
tip	skriv
tip	type
premiul	præmie
premiul	tilslag
premiul	award
premiul	tildeling
putea	kunne
putea	ku
persoane	personer
persoane	personers
persoane	mennesker
persoane	personer
persoane	folk
persoane	people
constantin	constantin
constantin	konstantin
constantin	constantine
etc	etc
etc	mv
etc	osv
exemplu	eksempel
descriere	billedtekst
descriere	overskrift
descriere	beskrivelse
george	george
nascut	born
nascut	fødte
nascut	født
nascut	born
nascut	fødte
nascut	født
numarul	tal
numarul	antal
numarul	nummer
comitatul	county
comitatul	amtet
comitatul	amt
comitatul	amtskommune
harta	kort
harta	landkort
harta	kort
harta	landkort
john	johannes
john	john
jos	down
jos	ned
jos	nede
marea	søs
marea	sea
marea	hav
marea	havet
deoarece	fordi
localitate	lokalområde
localitate	lokalitet
aproape	næsten
scris	skriftlig
scris	skrevet
raport	rapporter
raport	anmelde
raport	betænkning
raport	rapport
echipa	trup
echipa	holdet
echipa	hold
echipa	teamet
echipa	team
echipa	holdet
echipa	hold
echipa	teamet
echipa	team
diferite	forskellige
diferite	forskelligt
diferite	anderledes
diferite	forskellig
baza	base
baza	basen
baza	basis
baza	base
baza	basen
baza	basis
special	særligt
special	særlige
special	speciel
special	specielle
special	særlig
valea	dal
valea	valley
valea	dalen
comune	joint
comune	fælles
ele	de
stadium	stadion
stadium	stadium
svg	svg
zona	område
zona	zone
zona	areal
zona	område
zona	område
zona	zone
zona	areal
zona	område
dat	givet
dat	givne
dat	given
slovenia	slovenien
americii	america
americii	amerika
americii	usa
satului	village
satului	landsbyen
satului	landsby
imparat	kejseren
imparat	kejser
imparat	kejseren
imparat	kejser
localitatea	lokalområde
localitatea	lokalitet
viata	liv
viata	livet
viata	livstid
viata	life
viata	liv
viata	livet
viata	livstid
viata	life
viata	liv
viata	livet
viata	livstid
viata	life
viata	liv
viata	livet
viata	livstid
viata	life
viata	liv
viata	livet
viata	livstid
viata	life
bun	god
bun	gode
bun	godt
cet	cet
format	stiftet
format	dannet
format	formater
format	format
primit	modtages
primit	modtagne
primit	modtog
primit	modtaget
presedinte	præsidenten
presedinte	formand
presedinte	præsident
presedinte	formand
presedinte	bestyrelsesformand
presedinte	præsidenten
presedinte	formand
presedinte	præsident
presedinte	præsidenten
presedinte	formand
presedinte	præsident
presedinte	formand
presedinte	bestyrelsesformand
langa	nær
oameni	mennesker
oameni	personer
oameni	folk
oameni	people
istoric	historiske
istoric	historisk
istoric	historiker
istoric	historiske
istoric	historisk
istoric	historik
istoric	historie
suprafata	overflade
suprafata	overfladen
suprafata	areal
suprafata	område
suprafata	overflade
