que	že
del	del
los	na
los	the
con	so
las	na
las	the
una	jedno
una	jedným
una	one
una	jeden
una	jedna
categoría	kategórie
categoría	kategóriu
categoría	kategória
para	pre
para	za
como	ako
como	jak
como	jako
como	ako
como	like
fue	bola
fue	bol
fue	bolo
más	viacej
más	ďalšie
más	viac
sus	ich
sus	jeho
sus	tvoje
sus	váš
sus	vaša
sus	vaše
sus	tvoja
sus	tvoj
sus	jej
sus	jeho
sus	svoje
sus	its
sus	ids
también	takisto
también	aj
también	tiež
también	taktiež
también	taky
también	too
también	príliš
entre	entre
entre	medzi
este	to
este	táto
este	tento
este	toto
este	túto
este	východná
este	východ
este	východné
este	východný
este	východne
pero	ale
años	roky
años	rokov
dos	dos
dos	dve
dos	dvaja
dos	dva
dos	two
dos	dvojka
son	sú
sobre	približne
sobre	obálku
sobre	obálke
sobre	obálky
sobre	obálka
año	roku
año	rok
año	roka
desde	odkedy
desde	keďže
desde	zo
desde	od
esta	to
esta	táto
esta	tento
esta	toto
esta	túto
enlaces	spojenia
enlaces	väzby
enlaces	prepojenia
enlaces	odkazy
enlaces	linky
hasta	dokonca
hasta	aj
hasta	do
hasta	kým
hasta	dokiaľ
externos	externý
externos	vonkajšie
externos	vonkajší
externos	externé
externos	vonkajšia
ciudad	mesto
ciudad	mesta
ciudad	mestečko
ciudad	city
ciudad	mesto
ciudad	mesta
ciudad	mestské
ciudad	ciudad
ser	bytia
ser	byť
ser	bytosť
ser	ser
parte	party
parte	oslava
parte	strana
parte	večierok
parte	párty
parte	časť
parte	čast
parte	súčasť
durante	počas
durante	pocas
sin	bez
sin	hriechu
sin	sin
sin	hriech
donde	kde
donde	kam
san	san
san	svätá
san	svätý
san	saint
san	svätec
era	bola
era	bol
era	bolo
nacional	národný
nacional	vnútroštátnych
nacional	vnútroštátne
nacional	národná
nacional	vnútroštátna
nacional	národné
nacional	nacional
primera	prvý
primera	prvy
primera	najprv
primera	prva
primera	prvé
primera	prvá
team	mužstvo
team	tím
team	tým
team	team
cuando	keď
cuando	ked
cuando	kedy
nombre	názov
nombre	meno
estados	stavy
estados	štáty
estados	štátov
utc	utc
siglo	siglo
siglo	storočia
siglo	storočí
siglo	storočie
después	po
después	neskor
después	neskôr
después	neskoršie
españa	španielsko
españa	španielska
tiene	má
otros	iný
otros	ďalšie
otros	iná
otros	iné
otros	ostatné
otros	iný
otros	ostatný
otros	iní
otros	iné
otros	ostatné
gran	velke
gran	velka
gran	veľký
gran	big
gran	veľké
gran	veľká
gran	skvele
gran	super
gran	skvelé
gran	gran
gran	grand
unidos	united
unidos	zjednotená
unidos	zjednotení
unidos	spojené
puede	môžu
puede	mozu
puede	môže
puede	can
puede	moze
estado	stav
estado	status
estado	štatút
estado	postavenie
estado	štátu
estado	štátne
estado	štát
estado	štátna
estado	stav
estado	podmienkou
estado	podmienky
estado	podmienka
uno	uno
uno	jedno
uno	jedným
uno	one
uno	jeden
uno	jedna
lugar	miesto
lugar	miesto
lugar	place
lugar	umiestnenie
lugar	miesto
lugar	umiestnenia
lugar	poloha
lugar	lokalita
primer	prvý
primer	prvy
primer	najprv
primer	prva
primer	prvé
primer	prvá
población	populácia
población	obyvateľstva
población	obyvateľstvo
población	populácie
población	populáciu
muy	veľmi
muy	veľ
muy	velmi
había	malo
había	nemal
había	mali
había	mal
había	mala
mismo	rovnaká
mismo	rovnaké
mismo	rovnaký
mismo	rovnako
nueva	nová
nueva	nove
nueva	nový
nueva	nové
nueva	novinka
fueron	boli
historia	príbeh
historia	reportáž
historia	histórie
historia	histórii
historia	históriu
historia	história
historia	dejiny
club	klub
club	club
club	klubu
eran	boli
cual	ktorú
cual	ktoré
cual	ktorá
cual	ktorý
universidad	univerzita
universidad	university
universidad	univerzite
universidad	univerzitné
universidad	univerzity
universidad	kolégium
universidad	vysoká
forma	tvar
forma	tvare
forma	formulár
forma	formulára
forma	forma
forma	forme
tres	tres
tres	tri
tres	troch
tres	traja
tres	three
grupo	grupo
grupo	skupinu
grupo	group
grupo	skupiny
grupo	skupina
general	všeobecné
general	general
general	všeobecne
general	všeobecná
guerra	vojnové
guerra	vojny
guerra	vojnový
guerra	war
guerra	vojna
aunque	hoci
aunque	hoci
tras	po
familia	rodiny
familia	rodín
familia	rodinám
familia	rodinka
familia	rodinná
familia	rodine
familia	family
familia	rodina
además	takisto
además	aj
además	tiež
además	taktiež
además	navyše
además	plus
todo	všetko
todo	vsetko
todo	all
todo	vsetky
todo	všetky
todo	všetkých
todo	všetci
todo	všetko
sur	južný
sur	juhu
sur	južná
sur	južné
sur	južnej
sur	sur
sur	južný
sur	juhu
sur	južná
sur	južné
sur	južnej
sur	juh
mayor	hlavné
mayor	hlavná
mayor	major
tiempo	počasie
tiempo	počasí
tiempo	dobe
tiempo	čas
tiempo	doba
tiempo	time
provincia	provincie
provincia	provincia
provincia	provincii
partido	party
partido	oslava
partido	strana
partido	večierok
partido	párty
partido	zhodovať
partido	zápas
partido	zhoda
partido	zhody
contra	počítadlo
contra	pult
contra	proti
contra	contra
encuentra	nájdite
encuentra	nájdi
encuentra	nájsť
encuentra	nájde
municipio	samospráva
municipio	obec
otras	iný
otras	ďalšie
otras	iná
otras	iné
otras	ostatné
otras	iný
otras	ostatný
otras	iní
otras	iné
otras	ostatné
todos	každý
todos	vsetci
todos	kazdy
todos	všetci
todos	all
todos	vsetky
todos	všetky
todos	všetkých
todos	všetci
todos	všetko
todos	každý
todos	každého
todos	vsetci
todos	všetkým
todos	všetci
juan	ján
juan	john
juan	joan
sido	bola
sido	bol
josé	jozef
josé	joseph
josé	jozefa
josé	josef
josé	josé
bajo	pod
bajo	podľa
bajo	nízko
bajo	nízke
bajo	nízky
bajo	nízka
bajo	low
bajo	bajo
bajo	basa
bajo	bass
bajo	basy
serie	séria
serie	rad
serie	série
serie	sériu
serie	poradové
serie	sériový
serie	sériové
serie	serie
cada	každý
cada	kazda
cada	každá
cada	každý
