yang	yang
dan	och
dan	dan
pada	pada
dalam	dalam
dengan	med
the	de
the	den
untuk	för
juga	också
juga	även
terletak	belägen
terletak	beläget
terletak	lögner
terletak	ligger
indonesia	indonesien
dari	dari
dari	från
daerah	distriktet
daerah	valdistrikt
daerah	distrikt
tahun	years
tahun	åratal
tahun	åren
tahun	år
tahun	year
tahun	årsmodell
tahun	året
tahun	år
adalah	är
adalah	are
telah	har
wilayah	provins
wilayah	län
wilayah	provinsen
wilayah	region
wilayah	regionen
wilayah	territorier
wilayah	territorier
wilayah	territoriet
wilayah	territorium
lihat	see
lihat	se
kawasan	area
kawasan	område
kawasan	området
kawasan	yta
kawasan	region
kawasan	regionen
kawasan	regioner
kawasan	regionerna
kawasan	områden
luar	utomhus
luar	utanför
luar	utsidan
sekolah	skolor
sekolah	skolorna
sekolah	skola
sekolah	skolan
tidak	inte
tidak	ej
komun	kollektiv
komun	kommuner
bahasa	språken
bahasa	språk
bahasa	språket
bahasa	språk
orang	person
orang	personen
orang	människor
orang	personer
orang	folk
orang	people
pautan	länk
pautan	länken
pautan	länka
pautan	anknyter
pautan	länkar
malaysia	malaysia
daripada	från
daripada	än
kampung	byn
kampung	by
kampung	village
jabatan	departement
jabatan	department
jabatan	avdelning
jabatan	avdelningen
jabatan	departementet
satu	satu
satu	en
satu	ett
satu	one
negara	landet
negara	land
negara	stat
negara	statliga
negara	delstat
negara	statligt
negara	länderna
negara	länder
mereka	dem
mereka	dom
mereka	de
mereka	dom
kebangsaan	nationalitet
kebangsaan	medborgarskap
kebangsaan	nationella
kebangsaan	national
kebangsaan	nationellt
kebangsaan	nationell
bandar	town
bandar	stad
bandar	staden
bandar	staden
bandar	city
bandar	ort
bandar	stad
bandar	orten
bandar	städer
bandar	orter
bandar	resmål
bandar	städerna
bandar	bandar
imperial	kejserliga
imperial	imperial
lelaki	mannen
lelaki	människan
lelaki	man
negeri	stat
negeri	statliga
negeri	delstat
negeri	statligt
barat	västra
barat	väst
barat	väster
barat	västerut
barat	barat
barat	västra
barat	västlig
lain	annan
lain	övrig
lain	övriga
lain	andra
lain	övrigt
lain	annat
lain	andra
lain	övriga
lebih	mera
lebih	more
lebih	fler
lebih	mer
etnik	etnisk
etnik	etniskt
etnik	etniska
etnik	etnicitet
mempunyai	har
mempunyai	har
mempunyai	ha
perancis	fransk
perancis	franska
perancis	franskt
perancis	fransmän
perancis	frankrike
perancis	france
akan	will
akan	kommer
nama	namnge
nama	namn
nama	name
nama	namn
perbandaran	township
perbandaran	kommunen
perbandaran	kommun
perbandaran	kommunal
perbandaran	kommunalt
perbandaran	kommunala
boleh	kan
boleh	can
filem	filmar
filem	filmer
filem	film
filem	filma
filem	film
filem	filmer
timur	östra
timur	österut
timur	öst
timur	öster
timur	timur
timur	östra
timur	öst
timur	östlig
digunakan	använda
digunakan	använt
digunakan	begagnad
digunakan	används
digunakan	begagnade
dua	dua
dua	två
pertama	först
pertama	första
perempuan	kvinnan
perempuan	woman
perempuan	kvinna
perempuan	kvinnor
perempuan	honor
perempuan	kvinnor
svg	svg
svg	wmf
india	indiska
india	indier
india	indisk
india	indiskt
india	indian
india	indiska
india	india
india	indiskt
india	indien
senarai	förteckning
senarai	list
senarai	lista
dia	dia
presiden	president
presiden	ordförande
presiden	ordföranden
presiden	talmannen
terbang	fly
terbang	flyger
terbang	flyg
terbang	fluga
terbang	flyga
terbang	flyger
terbang	flygning
terbang	flyga
terbang	flygande
terbang	flugit
terbang	flög
dunia	world
dunia	värld
dunia	världen
kerana	eftersom
bahawa	att
laut	sea
laut	sjö
laut	hav
laut	havet
selepas	efteråt
selepas	after
selepas	efter
selatan	sydlig
selatan	södra
selatan	syd
selatan	söderut
selatan	söder
selatan	södra
stadium	arenor
stadium	stadion
stadium	stadium
tempat	ställe
tempat	place
tempat	placera
tempat	plats
tempat	platser
tempat	ställen
besar	large
besar	stora
besar	stor
besar	stort
besar	big
besar	stora
besar	stor
besar	stort
tetapi	men
antara	emellan
antara	mellan
pelajar	studenter
pelajar	studerande
pelajar	elever
pelajar	studenten
pelajar	elev
pelajar	studerande
pelajar	student
utara	norr
utara	norra
utara	norrut
utara	nord
utara	nordlig
utara	norra
utara	nordliga
syarikat	corporation
syarikat	sällskap
syarikat	bolag
syarikat	företag
syarikat	företaget
syarikat	bolag
syarikat	företag
raya	raya
beberapa	flera
jumlah	belopp
jumlah	belopp
jumlah	mängd
jumlah	totalt
jumlah	sammanlagt
jumlah	total
jumlah	totala
jumlah	summa
republik	republikan
republik	republikanska
republik	republik
republik	republiken
kumpulan	gruppen
kumpulan	grupp
kumpulan	gruppera
kumpulan	grupper
kumpulan	grupperna
tentera	militära
tentera	militären
tentera	militär
tentera	militärt
tentera	militärer
tentera	soldater
tentera	arméns
tentera	arme
tentera	armén
tentera	army
tentera	armé
amerika	american
amerika	amerikan
amerika	amerikanskt
amerika	amerikansk
amerika	amerikanska
amerika	america
amerika	amerika
amerika	amerika
turki	turkiet
turki	kalkon
turki	turks
turki	turkarna
turki	turkar
turki	turkiska
turki	turkisk
turki	turkiskt
baru	ny
baru	nyhet
baru	nya
baru	nytt
buah	bären
buah	bär
buah	frukter
buah	frukt
buah	frukter
buah	frukt
jawa	java
jawa	javanesiska
bawah	botten
bawah	nedre
bawah	nerifrån
bawah	under
hari	dag
hari	dagen
hari	day
hari	dagarna
hari	dagar
hari	days
google	google
google	googles
google	googla
pemain	spelare
pemain	player
pemain	spelaren
pemain	spelare
melayu	malaysiska
melayu	melayu
kerajaan	kingdom
kerajaan	kungarike
kerajaan	rike
kerajaan	kungariket
kerajaan	imperiet
kerajaan	imperium
kerajaan	rike
kerajaan	empire
kerajaan	rike
kerajaan	riket
kerajaan	regering
kerajaan	regeringen
sama	sama
sama	lika
sama	jämställda
sama	equal
sama	samma
sama	detsamma
iran	iranier
iran	iran
iran	iranska
iran	iransk
iran	iranier
ahli	medlem
ahli	medlemmen
ahli	ledamot
ahli	medlemmars
ahli	medlemmarna
ahli	medlemmar
ahli	ledamöter
poskod	postnummer
kedua	sekund
kedua	andra
pasukan	trupp
pasukan	trupper
pasukan	arbetslag
pasukan	lag
pasukan	team
pasukan	trupp
pasukan	laget
pasukan	lag
pasukan	team
islam	islamisk
islam	islamistiska
islam	islamiska
islam	islamska
islam	islams
islam	islam
mana	mana
mana	var
mana	där
mana	vart
ketua	chef
ketua	chief
ketua	chefen
ketua	hövding
ketua	styrelseordförande
ketua	ordförande
masa	tid
masa	tidpunkt
masa	dags
masa	klockslag
masa	tiden
lagu	låten
lagu	sång
lagu	song
lagu	låtar
lagu	sånger
style	stil
style	style
tengah	medelväg
tengah	mitten
tengah	mellersta
tengah	middle
jerman	tyska
jerman	tysk
jerman	tyskt
jerman	tyskland
jerman	tyskar
jalan	landsväg
jalan	road
jalan	väg
jalan	vägen
gmt	gmt
cet	cet
utama	huvudsakliga
utama	main
utama	huvudsaklig
utama	viktigaste
utama	primär
utama	primärt
utama	primära
banyak	många
salah	felaktigt
salah	inkorrekt
salah	oriktig
salah	felaktig
salah	fel
apabila	när
bahagian	division
bahagian	delning
bahagian	avsnitt
bahagian	sektionen
bahagian	sektion
bahagian	avdelning
bahagian	avsnittet
bahagian	delar
bahagian	avsnitt
bahagian	sektioner
bahagian	delen
bahagian	del
menggunakan	använda
menggunakan	använder
lagi	igen
lagi	återigen
lagi	mera
lagi	more
lagi	fler
lagi	mer
jenis	typ
jenis	typer
sungai	floder
sungai	vattendrag
sungai	floderna
sungai	rivers
sungai	sungai
sungai	river
sungai	floden
sungai	flod
kota	staden
kota	city
kota	ort
kota	stad
kota	orten
