ngc	ngc
kao	jak
kao	like
koji	kto
koji	kogo
koji	who
također	także
također	też
također	również
također	tez
također	też
također	too
također	zbyt
katalog	katalog
katalog	katalogu
katalog	katalogi
katalog	katalog
katalog	katalogu
spisak	listy
spisak	wykaz
spisak	lista
spisak	spis
spisak	listę
galaksija	galaktyce
galaksija	galaktyki
galaksija	galaktyka
galaksija	galaxy
vanjski	zewnętrzne
vanjski	zewnętrzna
vanjski	zewnętrzne
koja	które
koja	która
koja	który
što	jakie
što	co
nalazi	ustalenia
nalazi	znajdzie
nalazi	znajduje
bio	bio
bio	życiorys
bio	była
bio	był
bio	było
prečnik	średnicy
prečnik	średnica
gdje	gdzie
broj	numer
broj	liczba
oko	eye
oko	oko
oko	okolice
oko	dookoła
mjesto	miejsce
nakon	after
nakon	po
pogledajte	sprawdź
pogledajte	zaznacz
pogledajte	sprawdzanie
sajtu	witryna
sajtu	strona
sajtu	witryny
najveći	największym
najveći	największa
najveći	najwięksi
najveći	największe
najveći	największy
najveći	najwspanialszy
najveći	największe
najveći	największy
poznat	znani
poznat	znany
poznat	znana
poznat	znane
poznat	sławne
poznat	znana
poznat	znany
poznat	sławny
poznat	sławna
stanovnika	mieszkańców
stanovnika	mieszkańcy
izvještaj	zgłoś
izvještaj	raport
izvještaj	sprawozdanie
izvještaj	zgłoszenie
pgc	pgc
ali	ale
udaljenost	odległość
udaljenost	dystans
udaljenost	odległości
apsolutna	absolutna
apsolutna	bezwzględna
apsolutna	absolutny
apsolutna	bezwzględne
pomak	przesunięcie
pomak	shift
grupa	grupie
grupa	grupy
grupa	grupa
spiralna	spirala
pop	pop
vidljivo	widoczna
vidljivo	widoczny
vidljivo	widoczne
minuta	minuty
minuta	minut
minuta	minuta
minuta	minutę
minuta	minute
općine	gmin
općine	gminy
najmanji	mondo
najmanji	najmniejszej
najmanji	najmniejsze
najmanji	najmniejszy
najmanji	najmniejszych
najmanji	najmniejsza
naseljeno	zamieszkana
naseljeno	zaludnionych
mag	mag
novi	nowości
novi	nowe
novi	nowość
novi	nowy
novi	nowa
sadrži	zawarty
sadrži	zawierały
sadrži	zawarte
sadrži	zawierał
sadrži	zawiera
zvijezda	star
zvijezda	gwiazdka
zvijezda	gwiazda
zvijezda	gwiezdne
zvijezda	gwiazdy
zvijezda	gwiazd
zvijezda	gwiazdki
zvijezda	gwiazdy
zvijezda	gwiazdek
može	mógłby
može	można
može	can
ima	ima
ima	posiada
ima	ma
licenca	licencja
licenca	licencji
licenca	licencje
com	com
com	kom
stadion	estadio
stadion	stadion
stadion	stadium
kod	kodu
kod	code
kod	kod
svg	svg
pod	pod
sastavu	skład
isbn	isbn
zbog	należne
zbog	należny
samo	tylko
samo	tylko
godina	lat
godina	lata
godina	roku
godina	rok
prvo	pierwszy
prvo	pierwsze
prvo	najpierw
prvo	pierwsza
hiljada	tysiąc
hiljada	tysięcy
hiljada	tys
zavod	instytutu
zavod	institute
zavod	instytut
sve	wszystko
sve	wszystkie
sve	wszystko
sve	all
sve	wszyscy
zemlje	krajów
zemlje	kraje
brzina	prędkości
brzina	speed
brzina	prędkość
brzina	szybkość
naselje	osady
naselje	ugoda
naselje	rozliczenie
naselje	osada
naselje	rozrachunku
naselje	sąsiedztwo
naselje	osiedle
naselje	dzielnica
naselje	okolica
više	more
više	bardziej
više	więcej
kada	gdy
kada	kiedy
prvi	pierwszy
prvi	pierwsze
prvi	najpierw
prvi	pierwsza
deset	dziesięć
deset	dziesiątka
tip	facet
tip	guy
tip	gość
tip	rodzaj
tip	wpisz
tip	typ
odnos	stosunek
odnos	proporcje
odnos	współczynnik
između	między
između	pomiędzy
sljedeći	następnym
sljedeći	następny
sljedeći	następna
sljedeći	następne
lokacija	lokalizacja
lokacija	położenie
lokacija	lokalizacji
lokacija	lokalizacje
lokacija	miejsca
svjetlost	light
svjetlost	światło
svjetlost	światła
svjetlost	lekka
svjetlost	lekki
svjetlost	jasności
svjetlost	jasność
masa	mass
masa	masie
masa	masy
masa	masa
masa	msza
masa	tłumy
masa	tłum
baza	baza
baza	podstawa
baza	base
baza	bazy
objekti	udogodnienia
objekti	obiekty
objekti	przedmioty
objekti	obiektów
pozicija	położenie
pozicija	stanowisko
pozicija	pozycja
pozicija	stanowiska
pozicija	pozycje
karta	mapa
karta	mapy
karta	mapę
karta	mapie
karta	mandat
karta	kupon
karta	bilet
karta	kartka
karta	karta
karta	kartę
karta	karty
karta	wizytówka
projekt	projekt
projekt	project
online	online
dimenzije	wymiary
dok	podczas
nasa	nasa
messier	messier
night	nocy
night	nocny
night	night
night	noc
kako	jak
atlas	atlas
sky	niebo
sky	niebie
sky	sky
sky	nieba
najbliži	najbliższy
najbliži	najbliższa
najbliži	najbliższej
najbliži	najbliższe
najbliži	najbliżej
najbliži	najbliższy
najbliži	najbliższych
najbliži	najbliższe
najbliži	najbliżej
dio	część
dio	częściowo
jedan	jeden
jedan	jedna
bilo	jakikolwiek
bilo	dowolny
bilo	jakiekolwiek
astronomska	astronomiczne
radijalna	radialna
interaktivni	interaktywne
simbad	simbad
style	styl
style	style
napravio	wykonane
napravio	made
napravio	zrobione
rezultat	wynik
rezultat	rezultat
rezultat	efekt
rezultat	wynik
otkriće	odkrycia
otkriće	odkrywanie
otkriće	odkrycie
otkriće	discovery
grad	town
grad	miasta
grad	miejscowość
grad	miasto
grad	city
grad	miejscowość
grad	miasta
grad	miasto
tokom	podczas
vrijeme	czasu
vrijeme	czas
još	kolejny
još	inny
još	kolejna
stranica	stronę
stranica	stronie
stranica	page
stranica	strona
stranica	strony
stranica	stron
stranica	strony
dva	dwie
dva	dwóch
dva	dwa
sastav	skład
log	opcjonalnie
log	opcjonalne
log	dziennik
log	log
hrvatska	chorwacji
hrvatska	chorwacja
ukupno	całkowita
ukupno	ogółem
ukupno	suma
ukupno	łącznie
ugc	ugc
msg	msg
baz	baz
baz	buzz
županija	hrabstwo
županija	okręg
županija	hrabstwa
županija	powiat
knjiga	książkę
knjiga	książka
knjiga	książki
knjiga	księga
knjiga	książki
knjiga	książek
tri	trzy
bosna	bośni
bosna	bośnia
bili	billie
bili	były
bili	byli
prije	zanim
prije	przed
prije	wcześniej
toga	że
jer	bo
jer	ponieważ
protiv	przeciwko
protiv	przeciw
ime	nazwisko
ime	imię
ime	nazwa
nekoliko	nieliczni
nekoliko	kilka
nekoliko	niewielu
nekoliko	para
nekoliko	kilkanaście
nekoliko	kilka
nekoliko	kilku
kasnije	pozniej
kasnije	później
stare	stare
stare	stary
stare	old
stare	stara
jpg	jpg
republika	republiki
republika	republika
hercegovina	hercegowina
autor	autor
autor	autora
autor	autorka
strane	boki
http	http
drugi	druga
drugi	drugi
drugi	drugie
drugi	innych
drugi	inne
drugi	pozostałe
drugi	inny
drugi	inne
drugi	pozostałe
drugi	inni
imao	mial
imao	miałem
imao	miała
imao	miał
tim	tim
tim	tima
tim	ekipa
tim	team
tim	drużyny
tim	drużyna
tim	zespół
danas	dzisiaj
danas	today
danas	dziś
iako	chociaż
iako	aczkolwiek
iako	choć
iako	chociaż
iako	choć
bih	bih
teritorijalne	terytorialnej
