aug	август
márka	бранд
márka	марката
márka	марка
terra	тера
sawyer	сойер
sawyer	сойър
birkózó	борба
birkózó	кеч
birkózó	борец
vladimir	владимир
atom	атомна
atom	атомни
atom	атом
atom	атома
menő	яко
menő	готина
menő	готино
menő	готин
basszusgitáros	басист
janus	янус
szabványos	стандартна
szabványos	стандарт
szabványos	стандартни
szabványos	стандартно
szabványos	стандартен
októberi	октомври
arabul	арабски
arabul	арабска
milliméter	милиметър
milliméter	милиметра
kábel	кабел
kábel	кейбъл
kábel	кабелна
büntetést	наказан
büntetést	наказана
büntetést	наказани
nyak	врат
nyak	врата
nyak	шия
nyak	нек
légitársaság	авиокомпания
légitársaság	авиолинии
légitársaság	авиокомпания
légitársaság	авиолинии
légitársaság	airlines
légitársaság	авиокомпании
légitársaság	авиокомпаниите
érsekség	митрополия
többségi	мнозинство
többségi	мнозинството
többségi	мажоритарен
spears	спиърс
univerzum	вселената
univerzum	вселена
indulás	отпътуване
indulás	заминаване
indulás	тръгване
kenny	кени
jakob	якоб
műholdas	спътник
műholdas	сателитно
műholdas	сателит
műholdas	сателитен
műholdas	сателитна
cső	лула
cső	тръбата
cső	тръба
cső	тръбичка
cső	туба
cső	тръба
könyvtárosok	библиотекари
gyümölcs	плодове
gyümölcs	плод
gyümölcs	плодове
model	образец
model	модел
szociológiai	социологически
elisabeth	елизабет
specifikus	конкретни
specifikus	специфично
specifikus	специфичен
specifikus	специфична
specifikus	специфични
természettudós	естественик
diktatúra	диктатура
ömlik	блика
rachel	рейчъл
projektek	проекти
viselkedése	поведение
oldódik	разтворим
firenzei	флорентински
csillagkép	съзвездие
holló	гарван
holló	кроу
holló	врана
holló	гарван
holló	гарванът
holló	рейвън
anti	анти
hírességek	знаменитости
hírességek	знаменитост
hírességek	знаменитости
hírességek	знаменитостите
auguste	огюст
werder	вердер
térbeli	пространствено
térbeli	пространствен
térbeli	пространствени
hetente	седмични
hetente	седмично
hetente	седмична
hetente	седмичен
köd	мъгла
köd	мъгла
köd	мъглявина
tang	танг
tang	тан
demográfiai	демографски
demográfiai	население
demográfiai	демографски
demográfiai	демографските
értékelte	оценена
értékelte	оценен
baptista	баптист
mostanában	напоследък
mostanában	наскоро
mostanában	неотдавна
mostanában	напоследък
kompatibilis	съвместимо
kompatibilis	съвместим
kompatibilis	съвместими
kompatibilis	съвместима
edge	ръба
edge	ръб
fokozott	повишена
fokozott	увеличена
fokozott	увеличен
fokozott	повишен
jam	джем
jam	конфитюр
jam	мармалад
creek	крийк
ajánlom	препоръчваме
ajánlom	препоръчвам
ajánlom	препоръча
sarki	полярна
figyelmeztetés	предупреждение
figyelmeztetés	тревога
figyelmeztetés	предупрежденията
figyelmeztetés	предупреждения
narancssárga	оранжев
narancssárga	оранжева
narancssárga	оранжево
narancssárga	оранжеви
narancssárga	портокал
meggyilkolták	убита
meggyilkolták	убити
meggyilkolták	убит
scooby	скуби
lent	долу
lent	отдолу
lent	долу
boldogság	щастие
boldogság	щастието
boldogság	щастлив
boldogság	щастливи
boldogság	щастлива
boldogság	щастливо
boldogság	хепи
szög	пирон
szög	ъгъл
időszakos	периодични
időszakos	периодичен
időszakos	периодично
julian	джулиън
julian	хулиан
julian	джулиан
biológus	биолог
trombita	тромпет
pan	пан
pan	тиган
péntek	петък
moldova	молдова
monumentális	монументален
bányászati	добив
bányászati	минни
poroszország	прусия
korrekt	правилно
korrekt	панаир
korrekt	справедлив
korrekt	справедливо
korrekt	справедлива
annie	ани
kalauz	ръководство
kalauz	гид
kalauz	пътеводител
kalauz	водач
kalauz	диригент
kalauz	проводник
vasutak	железници
vizsgált	изпитва
vizsgált	тествани
vizsgált	изпитани
vizsgált	разгледани
vizsgált	разследван
vizsgált	разследвани
tölgy	quercus
tölgy	дъб
tölgy	оук
tojás	яйца
tojás	яйцата
tojás	яйцето
tojás	яйца
tojás	яйце
létesítmény	инсталация
létesítmény	монтаж
létesítmény	инсталиране
létesítmény	монтиране
létesítmény	инсталации
létesítmény	съоръжение
létesítmény	учреждение
létesítmény	установяване
értelmezhető	смислен
értelmezhető	смислено
megszállt	обладана
megszállt	обладан
megszállt	заето
klorid	хлорид
klorid	хлориди
mialatt	докато
fix	оправи
fix	оправяне
fix	фиксирани
fix	фиксирана
fix	поправен
fix	фиксиран
homok	пясък
homok	пясък
homok	сандс
homok	пясъци
csók	целувка
csók	целуване
csók	целувам
csók	целувки
csók	кис
csók	целувка
veszteségeket	загуби
veszteségeket	загубите
spontán	спонтанен
spontán	спонтанно
spontán	спонтанни
spontán	спонтанна
spontán	спонтанно
derby	дарби
derby	дерби
evolúció	еволюция
evolúció	еволюцията
evolúció	еволюционна
szurkolók	вентилатори
szurkolók	фенове
szurkolók	почитатели
szurkolók	феновете
üzemeltető	оператор
conrad	конрад
analízis	анализиране
analízis	анализи
analízis	анализ
mongólia	монголия
luna	луна
privát	частни
privát	частно
privát	редник
privát	частна
privát	личен
privát	частен
kezdetek	начало
kezdetek	начала
bizonyítani	доказването
bizonyítani	доказване
bizonyítani	доказвам
főnök	шефе
főnök	началник
főnök	шефе
szülő	родител
harvey	харви
áruház	магазин
áruház	съхранение
jackie	джаки
atlanta	атланта
koordináta	координиране
koordináta	координира
koordináta	координатите
koordináta	координати
claudius	клавдий
átadott	прехвърлен
átadott	прехвърлено
átadott	прехвърлени
átadott	преместен
átadott	прехвърлена
csillagkapu	старгейт
potenciális	потенциална
potenciális	потенциал
lambert	ламбърт
horror	ужас
horror	ужаси
szaxofon	саксофон
utasok	пътниците
utasok	пътници
utasok	пасажери
utasok	пътешественици
utasok	пътници
teológia	теология
eltávolították	премахната
eltávolították	премахнато
eltávolították	премахнат
eltávolították	премахнати
eltávolították	отстранени
diszkográfia	дискография
hamburger	бургер
hamburger	хамбургер
hamburger	бъргър
hamburger	хамбургер
hamburger	хамбургери
hamburger	хамбургери
szál	влакно
szál	влакна
szál	нишки
szál	конци
szál	нишки
szál	нишка
szál	конец
szál	конци
centrum	centrum
centrum	център
fát	дървен
fát	дърва
fát	дървесина
fát	дървени
fát	дърво
hatásai	последици
hatásai	въздействие
hatásai	ефекти
hatásai	ефект
keserű	горчиви
keserű	горчива
keserű	горчив
keserű	горчиво
bűncselekmény	престъпления
bűncselekmény	престъпление
bűncselekmény	престъпност
bűncselekmény	престъпността
kutatói	изследовател
kutatói	изследователите
kutatói	изследователи
lennon	ленън
broadway	бродуей
bomba	бомбата
bomba	бомба
bomba	бомбите
bomba	бомби
tudatosan	съзнателно
abraham	ейбрахам
abraham	авраам
abraham	абрахам
abraham	аврам
felszerelve	монтирана
felszerelve	монтирани
felszerelve	монтирано
felszerelve	монтиран
felszerelve	снабден
felszerelve	оборудвано
felszerelve	оборудвани
felszerelve	оборудван
felszerelve	оборудвана
madagaszkár	мадагаскар
gene	джийн
gene	ген
gene	джин
gene	гена
oslo	осло
robbanás	взрив
robbanás	експлозия
csonka	непълната
krakkó	краков
diploma	диплома
diploma	дипломата
diploma	градус
diploma	степен
egyetértés	съгласие
egyetértés	споразумение
egyetértés	разбирателство
egyetértés	разбиране
egyetértés	консенсус
egyetértés	единодушие
belseje	интериор
belseje	вътрешна
belseje	вътрешно
belseje	вътрешен
megoldások	разтвори
megoldások	решения
hetes	седем
hetes	седма
következményei	последици
következményei	последствия
következményei	последствията
lucia	лучия
lucia	лусия
boszorkány	вещер
boszorkány	вещица
fészek	гнездо
fészek	гнездото
ars	ars
pat	пат
propaganda	пропаганда
szocializmus	социализъм
botrány	скандали
botrány	скандално
botrány	скандал
botrány	скандално
botrány	скандални
webber	уебър
szilveszter	силвестър
santo	санто
tök	тиква
tök	тиквата
sheffield	шефилд
joel	джоел
joel	джоуел
janeiro	жанейро
ipa	ипп
gót	гот
tengerentúli	чужбина
asszisztensek	асистентите
asszisztensek	асистенти
asszisztensek	сътрудници
asszisztensek	помощници
düsseldorf	дюселдорф
düsseldorf	дюселдорф
termelt	произведени
termelt	произведена
termelt	произведен
termelt	произведено
csarnok	зала
csarnok	хол
csarnok	hall
spider	паяка
spider	спайдър
spider	паяк
interaktív	интерактивни
sex	секс
sex	секса
sex	сексът
feltöltött	качих
feltöltött	качен
feltöltött	качени
autóval	автомобил
autóval	кола
autóval	колата
paramount	парамаунт
hivatkozást	връзка
hivatkozást	линк
alkotók	създателите
alkotók	създатели
szépség	красавица
szépség	прелест
szépség	красота
csomag	опаковка
csomag	глутница
csomag	пратка
csomag	пакет
csomag	пакетът
csomag	опаковка
kai	кай
kazahsztán	казахстан
utazási	пътувания
utazási	пътуване
utazási	пътувам
utazási	пътуват
utazási	пътешествия
linnaeus	линей
radioaktív	радиоактивни
radioaktív	радиоактивно
radioaktív	радиоактивен
lezárt	запечатано
lezárt	запечатани
lezárt	запечатан
lezárt	запечатана
jamaica	ямайка
kopasz	плешив
kopasz	плешиви
kaukázusi	кавказ
bokor	храстите
bokor	храсти
bokor	буш
bokor	храст
búza	пшеница
búza	жито
egységesen	равномерно
bónusz	премия
bónusz	бонус
bónusz	бонуси
bónusz	премии
bónusz	бонуси
hónapja	месец
amy	ейми
jelentéktelen	маловажно
jelentéktelen	безсмислен
jelentéktelen	безсмислени
jelentéktelen	безсмислено
jelentéktelen	незначителен
jelentéktelen	незначително
jelentéktelen	незначителни
jelentéktelen	незначителна
alpha	алфа
sör	бирата
sör	бира
hughes	хюс
hughes	хюз
morva	моравска
jake	джейк
sorba	опашка
sorba	опашката
sorba	опашки
hopkins	хопкинс
stark	старк
olivier	оливие
ned	нед
niger	нигер
megjelölt	маркирани
megjelölt	маркиран
megjelölt	отбелязани
megjelölt	отбелязан
megjelölt	маркирани
megjelölt	маркирана
megjelölt	белязани
megjelölt	маркиран
megjelölt	белязан
kizárólagos	изключително
kizárólagos	ексклузивно
kizárólagos	изключителни
kizárólagos	изключителна
szemét	боклук
szemét	боклук
szemét	боклуци
szemét	боклук
szemét	боклуци
lakás	плоски
lakás	апартамент
lakás	плоско
lakás	плоска
lakás	плосък
lakás	апартамент
lakás	жилище
lakás	жилища
trilógia	трилогия
dakota	дакота
szombaton	събота
julianna	джулиана
évenként	годишно
koncepció	понятие
koncepció	концепция
jeanne	джоан
jeanne	джоун
jeanne	жан
jeanne	жана
átalakított	променени
átalakított	променено
átalakított	модифициран
átalakított	променен
átalakított	модифицирани
átalakított	модифицирана
átalakított	превърнати
átalakított	преобразуван
átalakított	трансформирана
átalakított	адаптирани
előnyös	изгодно
törlése	изтриване
törlése	изтриете
törlése	изтрий
alább	долу
alább	отдолу
bizonyítékok	доказателство
bizonyítékok	улики
bizonyítékok	доказателства
burgenland	бургенланд
eduardo	едуардо
fizikusok	физиците
fizikusok	физици
simpson	симпсън
nílus	нил
vallások	религии
élőlény	организъм
orange	оранжев
orange	оранжева
orange	оранжево
orange	оранжеви
orange	портокал
számláló	контра
számláló	брояч
számláló	числител
elkerülése	избягвам
elkerülése	избягване
elkerülése	избягвайте
elkerülése	избегне
elkerülése	избягване
elkerülése	избягване
konszenzus	консенсус
konszenzus	единодушие
michelle	мишел
paula	паула
paula	пола
gerhard	герхард
kapcsolatai	връзки
elszenvedett	издържа
közreműködő	дарител
közreműködő	дарители
nicaragua	никарагуа
castro	кастро
vandalizmus	вандализъм
mobile	мобилни
mobile	мобилен
mobile	мобилно
mobile	мобилна
glenn	глен
stein	стайн
stein	щайн
gombák	гъби
gombák	плесен
gombák	гъбички
gombák	гъбички
gombák	гъби
ablakok	windows
ablakok	прозорци
ablakok	прозорците
brno	бърно
évszázad	век
évszázad	вековен
évszázad	века
armstrong	армстронг
csomópont	възел
csomópont	възел
csomópont	кръстовище
törvénytelen	незаконен
törvénytelen	незаконно
törvénytelen	незаконна
aranyos	сладко
aranyos	сладур
aranyos	сладка
aranyos	сладък
palermo	палермо
bezárt	затворен
bezárt	затворена
bezárt	затворено
bezárt	затворени
csökkentése	намали
csökkentése	намаляване
csökkentése	намаление
csökkentése	намаляване
csökkentése	редуциране
csökkentése	редукция
rain	рейн
rain	дъжд
auto	автоматично
auto	авто
kitörés	епидемия
kitörés	огнище
kitörés	изригване
kitörés	избухване
kitörés	изблик
freddie	фреди
apache	апачи
esküvő	свадба
esküvő	сватба
hudson	хъдзън
hudson	хъдсън
utcák	улиците
utcák	улици
technikailag	технически
alekszandrovics	александрович
perui	перуански
perui	перу
koreográfus	хореограф
recept	рецепта
recept	предписание
recept	рецепта
recept	рецептата
társaságok	корпорациите
társaságok	корпорации
társaságok	дружества
társaságok	фирми
társaságok	компании
megszüntetése	прекратяване
siemens	siemens
kiadások	харчене
kiadások	разход
kiadások	разходи
kiadások	разноски
kiadások	разходи
ábrázol	изобразява
nyelvészet	лингвистика
hollywoodi	холивудски
hollywoodi	холивуд
divat	мода
divat	модно
divat	модата
christoph	кристоф
összeg	сума
összeg	количество
összeg	сума
összeg	сумата
összeg	sum
összeg	сбор
összeg	сум
nicole	никол
nepál	непал
távközlési	телеком
távközlési	телекомуникациите
távközlési	телекомуникационни
kocsik	автомобили
kocsik	коли
kocsik	карети
kocsik	вагони
kocsik	вагоните
felújítás	ремонти
felújítás	подновяване
felújítás	обновяване
felújítás	ремонт
professzionális	професионални
professzionális	професионална
professzionális	професионалист
professzionális	професионален
professzionális	професионално
houston	хюстън
ulrich	улрих
működés	операцията
működés	експлоатация
működés	функциониране
működés	операция
működés	функциониране
működés	функциониращи
működés	функциониращ
működés	функционираща
istennő	богиня
istennő	богинята
hidak	мостове
hidak	мостовете
kultúrák	култури
kultúrák	културите
lombard	ломбард
vívás	фехтовка
waters	води
waters	уотърс
waters	водите
fbi	фбр
későn	късно
későn	закъснява
szociológus	социологът
cape	нос
cape	кейп
cape	кабо
cape	наметало
hallani	чуя
kimondottan	специално
kiadatlan	непубликувано
kiadatlan	непубликувани
vilma	вилма
lili	лилия
lili	лили
lili	лили
harald	харалд
plus	плюс
érvénytelen	невалиден
érvénytelen	инвалид
érvénytelen	невалидна
érvénytelen	невалидни
kövér	дебела
kövér	мазнина
kövér	мазнини
kövér	дебели
kövér	дебел
kínál	оферти
kínál	предлага
kínál	предложения
kínál	предлагане
kolostorban	манастир
kolostorban	манастира
kerék	колело
kerék	колелото
kerék	колела
kerék	колелата
vegyész	химик
fejlesztések	подобрения
fejlesztések	подобрения
fejlesztések	подобрения
fejlesztések	развития
emelet	подът
emelet	пода
emelet	етаж
szimmetrikus	симетрични
szimmetrikus	симетрични
kártya	картите
kártya	карти
kártya	картички
kártya	карта
kártya	картичка
tankönyv	учебник
holmes	холмс
kötés	задължителен
kötés	свързване
kötés	обвързващи
kötés	плетене
kötés	бинт
kötés	превръзка
kötés	бонд
tulajdonság	имот
tulajdonság	собственост
tulajdonság	имущество
tulajdonság	свойство
tulajdonság	имоти
tulajdonság	свойства
légkör	атмосфера
légkör	атмосферни
kurd	кюрдски
kurd	кюрдска
kurd	кюрдите
kurd	кюрди
szabályozza	регулира
mainz	майнц
terveket	дизайни
varázsló	вълшебник
varázsló	магьосник
varázsló	фокусник
varázsló	магьосник
varázsló	магьосник
heinz	хайнц
sárgás	жълтеникав
producerek	продуценти
producerek	производители
nyelveket	езиците
nyelveket	езици
felmérés	проучвания
felmérés	анкета
felmérés	проучване
felmérés	анкета
felmérés	изследване
gyanús	подозрителна
gyanús	подозрителен
gyanús	подозрителни
gyanús	подозрително
gyanús	заподозряна
gyanús	заподозрян
gyanús	заподозрения
henger	цилиндър
henger	бутилки
henger	цилиндри
műsorok	показва
csökkenő	слиза
todd	тод
parma	парма
infrastruktúra	инфраструктура
seattle	сиатъл
fegyvereket	пистолети
fegyvereket	оръжия
fegyvereket	пушки
vágy	желание
vágy	желанието
vágy	копнежи
vágy	желания
vágy	желанията
vágy	похот
vágy	похотта
vágy	жажда
romboló	унищожител
romboló	разрушител
ugrás	скок
ugrás	скочи
erotikus	еротични
erotikus	еротично
erotikus	еротичен
homo	хомо
hibrid	хибридни
hibrid	хибрид
bon	бон
robbie	роби
morris	морис
europa	europa
europa	европа
cukor	бонбон
cukor	бонбони
cukor	кенди
cukor	захар
terhes	бременна
terhes	бременни
érvek	доводи
érvek	спорове
érvek	аргументи
városokat	градове
városokat	градовете
mdf	mdf
triász	триас
tömör	компактен
tömör	твърда
tömör	солиден
tömör	твърдо
tömör	твърд
áthelyezték	преместени
áthelyezték	преместен
áthelyezték	преместена
anhalt	анхалт
kórházi	болница
kórházi	болницата
komédia	комедията
komédia	комедия
komédia	фарс
ita	ита
víztározó	резервоар
víztározó	резервоара
roth	рот
csont	костите
csont	кокали
csont	кости
csont	боунс
csont	кокал
csont	кост
csont	кости
bennett	бенет
csőre	клюн
arizona	аризона
jegyzett	записания
jegyzett	цитиран
baseball	бейзбол
baseball	бейзбола
baseball	бейзболът
egyezik	кибрит
egyezik	съвпада
egyezik	мачове
egyezik	съвпадения
egyezik	мач
egyezik	съвпадение
bolond	глупак
bolond	глупаво
algebra	алгебра
kínaiak	китайци
kínaiak	китайска
kínaiak	китайско
kínaiak	китайски
kínaiak	китаец
igazgatóság	дирекция
igazgatóság	дирекцията
tibet	тибет
toyota	тойота
ovális	овални
megosztott	споделено
megosztott	споделена
megosztott	споделени
megosztott	разделена
megosztott	разделено
megosztott	разделени
megosztott	разделен
tematikus	тематичен
követői	последователите
követői	последователи
egyenlítői	екваториална
napokban	дни
napokban	дена
hanna	хана
hanna	хана
halottak	мъртви
halottak	мъртва
halottak	мъртъв
utalt	отнесено
burton	бъртън
nacionalista	националисти
csatornák	канали
csatornák	канализация
csatornák	канализацията
kezelő	оператор
kezelő	управител
kezelő	мениджър
vatikáni	ватикана
módszertani	методологични
porsche	порше
haiti	хаити
haiti	хаити
hírhedt	скандалния
tokiói	токио
józan	трезвен
józan	трезва
költség	разход
költség	цена
költség	разходи
költség	разходи
ricardo	рикардо
részleteket	детайли
részleteket	подробности
mel	мел
alpesi	алпийски
törtek	фракции
galamb	гълъб
galamb	гълъб
galamb	гълъби
szervező	организатор
szervező	организатор
szervező	организатор
macskák	котките
macskák	котки
befolyásos	влиятелен
befolyásos	влиятелни
elpusztította	унищожени
elpusztította	унищожена
elpusztította	разрушени
elpusztította	унищожен
elpusztította	унищожено
hús	месо
hús	месото
hús	плътта
hús	плът
búcsú	раздяла
búcsú	раздялата
bástya	бастион
bástya	топа
bástya	топ
bástya	врана
serena	серена
serena	серина
felipe	фелипе
hirdetett	рекламират
hirdetett	обява
hirdetett	повишен
logó	лого
logó	логото
katalógus	каталози
katalógus	каталог
katalógus	каталог
katalógus	каталога
platform	перон
platform	платформата
platform	платформа
platform	платформи
nyelvtan	граматика
kollektív	колективни
kollektív	колектив
kollektív	колективна
kollektív	колективно
hazafias	патриотично
rogers	роджърс
tudor	тюдор
tizenegyedik	eleventh
jefferson	джеферсън
meghívást	покана
meghívást	покани
meghívást	покани
meghívást	покана
feladatai	задачи
feladatai	мита
feladatai	задължения
glasgow	глазгоу
suriname	суринам
légió	легион
légió	легиона
gyalogság	пехотата
gyalogság	пехота
értelmezni	тълкуване
értelmezni	тълкува
bauer	бауър
bauer	бауер
muzulmán	мюсюлманин
muzulmán	мюсюлмански
muzulmán	мюсюлмани
muzulmán	мюсюлманска
fajták	породи
fajták	сортове
fajták	сортовете
hivatkozásokat	препратки
hivatkozásokat	препоръки
hivatkozásokat	позовавания
montana	монтана
stratégia	стратегията
stratégia	стратегия
nélkülözhetetlen	незаменим
nélkülözhetetlen	незаменима
nélkülözhetetlen	съществени
nélkülözhetetlen	съществена
nélkülözhetetlen	съществено
biztonság	сигурност
biztonság	охрана
biztonság	безопасно
biztonság	безопасен
biztonság	сейф
biztonság	безопасност
biztonság	предпазител
len	лен
len	лен
struktúra	структура
struktúra	конструкция
ismétlődő	дублиране
ismétlődő	дубликат
ismétlődő	повторен
felvételeket	касети
felvételeket	ленти
bűnös	виновни
bűnös	виновна
bűnös	виновен
bűnös	грешник
kiejtés	произношение
kén	сяра
kén	сяра
kén	серен
admirális	адмиралът
admirális	адмирал
váltakozó	променлив
tedd	сложи
mérhető	измерим
mérhető	измерими
puha	меко
puha	мек
puha	меки
puha	нежна
puha	мека
zavaros	объркани
zavaros	объркано
zavaros	объркан
zavaros	объркана
zavaros	облачно
zavaros	объркващи
zavaros	объркващо
liechtenstein	лихтенщайн
jessica	джесика
hubert	юбер
gers	гърс
rap	рап
januárban	януари
sértő	обидно
sértő	офанзива
sértő	обидно
sértő	обида
iowa	айова
medina	медина
törvényeket	закони
kölcsön	назаем
kölcsön	заеми
kölcsön	кредити
kölcsön	заем
kölcsön	заемане
clarke	кларк
kezdeményezés	инициатива
túlélte	оцелял
túlélte	оцеля
túlélte	оцеляла
régiók	райони
régiók	региони
régiók	регионите
régiók	район
régiók	регион
régiók	област
módosult	променени
módosult	променено
módosult	променена
módosult	променен
módosult	променени
módosult	променено
módosult	модифициран
módosult	променен
módosult	модифицирани
módosult	модифицирана
algoritmus	алгоритъм
randy	ранди
ferde	крив
ferde	криво
ferde	наклонени
ontario	онтарио
megállapítani	установи
riporter	репортера
riporter	репортер
riporter	репортерка
riporter	репортерът
esély	шансове
esély	шанс
esély	ченс
esély	шансове
esély	шансовете
esély	коефициенти
szárnyas	крилати
ünnepség	церемония
ünnepség	церемонията
ünnepség	тържество
ünnepség	празнуване
ünnepség	празник
ünnepség	празненство
kaliforniában	калифорния
kaliforniában	калифорнийски
rossi	роси
temetkezési	гробар
bis	бис
kibocsátott	издадена
kibocsátott	издаден
kibocsátott	емитирани
kibocsátott	издадени
kibocsátott	издадено
kibocsátott	излъчваната
laboratóriumi	лабораторен
laboratóriumi	лабораторно
laboratóriumi	лаборатория
laboratóriumi	лабораторна
berg	бърг
állampolgár	гражданин
albrecht	албрехт
gomba	гъби
gomba	плесен
gomba	гъбички
gomba	гъбички
gomba	гъби
gomba	гъби
gomba	гъба
szavazott	гласували
szavazott	гласуваха
szavazott	гласувахме
nyelveken	езиците
nyelveken	езици
biztosítva	застраховани
biztosítva	осигурено
biztosítva	осигурен
afganisztán	афганистан
steiner	щайнер
állítólagos	предполагаеми
állítólagos	предполагаема
állítólagos	предполагаемо
állítólagos	предполагаем
szándéka	намерение
szándéka	намерения
szándéka	намерението
szándéka	намерение
szándéka	намерения
szándéka	умисъл
genova	генова
világosabb	запалка
elérés	достигнат
elérés	достигне
elérés	достигане
visszafelé	изостанали
ptolemaiosz	птолемей
cliff	скала
cliff	клиф
memorial	мемориал
nicola	никола
képviselt	представени
képviselt	представена
egyenletes	равномерно
egyenletes	стабилен
egyenletes	стабилно
egyenletes	стабилна
leveleket	буквите
leveleket	букви
leveleket	писма
brecht	брехт
növényzet	растителност
julien	джулиън
julien	жулиен
antarktisz	антарктида
antarktisz	антарктика
törzsi	племенен
törzsi	племенния
cartman	картман
beavatkozás	вмешателство
beavatkozás	смущения
beavatkozás	намеса
beavatkozás	встъпване
beavatkozás	интервенция
beavatkozás	намеса
tolkien	толкин
karcsú	слим
karcsú	стройна
tanít	преподаването
tanít	преподаване
tanít	преподава
kétséges	съмнението
kétséges	съмнения
kétséges	съмнение
kétséges	съмнителна
kétséges	съмнителни
kétséges	съмнително
kétséges	съмнителен
kétséges	съмнително
technikák	техники
színésznők	актриси
átjáró	портал
átjáró	портал
átjáró	проход
átjáró	преминаване
átjáró	пасаж
leslie	лесли
pusztító	разрушителна
pusztító	разрушителен
pusztító	опустошителни
pusztító	унищожител
pusztító	разрушител
bolygók	планетите
bolygók	планети
pearl	пърл
pearl	перла
erősíti	укрепва
erősíti	засилва
átdolgozott	преработени
átdolgozott	преразгледан
átdolgozott	преразгледани
átdolgozott	преработен
átdolgozott	преразгледана
rétegek	пластове
rétegek	слоеве
álma	сън
álma	мечта
postás	пощальона
postás	пощальон
postás	пощальонът
postás	пощальона
postás	пощальон
essen	есен
találkozni	среща
romantika	романтика
romantika	романс
feldolgozó	процесор
elena	елена
elektron	електрон
konferencián	конференция
telek	земи
telek	земя
sűrűsége	плътност
par	пар
singer	певецът
singer	певица
singer	сингър
singer	певец
lejárt	изтекла
lejárt	изтекъл
lejárt	изтече
lejárt	изтекло
anatómiai	анатомични
zambia	замбия
leon	лион
leon	леон
laosz	лаос
verset	поема
verset	стихотворение
casa	каса
vezetni	карай
rico	рико
haydn	хайдн
felhasználás	използване
felhasználás	употреба
felhasználás	използвайте
felhasználás	потребление
felhasználás	консумация
korong	диск
korong	диска
korong	диск
korong	диска
hűséges	лоялни
hűséges	верен
hűséges	лоялен
hűséges	верните
hűséges	верни
hűséges	вярна
hűséges	верен
hűséges	верните
hűséges	верни
elektronikai	електроника
elektronikai	електрониката
venezuelai	венецуелски
venezuelai	венецуела
kötőjel	тире
paradicsom	домат
paradicsom	домати
paradicsom	домати
paradicsom	рай
paradicsom	раят
paradicsom	рая
fenntartása	запазване
fenntartása	поддържане
fenntartása	поддържане
álláspont	позиция
álláspont	положение
álláspont	длъжност
fenyegető	заплашително
fenyegető	заплашително
fenyegető	заплашва
házigazda	домакин
házigazda	приемник
házigazda	водещ
harmadszor	трето
harmadszor	трети
harmadszor	трета
harmadszor	трето
faktor	фактор
faktor	коефициент
federico	федерико
