ngc	ngc
kao	som
kao	liker
kao	like
koji	kven
koji	who
koji	hvem
također	òg
također	også
također	óg
također	too
također	også
katalog	katalogen
katalog	katalog
katalog	katalogen
spisak	liste
spisak	list
spisak	listen
galaksija	galaksen
galaksija	galakse
galaksija	galaxy
vanjski	ytre
vanjski	ekstern
vanjski	eksternt
vanjski	eksterne
koja	hvilket
koja	hvilken
što	hva
the	the
the	den
nalazi	funn
bio	biografi
bio	bio
bio	var
bio	vært
bio	vore
prečnik	diameter
gdje	hvor
broj	tall
broj	nummer
broj	number
broj	antall
oko	om
oko	angående
oko	omtrent
oko	øyet
oko	øye
oko	rundt
oko	around
oko	omkring
mjesto	spisested
mjesto	place
mjesto	sted
nakon	etter
nakon	after
nakon	etterpå
nakon	efter
nakon	våkn
nakon	vekke
nakon	wake
nakon	vekker
pogledajte	sjekke
pogledajte	kontroller
pogledajte	sjekk
sajtu	nettsted
sajtu	nettstedet
sajtu	site
najveći	største
najveći	størst
najveći	størst
najveći	største
najveći	flotteste
najveći	greatest
poznat	kjente
poznat	kjent
poznat	berømte
poznat	berømt
izvještaj	rapportere
izvještaj	rapporterer
izvještaj	rapporter
izvještaj	rapport
pgc	pgc
ali	men
udaljenost	distanse
udaljenost	avstand
apsolutna	absolutte
apsolutna	absolutt
pomak	skift
pomak	skiftet
grupa	gruppe
grupa	gruppen
spiralna	spiral
pop	pop
vidljivo	synlig
vidljivo	synlige
minuta	minutter
minuta	minuttene
minuta	minutt
najmanji	mondo
najmanji	minste
naseljeno	bebodd
naseljeno	befolket
mag	mag
novi	ny
novi	nyhet
novi	nye
novi	new
novi	nytt
sadrži	inneholdt
sadrži	inneholder
sadrži	inneheld
sadrži	innholder
zvijezda	stjerna
zvijezda	stjerne
zvijezda	stjernene
zvijezda	stjerner
zvijezda	stars
može	kunne
može	kan
može	can
ima	ima
ima	har
com	com
stadion	estadio
stadion	stadion
stadion	stadium
kod	kode
kod	koden
kod	kodeks
svg	svg
pod	under
sastavu	sammensetning
sastavu	komposisjon
isbn	isbn
samo	berre
samo	only
samo	bare
samo	kun
samo	berre
samo	akkurat
samo	bare
samo	nettopp
samo	just
godina	ar
godina	årevis
godina	år
godina	årsmodell
godina	året
godina	år
prvo	første
prvo	først
prvo	forst
prvo	first
hiljada	tusen
zavod	instituttet
zavod	institutt
zavod	institute
sve	everything
sve	alt
sve	allting
sve	alle
sve	alt
sve	all
zemlje	landene
zemlje	land
brzina	hastighet
brzina	fart
brzina	hastighet
brzina	hurtighet
brzina	speed
naselje	bosetning
naselje	nabolaget
naselje	nabolag
naselje	strøket
više	fleire
više	fler
više	flere
više	mer
više	meir
više	mere
kada	when
kada	når
prvi	første
prvi	først
prvi	forst
prvi	first
deset	tier
deset	ten
deset	ti
tip	kar
tip	guy
tip	skriv
tip	typen
tip	type
između	mellom
sljedeći	nestemann
sljedeći	neste
sljedeći	next
lokacija	beliggenhet
lokacija	sted
lokacija	lokalisering
lokacija	lokasjon
lokacija	posisjon
lokacija	plassering
lokacija	posisjoner
lokacija	plasseringer
lokacija	steder
svjetlost	lys
svjetlost	lysstyrke
masa	masse
masa	messe
masa	folkemengde
masa	masa
baza	base
baza	basen
objekti	anlegg
objekti	fasiliteter
objekti	gjenstander
objekti	objekter
objekti	elementer
pozicija	stilling
pozicija	posisjon
pozicija	posisjoner
pozicija	stillinger
karta	kart
karta	billett
karta	kortet
karta	card
projekt	project
projekt	prosjekt
online	pålogget
online	tilkoblet
online	online
dimenzije	dimensjoner
dimenzije	dimensjonene
dok	mens
nasa	nasa
messier	messier
night	night
night	kveld
night	natt
kako	hvordan
kako	korleis
kako	how
atlas	atlas
sky	himmel
sky	sky
sky	himmelen
najbliži	nærmeste
najbliži	nærmeste
najbliži	nærmest
dio	del
jedan	one
jedan	en
jedan	ett
jedan	én
bilo	noen
bilo	any
astronomska	astronomiske
astronomska	astronomisk
radijalna	radial
interaktivni	interaktiv
interaktivni	interaktive
simbad	simbad
style	stil
napravio	lagd
napravio	made
napravio	laget
rezultat	poeng
rezultat	score
rezultat	poengsum
rezultat	snes
rezultat	resultat
otkriće	oppdagelse
otkriće	discovery
grad	town
grad	byen
grad	by
grad	city
grad	byen
grad	poststed
grad	by
vrijeme	tid
vrijeme	klokkeslett
vrijeme	gang
stranica	siden
stranica	sida
stranica	side
stranica	page
stranica	sidene
stranica	sider
dva	to
dva	two
sastav	sammensetning
sastav	komposisjon
log	valgfritt
log	valgfrie
log	valgfri
log	logg
log	logge
hrvatska	kroatia
ukupno	totalt
ukupno	totale
ukupno	total
msg	msg
baz	baz
baz	buzz
županija	county
županija	fylke
knjiga	bok
knjiga	bøker
tri	tre
tri	three
bosna	bosnia
bili	billie
bili	var
prije	before
prije	før
toga	det
toga	at
jer	because
jer	fordi
protiv	mot
ime	namn
ime	navnet
ime	navn
nekoliko	fåtall
nekoliko	par
nekoliko	paret
nekoliko	couple
kasnije	senere
kasnije	seinere
kasnije	seinare
stare	gammelt
stare	old
stare	gammel
stare	gammal
stare	gamle
jpg	jpg
republika	republikken
republika	republikk
hercegovina	hercegovina
autor	forfatter
strane	sides
http	http
drugi	sekund
drugi	andre
drugi	second
drugi	andre
drugi	annet
drugi	annen
drugi	andre
imao	hadde
imao	hatt
tim	tim
tim	lag
tim	laget
tim	team
danas	today
danas	idag
iako	selvom
iako	skjønt
iako	though
