dan	그리고
dengan	함께
juga	또한
terletak	거짓말
indonesia	인도네시아
dari	출신
tahun	수년
tahun	year
tahun	연도
wilayah	지방
wilayah	지역
wilayah	영토
wilayah	영토
wilayah	준주
kawasan	구역
kawasan	영역
kawasan	지역
kawasan	면적
kawasan	지방
kawasan	지역
kawasan	지역
luar	밖에서
luar	외부
luar	바깥
sekolah	학교
sekolah	학교
sekolah	학교는
sekolah	스쿨
sekolah	학원
tidak	아님
komun	코뮌
bahasa	언어
bahasa	언어
orang	사람
orang	국민
orang	사람
orang	명인
orang	사람들
pautan	링크
pautan	링크
malaysia	말레이시아
malaysia	말레이시아어
daripada	출신
kampung	출신지
kampung	빌리지
kampung	마을
jabatan	부서
satu	하나
negara	나라
negara	국가
negara	시골
negara	컨트리
negara	상태
negara	국가
mereka	그들
mereka	그들이
mereka	그들은
kebangsaan	국적은
kebangsaan	국적
kebangsaan	국립
kebangsaan	내셔널
kebangsaan	국민
bandar	시내
bandar	도시
bandar	타운
bandar	마을
bandar	도시
bandar	시티
bandar	도시
imperial	임페리얼
lelaki	남자
lelaki	남성
lelaki	사람
negeri	상태
negeri	국가
barat	서쪽
barat	서부
barat	웨스트
barat	웨스턴
barat	서부
barat	서양
lain	기타
lain	다른
lain	기타
lebih	기타
perancis	프랑스
perancis	프랑스어
perancis	프렌치
perancis	프랑스인
perancis	프랑스
nama	이름
nama	이름
perbandaran	시영
filem	필름
filem	영화
filem	영화
filem	필름
filem	영화
filem	영화
timur	동부
timur	이스트
timur	동쪽
timur	동부
timur	동방
digunakan	사용함
digunakan	사용됨
digunakan	사용
dua	두두
dua	두분
pertama	우선
pertama	퍼스트
pertama	처음
pertama	먼저
perempuan	여인
perempuan	여자
perempuan	여성
perempuan	암컷
perempuan	여성
perempuan	여자들
perempuan	여자
perempuan	여성
svg	svg
svg	wmf
india	인도인
india	인도
india	인디언
india	인디아
india	인도
senarai	리스트
senarai	목록
senarai	명단
presiden	회장
presiden	대통령
terbang	날아라
terbang	플라이
terbang	flying
terbang	플라잉
terbang	날아라
terbang	비행
dunia	월드
dunia	세상
dunia	세계
kerana	왜냐면
kerana	왜냐하면
laut	바다
selatan	남부
selatan	남방
selatan	남부
selatan	사우스
selatan	남쪽
stadium	경기장
stadium	경기장
stadium	스타디움
tempat	장소
tempat	음식점
tempat	장소
besar	대형
tetapi	그런데
tetapi	그러나
tetapi	근데
tetapi	하지만
pelajar	학생
pelajar	학생들
pelajar	유학생
pelajar	학생
utara	북부
utara	북쪽
utara	노스
utara	북부
syarikat	코퍼레이션
syarikat	주식회사
syarikat	회사
syarikat	컴퍼니
syarikat	기업
syarikat	회사
beberapa	여러개
jumlah	금액
jumlah	총액
jumlah	전체
republik	공화당
republik	공화국
kumpulan	그룹
kumpulan	집단
kumpulan	그룹
tentera	군사
tentera	군인
tentera	병사
tentera	육군
tentera	군대
amerika	아메리칸
amerika	미국인
amerika	아메리카
amerika	아메리카
turki	터키
turki	칠면조
turki	터키인
turki	터키식
turki	터키어
turki	터키
buah	열매
buah	산딸기
buah	과일
buah	열매
buah	과일과
buah	과일
buah	과일과
jawa	자바
jawa	자와어
bawah	아래쪽
bawah	밑바닥
bawah	아래
bawah	하단
bawah	바닥
hari	하루
hari	데이
hari	데이즈
google	구글
pemain	플레이어
pemain	선수
pemain	플레이어스
pemain	플레이어
pemain	재생기
pemain	선수
melayu	말레이인
melayu	말레이어
melayu	말레이시아어
kerajaan	왕국
kerajaan	킹덤
kerajaan	엠파이어
kerajaan	제국
kerajaan	왕국
kerajaan	정부
sama	sama
sama	평등
sama	같은
sama	동일
sama	똑같이
iran	이란인
iran	이란
iran	이란어군
iran	이란
ahli	멤버
ahli	회원
ahli	멤버
ahli	구성원
ahli	멤버들
kedua	두번째로
kedua	둘째
kedua	두번째
pasukan	군대
pasukan	team
islam	이슬람
islam	이슬람교
islam	이슬람주의
islam	이슬람
mana	마나
mana	마나마
mana	어디서
mana	어디
mana	어디에
mana	어디로
ketua	과장
ketua	치프
ketua	회장님
ketua	회장
masa	시간
masa	타임
masa	time
lagu	송송
lagu	노래
lagu	노래
lagu	songs
style	스타일
tengah	중간
tengah	가운데
jerman	독일
jerman	독일인
jerman	독일어
jerman	독일
jerman	독일인
jalan	도로
jalan	로드
gmt	gmt
utama	메인
banyak	많은
salah	잘못된
apabila	언제쯤
apabila	언제
bahagian	사단
bahagian	디비전
bahagian	섹션
bahagian	부품
bahagian	부분
bahagian	섹션
bahagian	부분
bahagian	부품
bahagian	파트
menggunakan	사용하기
lagi	다시
lagi	또다시
lagi	기타
jenis	형식
jenis	타입
jenis	종류
jenis	유형
jenis	유형
kota	도시
kota	시티
jepun	재팬
jepun	일본
jepun	일본어
jepun	일본
jepun	일본인
anak	아이유
ada	거기
ada	거기에
tanah	육지
tanah	랜드
tanah	토양
tanah	그라운드
national	국립
national	내셔널
national	국민
bersama	상호
bersama	함께
bersama	같이
dikenali	알려진
hanya	단지
hanya	그냥
sebelum	이전
sebelum	전에
air	물이
air	워터
air	워터스
air	항공
air	에어
air	공기
sepanyol	스페인인
sepanyol	스페인
sepanyol	스페인어
perang	전쟁
perang	전쟁
wanita	숙녀
wanita	여인
wanita	여자
wanita	여성
wanita	여자들
wanita	여자
wanita	여성
kuala	합류
sistem	체계
sistem	시스템
sistem	체계
sistem	시스템
team	team
kanak	아이유
termasuk	포함
termasuk	포함됨
termasuk	포함
termasuk	포함
termasuk	포함됨
pendidikan	교육
pendidikan	교육학
pendidikan	교육
pendidikan	학력
musim	시즌
musim	계절
musim	시즌
musim	계절
penduduk	레지던트
penduduk	주민들
penduduk	인구순
penduduk	인구
kini	이제
kini	지금
semasa	현재
semasa	전류
semasa	동안
carian	검색
carian	찾기
carian	검색
carian	검색하기
kemudian	그렇다면
kemudian	그러면
kemudian	그때
serbia	세르비아
serbia	세르비아인
serbia	세르비아
serbia	세르비아인
serbia	세르비아어
keseluruhan	개요
keseluruhan	전반적으로
keseluruhan	전체적으로
keseluruhan	전반
tinggi	높음
tinggi	하이
tinggi	높이
tinggi	키는
guru	선생님
guru	교사
guru	스승
guru	교사들
guru	교사
czech	체코
czech	체코어
wikipedia	위키백과의
wikipedia	위키백과
melalui	비아
melalui	via
melalui	통해
setiap	꼴찌
setiap	각각
menteri	장관
semua	모두
semua	전체
bulan	개월
kapal	선박
kapal	선박
kecil	작아
kecil	소작
taman	파크
taman	공원
taman	가든
taman	정원
taman	파크
taman	공원
taman	파크스
album	앨범
album	음반
album	앨범
album	음반
azerbaijan	아제르바이잔
azerbaijan	아제르바이잔
club	클럽
eropah	유럽
inggeris	잉글랜드
inggeris	영어
inggeris	잉글리시
gambar	사진
gambar	그림
gambar	사진
gambar	사진들
gambar	픽처스
gambar	사진
gambar	사진들
batu	스톤
batu	석기
batu	바위
batu	rock
rumah	집에
rumah	고향
rumah	집으로
rumah	가정
rumah	주택
rumah	하우스
kedudukan	직위
kedudukan	위치
kedudukan	포지션
kedudukan	순위
huruf	글자
huruf	편지
huruf	편지
itali	이탈리아
itali	이탈리아
itali	이탈리아인
itali	이탈리아어
laporan	신고
laporan	보고서
laporan	보고
laporan	신고
laporan	보고서
laporan	보고
laporan	보고서
data	자료
data	데이터
flag	플래그
flag	깃발
china	중국인
china	중국
china	차이나
china	중국인
china	중국어
pusat	센터
pusat	중부
pusat	센트럴
pusat	중앙
pusat	중심
pusat	센터
pusat	중앙
pusat	센터
sultan	술탄
country	나라
country	국가
country	시골
country	컨트리
paling	대부분의
paling	대부분
rasmi	공식
rasmi	official
murid	학생
murid	학생들
murid	유학생
bersatu	통합
bersatu	united
bersatu	유나이티드
bersatu	단결하라
bersatu	단결
masih	아직도
masih	여전히
anjing	개그
anjing	개들
mula	시작하기
mula	시작
semula	다시
semula	또다시
awal	초기
awal	일찍
pelakon	배우
pelakon	배우
pelakon	여배우
pelakon	배우
peta	지도
peta	지도
bentuk	형태
bentuk	모양
waktu	시간
waktu	타임
waktu	time
kereta	자동차
kereta	차량
kereta	자동차
kereta	차량
kereta	열차
kereta	기차
kereta	트레인
kuasa	권력
kuasa	파워스
kuasa	파워
kuasa	전력
kuasa	권력
sejarah	역사
sejarah	역사
sejarah	내역
sejarah	히스토리
sejarah	기록
walaupun	비록
report	신고
report	보고서
report	보고
masjid	모스크
masjid	사원
masjid	모스크
sendiri	홀로
sendiri	혼자
sendiri	소유
piala	트로피
piala	cup
pecahan	분석
pecahan	분수
pecahan	분수
kira	계산하기
kira	계산
pilihan	선택
sejak	언제부터
sejak	이후
sejak	이후부터
agama	종교
agama	종교
agama	종교
pos	pos
pos	게시
pos	게시글
pos	포스트
pos	게시물
pos	우편
jakarta	자카르타
universiti	대학
universiti	대학교
universiti	대학
antarabangsa	국제
antarabangsa	인터내셔널
kuno	고대
namun	그러나
namun	아직
tiada	없음
parti	party
parti	파티
parti	파티
bermula	시작되었습니다
bermula	시작했습니다
bermula	시작됨
bermula	시작
bermula	시작
pula	어쨌든
pula	어쨌거나
pelbagai	다중
pelbagai	멀티
kadar	평가
kadar	비율
bukan	아님
perak	실버
meter	미터
meter	미터
meter	미터
meter	미터
asia	아시아
asia	아시아
burung	조류
burung	새들
september	구월
bukit	언덕
kepelbagaian	다양성
kepelbagaian	다양체
kepelbagaian	버라이어티
kepelbagaian	변종
jantina	성별
jantina	성별
jantina	성교
jantina	섹스
jantina	성관계
jantina	성별
januari	일월
pokok	트리
pokok	나무
pokok	나무들
pokok	트리
pokok	나무
jun	jun
perdana	소수
perdana	프라임
pentadbiran	운영자
pentadbiran	관리자
pentadbiran	행정학
pentadbiran	운영자
pentadbiran	관리자
ibu	엄마
ibu	엄마
ibu	어머니
cina	중국인
cina	중국
cina	차이나
cina	중국인
cina	중국어
ogos	적위
ogos	아우구스트
datuk	할아버지
datuk	할아버지
datuk	외할아버지
nombor	숫자
nombor	번호
nombor	숫자
siri	시리즈
mungkin	아마도
mungkin	아마
mungkin	아마도
mungkin	아마
rakyat	포크
rakyat	민속
rakyat	국민
rakyat	사람
rakyat	명인
rakyat	사람들
jpg	jpeg
jpg	jpg
bahan	재료
bahan	성분
bahan	물질
bahan	재료
bahan	소재
bahan	재료
lama	라마
populasi	인구순
populasi	인구
april	에이프릴
april	사월
kode	코드
