மற்றும்	dan
ஒரு	satu
ஒரு	one
இந்த	ini
ஆம்	ya
ஆம்	yes
ஆம்	iya
இது	ini
மக்கள்	bangsa
மக்கள்	rakyat
மக்கள்	orang
மக்கள்	people
என்ற	berjudul
என்ற	the
ஆண்டு	tahun
ஆண்டு	year
என்று	that
என்று	itu
என்று	bahwa
என்று	yang
தமிழ்	tamil
இந்திய	indian
இந்திய	india
இந்திய	hindia
இருந்து	dari
பல	banyak
பல	kelipatan
பல	beberapa
பல	multiple
பல	berganda
முதல்	dari
முதல்	pertama
முதல்	duluan
முதல்	dulu
முதல்	first
மேலும்	selengkapnya
மேலும்	lebih
மேலும்	lainnya
மேலும்	lagi
தொகை	jumlah
சில	some
சில	beberapa
உள்ளது	tersedia
உள்ளது	ada
அவர்	nya
அவர்	him
அவர்	nya
அவர்	her
வெளி	outsourcing
வெளி	eksternal
வெளி	ruang
வெளி	spasi
வெளி	space
வெளி	angkasa
அமைந்துள்ளது	berlokasi
அமைந்துள்ளது	bertempat
அமைந்துள்ளது	terletak
மூலம்	sumber
மூலம்	asli
மூலம்	original
கொண்ட	terkandung
கொண்ட	berisi
வரை	draw
வரை	imbang
வரை	menggambar
வரை	hingga
வரை	sampai
பின்னர்	lalu
பின்னர்	maka
பின்னர்	kemudian
பின்னர்	kemudian
பின்னர்	nanti
ஆனால்	tapi
ஆனால்	tetapi
வேண்டும்	membutuhkan
வேண்டும்	perlukan
வேண்டும்	perlu
வேண்டும்	kebutuhan
வேண்டும்	need
வேண்டும்	butuh
வேண்டும்	ingin
வேண்டும்	inginkan
வேண்டும்	pengen
வேண்டும்	mau
வேண்டும்	harus
வேண்டும்	haruskah
கொண்டு	dibawa
கொண்டு	bawa
கொண்டு	dengan
பட்டியல்	playlist
பட்டியல்	daftar
பட்டியல்	list
அமைந்துள்ள	berlokasi
அமைந்துள்ள	bertempat
அமைந்துள்ள	terletak
அதன்	menta
அதன்	its
பெண்கள்	betina
பெண்கள்	perempuan
பெண்கள்	cewek
பெண்கள்	girls
பெண்கள்	gadis
பெண்கள்	wanita
பெண்கள்	perempuan
பெண்கள்	women
கொண்டுள்ளது	telah
கொண்டுள்ளது	has
கொண்டுள்ளது	memiliki
கொண்டுள்ளது	mengandung
கொண்டுள்ளது	berisi
போது	selama
போது	kapan
போது	saat
போது	apabila
போது	ketika
இணைப்புகள்	koneksi
இணைப்புகள்	lampiran
இணைப்புகள்	taut
இணைப்புகள்	pranala
இணைப்புகள்	link
இணைப்புகள்	tautan
இணைப்புகள்	links
இரண்டு	dua
இரண்டு	two
தகவல்	info
தகவல்	information
தகவல்	informasi
தகவல்	pesan
மாவட்ட	distrik
மாவட்ட	kecamatan
மாவட்ட	raionul
மாவட்ட	kabupaten
மாவட்ட	daerah
மொத்த	total
வளர்ச்சி	pengembangan
வளர்ச்சி	perkembangan
வளர்ச்சி	pembangunan
வளர்ச்சி	pertumbuhan
வளர்ச்சி	perkembangan
வளர்ச்சி	pertumbuhannya
மாவட்டம்	distrik
மாவட்டம்	kecamatan
மாவட்டம்	raionul
மாவட்டம்	kabupaten
மாவட்டம்	daerah
அந்த	that
அந்த	itu
அந்த	bahwa
அந்த	yang
மிகவும்	sangat
திட்டம்	project
திட்டம்	proyek
திட்டம்	projek
திட்டம்	rencana
திட்டம்	plan
திட்டம்	rencanakan
தேசிய	gimn
தேசிய	national
தேசிய	nasional
கலந்து	menghadiri
இலங்கை	srilanka
இலங்கை	ceylon
இலங்கை	srilankan
இங்கு	disini
இங்கு	here
இங்கு	sini
கி	kyi
அமெரிக்க	american
அமெரிக்க	amerika
அடிப்படை	basis
அடிப்படை	dasar
அடிப்படை	pangkalan
அடிப்படை	base
அடிப்படை	markas
அடிப்படை	basis
அடிப்படை	dasar
அடிப்படை	basic
பெயர்	nama
பெயர்	label
மூன்று	tiga
மூன்று	three
ஆண்கள்	jantan
ஆண்கள்	pria
ஆண்கள்	men
ஆண்கள்	mens
ஒன்று	mengumpulkan
ஒன்று	berkumpul
ஒன்று	kumpulkan
ஒன்று	satu
ஒன்று	one
ஐக்கிய	bersatu
புதிய	new
புதிய	baru
புதிய	fresh
புதிய	segar
அவரது	his
அவரது	nya
அவரது	nya
அவரது	her
மொத்தம்	total
மொத்தம்	total
மொத்தம்	totalnya
சிறந்த	besar
சிறந்த	hebat
சிறந்த	agung
சிறந்த	terbaik
சிறந்த	best
அரசு	pemerintah
அரசு	pemerintahan
வசதிகள்	fasilitas
இந்தியா	india
பெரிய	besar
பெரிய	hebat
பெரிய	agung
பெரிய	big
பெரிய	besar
பெரிய	besar
ஊரக	pedesaan
நாள்	siang
நாள்	hari
நாள்	day
பிறப்பு	generik
பிறப்பு	born
பிறப்பு	lahir
பிறப்பு	terlahir
பிறப்பு	dilahirkan
பிறப்பு	kelahiran
பிறப்பு	lahir
பிறப்பு	menetas
பிறப்பு	palka
பிறப்பு	hatch
இருந்தது	euy
இருந்தது	was
முக்கிய	utama
முக்கிய	jga
முக்கிய	penting
பல்வேறு	variety
பல்வேறு	keberagaman
பல்வேறு	varietas
பல்வேறு	variasi
பல்வேறு	bermacam
பல்வேறு	berbagai
பல்வேறு	beragam
இருந்த	were
திரைப்படங்கள்	movies
திரைப்படங்கள்	bioskop
திரைப்படங்கள்	film
பிற	lain
பிற	lainnya
அவர்கள்	mereka
அவர்கள்	mereka
மொழி	bahasa
முறை	metoda
முறை	method
முறை	metode
முறை	prosedur
முறை	moda
முறை	modus
முறை	mode
கோயில்	temple
கோயில்	candi
கோயில்	kuil
விருது	penghargaan
விருது	award
பொதுவாக	umum
பொதுவாக	jendral
பொதுவாக	jenderal
அக்டோபர்	oktober
அக்டோபர்	okt
அக்டோபர்	oct
செய்து	berkomitmen
தன்	his
தன்	nya
தன்	melempar
தொடர்ந்து	keep
இரண்டாம்	detik
இரண்டாம்	kedua
இரண்டாம்	second
இரண்டாம்	sekunder
சென்னை	chennai
வரும்	comes
வரும்	datang
வரும்	coming
மே	may
மே	mei
ஒவ்வொரு	setiap
ஒவ்வொரு	every
ஒவ்வொரு	setiap
ஒவ்வொரு	tiap
ஒவ்வொரு	each
மட்டுமே	only
மட்டுமே	saja
மட்டுமே	hanya
வரலாறு	history
வரலாறு	riwayat
வரலாறு	sejarah
பகுதியில்	daerah
பகுதியில்	wilayah
பகுதியில்	luas
பகுதியில்	kawasan
பகுதியில்	area
நூல்கள்	pembukuan
நூல்கள்	buku
சேர்ந்த	milik
பின்	sematkan
பின்	pin
பின்	sesudah
பின்	after
பின்	setelah
பின்	kembali
பின்	balik
பின்	mundur
பின்	back
பின்	belakang
இல்லை	not
இல்லை	bukan
இல்லை	tidak
நவம்பர்	november
நவம்பர்	nopember
அதிக	high
அதிக	tinggi
காலத்தில்	periode
மிக	sangat
நான்கு	empat
நான்கு	four
பிறகு	lalu
பிறகு	maka
பிறகு	kemudian
பிறகு	kemudian
பிறகு	nanti
பிறகு	sesudah
பிறகு	after
பிறகு	setelah
அரசியல்	politik
அரசியல்	politik
பகுதி	parsial
பகுதி	sebagian
பகுதி	daerah
பகுதி	wilayah
பகுதி	luas
பகுதி	kawasan
பகுதி	area
பகுதி	daerah
பகுதி	wilayah
பகுதி	provinsi
பகுதி	region
பகுதி	kawasan
பகுதி	part
பகுதி	bagian
பகுதி	segmen
பற்றி	tentang
பற்றி	ttg
பற்றி	perihal
பற்றி	sekitar
ஆறு	six
ஆறு	enam
ஆறு	sungai
ஆறு	river
மீண்டும்	lagi
இங்கிலாந்து	inggris
காலம்	season
காலம்	musim
காலம்	musimnya
காலம்	periode
காலம்	kali
காலம்	waktu
காலம்	waktunya
காலம்	time
நிலை	posisi
நிலை	jabatan
நிலை	negara
நிலை	keadaan
நிலை	state
நிலை	aras
நிலை	level
நிலை	tingkatan
நிலை	tingkat
ஒரே	same
போர்	perang
போர்	peperangan
போர்	war
காரணமாக	due
பொருள்	matre
பொருள்	bahan
பொருள்	materi
பொருள்	material
பொருள்	product
பொருள்	produk
பொருள்	obyek
பொருள்	objek
பொருள்	sinonim
பொருள்	subyek
பொருள்	subjek
பொருள்	perihal
அறிவியல்	ilmu
அறிவியல்	sains
பேச்சு	pidato
பேச்சு	speech
பேச்சு	ucapan
பேச்சு	berpidato
பேச்சு	bicaralah
பேச்சு	talk
பேச்சு	bicara
இதனால்	dengan
அனைத்து	all
அனைத்து	aii
அனைத்து	semua
கல்வி	edukasi
கல்வி	pendidikan
ஏப்ரல்	apr
ஏப்ரல்	april
உலக	world
உலக	dunia
உலக	global
கே	gay
முடியும்	dapat
முடியும்	can
முடியும்	bisa
கீழ்	turun
கீழ்	down
கீழ்	turunkan
கீழ்	turunkan
கீழ்	lower
கீழ்	rendahkan
கீழ்	under
கீழ்	dibawah
கீழ்	bawah
கீழ்	terbawah
கீழ்	bottom
இடம்	tempatkan
இடம்	place
இடம்	tempat
இடம்	lokasi
இடம்	ruang
இடம்	spasi
இடம்	space
இடம்	angkasa
செப்டம்பர்	september
பேர்	lain
பேர்	lainnya
பெரும்	besar
பெரும்	hebat
பெரும்	agung
சி	chi
சி	khi
நாடுகள்	negara
தொகுதி	album
தொகுதி	sistem
தொகுதி	system
தொகுதி	modul
கிழக்கு	east
கிழக்கு	timur
கிழக்கு	orient
கிழக்கு	timur
கிழக்கு	eastern
அமைப்பு	setup
அமைப்பு	penyiapan
அமைப்பு	pengaturan
அமைப்பு	sistem
அமைப்பு	system
அமைப்பு	setting
அமைப்பு	menata
அமைப்பு	pengaturan
அமைப்பு	organisasi
அமைப்பு	struktur
அளவு	jumlah
அளவு	kuantitas
அளவு	jumlah
அளவு	timbang
அளவு	skala
அளவு	ukuran
அளவு	size
நகர்	nagar
மற்ற	lain
மற்ற	lainnya
இந்து	hindu
தற்போது	sekarang
தற்போது	now
தற்போது	kini
பாடல்	lagu
பாடல்	song
உண்டு	tersedia
உண்டு	telah
உண்டு	memiliki
உண்டு	miliki
இருக்கிறது	tersedia
நிறுவனம்	perusahaan
நிறுவனம்	company
நிறுவனம்	perusahaan
நிறுவனம்	majikan
நிறுவனம்	organisasi
நிறுவனம்	organisasi
நபர்கள்	rakyat
நபர்கள்	orang
நபர்கள்	people
காலனி	koloni
மேற்கு	maghrib
மேற்கு	barat
மேற்கு	west
மேற்கு	barat
மேற்கு	western
தலைவர்	presiden
தலைவர்	leader
தலைவர்	pemimpin
முதலில்	pertama
முதலில்	duluan
முதலில்	dulu
முதலில்	first
சார்ந்த	relatif
சார்ந்த	dependensi
சார்ந்த	ketergantungan
சார்ந்த	based
சார்ந்த	didasarkan
சார்ந்த	berbasis
சார்ந்த	berdasarkan
மேல்	top
மேல்	puncak
மேல்	teratas
நாடு	negara
மட்டும்	only
மட்டும்	saja
மட்டும்	hanya
அடிப்படையில்	basis
எண்	hitunglah
எண்	hitung
எண்	menghitung
எண்	hitungan
எண்	cacah
எண்	angka
எண்	nomor
எண்	bilangan
எண்	nomer
குறிப்பிட்ட	dinyatakan
குறிப்பிட்ட	dispesifikasikan
குறிப்பிட்ட	ditentukan
குறிப்பிட்ட	dinyatakan
குறிப்பிட்ட	spesifik
குறிப்பிட்ட	tertentu
குறிப்பிட்ட	khusus
செய்ய	buat
செய்ய	make
செய்ய	jadikan
செய்ய	membuat
சிறிய	small
சிறிய	kecil
சிறிய	little
சிறிய	kecil
சிறிய	sedikit
சிறிய	beraktifitas
வந்த	came
வேறு	lain
வேறு	lainnya
மார்ச்	march
மார்ச்	maret
நிலையில்	syarat
நிலையில்	kondisi
நிலையில்	pentas
நிலையில்	tahap
நிலையில்	panggung
நிலையில்	stage
பெண்	cewe
பெண்	cewek
பெண்	girl
பெண்	gadis
பெண்	woman
பெண்	wanita
பெண்	perempuan
பெண்	permpuan
பெண்	female
பெண்	betina
பெண்	perempuan
வெற்றி	sukses
வெற்றி	kesuksesan
வெற்றி	berhasil
வெற்றி	keberhasilan
வெற்றி	menang
வெற்றி	memenangkan
வெற்றி	menang
வெற்றி	won
வெற்றி	dimenangkan
வெற்றி	menang
வெற்றி	kemenangan
வெற்றி	victory
வெற்றி	win
வெற்றி	menang
வெற்றி	menangkan
இணைப்பு	sambungan
இணைப்பு	koneksi
இணைப்பு	pranala
இணைப்பு	link
இணைப்பு	tautan
இணைப்பு	taut
இணைப்பு	lampiran
திரைப்படம்	movie
திரைப்படம்	bioskop
திரைப்படம்	film
திரைப்படம்	film
வகை	kategori
வகை	jenis
வகை	tipe
வகை	ketik
வகை	moda
வகை	modus
வகை	mode
ஐந்து	lima
ஐந்து	five
அதே	same
சிறப்பு	diunggulkan
சிறப்பு	ditampilkan
சிறப்பு	unggulan
சிறப்பு	feature
சிறப்பு	istimewa
சிறப்பு	spesial
சிறப்பு	special
சிறப்பு	khusus
விட	daripada
விட	than
சுமார்	tentang
சுமார்	ttg
சுமார்	perihal
சுமார்	sekitar
கட்டுரைகள்	artikel
படி	bacalah
படி	baca
படி	read
படி	dibaca
படி	membaca
படி	step
படி	langkah
படி	melangkah
மனித	manusiawi
மனித	manusia
மனித	human
பெரும்பாலும்	almost
பெரும்பாலும்	hampir
பெரும்பாலும்	nyaris
பெரும்பாலும்	seringkali
பெரும்பாலும்	sering
பெரும்பாலும்	kebanyakan
கட்சி	party
கட்சி	berpesta
கட்சி	partai
கட்சி	pesta
கட்சி	pihak
பொது	common
பொது	publik
பொது	public
பொது	umum
பொது	jendral
பொது	jenderal
கல்லூரி	kuliah
கல்லூரி	college
கல்லூரி	kampus
இசை	music
இசை	musik
முறையில்	moda
முறையில்	modus
முறையில்	mode
நாட்டின்	negara
மத்திய	central
மத்திய	tengah
மத்திய	pusat
மத்திய	sentral
மத்திய	upt
மில்லியன்	juta
மில்லியன்	million
மில்லியன்	sejuta
மில்லியன்	jutaan
மில்லியன்	juta
மில்லியன்	berjuta
நகரம்	city
நகரம்	kota
எந்த	setiap
எந்த	sembarang
எந்த	any
எனப்படும்	disebut
எனப்படும்	dipanggil
நீர்	water
நீர்	air
செய்யும்	melakukan
இணைந்து	bergabung
இணைந்து	gabung
இணைந்து	bergabunglah
இணைந்து	join
விக்கிப்பீடியா	wikipedia
சென்று	gone
பார்க்க	lihat
அணி	matriks
அணி	matrix
அணி	tim
அணி	team
எழுதிய	tertulis
எழுதிய	ditulis
எழுதிய	tulis
எழுதிய	menulis
நிலையம்	stasiun
நிலையம்	station
தொடர்பான	berhubungan
தொடர்பான	berkaitan
தொடர்பான	terkait
மீட்டர்	meter
மீட்டர்	meter
மீட்டர்	meteran
மீட்டர்	meter
இடத்தில்	tempatkan
இடத்தில்	place
இடத்தில்	tempat
கோவில்	temple
கோவில்	candi
கோவில்	kuil
மாதம்	bulan
மதுரை	madurai
ஆய்வு	kajian
ஆய்வு	belajar
ஆய்வு	studi
ஆய்வு	riset
ஆய்வு	penelitian
வட	utara
வட	north
குறைந்த	terendah
குறைந்த	rendah
குறைந்த	low
குறைந்த	kurang
