que	dat
per	voor
les	les
els	het
els	de
amb	met
com	zoals
com	like
més	more
més	meer
bar	bar
seu	hoofdkantoor
seu	hoofdkwartier
van	busje
era	tijdperk
era	era
seva	seva
text	tekst
també	ook
entre	tussen
fou	was
anys	jaar
anys	jaren
any	jaar
població	bevolking
població	populatie
però	maar
aquest	dit
aquest	deze
altres	overige
altres	andere
altres	ander
altres	overig
altres	overige
altres	andere
altres	overigen
altres	anderen
estat	staat
estat	state
després	na
després	after
són	zijn
fins	tot
des	des
aquesta	dit
aquesta	deze
eren	waren
estats	staten
persones	mensen
persones	personen
from	van
from	uit
from	vanaf
part	deel
part	gedeelte
cap	geen
sobre	envelop
sobre	enveloppe
gran	groot
gran	geweldig
gran	fantastisch
durant	tijdens
durant	gedurende
durant	durant
tot	alles
enllaços	links
dos	twee
dos	two
externs	extern
externs	uitwendig
externs	externe
família	familie
família	gezin
ciutat	stad
quan	wanneer
habitatges	huizen
qual	welke
molt	zeer
tenia	lintworm
nord	noorden
nord	noord
habitants	inwoners
habitants	bewoners
dones	vrouwen
res	niks
res	niets
segons	seconden
primer	eerste
primer	eerst
segle	eeuw
nom	naam
tres	drie
tres	three
sud	zuid
sud	zuiden
lloc	plaats
nova	nieuw
nova	nieuwe
nova	nova
homes	mannen
primera	eerste
primera	eerst
dues	twee
dues	two
guerra	oorlog
següent	volgende
següent	volgend
sense	zonder
això	dit
això	deze
general	algemene
general	generaal
general	algemeen
catalunya	catalonië
vivien	vivien
forma	shape
forma	vorm
forma	form
forma	vorm
forma	formulier
mateix	hetzelfde
mateix	zelfde
mateix	same
fet	gedaan
fet	done
fet	klaar
han	han
encara	nog
mort	dood
mort	doods
mort	overlijden
dades	gegevens
dades	data
només	alleen
només	enkel
només	slechts
només	gewoon
regió	regio
temps	tijd
empreses	bedrijven
troba	vinden
troba	zoek
troba	vind
grup	groep
grup	fractie
contra	tegen
admin	admin
admin	beheerder
properes	komende
properes	opkomende
properes	aanstaande
properes	aankomende
properes	aankomend
famílies	families
famílies	gezinnen
frança	frankrijk
poblacions	populaties
poblacions	bevolkingen
fills	kinderen
rei	konings
rei	king
rei	koning
francès	frans
francès	fransen
francès	franse
mentre	terwijl
nombre	nummer
nombre	aantal
nombre	getal
tots	allen
tots	alle
tots	allemaal
tots	alles
edició	bewerken
edició	publicatie
edició	uitgeverijen
edició	publiceren
edició	uitgeverij
isbn	isbn
quatre	four
quatre	vier
partit	feest
partit	partij
partit	feestje
partit	party
alguns	enkele
alguns	sommigen
alguns	sommige
aquests	deze
fill	zoon
fill	son
nou	nieuw
nou	nieuwe
març	maart
març	marcheren
setembre	september
principal	belangrijkste
principal	voornaamste
principal	main
menys	minder
color	kleuren
color	kleur
color	kleur
món	wereld
octubre	oktober
octubre	october
empresa	gezelschap
empresa	bedrijf
empresa	onderneming
abans	voordat
abans	vóór
edat	ouderdom
edat	leeftijd
web	web
jpg	jpg
dins	binnen
dins	binnenkant
església	kerk
maig	mogen
maig	may
maig	mei
maig	mag
maig	moge
terme	terme
casa	huis
història	verhaal
història	story
història	geschiedenis
país	land
segona	tweede
joan	johannes
joan	john
joan	johanna
joan	joan
final	einde
final	beëindigen
final	eind
govern	regering
govern	overheid
est	oosten
est	oost
est	est
vida	life
vida	leven
poder	macht
poder	kracht
poder	power
poder	vermogen
totes	allen
totes	alle
totes	allemaal
totes	alles
situat	gesitueerd
gener	januari
tipus	typ
tipus	type
tipus	soort
habitatge	huisvesting
juny	juni
juny	june
diferents	verschillend
diferents	verschillende
diferents	anders
parelles	stellen
parelles	paren
parelles	stelletjes
parelles	echtparen
parelles	koppels
parelles	paren
diversos	meerdere
diversos	verschillende
diversos	verscheidene
català	catalaanse
català	catalaans
fitxa	laken
fitxa	vel
insee	insee
títol	titel
oest	west
oest	westen
oest	westelijk
desembre	december
què	wat
nacional	nationaal
nacional	nationale
nacional	nacional
abril	april
major	majoor
major	major
major	hoofdvak
agost	august
agost	augustus
vivint	living
vivint	levende
poble	dorpje
poble	dorp
centre	centrum
centre	centreren
centre	centrum
centre	centreren
perquè	want
perquè	omdat
aquestes	deze
riu	rivier
riu	river
disc	schijf
disc	disc
mostra	sample
mostra	steekproef
mostra	monster
mostra	toon
mostra	tonen
mostra	weergeven
mostra	show
novembre	november
obres	werkt
obres	werken
millor	best
millor	beste
espanya	spanje
sistema	systeem
sistema	stelsel
santa	kerstman
santa	santa
juliol	juli
diverses	meerdere
diverses	verschillende
diverses	verscheidene
total	totaal
universitat	universiteit
dia	dag
dia	dagje
mitjà	medium
mitjà	middellange
mitjà	middelgrote
mitjà	middelgroot
data	datum
world	wereld
departament	departement
departament	afdeling
construcció	bouw
construcció	constructie
construcció	bouwnijverheid
construcció	opbouw
construcció	bouwen
vol	vlucht
premi	onderscheiding
premi	gunning
exemple	voorbeeld
febrer	februari
escola	school
cinc	vijf
cinc	five
espècie	diersoort
espècie	diersoorten
espècie	soorten
espècie	soort
principals	belangrijkste
principals	voornaamste
principals	main
font	bron
zona	gebied
zona	zone
los	los
grans	large
grans	groot
grans	grote
banda	band
banda	banda
província	provincie
oficial	officier
oficial	agent
superfície	bovengronds
superfície	oppervlak
maria	marja
maria	maria
molts	veel
molts	velen
molts	vele
cens	volkstelling
cens	census
equip	team
amèrica	amerika
amèrica	amerika
ara	ara
ara	nu
qui	wie
qui	who
dir	dir
punt	punt
punt	point
cest	cest
iii	iii
algunes	enkele
algunes	sommigen
algunes	sommige
regne	koninkrijk
john	johannes
john	john
actualment	momenteel
cas	geval
cas	case
cas	zaak
unitats	units
unitats	eenheden
causa	veroorzaken
causa	oorzaak
activitats	activiteiten
activitats	activiteit
president	president
president	voorzitter
article	artikel
exèrcit	leger
exèrcit	landmacht
música	muziek
aigua	water
increment	verhoging
increment	vergroten
increment	verhoog
increment	verhogen
increment	stijging
llavors	dan
llavors	daarna
llavors	zaad
llavors	zaden
llavors	zaaigoed
conegut	bekende
conegut	gekend
conegut	gekende
conegut	bekend
conegut	kennismaking
conegut	kennis
terra	aarde
terra	earth
gray	gray
gray	grijze
gray	grijs
saint	heilige
època	tijdperk
barra	barra
barra	bar
sèrie	serie
sèrie	reeks
sèrie	reeksen
sèrie	series
art	kunst
club	club
càrrec	opladen
càrrec	charge
etapa	podium
etapa	fase
etapa	toneel
etapa	stadium
rgb	rgb
república	republiek
parís	parijs
ordre	commando
ordre	opdracht
ordre	orde
ordre	bestellen
ordre	order
ordre	bestelling
donar	geef
donar	geven
cosa	ding
cosa	thing
ell	hem
llista	lijstje
llista	lijst
cet	cet
important	belangrijke
important	belangrijk
segon	tweede
cal	cal
servei	dienst
servei	service
gridcolor	gridcolor
serveis	diensten
serveis	dienstverlening
morir	sterven
morir	sterf
alemanya	duitsland
piràmide	piramide
sfondo	sfondo
antic	ouwe
antic	oude
antic	oud
plaça	vierkante
plaça	vierkant
plaça	plein
plaça	plaza
comtat	county
comtat	graafschap
pare	vader
pare	ouder
pare	moedermaatschappij
informació	gegevens
informació	informatie
mar	zee
actual	huidig
actual	huidige
actual	actueel
castell	kasteel
castell	castell
york	york
països	landen
moment	moment
moment	ogenblik
anglès	engels
anglès	engelsen
tal	tal
illa	eiland
període	tijdvak
període	periode
territori	grondgebied
territori	territorium
londres	londen
internacional	internationaal
premis	prijsuitreiking
premis	awards
premis	onderscheidingen
josep	josep
josep	jozef
josep	joseph
center	centrum
center	centreren
museu	museum
establiments	inrichtingen
edats	leeftijden
districte	district
pàgina	bladzijde
pàgina	pagina
dies	dagen
dies	days
havien	hadden
havien	had
havien	gehad
camp	veld
camp	kamp
llengua	tongue
llengua	tong
llengua	taal
llengua	taalgebruik
base	base
base	basis
base	grondslag
llarg	lang
llarg	lange
llarg	long
capital	kapitaal
capital	hoofdstad
capital	hoofdletter
alt	high
alt	hoog
alt	hoge
alt	alt
diagrama	diagram
diagrama	grafiek
edifici	bouwen
línia	line
línia	lijn
política	beleid
política	politiek
metres	meters
metres	meter
metres	meters
metres	meter
finalment	eindelijk
finalment	uiteindelijk
francisco	francisco
costat	kant
costat	zijde
costat	side
costat	zijkant
planta	plant
gènere	genre
gènere	geslacht
mateixa	hetzelfde
mateixa	zelfde
mateixa	same
vegades	tijden
vegades	times
majoria	meerderheid
natural	natuurlijk
natural	natuurlijke
unió	union
unió	vakbond
unió	unie
tard	late
tard	laat
aconseguir	krijgen
aconseguir	krijg
aconseguir	get
veure	zien
veure	zie
director	directeur
director	director
director	regisseur
director	schoolhoofd
director	rector
força	sterkte
força	kracht
força	forceren
força	kracht
força	force
codi	wetboek
codi	code
distribució	distributie
distribució	verdeling
origen	herkomst
origen	oorsprong
catalana	catalana
persona	persoon
persona	person
cos	lichaam
cos	body
primers	eerste
primers	eerst
espècies	diersoort
espècies	diersoorten
espècies	soorten
espècies	soort
william	willem
william	william
cases	huizen
batalla	battle
batalla	slag
batalla	strijd
batalla	gevecht
batalla	veldslag
sol	zon
suport	ondersteuning
suport	steun
suport	support
suport	ondersteunen
classificació	indeling
classificació	classificatie
itàlia	italië
fiscals	aanklagers
comarca	gouw
comarca	shire
pere	petrus
pere	peter
top	top
top	bovenste
top	bovenkant
califòrnia	california
califòrnia	californië
califòrnia	californische
cop	smeris
cop	flik
fitxer	dossier
fitxer	bestand
peix	vissen
militar	militairen
militar	militair
militar	militaire
militar	krijgsmacht
popular	populaire
popular	populair
anomenat	genoemd
anomenat	genaamd
anomenat	benoemde
temporada	seizoen
treball	job
treball	baan
treball	werk
treball	arbeid
treball	werken
vila	vila
mare	moeder
mare	moedertje
estudis	studies
eleccions	verkiezing
eleccions	verkiezingen
articles	artikelen
articles	artikels
discussió	discussie
discussió	discussies
polític	politica
polític	politicus
conjunt	instellen
conjunt	set
conjunt	ingesteld
posteriorment	vervolgens
llibre	boek
roma	rome
estil	stijl
estil	style
moviment	bewegingen
moviment	verplaatsing
moviment	beweging
imperi	keizerrijk
imperi	rijk
imperi	imperium
imperi	empire
divisió	divisie
divisió	afdeling
divisió	deling
divisió	division
membre	lid
sempre	altijd
porta	deur
porta	porta
teatre	bioscoop
teatre	theater
teatre	theater
membres	leden
ells	hen
resta	aftrekken
moltes	veel
moltes	velen
moltes	vele
acord	overeenkomst
acord	akkoord
jocs	games
jocs	spelletjes
jocs	spellen
rebre	ontvang
rebre	ontvangen
rebre	ontvangende
rebre	ontvangen
illes	eilanden
illes	isles
avui	vandaag
http	http
alta	high
alta	hoog
alta	hoge
alta	alta
posició	positie
format	indeling
format	opmaak
format	format
format	formatteren
format	formaat
espanyol	spaanse
espanyol	spaans
sovint	dikwijls
sovint	vaak
comte	telling
comte	graaf
comte	tellen
comte	tel
jersey	trui
jersey	jersey
canvi	veranderen
canvi	wijziging
canvi	wijzigen
canvi	verandering
canvi	veranderingen
opció	optie
germà	verwant
germà	broeder
germà	broer
germà	broertje
comunes	gemeenschappelijk
comunes	vaak
material	materiaal
superior	superior
superior	superieure
superior	superieur
pas	step
pas	stap
pas	stapje
nivell	niveau
nivell	level
valència	valencia
crear	creëren
crear	aanmaken
crear	creëer
crear	maken
consell	raad
consell	hint
creu	oversteken
creu	kruis
creu	cross
ben	ben
futbol	voetballen
futbol	voetbal
antiga	voormalig
antiga	voormalige
volta	volta
interior	interieur
interior	binnenland
josé	jose
josé	josé
finals	finale
finals	finales
finals	eindes
paper	paper
paper	papier
entorn	omgeving
entorn	milieu
únic	unique
únic	unieke
únic	uniek
institut	instituut
àfrica	afrika
cultura	cultuur
baix	laag
baix	low
baix	lage
espai	ruimte
espai	spatie
equips	ploegen
equips	teams
pau	vrede
pau	peace
pau	pau
qualsevol	elke
civil	civiele
civil	burgerlijke
civil	burgerlijk
civil	civiel
civil	civiel
torre	tower
torre	toren
comerç	handelsverkeer
comerç	handel
carrer	straat
etc	etc
etc	enz
direcció	richting
nens	kids
nens	kinderen
nens	kinderen
elements	items
elements	elementen
mapa	plattegrond
mapa	kaart
especialment	vooral
procés	proces
procés	verwerken
versió	versie
dret	juist
dret	recht
dret	rechts
occidental	occidental
municipal	gemeentelijk
municipal	gemeentelijke
vall	vallei
local	lokale
local	plaatselijk
local	lokaal
guanyar	win
guanyar	winnen
ibn	ibn
desenvolupament	ontwikkeling
vertical	verticaal
vertical	verticale
set	seven
set	zeven
set	dorstig
set	dorst
grups	groepen
campionat	kampioenschap
diu	diu
pla	plan
pla	plannen
vencedor	overwinnaars
classificades	ingedeeld
classificades	geheim
classificades	geklasseerd
classificades	geclassificeerd
original	oorspronkelijke
original	origineel
original	originele
projecte	project
vers	vers
situació	situatie
situació	toestand
carrera	carrière
carrera	carriere
carrera	loopbaan
carrera	carrera
alemany	duits
alemany	duitse
oriental	oosters
oriental	oosterse
filla	dochter
societat	samenleving
societat	genootschap
societat	maatschappij
sis	zes
sis	six
forces	forces
forces	krachten
bisbe	loper
bisbe	bisschop
bisbe	bishop
real	real
real	echte
real	echt
real	reëel
èxit	succes
èxit	success
social	sociale
social	sociaal
relació	relatie
carles	karel
carles	charles
dona	vrouw
dona	woman
punts	puntjes
punts	stippen
punts	punten
mitjana	gemiddelde
mitjana	gemeen
mitjana	mean
densitat	dichtheid
clubs	clubs
imatge	imago
imatge	beeld
imatge	afbeelding
producció	produktie
producció	productie
pedra	steen
pedra	natuursteen
pedra	stone
pedra	stenen
tracta	traktatie
tracta	behandelen
tracta	behandel
cultural	cultureel
cultural	culturele
home	man
administració	administratie
administració	toediening
resultats	uitslagen
resultats	resultaat
resultats	resultaten
malgrat	ondanks
resum	overzicht
resum	samenvatting
california	california
california	californië
california	californische
gràcies	thnx
gràcies	thanks
gràcies	bedankt
econòmiques	economische
econòmiques	economisch
escut	schilden
escut	afschermen
escut	afscherming
escut	schild
autor	auteur
autor	schrijver
cantó	kanton
productes	producten
productes	produkten
estructura	structuur
lliga	league
lliga	liga
ciutats	steden
gairebé	bijna
categoria	categorie
partits	wedstrijden
partits	lucifers
estudi	studeer
estudi	studeren
estudi	studie
estudi	bestuderen
estudi	atelier
estudi	studio
muntanya	berg
apareix	lijkt
apareix	verschijnt
estudiant	studeren
estudiant	leerling
estudiant	student
sobretot	vooral
longitud	lengte
longitud	lengtegraad
academy	academy
academy	academie
reparació	herstelling
reparació	reparatie
reparació	repareren
serra	serra
propietaris	baasjes
propietaris	eigenaren
propietaris	eigenaars
comunitat	gemeenschap
comunitat	community
lluís	lluís
lluís	louis
lluís	lodewijk
posar	bereden
fons	fons
fons	achtergrondinformatie
fons	achtergrond
fons	bodem
fons	onderkant
fons	bottom
milions	miljoen
milions	miljoenen
revista	tijdschrift
revista	magazine
familiars	verwanten
familiars	familieleden
jove	jonge
jove	jong
jove	young
bottom	bodem
bottom	onderkant
bottom	bottom
palau	palau
detall	detail
detall	details
elaboració	bereiding
elaboració	voorbereiding
elaboració	preparaat
sur	sur
sexe	seks
sexe	geslacht
sexe	sex
camí	pad
emperador	keizer
estadístiques	statistiek
estadístiques	statistieken
campió	kampioen
control	controle
control	control
copa	copa
principalment	voornamelijk
principalment	hoofdzakelijk
llei	wet
interès	belangstelling
interès	rente
interès	belang
interès	interesse
participar	deelnemen
gràfic	grafiek
anual	jaarlijks
fan	ventilator
fan	waaier
fan	fan
defensa	verdediging
defensa	defensie
defensa	verdedigen
defensa	verdediging
defensa	verweerschrift
defensa	defensie
defensa	verweer
llocs	plaatsen
mai	mai
mai	moi
mai	nooit
mai	never
ministre	minister
alçada	hoogte
alçada	lengte
gràfica	grafiek
funció	functie
dècada	decennium
activitat	activiteit
presenta	presenteert
presenta	cadeaus
presenta	cadeautjes
anterior	voorgaande
anterior	vorig
anterior	vorige
anterior	eerdere
tour	rondreis
tour	tour
tour	rondleiding
tour	tournee
ella	ze
ella	zij
ella	haar
mèxic	mexicaanse
mèxic	mexico
públic	doelgroep
públic	publiek
públic	publiek
públic	openbaar
programa	programma
programa	programmeren
programa	programma
façana	façade
façana	gevel
façana	voorgevel
can	kan
can	kunt
can	kunnen
jaume	james
jaume	jacobus
jaume	jaume
francesc	francesc
cinema	bioscoop
cinema	bioscopen
cinema	cinema
juan	juan
petita	kleine
petita	klein
petita	smal
tropes	troepen
construir	bouwen
construir	opbouwen
eschmeyer	eschmeyer
fundació	stichting
fundació	fundering
podria	kan
podria	kon
esquerra	linkse
esquerra	linker
esquerra	links
patrimoni	erfenis
patrimoni	patrimonium
patrimoni	erfgoed
referència	referentie
referència	verwijzing
inici	start
inici	begin
inici	starten
inici	beginnen
zones	oppervlakten
zones	gebieden
hall	hal
hall	zaal
hall	hall
àrea	gebied
àrea	oppervlakte
imagesize	imagesize
medalla	medaille
timeaxis	timeaxis
aproximadament	grofweg
aproximadament	ruwweg
aproximadament	ongeveer
plotarea	plotarea
scalemajor	scalemajor
dateformat	dateformat
massa	mass
massa	massa
alignbars	alignbars
pos	pos
veu	voice
veu	stem
pobresa	armoede
brasil	brazilië
scaleminor	scaleminor
formació	trainen
formació	training
formació	opleiding
backgroundcolors	backgroundcolors
organització	organisatie
resultat	resultaat
anglaterra	engeland
anglaterra	england
possible	mogelijke
possible	mogelijk
duc	duke
duc	hertog
mesos	maandenlang
mesos	maanden
terres	terres
evolucionat	geëvolueerd
professor	professor
professor	hoogleraar
musical	muzikale
musical	musical
musical	muzikaal
ingressos	inkomen
ingressos	inkomsten
joc	wedstrijd
joc	spel
joc	spelletje
mas	mas
robert	robert
llengües	talen
transport	vervoer
transport	transport
transport	vervoer
transport	transport
jean	jean
creació	schepping
creació	creatie
grec	griekse
grec	grieks
grec	griek
caps	hoofden
caps	koppen
caps	kop
príncep	prince
príncep	prins
particulars	particulieren
particulars	individuen
model	model
tercer	derde
tercer	third
jugador	speler
jugador	player
municipis	gemeenten
llindar	drempel
llindar	drempelwaarde
sons	klanken
sons	klinkt
sons	geluiden
pàrquing	parkeren
pàrquing	parkeerplaats
pàrquing	parking
pàrquing	parkeergelegenheid
victòria	zege
victòria	overwinning
victòria	victorie
victòria	victory
victòria	victoria
restauració	restauratie
restauració	restaureren
restauració	herstel
antoni	antoni
principis	principes
principis	beginselen
fent	maken
fent	making
rússia	rusland
llogaters	huurders
tractat	verdrag
david	david
escriptor	schrijver
escriptor	schrijfster
jordi	jordi
naixement	geboorte
viquipèdia	wikipedia
estiu	zomer
nelson	nelson
press	pers
press	druk
índia	india
orde	orde
orde	bestellen
orde	order
orde	bestelling
parts	onderdelen
parts	delen
parts	partijen
parts	feestjes
manuel	manuel
probablement	waarschijnlijk
italià	italiaanse
italià	italiaan
italià	italiaans
antonio	antonio
catalans	catalanen
mestre	master
mestre	meester
xina	china
xina	porselein
tanmateix	echter
plantes	planten
plantes	plantjes
fabricació	vervaardiging
fabricació	fabricage
fabricació	fabricage
fabricació	fabricage
las	las
permet	toestaan
explotacions	boerderijen
romà	roman
romà	romeinse
romà	romeins
número	nummer
número	aantal
número	getal
ruta	route
ruta	ruta
entrada	binnenkomst
entrada	vermelding
caràcter	personage
caràcter	karakter
aturades	paros
companyia	gezelschap
companyia	bedrijf
companyia	onderneming
binomial	binomiale
eds	eds
deu	tien
reis	koningen
port	bakboord
port	haven
port	poort
restes	blijft
portar	carry
conca	conca
conca	stroomgebied
conca	bekken
conca	cuenca
parc	parkeren
parc	park
festival	festival
arts	kunsten
arts	kunst
ramon	ramón
ramon	ramon
gratuït	free
gratuït	vrij
gratuït	gratis
mitjans	media
mitjans	betekend
mitjans	betekent
drets	rechten
llibres	boeken
inclou	omvat
inclou	inclusief
governador	gouverneur
compositor	componist
tercera	derde
tercera	third
capella	capella
capella	kapel
