ngc	ngc
kao	nagu
kao	meeldib
koji	kes
koji	keda
također	samuti
također	ka
također	liiga
katalog	kataloog
katalog	kataloogi
spisak	nimekiri
spisak	loetelu
spisak	loend
galaksija	galaktika
galaksija	galaxy
vanjski	välimine
vanjski	välised
vanjski	välise
vanjski	väline
koja	mis
što	mis
što	mida
nalazi	leiud
nalazi	järeldused
nalazi	leiab
bio	bio
bio	bios
bio	oli
prečnik	läbimõõt
prečnik	diameeter
gdje	kus
gdje	kuhu
broj	number
broj	arv
oko	umbes
oko	silm
oko	silma
oko	ümber
oko	ringi
mjesto	koht
nakon	pärast
pogledajte	kontroll
pogledajte	kontrolli
pogledajte	check
sajtu	saidi
sajtu	ala
najveći	suurim
najveći	suurim
poznat	teada
poznat	teadaolevad
poznat	teadaolev
poznat	tuntud
poznat	kuulsad
poznat	kuulus
stanovnika	elanikke
stanovnika	elanikud
izvještaj	aruanne
izvještaj	raport
izvještaj	raporti
izvještaj	ettekanne
ali	aga
ali	kuid
udaljenost	kaugus
udaljenost	vahemaa
apsolutna	absoluutne
apsolutna	absoluutse
pomak	vahetus
pomak	nihe
pomak	shift
grupa	rühm
grupa	grupp
grupa	grupis
spiralna	spiraal
pop	popp
pop	pop
vidljivo	nähtavad
vidljivo	nähtav
minuta	minutid
minuta	minut
općine	omavalitsused
najmanji	mondo
najmanji	väikseim
naseljeno	asustatud
naseljeno	asustatud
mag	mag
novi	uued
novi	uus
novi	new
sadrži	sisaldas
sadrži	sisaldab
zvijezda	täht
zvijezda	tähe
zvijezda	staar
zvijezda	staarid
zvijezda	tähed
zvijezda	tähtede
može	võiks
može	saaks
može	oskab
može	saab
ima	ima
licenca	litsents
licenca	load
com	com
com	kom
popis	loenduse
popis	loendus
stadion	reebok
stadion	staadion
kod	code
kod	kood
svg	svg
pod	all
sastavu	koosseis
sastavu	koostis
isbn	isbn
samo	ainult
samo	lihtsalt
godina	aastad
godina	aasta
prvo	kõigepealt
prvo	esmalt
prvo	esimene
hiljada	tuhat
zavod	instituut
sve	kõik
sve	kõike
sve	kõik
zemlje	riigid
brzina	kiirus
brzina	pöörlemiskiirus
brzina	kiirus
naselje	asula
naselje	naabrus
više	rohkem
kada	millal
kada	kui
prvi	kõigepealt
prvi	esmalt
prvi	esimene
deset	kümme
deset	ten
tip	kutt
tip	guy
tip	tüüp
odnos	suhtarv
odnos	suhe
između	vahel
sljedeći	järgmiseks
sljedeći	järgmisena
sljedeći	järgmine
sljedeći	next
lokacija	asukoht
lokacija	asukohad
svjetlost	hele
svjetlost	valgus
svjetlost	valgust
svjetlost	kerge
svjetlost	heleduse
masa	missa
masa	massi
masa	mass
masa	rahvas
masa	publik
baza	baasi
baza	baas
baza	alus
objekti	rajatised
objekti	rajatiste
objekti	objektid
pozicija	asukoht
pozicija	positsioon
pozicija	asend
pozicija	positsioonid
karta	kaart
karta	pilet
karta	kaardiga
karta	kaart
karta	kaardi
projekt	projekt
projekt	projekti
online	võrgus
online	online
dimenzije	mõõtmed
dimenzije	mõõdud
nasa	nasa
night	õhtu
night	öö
night	ööd
kako	kuidas
atlas	atlas
sky	sky
sky	taevas
najbliži	lähim
najbliži	lähima
najbliži	lähim
dio	osas
jedan	ühe
jedan	üks
bilo	iga
astronomska	astronoomiline
radijalna	radiaalne
interaktivni	interaktiivne
interaktivni	interaktiivse
style	stiil
napravio	tehtud
rezultat	skoor
rezultat	punktisumma
rezultat	tulemus
otkriće	discovery
otkriće	avastus
otkriće	avastamine
grad	linn
grad	linna
grad	linn
grad	linna
grad	city
tokom	kestel
tokom	ajal
vrijeme	kellaaeg
vrijeme	aeg
vrijeme	aja
vrijeme	ajas
vrijeme	aega
još	teine
stranica	leht
stranica	lehekülg
stranica	page
stranica	lehekülje
stranica	lehekülgi
stranica	lehed
stranica	leheküljed
dva	kaks
sastav	koosseis
sastav	koostis
log	valikuline
log	vabatahtlik
log	log
log	logi
hrvatska	horvaatia
ukupno	kokku
baz	baz
baz	buzz
županija	maakond
knjiga	raamatu
knjiga	raamat
knjiga	raamatud
tri	kolm
bosna	bosnia
bili	billie
bili	olid
prije	enne
toga	see
toga	seda
jer	kuna
jer	sest
protiv	vastu
ime	nimi
ime	nimetus
ime	name
ime	nime
nekoliko	vähesed
nekoliko	paar
nekoliko	mitmed
nekoliko	mitu
kasnije	hiljem
stare	vana
stare	vanaks
stare	vanad
jpg	jpg
republika	vabariik
hercegovina	hertsegoviina
autor	autor
strane	küljed
http	http
drugi	teine
drugi	teiseks
drugi	muu
drugi	muud
drugi	muud
drugi	teised
imao	oli
tim	tim
tim	timi
tim	tiim
tim	meeskond
danas	täna
iako	kuigi
iako	ehkki
iako	kuigi
teritorijalne	territoriaalne
teritorijalne	territoriaalse
bez	ilma
koristi	use
koristi	kasutamine
koristi	kasutamiseks
koristi	kasuta
koristi	kasutus
koristi	kasutatud
preko	üle
preko	via
jakov	jacob
sad	nyyd
sad	nüüd
izdavač	kirjastaja
izdavač	väljaandja
vjerski	usklik
vjerski	religioosne
sarajevo	sarajevo
veliki	suured
veliki	suure
veliki	suur
veliki	suured
veliki	big
veliki	suure
veliki	suur
nisu	mitte
nisu	ei
put	asukoht
put	rada
put	marsruut
put	maantee
put	tee
put	road
već	juba
dana	päevad
dana	päeva
dana	päevi
dana	dana
zvanična	ametlik
zvanična	ametnik
kroz	läbi
međutim	siiski
datoteka	failid
datoteka	fail
datoteka	faili
caption	pealdis
caption	caption
text	tekst
text	teksti
općina	omavalitsused
općina	omavalitsus
općina	vald
često	sageli
često	tihti
često	sageli
često	tihtipeale
često	tihti
ove	see
ove	selle
ove	seda
ove	need
ove	neid
koju	mis
nego	than
pri	pri
sam	juss
sam	sam
hiljade	tuhat
hiljade	tuhanded
hiljade	tuhandetes
hiljade	tuhandeid
film	filmi
film	film
film	filmi
film	kile
film	film
države	riigid
ljudi	inimesed
ljudi	inimestel
jedna	ühe
jedna	üks
eliptična	elliptilised
država	riigid
država	riik
država	olek
država	osariik
tada	seejärel
tada	siis
njegov	tema
grupe	grupid
grupe	rühmad
jezik	keele
jezik	keel
jezik	keele
#aaa	#aaa
kralj	king
kralj	kuningas
kralj	kunn
napomena	noot
napomena	märkus
naselja	asulate
među	seas
među	sekka
vrlo	väga
glavni	ülemus
glavni	pealik
glavni	ülem
glavni	põhi
glavni	peamised
glavni	main
glavni	peamine
william	william
ona	ta
postoji	eksisteerib
četiri	neli
njegova	tema
marta	marta
oni	need
oni	nad
neki	mõned
john	john
kojima	kojima
sistem	süsteemi
sistem	süsteem
sistem	system
puta	ajad
mjesta	kohad
mjesta	istmed
postao	sai
dan	dan
dan	päev
dan	päeva
predstavlja	esitleb
predstavlja	kingitused
predstavlja	esindab
velika	suured
velika	suure
velika	suur
velika	grand
obično	tavaliselt
obično	tavaliselt
prvenstvo	meistrivõistlused
prvenstvo	meistrivõistluste
zajedno	koos
zajedno	üheskoos
zatim	seejärel
zatim	siis
način	way
rat	sõda
vrsta	lahke
vrsta	liigid
vrsta	liik
radi	töötab
radi	toimib
radi	töötamine
top	kahur
top	top
top	ülal
top	ülalt
top	ülemine
top	vanker
tom	tom
uglavnom	peamiselt
uglavnom	põhiliselt
uglavnom	peamiselt
uglavnom	enamjaolt
uglavnom	enamasti
tome	tom
maja	maya
smrti	surmad
mora	peab
dobio	sain
dobio	sai
dobio	saadi
dobio	saadud
dobio	laekunud
nalaze	leiud
nalaze	järeldused
nagrada	auhinna
nagrada	auhind
nagrada	auhinnaks
nagrada	tasu
nagrada	autasu
svi	kõik
svi	kõik
svi	kõik
svi	igaüks
veoma	väga
najbolji	parima
najbolji	parimad
najbolji	parimat
najbolji	parim
sarajevu	sarajevo
rođen	sündis
rođen	sündinud
herschel	herschel
američki	ameeriklane
američki	ameerika
američki	american
mnogo	palju
mnogo	much
mnogo	palju
mnogo	partii
mnogo	palju
mnogo	krunt
područja	alad
područja	valdkonnad
područja	piirkonnad
pored	kõrval
pored	pealegi
jula	juuli
doba	age
doba	vanust
doba	vanus
drugim	muu
drugim	muud
zastava	lipp
zastava	lipu
vrste	lahke
vrste	tüübid
jednom	kord
jednom	korra
uključujući	sealhulgas
čak	isegi
predsjednik	president
ipak	sellegipoolest
ipak	ikkagi
ipak	ikka
imena	nimetused
imena	nimed
posebno	eriti
posebno	eriti
dalje	edasine
dalje	edasi
dalje	kaugemale
treba	vaja
treba	vajadus
treba	vajadused
treba	vajab
album	album
član	parlamendiliige
član	liige
vijek	eluaegne
vijek	eluaeg
vijek	vanused
vijek	sajandi
vijek	sajand
york	york
york	yorki
iii	iii
uvijek	alati
dolazi	tule
dolazi	tuleb
dolazi	tulekul
dolazi	tulemas
dolazi	tuleb
većina	enamikul
većina	enamus
većina	enamik
većina	enim
većina	enamus
liga	league
liga	liiga
koriste	use
koriste	kasutamine
koriste	kasutamiseks
koriste	kasuta
koriste	kasutus
sin	poja
sin	poeg
njega	teda
manje	vähem
one	need
sada	nyyd
sada	nüüd
juni	juni
juni	juuni
juni	june
slika	pilt
slika	pildi
slika	pilt
slika	pildi
njemački	saksa
njemački	sakslane
znači	tähendab
ostrva	saared
ostrva	saartele
radio	töötatud
radio	töötas
radio	töötanud
radio	raadio
radio	radio
radio	töötamine
dijela	osi
dijela	osad
život	life
život	elu
augusta	augusta
uefa	uefa
rijeka	river
rijeka	jõgi
rijeka	rijeka
prava	õigused
januar	jaanuar
žena	naise
žena	naine
žena	naise
žena	naine
februar	veebruar
bosanski	bosnia
april	aprill
mart	mart
mart	märts
august	august
pet	pet
pet	lemmikloom
pet	viis
osoba	inimene
osoba	isik
septembar	september
septembar	septembris
riječi	sõnad
riječi	sõnu
