din	from
care	who
care	which
mai	mai
mai	more
pentru	for
lui	lui
lui	his
sunt	are
sit	site
dupa	after
dupa	after
ale	ale
lea	lea
prin	through
regiunea	region
mare	great
mare	big
mare	sea
anul	year
comuna	common
comuna	municipality
comuna	common
are	has
externe	external
locuitori	inhabitants
locuitori	residents
legaturi	links
legaturi	connections
legaturi	links
vezi	see
dar	but
cod	code
cod	cod
populatie	population
bucuresti	bucharest
bucuresti	bucharest
bucuresti	bucharest
fiind	being
romania	romania
romania	romania
jpg	jpg
lista	list
lista	list
ucraina	ukraine
nume	name
ani	ani
ani	years
avea	had
intre	between
intre	between
pana	till
pana	until
pana	feather
poate	maybe
poate	perhaps
doua	two
doua	two
rege	king
sub	under
alte	other
cand	when
cand	when
regiune	region
anii	years
parte	part
judetul	county
judetul	county
centura	seatbelt
centura	belt
centura	belt
dinastia	dynasty
septembrie	september
timp	time
despre	about
unde	where
majoritatea	most
majoritatea	majority
densitate	density
limba	tongue
limba	language
limba	tongue
limba	language
iunie	june
multe	many
prima	first
prima	premium
octombrie	october
august	august
sat	village
sat	sat
martie	march
biserica	church
biserica	church
fisier	file
fisier	file
decembrie	december
toate	all
ianuarie	january
latns	latns
latd	latd
longd	longd
adresa	address
adresa	address
noiembrie	november
cum	how
imagine	picture
imagine	image
statul	state
lor	their
avut	had
familia	family
numele	name
timpul	time
nord	north
nord	nord
principala	main
principala	main
sud	south
aprilie	april
erau	were
loc	place
primul	first
iulie	july
doar	only
doar	just
editura	publisher
asteroid	asteroid
februarie	february
recensamantului	census
trei	three
asteroizi	asteroids
lats	lats
longm	longm
latm	latm
discutie	discussion
discutie	discussion
discutie	discussion
franta	france
franta	france
franta	france
partea	part
mult	much
fara	without
fara	without
departamentul	department
foarte	very
raionul	aisle
data	date
data	data
data	date
departament	department
unul	one
apoi	then
grup	group
locul	place
oras	town
oras	city
oras	town
oras	city
oras	town
oras	city
pot	can
camp	camp
camp	field
germania	germany
face	make
satul	village
national	national
national	national
national	national
note	notes
perioada	period
perioada	period
minoritate	minority
ucraineana	ukrainian
cadrul	framework
general	general
razboi	war
razboi	war
peste	fish
romana	romanian
romana	roman
romana	romana
afla	learn
inceput	started
inceput	beginning
iii	iii
duce	duke
duce	duce
roman	romanian
roman	roman
roman	novel
provincia	province
existand	existing
vedere	view
wikipedia	wikipedia
specie	species
punct	dot
punct	point
stat	state
unite	united
moldova	moldova
file	tabs
atunci	then
aceste	these
secolul	century
una	one
aceasta	this
life	life
resedinta	residence
resedinta	residence
resedinta	residence
orasul	city
orasul	town
orasul	city
tot	all
tot	still
chiar	even
facut	made
cunoscute	known
film	movie
film	film
vorbitori	speakers
date	dates
date	data
trebuie	must
cunoscuta	known
decat	than
decat	than
aici	here
mari	big
mari	mari
mari	seas
zile	days
fata	front
fata	face
fata	face
fata	girl
fata	face
fata	girl
fata	face
fata	face
club	club
componente	components
ulterior	subsequently
est	east
est	est
nou	new
ales	chosen
numai	only
avand	having
avand	having
ioan	john
ion	ion
rusa	russian
rusa	russian
isbn	isbn
populatia	population
populatia	population
doi	two
acelasi	same
membru	member
numit	named
numit	called
descrisa	described
oficial	official
oficial	officially
nici	neither
nici	nor
impotriva	against
impotriva	against
impotriva	against
desi	although
desi	though
desi	desi
desi	although
desi	though
desi	although
desi	though
saint	saint
impreuna	together
impreuna	together
impreuna	together
specia	species
vest	west
vest	western
italia	italia
italia	italy
putin	little
putin	putin
excentricitate	eccentricity
inca	still
inca	still
descoperit	discovered
descoperit	uncovered
inainte	forward
inainte	before
inainte	forward
inainte	before
lemn	wood
noi	new
nicolae	nicholas
nicolae	nicolae
nationala	national
nationala	national
subspecii	subspecies
statele	states
drept	straight
mod	mode
mod	mod
american	american
fiecare	every
fiecare	each
prezent	present
casa	house
casa	house
casa	home
acestea	these
printre	among
categorie	category
text	text
cluj	cluj
bine	good
bine	okay
http	http
site	site
articole	articles
articole	items
alexandru	alexandru
alexandru	alexander
unele	some
milioane	million
milioane	millions
apa	water
apa	water
iasi	iasi
iasi	iasi
iasi	iasi
ori	ori
tara	country
tara	country
tara	country
tara	tara
tara	country
tara	country
sate	villages
tarziu	late
tarziu	late
istoria	history
maria	maria
cunoscut	known
patru	four
republica	republic
republica	republic
cca	approx
raul	river
raul	raul
raul	evil
formata	formed
paris	paris
gheorghe	gheorghe
gheorghe	george
tip	guy
tip	type
premiul	prize
premiul	award
putea	could
persoane	persons
persoane	people
constantin	constantin
constantin	constantine
etc	etc
exemplu	example
descriere	description
george	george
articol	article
nascut	born
nascut	born
numarul	number
comitatul	county
harta	map
harta	map
john	john
jos	down
marea	sea
deoarece	because
localitate	locality
aproape	almost
scris	written
raport	report
echipa	squad
echipa	team
echipa	team
diferite	different
baza	base
baza	base
special	special
valea	valley
comune	joint
ele	they
stadium	stadium
svg	svg
zona	zone
zona	area
zona	zone
zona	area
dat	given
slovenia	slovenia
americii	america
satului	village
imparat	emperor
imparat	emperor
localitatea	locality
viata	life
viata	life
viata	life
viata	life
viata	life
bun	good
cet	cet
format	formed
format	format
primit	received
presedinte	president
presedinte	chairman
presedinte	president
presedinte	president
presedinte	chairman
langa	near
oameni	people
istoric	historic
istoric	historian
istoric	historical
istoric	history
suprafata	surface
suprafata	area
suprafata	surface
suprafata	surface
suprafata	surface
suprafata	surface
europa	europe
europa	europa
europa	europe
universitatea	university
team	team
copii	kids
copii	children
aproximativ	approximate
aproximativ	approximately
aproximativ	roughly
lucru	thing
lucru	work
cazul	case
romani	romanian
romani	romanians
romani	romans
romani	romani
folosit	used
orice	any
ibn	ibn
mihai	mihai
mihai	michael
acum	now
recensamantul	census
centrul	center
centrul	centre
reprezinta	represents
reprezinta	represent
reprezinta	represents
reprezinta	represent
san	san
san	boob
san	breast
teritoriul	territory
van	van
van	van
ungaria	hungary
numar	number
numar	number
cauza	cause
cauza	cause
bulgaria	bulgaria
engleza	english
engleza	english
serie	series
sua	usa
vechi	old
muntii	mountains
muntii	mountains
muntii	mountains
limbi	languages
fel	kind
apelor	waters
fotbal	soccer
fotbal	football
regele	king
fiul	son
anterior	previously
anterior	previous
noua	new
noua	nine
noua	new
evolutia	evolution
evolutia	evolution
evolutia	evolution
viteza	speed
viteza	speed
paul	paul
palomar	palomar
orase	cities
orase	cities
orase	towns
orase	cities
institutul	institute
satele	villages
lansat	released
lansat	launched
istorice	historical
trecut	past
articolul	article
multi	many
multi	many
multi	multi
informatii	information
informatii	info
informatii	information
informatii	info
informatii	information
titlu	headline
titlu	title
goluri	goals
titlul	title
album	album
york	york
von	von
pagina	page
pagina	page
imperiul	empire
moartea	death
apare	appears
armata	army
armata	military
armata	army
forma	shape
forma	form
forma	shape
forma	form
color	color
color	colour
german	german
stefan	stephen
stefan	stefan
stefan	stefan
stefan	stefan
stefan	stephen
stefan	stefan
rolul	role
mica	small
mica	mica
mica	mica
des	des
des	often
transilvania	transylvania
epoca	vintage
incepand	starting
incepand	starting
principal	main
principal	principal
carol	carol
mici	small
astazi	today
astazi	today
robert	robert
aparut	appeared
eliberare	release
eliberare	liberation
european	european
mic	small
mic	little
mic	mic
minore	minor
castigat	won
gen	gender
gen	genre
gen	genus
gen	gen
caracterizata	characterised
caracterizata	characterized
com	com
importante	important
der	der
aur	gold
luat	taken
murit	died
germana	german
germana	german
kitt	kitt
orbita	orbit
orbita	orbit
rotatie	rotation
pol	pol
pol	pole
lume	world
local	locally
local	local
fapt	fact
anglia	england
politica	policy
politica	politics
politica	policy
politica	politics
spacewatch	spacewatch
devine	devine
revista	magazine
revista	magazine
asta	this
asta	that
vasile	vasile
vasile	basil
profesor	professor
profesor	teacher
planetelor	planets
cinci	five
acolo	there
lumea	world
muzica	music
muzica	music
situat	located
situat	situated
david	david
vol	vol
etnica	ethnic
buna	good
centru	center
centru	centre
alt	alt
istorie	history
austria	austria
districtul	district
altitudine	altitude
periheliu	perihelion
regatul	kingdom
contine	contains
contine	contains
contine	contains
activitatea	activity
sultan	sultan
afeliu	aphelion
initial	initially
initial	originally
initial	initial
initial	initially
initial	originally
initial	initially
initial	originally
arta	art
arta	art
descoperitor	discoverer
numeroase	numerous
body	body
imagini	images
imagini	pictures
rusia	russia
spune	say
domeniul	domain
scoala	school
scoala	school
scoala	school
scoala	school
scoala	school
polonia	poland
succes	success
provincie	province
studii	study
studii	studies
inclusiv	including
primar	mayor
primar	primary
francez	frenchman
francez	french
privind	watching
scriitor	writer
jean	jean
sistemul	system
incepe	start
ziua	day
sur	sur
single	single
urmat	followed
razboiul	war
world	world
xix	xix
international	international
international	international
international	international
franceza	french
franceza	french
pare	seems
william	william
ministru	minister
important	important
familie	family
politic	politically
politic	political
chisinau	chisinau
chisinau	chisinau
chisinau	chisinau
tari	countries
tari	countries
functia	function
functia	function
jpl	jpl
lucrari	works
lucrari	works
publicat	published
mircea	mircea
curs	course
probabil	probably
considerat	considered
sistem	system
politice	political
sudul	southern
sudul	south
vreme	weather
autor	author
mediu	environment
mediu	average
mediu	medium
prea	too
dezambiguizare	disambiguation
spania	spain
functie	function
functie	function
categoria	category
nivel	level
web	web
top	top
mihail	mikhail
mihail	michael
mihail	mihail
realizat	achieved
realizat	accomplished
cartea	book
filme	films
filme	movies
casatorit	married
casatorit	married
png	png
muzeul	museum
city	city
afluent	tributary
construit	built
lupta	battle
lupta	fight
lupta	fighting
lupta	fight
unit	united
luni	months
luni	monday
jucat	played
zone	zones
zone	areas
radio	radio
romano	romano
istorica	historic
istorica	historical
deja	already
monument	monument
europene	european
fac	doing
dreapta	right
moment	moment
componenta	component
componenta	component
cantonul	canton
varsta	age
varsta	age
varsta	age
km²	km²
toti	all
toti	all
ultima	last
origine	origin
recensamant	census
actor	actor
literatura	literature
literatura	literature
anderson	anderson
veche	old
timisoara	timisoara
timisoara	timisoara
timisoara	timisoara
les	les
participat	participated
guvernul	government
estul	east
total	total
total	totally
japonia	japan
sibiu	sibiu
petru	petru
petru	peter
conte	count
conte	conte
alba	alba
alba	white
bavaria	bavaria
roma	rome
roma	roma
specii	species
cupa	cup
cupa	cup
batalia	battle
ceva	something
membri	members
calitate	quality
scrie	write
euro	euro
uniunii	union
scurt	short
scurt	brief
mama	mom
mama	mother
mama	mom
mama	mother
creat	created
campionatul	championship
del	del
locuri	places
locuri	seats
uri	uri
manastirea	monastery
manastirea	monastery
america	america
produs	produced
produs	product
ultimul	last
condus	driven
presedintele	president
presedintele	president
andrei	andrey
andrei	andrei
radu	radu
brazilia	brazil
suceava	suceava
james	james
declarat	declared
surse	sources
obicei	habit
compania	company
etnic	ethnic
echipe	teams
sezonul	season
central	central
dan	dan
unii	some
liga	league
liga	liga
liga	league
rol	role
loire	loire
brasov	brasov
brasov	brasov
india	india
construita	built
construita	constructed
construita	built
uniunea	union
obtinut	obtained
obtinut	achieved
carti	cards
carti	books
carti	cards
carti	books
carti	cards
carti	books
opera	opera
opera	opera
rock	rock
stil	style
pus	put
video	video
teatru	theater
teatru	theatre
ziarul	newspaper
www	www
militara	military
post	post
mures	mures
mures	mures
romanesc	romanian
plus	plus
richard	richard
china	china
codul	code
administratia	administration
fiica	daughter
fiica	daughter
scopul	aim
scopul	purpose
scopul	goal
situata	situated
situata	situated
grupul	group
victor	victor
michael	michael
londra	london
insula	island
insula	island
pozitia	position
pozitia	heading
pozitia	position
charles	charles
fortele	forces
fortele	forces
albumul	album
diverse	various
diverse	miscellaneous
intrat	entered
sase	six
sase	six
sase	six
director	director
director	directory
website	website
militar	military
originala	original
originala	original
state	states
state	state
pop	pop
azi	today
uneori	sometimes
university	university
cultural	cultural
trimis	sent
bar	bar
henric	henry
folosite	used
jumatate	half
jumatate	half
capitala	capital
capitala	capital
fizice	physical
mexico	mexico
activitate	activity
mesa	mesa
sfantul	saint
sfantul	saint
stiinte	sciences
stiinte	sciences
stiinte	science
stiinte	sciences
sotia	wife
sotia	wife
metri	meters
metri	metres
imperiului	empire
centrala	central
centrala	central
vii	vii
singur	alone
singur	single
singur	lonely
public	public
public	publicly
nevoie	need
nevoie	needed
oamenii	humans
oamenii	people
caz	case
televiziune	television
curtea	court
probleme	trouble
probleme	problems
probleme	issues
publice	public
regia	directed
plan	plan
naturale	natural
facultatea	college
facultatea	faculty
pamant	earth
pamant	land
pamant	earth
viena	vienna
houten	houten
principale	main
prim	prime
prim	prim
arte	arts
alti	other
seria	series
dezvoltarea	development
dezvoltarea	developing
direct	straight
direct	direct
direct	directly
sef	chief
sef	chief
palatul	palace
termenul	term
altele	other
altele	others
carte	book
auto	auto
africa	africa
religie	religion
minor	minor
conducerea	management
conducerea	leadership
asia	asia
final	end
final	final
adus	brought
para	pear
para	para
para	pear
urmatoarea	next
parti	parts
parti	parties
parti	parts
fratele	brother
membrii	members
acord	agreement
ambele	both
teatrul	theater
teatrul	theatre
stanga	left
stanga	left
catolici	catholics
press	press
traducere	translation
ludovic	louis
dumnezeu	god
momentul	moment
drumul	road
evenimente	events
district	district
und	und
luna	luna
luna	moon
luna	month
luna	moon
luna	month
publica	public
publica	publish
publica	publish
arad	arad
poet	poet
peter	peter
victoria	victoria
fondat	founded
sovietica	soviet
nivelul	level
rus	russian
rus	rus
poarta	gate
poarta	wear
poarta	gate
martin	martin
observatorul	observatory
observatorul	observer
europeana	european
europeana	europeana
adrian	adrian
dumitru	dumitru
https	https
romane	novels
continuat	continued
pas	step
pas	pas
spus	said
spus	told
united	united
paianjeni	spiders
biserici	churches
berlin	berlin
proiectului	project
lumina	light
lumina	light
haute	haute
elemente	items
elemente	elements
piatra	stone
piatra	rock
piatra	stone
piatra	rock
produse	product
produse	products
thomas	thomas
napoca	napoca
sec	sec
piese	tracks
piese	parts
piata	market
piata	market
piata	market
piata	market
piata	market
gasit	found
gasit	found
folosita	used
afaceri	business
vestul	west
legatura	link
legatura	link
grecia	greece
liber	free
inseamna	means
inseamna	means
pagini	pages
moscova	moscow
comunist	communist
britanic	british
linia	line
medie	average
medie	medium
sovietice	soviet
puterea	strength
puterea	power
puternic	strong
puternic	powerful
oficiala	official
oficiala	official
legea	law
pierdut	lost
colspan	colspan
afara	outside
afara	out
afara	outside
afara	out
cariera	career
cariera	career
cariera	quarry
germani	germans
rezultat	result
structura	structure
structura	structure
randul	row
constanta	constanta
constanta	constant
constanta	constanta
constanta	constant
constanta	constanta
nordul	north
nordul	northern
usor	easy
usor	slightly
usor	easy
putere	strength
putere	power
anumite	certain
adevarul	truth
adevarul	truth
xviii	xviii
black	black
editia	edition
editia	edition
castelul	castle
fiu	son
naturala	natural
naturala	natural
consiliului	council
importanta	important
importanta	importance
importanta	importance
importanta	importance
importanta	important
cetatea	fortress
cetatea	citadel
poltava	poltava
premii	awards
premii	prizes
puncte	dots
puncte	points
printul	prince
printul	prince
meteorologie	meteorology
lungime	length
social	socially
social	social
rapid	quick
rapid	fast
generalul	general
femei	women
descrierea	description
original	original
sapte	seven
sapte	seven
sapte	seven
plante	plants
kiev	kiev
editie	edition
editie	edition
editie	edition
hidrologie	hydrology
locale	local
ocupat	busy
ocupat	occupied
adesea	often
volumul	volume
louis	louis
australia	australia
continua	continue
continua	continue
referinte	references
referinte	references
online	online
media	media
efectuat	performed
permite	allow
nimic	nothing
consiliul	council
incercat	tried
literara	literary
simplu	simple
imediat	immediately
canada	canada
punctul	point
superioara	superior
wilhelm	william
wilhelm	wilhelm
sociale	social
grigore	grigore
grigore	gregory
stiintifica	scientific
planet	planet
deasupra	above
joseph	joseph
arheologice	archaeological
case	case
case	houses
art	art
stabilit	established
politician	politician
scurta	short
scurta	brief
scurta	short
ortodoxa	orthodox
detalii	details
detalii	detail
trupele	troops
internet	internet
real	real
urss	ussr
cultura	culture
cultura	culture
romanul	novel
problema	problem
problema	problem
problema	issue
volume	volumes
americana	american
americana	americana
tarile	countries
tarile	countries
mesaj	message
internationala	international
internationala	international
ciuda	spite
ciuda	spite
academia	academy
legate	linked
legate	related
persoana	person
persoana	person
complet	complete
complet	completely
major	major
totala	total
obiective	objectives
obiective	goals
obiective	targets
actrita	actress
actrita	actress
masura	measure
masura	measure
masura	measure
existat	existed
abu	abu
catolica	catholic
catolica	catholic
superior	superior
deschis	open
joc	game
parcul	park
stare	status
stare	state
stare	condition
