del	del
che	cila
che	cilen
che	cilat
che	që
che	qe
che	kjo
che	se
per	për
per	per
con	me
una	një
una	njera
una	nje
una	one
non	jo
non	nuk
dell	dell
come	si
come	si
come	psh
come	sikur
come	like
sono	je
sono	janë
dal	dal
dal	nga
anche	madje
anche	edhe
anche	gjithashtu
team	skuader
team	skuadër
team	ekipi
team	skuadra
team	ekipa
team	ekip
due	dy
tra	mes
tra	midis
era	ishte
era	epoka
era	epoke
era	epokë
dalla	nga
suo	vet
suo	tij
dopo	pas
dopo	mbas
dopo	pasi
prima	përpara
prima	perpara
prima	para
prima	prima
prima	first
parte	pjes
parte	pjesa
parte	pjese
parte	pjesë
stato	gjëndja
stato	status
stato	statusi
stato	gjendja
stato	shtet
stato	shteti
stato	shtetit
altri	tjera
altri	tjetër
altri	tjeret
altri	tjerë
bar	lokali
bar	bar
cest	cest
anni	anni
anni	vjet
anni	vite
anni	vitet
italiano	italisht
italiano	italiane
italiano	italian
questo	këtë
questo	ky
questo	kjo
questo	kete
esterni	jashtme
esterni	jashtëm
esterni	jashtme
collegamenti	lidhjet
collegamenti	lidhje
collegamenti	lidhjet
nell	nel
serie	seritë
serie	seria
serie	seri
serie	serie
viene	vjen
cet	cet
questa	këtë
questa	ky
questa	kjo
questa	kete
film	filma
film	filmat
film	filma
film	filmave
film	filmat
film	filmi
film	film
film	filmi
film	film
regia	drejtimin
città	qyteti
città	qytet
città	qytezë
città	qyteza
città	qyteti
città	city
città	qytet
città	qytete
città	qytetet
solo	solo
solo	vetëm
solo	vetem
solo	vetëm
solo	vetem
solo	thjesht
solo	veq
uno	një
uno	njera
uno	nje
uno	one
loro	tyre
loro	to
loro	atyre
loro	ato
loro	tyre
loro	ata
loro	ato
loro	ata
primo	primo
primo	first
nome	emri
nome	emrin
nome	emër
dall	dall
san	san
poi	pastaj
poi	atëherë
poi	atehere
secondo	sekondë
secondo	dyte
secondo	sekond
secondo	dyta
secondo	dytë
msg	msg
voce	zëri
voce	zë
progetti	projekte
progetti	projektet
progetti	projekteve
sia	sia
dove	ku
quando	kur
quando	ur
anno	anno
anno	viti
anno	vit
mentre	nderkohe
mentre	ndersa
mentre	ndërsa
voci	thashethemet
voci	thashetheme
voci	zërat
voci	zëra
italia	italia
italia	italy
italia	itali
fino	derisa
fino	deri
tre	tri
tre	treshi
tre	tre
molto	shum
molto	shumë
molto	shume
molto	shume
from	nga
può	maji
può	majin
può	mej
può	maj
può	mund
può	mundet
può	mundesh
può	munden
può	muj
hanno	kesh
hanno	kem
hanno	keni
comune	përbashkët
stesso	same
stesso	njëjtë
stesso	njesoj
stesso	njejt
stesso	njësoj
tutti	gjithkush
tutti	krejt
tutti	gjith
stagione	stinë
stagione	sezon
stagione	stina
stagione	sezoni
stagione	sezona
gruppo	grup
gruppo	grupin
gruppo	grupi
stati	shtetet
stati	shteteve
stati	shtete
contro	kundra
contro	kundër
calciatore	futbollist
calciatore	futbollisti
roma	romë
roma	roma
tempo	radhe
tempo	koha
tempo	kohe
tempo	here
tempo	ora
abitanti	banorët
abitanti	banues
abitanti	banorë
abitanti	banoreve
chiesa	kishë
chiesa	kisha
grande	big
grande	madhe
grande	mrekulli
grande	grande
secolo	shekull
secolo	shekulli
guerra	lufte
guerra	luft
guerra	lufta
guerra	luftë
sempre	gjithmonë
sempre	gjithmone
sempre	gjithmon
sempre	gjithnje
fatto	made
fatto	bërë
fatto	kry
fatto	bë
fatto	fakt
volta	volta
erano	ishin
erano	ishim
erano	shim
erano	ishe
storia	historia
storia	storie
storia	tregim
storia	histori
storia	historia
storia	histori
fine	mbarimi
fine	fund
fine	fundi
fine	end
fine	perfundim
seguito	pasuan
seguito	pasuar
seguito	ndjekur
seguito	pasohet
aveva	pasur
aveva	kish
aveva	kishte
aveva	kishin
album	album
album	albumi
album	albumin
album	albume
album	albumet
già	tashme
già	tanimë
già	tashmë
già	veq
altre	tjera
altre	tjetër
altre	tjeret
altre	tjerë
alcuni	disa
ancora	prap
ancora	perseri
ancora	prapë
ancora	prape
ancora	përsëri
ancora	sërish
ancora	akoma
ancora	ende
senza	pa
francese	frëngjisht
francese	frengjisht
francese	francez
francese	franceze
seconda	sekondë
seconda	dyte
seconda	sekond
seconda	dyta
seconda	dytë
finale	finalja
finale	finale
finale	finalen
finale	finalja
finale	finale
finale	final
finale	përfundimtar
finale	fund
vita	jetë
vita	jeta
vita	jete
vita	vita
vita	belin
vita	beli
vita	bel
titolo	titull
titolo	titulli
shift	zhvendosje
campionato	kampionat
campionato	kampionati
campionato	campionato
ogni	gjdo
ogni	qdo
ogni	cdo
ogni	çdo
ogni	secili
ogni	secila
mondo	mondo
mondo	botë
mondo	bota
mondo	bote
mondo	world
tutto	gjithqka
tutto	gjithçka
tutto	gjithcka
tutto	krejt
tutto	gjith
settembre	shtator
settembre	shtatorin
settembre	shtatori
nazionale	national
nazionale	kombëtare
italiana	italisht
italiana	italiane
italiana	italian
circa	rreth
circa	per
altro	tjera
altro	tjetër
sotto	poshtë
sotto	nën
sotto	nen
sotto	nën
wikipedia	wikipedia
calcio	futboll
calcio	futbolli
calcio	futboll
calcio	futbolli
calcio	football
calcio	kalcium
famiglia	familje
famiglia	familjar
