ngc	ngc
kao	zoals
kao	like
koji	wie
koji	who
također	ook
također	ook
katalog	catalogus
katalog	catalogus
spisak	lijstje
spisak	lijst
galaksija	sterrenstelsel
galaksija	melkwegstelsel
galaksija	galaxy
galaksija	melkweg
vanjski	buitenste
vanjski	extern
vanjski	uitwendig
vanjski	externe
koja	welke
što	wat
the	het
the	de
nalazi	bevindingen
nalazi	vindt
bio	bio
bio	was
prečnik	diameter
gdje	waar
broj	nummer
broj	aantal
broj	getal
oko	ongeveer
oko	over
oko	oog
oko	eye
oko	rondom
oko	rond
mjesto	plaats
nakon	na
nakon	after
nakon	wake
pogledajte	controleren
pogledajte	check
pogledajte	controleer
sajtu	site
najveći	grootste
najveći	grootst
najveći	grootste
poznat	bekende
poznat	gekend
poznat	gekende
poznat	bekend
poznat	beroemde
poznat	beroemd
stanovnika	inwoners
stanovnika	bewoners
izvještaj	verslag
izvještaj	rapporteren
izvještaj	rapport
ali	maar
udaljenost	afstand
apsolutna	absolute
pomak	shift
pomak	verschuiving
pomak	verschuiven
grupa	groep
grupa	fractie
spiralna	spiraal
pop	pop
vidljivo	zichtbaar
vidljivo	zichtbare
minuta	minuten
minuta	notulen
minuta	minuut
minuta	minuutje
općine	gemeenten
najmanji	mondo
najmanji	kleinste
najmanji	kleinst
naseljeno	bewoond
naseljeno	bewoonde
naseljeno	bewoond
naseljeno	bevolkt
mag	mag
ksg	ksg
novi	nieuw
novi	nieuwe
sadrži	ingeperkt
sadrži	bevat
zvijezda	ster
zvijezda	star
zvijezda	sterren
može	kan
može	kon
može	kan
može	kunt
može	kunnen
ima	ima
ima	heeft
licenca	rijbewijs
licenca	licentie
com	com
popis	volkstelling
popis	census
stadion	estadio
stadion	macron
stadion	stadion
stadion	stadium
kod	wetboek
kod	code
svg	svg
pod	onder
pod	under
sastavu	compositie
sastavu	samenstelling
isbn	isbn
zbog	verschuldigd
zbog	verschuldigde
samo	alleen
samo	enkel
samo	slechts
samo	gewoon
godina	jaar
godina	jaren
godina	jaar
prvo	eerste
prvo	eerst
hiljada	duizend
zavod	instituut
sve	alles
sve	allen
sve	alle
sve	allemaal
sve	alles
zemlje	landen
brzina	snelheid
brzina	speed
brzina	toerental
naselje	vereffening
naselje	nederzetting
naselje	schikking
naselje	afwikkeling
naselje	buurt
više	more
više	meer
kada	wanneer
prvi	eerste
prvi	eerst
deset	tien
tip	guy
tip	kerel
tip	typ
tip	type
tip	soort
odnos	ratio
odnos	verhouding
između	tussen
sljedeći	volgende
sljedeći	volgend
lokacija	lokatie
lokacija	locatie
lokacija	ligging
lokacija	locaties
svjetlost	light
svjetlost	lichte
svjetlost	licht
svjetlost	helderheid
masa	mass
masa	massa
masa	menigte
masa	masa
baza	base
baza	basis
objekti	faciliteiten
objekti	objecten
objekti	voorwerpen
pozicija	positie
pozicija	posities
karta	plattegrond
karta	kaart
karta	ticket
karta	kaartje
projekt	project
online	online
dimenzije	afmetingen
dimenzije	dimensies
dok	terwijl
nasa	nasa
messier	messier
night	avond
night	nacht
night	avondje
kako	hoe
atlas	atlas
