den	az
och	és
med	med
med	with
som	mint
som	like
som	tetszik
som	ami
som	melyik
som	mely
som	amely
runt	körül
runt	körbe
runt	kör
runt	kerek
runt	forduló
runt	körbe
månaden	havi
månaden	havonta
månaden	hónap
månaden	hónapja
nederbörd	csapadék
nederbörd	csapadék
ligger	hazugság
ligger	hazugságok
ligger	található
ingår	tartalmazza
att	ez
ett	egy
över	vége
över	át
familjen	családi
familjen	családtag
familjen	család
för	for
inga	inga
delen	részben
delen	rész
delen	része
underarter	alfaj
life	élet
life	életem
life	life
listade	felsorolt
landet	ország
landet	országban
meter	méter
meter	méter
meter	méter
meter	méter
meter	mérő
meter	hajógyárak
huvudstaden	capitol
huvudstaden	főváros
huvudstaden	tőke
havet	tengeren
havet	tengeri
havet	tenger
havet	óceán
havet	ocean
varmaste	legmelegebb
kallaste	leghidegebb
invånare	lakói
invånare	lakosok
invånare	lakos
invånare	lakói
invånare	lakók
invånare	lakosok
invånare	állampolgárok
invånare	polgárok
januari	januári
januari	január
januari	januárban
millimeter	milliméteres
millimeter	milliméter
genomsnitt	átlagos
genomsnitt	átlagosan
genomsnitt	átlag
genomsnitt	átlagok
genomsnittlig	átlagos
genomsnittlig	átlagosan
genomsnittlig	átlag
var	var
var	volt
var	voltak
var	hol
var	ahol
juli	júliusban
juli	júliusi
juli	július
juli	juli
han	han
har	van
per	per
vattendrag	vízfolyás
vattendrag	folyók
vattendrag	rivers
från	től
från	tól
från	from
kanada	kanada
kanada	kanadai
provinsen	tartomány
provinsen	tartományban
men	de
högsta	legfőbb
högsta	legfelsőbb
högsta	legfeljebb
högsta	maximum
högsta	maximális
högsta	legmagasabb
augusti	augusztusban
augusti	august
augusti	augusztus
kan	lehetne
kan	tud
kan	can
kan	lehet
länkar	linkek
länkar	hivatkozások
länkar	kapcsolatok
externa	külső
läge	helyszín
läge	hely
läge	elhelyezkedés
läge	mód
läge	mode
läge	üzemmód
även	még
även	szintén
även	egyben
även	úgyszintén
februari	februárban
februari	februári
februari	február
under	során
under	alatt
under	alatta
under	alá
lake	tó
lake	tavi
lake	tavon
sjö	tó
sjö	tavi
sjö	tavon
sjö	tengeren
sjö	tengeri
sjö	tenger
inte	nem
kommun	község
kommun	település
kommun	önkormányzat
två	kettő
lac	lac
terrängen	terep
long	hosszú
juni	juni
juni	júniusi
juni	june
juni	június
juni	júniusban
lat	lat
lat	lusta
december	december
december	decemberi
december	decemberben
växer	növekszik
växer	növekvő
växer	növekszik
många	sok
många	sokan
efter	után
efter	after
efter	miután
efter	utána
nära	szoros
nära	közel
nära	bezárása
nära	közeli
nära	közel
väster	nyugat
väster	nyugati
provins	tartomány
provins	tartományban
öster	keletre
öster	keleti
öster	kelet
först	először
först	első
berg	hegyen
berg	hegyi
berg	hegy
berg	hegyek
berg	berg
berg	hegység
berg	hegyek
indonesien	indonéziában
indonesien	indonézia
indonesien	indonéz
usa	usa
mars	március
mars	márciusi
mars	marson
mars	mars
mindre	kisebb
mindre	kisebbet
mindre	kisebbek
mindre	kisebb
mindre	kiskorú
mindre	kisebb
mindre	kevesebbet
mindre	kevesebb
mindre	kevésbé
norr	észak
norr	északi
norr	északra
oktober	októberi
oktober	októberben
oktober	október
man	férfi
man	ember
september	szeptemberben
september	szeptember
september	szeptemberi
större	őrnagy
större	nagyobb
större	nagyobbak
större	nagyobb
större	nagyobb
större	nagyobbak
centrala	központi
nordväst	északnyugat
blev	lettem
blev	lett
blev	vált
andra	másodszor
andra	másodperc
andra	második
andra	egyéb
andra	más
andra	másoknak
andra	egyéb
andra	mások
andra	egyebek
hade	volt
där	ott
där	hol
där	ahol
nordost	északkelet
county	megyei
county	megye
nog	elég
nog	nog
huvudsakligen	főként
huvudsakligen	főleg
huvudsakligen	elsősorban
huvudsakligen	elsődlegesen
huvudsakligen	elsősorban
ovanligt	szokatlan
namngivna	megnevezett
söder	dél
söder	délre
söder	déli
mycket	nagyon
mycket	sok
mycket	sokat
jpg	jpg
regionen	régió
regionen	régiók
ottawa	ottawa
creek	patak
creek	creek
ganska	meglehetősen
närmaste	legközelebbi
närmaste	legközelebbi
november	november
november	novemberi
november	novemberben
maj	may
maj	május
maj	májusi
maj	májusban
maj	maj
platt	platt
platt	lapos
platt	lakás
platt	sík
född	született
född	megszületett
finland	finnország
samhälle	társadalom
samhälle	közösség
samhälle	közösségi
platser	ülések
platser	ülés
platser	helyszínek
platser	helyek
platser	helyszínek
platser	helyek
platser	helyszínek
platser	oldalak
första	először
första	első
fick	kapott
fick	fogadott
fick	beérkezett
sydväst	délnyugat
området	terület
området	környék
australien	ausztrália
sydöstra	délkelet
sydöstra	délkelet
sydöstra	délkeleti
april	april
april	április
april	áprilisi
april	áprilisban
bar	bar
bar	bár
sydost	délkelet
hans	hans
södra	dél
södra	déli
södra	dél
södra	délre
södra	déli
toppen	nagyszerű
toppen	felül
toppen	top
toppen	csúcs
toppen	felső
toppen	legfelső
sverige	svédország
sedan	akkor
sedan	aztán
sedan	azóta
sedan	mióta
sedan	mivel
sedan	óta
östra	keletre
östra	keleti
östra	kelet
östra	kelet
östra	keleti
genom	keresztül
genom	át
kilometer	kilométer
norra	észak
norra	északi
norra	északra
norra	észak
norra	északi
också	szintén
också	egyben
också	úgyszintén
också	is
också	túl
talet	beszéde
talet	beszéd
detta	ezt
detta	ez
mot	felé
mot	ellene
mot	ellen
västra	nyugat
västra	nyugati
västra	nyugati
västra	nyugat
västra	western
del	részben
del	rész
del	része
del	del
riktning	irány
riktning	irányba
namn	neve
namn	név
namn	nevek
namn	neveket
bland	között
vilket	ami
vilket	melyik
vilket	mely
vilket	amely
svenska	svéd
svenska	svédország
mellan	között
svensk	svéd
svensk	svédország
svensk	svéd
svensk	svensk
när	mikor
när	amikor
cerro	cerro
frankrike	franciaország
frankrike	france
död	halál
död	halott
död	halottak
kulle	dombon
kulle	domb
kulle	hegy
kulle	dombra
kulle	hegyen
kulle	hill
kina	porcelán
kina	kína
kina	china
kina	kína
kina	knk
kommunen	község
kommunen	település
kommunen	önkormányzat
klimatet	éghajlat
klimatet	klíma
est	est
text	sms
text	szöveg
lista	jegyzék
lista	lista
annat	egyéb
annat	más
största	legnagyobb
största	legnagyobb
största	legnagyobb
skulle	volna
skulle	lenne
inom	belül
departementet	részleg
departementet	megye
denna	ezt
denna	ez
from	istenfélő
from	jámbor
tropiskt	trópusi
park	park
hill	dombon
hill	domb
hill	hegy
hill	dombra
hill	hegyen
hill	hill
flera	számos
flera	többszörös
flera	többszörösen
periodiskt	időszakos
periodiskt	időszakonként
nord	észak
nord	északi
nord	északra
nord	nord
stockholm	stockholm
stockholm	stockholmi
alla	mindegyik
alla	mind
alla	minden
alla	mindenki
alla	mindenkinek
samma	ugyanez
samma	ugyanaz
senare	később
olika	más
olika	különböző
olika	eltérő
olika	többféle
olika	különféle
olika	különböző
point	pont
point	point
ort	city
ort	városi
ort	város
nya	újdonság
nya	új
island	izlandi
island	izland
dock	azonban
dock	mindamellett
dock	mindazonáltal
dock	azonban
sjön	tó
sjön	tavi
sjön	tavon
tidigare	korábban
tidigare	korábban
tidigare	korábbi
tidigare	korábbi
tidigare	előző
tidigare	korábbi
brasilien	brazília
colombia	kolumbia
colombia	columbia
colombia	kolumbia
utan	nélkül
utan	anélkül
socken	parish
score	pontszám
spanien	spanyolország
mount	mount
mount	hegy
kom	gyere
kom	jött
stora	nagyok
stora	nagyméretű
stora	nagy
stora	nagyok
stora	nagy
kinshasa	kinshasa
omgivande	körülvevő
omgivande	környező
omgivande	környezeti
basen	alap
basen	bázis
tre	három
shift	műszak
shift	váltás
algeriet	algéria
dessa	ezek
dessa	ezeket
dessa	azok
chile	chilei
chile	chile
växtlighet	növényzet
mer	több
mer	more
mer	további
mer	tobb
här	itt
kongo	kongói
öst	keletre
öst	keleti
öst	kelet
öst	kelet
öst	keleti
region	régió
region	régiók
von	von
wat	wat
file	fájl
file	file
file	akta
släkte	nemzedék
släkte	generáció
släkte	fajta
släkte	nemzetségek
sydlig	dél
sydlig	déli
västlig	nyugati
västlig	nyugat
västlig	western
blir	váljon
blir	válik
sydvästra	délnyugat
sydvästra	délnyugat
tillsammans	együtt
samhällen	közösségek
samhällen	társadalmak
lite	lite
republiken	köztársaság
öppet	nyíltan
öppet	nyitva
öppet	áttetsző
öppet	átlátszó
öppet	átlátható
delstat	állapot
delstat	állami
delstat	állam
innan	előtte
innan	előtt
innan	mielőtt
fram	front
fram	eleje
canberra	canberra
mål	célkitűzések
mål	célok
mål	célkitűzések
mål	célokat
mål	célok
mål	gól
mål	cél
län	megyei
län	megye
län	tartomány
län	tartományban
län	megyék
bosnien	bosznia
bosnien	boszniai
afghanistan	afganisztán
afghanistan	afganisztáni
john	john
john	jános
hercegovina	hercegovina
administrativ	igazgatási
administrativ	adminisztratív
nordöstra	északkeleti
nordöstra	északkelet
nordöstra	északkelet
bara	csak
bara	kizárólag
bara	csak
ska	kéne
ska	kellene
ska	ska
ontario	ontario
plats	hely
plats	helyszín
plats	hely
plats	elhelyezkedés
carl	carl
församling	parish
församling	gyülekezet
församling	közgyűlés
församling	gyűlés
församling	szerelvény
río	río
land	ország
land	országban
land	föld
land	földterület
land	szárazföld
land	telek
land	földterületek
amerikansk	amerikai
helsingfors	helsinki
tid	ideje
tid	időpont
tid	idő
ofta	gyakran
ofta	gyakran
tog	vette
tog	elvitte
några	néhány
kommer	will
kommer	fog
kommer	akarat
kommer	gyere
kommer	jövök
kommer	jön
exempel	példa
exempel	példák
exempel	példákat
exempel	példa
någon	bárkinek
någon	valaki
någon	bárkit
någon	bárki
någon	valaki
någon	valakit
någon	valaki
någon	bármelyik
någon	bármely
någon	bármilyen
gräsmarker	gyepek
saint	saint
saint	szent
något	valamennyire
något	némileg
något	enyhén
något	kissé
något	kevéssé
något	valami
något	valamit
gjorde	tette
san	szan
san	san
stor	nagyok
stor	nagyméretű
stor	nagy
stor	nagyok
stor	nagy
ingen	senki
staden	városban
staden	town
staden	város
staden	city
staden	városi
staden	város
kallt	hidegen
kallt	hideg
får	bárány
får	juh
får	birkák
får	juhok
får	birka
naturlig	természetes
mest	legtöbb
mest	leginkább
mest	főleg
mest	főként
mest	többnyire
webbplats	weboldal
webbplats	honlap
webbplats	webhely
webbplats	helyszín
webbplats	helyén
webbplats	webhely
ger	ger
ger	ad
mosaik	mozaik
team	csapatok
team	csapat
team	team
började	kezdődött
började	kezdte
började	elkezdődött
började	kezdődött
började	megkezdődött
började	elkezdődött
hela	gyógyítani
hela	egészben
hela	egész
gör	csinál
honom	őt
honom	neki
gick	ment
gick	sétált
kyrka	templom
kyrka	egyház
nordvästra	northwestern
nordvästra	északnyugati
nordvästra	északnyugat
angola	angola
columbia	kolumbia
columbia	columbia
tyskland	németország
svg	svg
distrikt	körzetek
distrikt	körzet
distrikt	járás
distrikt	kerület
fuktigt	párás
fuktigt	nyirkos
fuktigt	nedves
fuktigt	nyirkos
fyra	négy
eftersom	mert
mexiko	mexikó
london	londoni
london	londonban
london	london
london	londonba
används	használt
används	felhasznált
början	kezdetek
början	kezdete
början	eleje
början	kezdet
början	kezdetek
vann	nyert
går	megy
hur	hogyan
bay	öböl
bay	bay
barn	gyerekek
barn	kölykök
barn	gyerekek
barn	gyermekeknek
barn	gyermek
barn	gyermekek
barn	gyermek
barn	gyermeke
barn	gyermekem
barn	gyerek
ekonomiska	gazdasági
kunde	lehetne
dem	ők
dem	őket
både	mindkettő
både	mindketten
övrigt	egyéb
övrigt	más
övrigt	egyéb
övrigt	egyebek
övrigt	különféle
övrigt	vegyes
artikel	árucikk
artikel	cikk
england	anglia
england	england
england	angliai
hennes	övé
argentina	argentína
mountain	hegyen
mountain	hegyi
mountain	hegy
mountain	hegyek
grekland	görögország
deras	övék
distriktet	körzet
distriktet	járás
distriktet	kerület
dam	gátat
dam	gát
dam	hölgy
karl	károly
karl	charles
karl	károly
karl	karl
idag	ma
skådespelare	szereplők
skådespelare	színészek
skådespelare	színésznek
skådespelare	színész
personer	személyek
personer	emberek
fanns	léteztek
fanns	létezett
spelade	játszott
spelade	játszottam
bli	váljon
endast	csak
endast	kizárólag
öar	szigetek
öar	szigeteket
danmark	dániában
danmark	dánia
danmark	danmark
son	fiam
son	fiuk
österrike	ausztria
river	folyami
river	folyó
helt	teljesen
helt	teljesen
artiklar	árucikkek
artiklar	cikkek
jean	jean
redan	már
redan	máris
cirka	megközelítőleg
cirka	hozzávetőleg
cirka	körülbelül
före	előtte
före	előtt
före	mielőtt
william	william
william	vilmos
känd	ismeretes
känd	ismertek
känd	ismert
känd	híres
känd	híresség
engelska	angolul
engelska	angol
departement	részleg
departement	megye
departement	minisztériumok
departement	osztályok
departement	minisztérium
antal	gróf
antal	szám
antal	száma
vill	akarja
vill	akar
vill	akarsz
vill	akar
vill	akarod
vill	akarom
des	des
författare	írók
författare	szerzői
författare	szerzők
författare	író
författare	írók
författare	író
författare	szerző
wikipedia	wikipédia
los	los
vissa	bizonyos
vissa	néhány
äldre	idősebb
äldre	idős
äldre	idősek
äldre	idősebbek
äldre	öregebb
äldre	idősebb
äldre	régebbi
gamla	idős
gamla	régit
gamla	régi
gamla	öreg
gamla	régiek
allt	mindent
allt	minden
allt	mindegyik
allt	mind
allt	minden
lag	csapat
lag	team
lag	jogszabályok
lag	jog
lag	jogszabály
lag	törvény
lag	csapatok
johan	john
johan	jános
johan	johan
diskussion	vita
diskussion	megbeszélés
diskussion	beszélgetés
vidare	tovább
vidare	további
medan	miközben
medan	mialatt
medan	míg
medan	amíg
kommuner	települések
kommuner	önkormányzatok
kommuner	települések
kyrkan	templom
kyrkan	egyház
punta	punta
iucn	iucn
kullar	dombok
kullar	hills
black	fekete
black	black
asien	ázsiai
asien	ázsia
varje	minden
varje	mindegyik
bild	képet
bild	kép
bild	fénykép
bild	kép
bild	képet
france	franciaország
france	france
vik	szeres
vik	hajtás
vik	vik
politiker	politika
politiker	politikusok
politiker	politikusok
politiker	politikus
left	bal
left	balra
band	felvételeket
band	szalagok
band	bandák
band	band
band	banda
band	együttes
band	zenekar
band	szalag
band	kazetta
band	szalagot
band	szalag
rio	rio
rock	szikla
rock	kő
rock	rock
söderut	dél
söderut	délre
söderut	déli
sista	utoljára
sista	utolsónak
sista	last
sista	utolsó
sista	döntő
sista	végleges
sista	záró
sista	utolsó
sista	végső
george	george
george	györgy
delar	megosztás
delar	alkatrész
delar	alkatrészek
delar	részek
delar	részvények
delar	részvény
delar	részesedés
auto	auto
auto	automata
auto	automatikus
hett	forró
hett	hot
hett	meleg
hett	dögös
norrut	észak
norrut	északi
norrut	északra
själv	magam
åren	évek
åren	év
höjd	magasság
höjd	emelkedés
höjd	magassága
höjd	magasság
säsongen	szezont
säsongen	idény
säsongen	évszak
säsongen	évad
säsongen	szezon
poäng	pont
poäng	pontok
poäng	pontszám
poäng	pontszám
poäng	pont
poäng	point
istället	helyett
istället	ehelyett
istället	helyette
arroyo	arroyo
peking	pekingi
peking	pekingi
tyska	németül
tyska	német
sätt	módok
egypten	egyiptom
stad	városban
stad	town
stad	város
stad	city
stad	városi
stad	város
norge	norge
norge	norvégia
area	terület
area	környék
loma	loma
york	yorkban
york	york
york	yorki
därför	ezért
makedonien	macedónia
peter	peter
peter	péter
franska	francia
franska	franciák
vilken	ami
vilken	melyik
vilken	mely
vilken	amely
dominikanska	dominikai
västerut	nyugat
västerut	nyugati
kallas	hívott
österut	keletre
österut	keleti
österut	kelet
omkring	körül
omkring	körbe
göteborg	göteborgi
schweiz	svájc
fall	ügy
fall	case
fall	eset
fall	ügyek
fall	esetekben
fall	esetek
fall	esés
fall	őszi
fall	zuhanás
fall	ősszel
fall	ősz
tiden	ideje
tiden	időpont
tiden	idő
bästa	legjobbak
bästa	legjobb
bästa	best
style	stílus
artikeln	árucikk
artikeln	cikk
fil	fájl
fil	file
fil	akta
främst	főként
främst	főleg
främst	elsősorban
främst	elsődlegesen
främst	elsősorban
källa	forrás
båda	mindkettő
båda	mindketten
kabul	kabul
bergstopp	hegytetőn
malmö	malmö
delas	közös
delas	osztott
delas	megosztotta
delas	megosztott
delas	megosztva
slutet	befejezés
slutet	vége
slutet	vég
olympiska	olimpiai
olympiska	olimpikon
ast	ast
annan	egyéb
annan	más
uppsala	uppsala
isbn	isbn
mätare	méter
mätare	méter
mätare	mérő
madrid	madrid
madrid	madridi
måste	kell
antarktis	antarktiszi
antarktis	antarktisz
erik	erik
erik	eric
erik	erik
paul	paul
paul	pál
skrev	írt
skrev	irtam
skrev	írta
skrev	írtam
film	filmet
film	mozi
film	film
film	fólia
film	film
robert	robert
robert	róbert
serien	sorozat
bör	kéne
bör	kellene
bra	jó
fem	öt
fem	öten
ryssland	oroszország
thomas	thomas
thomas	tamás
santiago	santiago
tysk	németül
tysk	német
vilka	ki
vilka	aki
vilka	ami
vilka	melyik
vilka	mely
vilka	amely
språk	nyelveket
språk	nyelvek
språk	nyelveken
språk	nyelv
kinesiska	kínai
kinesiska	kínaiak
lappland	lappföldi
nuvarande	áramlat
nuvarande	jelenlegi
nuvarande	aktuális
nuvarande	ajándék
nuvarande	jelen
officiell	hivatalos
officiell	tisztviselő
källor	forrás
källor	források
stort	nagyok
stort	nagyméretű
stort	nagy
stort	nagyok
stort	nagy
sång	ének
sång	ének
sång	éneklés
sång	énekelni
sång	énekel
sång	dal
sång	dalt
sång	song
amerikanska	amerikai
samband	kapcsolat
samband	kapcsolódás
samband	csatlakozás
samband	megfelelési
globalt	globálisan
globalt	globális
globalt	global
kroatien	horvátország
egen	saját
egen	egyedi
egen	egyéni
utanför	kint
utanför	kívül
mestadels	leginkább
mestadels	főleg
mestadels	főként
mestadels	többnyire
kvinnor	nőstények
kvinnor	nők
kvinnor	asszonyok
kvinnor	női
kvinnor	nő
tredje	harmadik
tredje	harmadszor
blivit	váljon
charles	károly
charles	charles
