ngc	ngc
kao	gilla
kao	gillar
kao	som
kao	like
koji	vilka
koji	vem
koji	who
također	också
također	även
također	också
također	oxå
također	too
također	alltför
katalog	katalog
katalog	sortiment
katalog	katalogen
katalog	katalog
spisak	förteckning
spisak	list
spisak	lista
galaksija	galaxy
galaksija	galax
galaksija	galaxen
vanjski	yttre
vanjski	extern
vanjski	externt
vanjski	yttre
vanjski	externa
koja	vilka
koja	vilket
koja	vilken
koja	som
što	vad
the	de
the	den
nalazi	fynd
nalazi	finner
nalazi	hittar
bio	bio
bio	biografi
bio	var
bio	varit
prečnik	diameter
prečnik	diametern
gdje	var
gdje	där
gdje	vart
broj	tal
broj	antal
broj	nummer
oko	ungefär
oko	eye
oko	ögon
oko	ögat
oko	öga
oko	kring
oko	omkring
oko	runt
mjesto	ställe
mjesto	place
mjesto	placera
mjesto	plats
nakon	efteråt
nakon	after
nakon	efter
nakon	väck
nakon	väcka
pogledajte	kontrollera
pogledajte	check
pogledajte	kolla
sajtu	webbplatsen
sajtu	site
sajtu	webbplats
najveći	största
najveći	störst
najveći	störst
najveći	största
poznat	kända
poznat	känd
poznat	känt
poznat	berömt
poznat	kända
poznat	berömd
poznat	känd
poznat	berömda
stanovnika	invånare
stanovnika	innevånare
izvještaj	anmäla
izvještaj	rapportera
izvještaj	anmäl
izvještaj	rapport
izvještaj	betänkande
izvještaj	anmälan
pgc	pgc
ali	men
udaljenost	avstånd
udaljenost	distans
apsolutna	absolut
apsolutna	absoluta
pomak	skift
pomak	shift
pomak	skifta
grupa	gruppen
grupa	grupp
grupa	gruppera
spiralna	spiral
pop	farsan
pop	pop
vidljivo	synlig
vidljivo	synligt
vidljivo	synliga
minuta	minuter
minuta	minuten
minuta	minut
općine	kommuner
općine	kommunerna
najmanji	mondo
najmanji	minsta
naseljeno	bebodda
naseljeno	befolkade
mag	mag
novi	ny
novi	nyhet
novi	nya
novi	nytt
sadrži	innehöll
sadrži	inneslutna
sadrži	innesluten
sadrži	innehåller
zvijezda	stjärnan
zvijezda	stjärna
zvijezda	star
zvijezda	stjärnor
zvijezda	stars
može	kan
može	kunde
može	kan
može	can
ima	ima
ima	har
licenca	licens
licenca	körkort
licenca	license
com	com
popis	folkräkning
stadion	estadio
stadion	stadion
stadion	stadium
kod	code
kod	kod
svg	svg
pod	under
sastavu	sammansättningen
sastavu	sammansättning
isbn	isbn
zbog	vederbörlig
zbog	due
samo	bara
samo	enbart
samo	endast
samo	bara
godina	years
godina	åratal
godina	åren
godina	år
godina	year
godina	årsmodell
godina	året
godina	år
prvo	först
prvo	första
hiljada	thousand
hiljada	tusen
zavod	institute
zavod	institut
zavod	institutet
sve	everything
sve	allt
sve	allting
sve	allt
sve	alla
zemlje	länderna
zemlje	länder
brzina	hastighet
brzina	hastighet
brzina	snabbhet
brzina	speed
brzina	varvtal
brzina	växlad
naselje	uppgörelse
naselje	bosättning
naselje	avveckling
naselje	grannskap
naselje	stadsdel
više	mera
više	more
više	fler
više	mer
kada	när
prvi	först
prvi	första
deset	tio
deset	ten
tip	kille
tip	guy
tip	killen
tip	typ
odnos	förhållande
odnos	kvot
odnos	ratio
između	emellan
između	mellan
sljedeći	nästa
sljedeći	härnäst
lokacija	platsen
lokacija	läge
lokacija	plats
lokacija	platser
svjetlost	light
svjetlost	ljus
svjetlost	ljust
svjetlost	ljusstyrka
masa	massa
masa	mässan
masa	mässa
masa	mass
masa	publiken
masa	publik
masa	folkmassa
masa	masa
baza	basera
baza	base
baza	bas
baza	basen
objekti	anläggningar
objekti	faciliteter
objekti	objekt
objekti	föremål
pozicija	ställning
pozicija	position
pozicija	ståndpunkt
pozicija	befattning
pozicija	ståndpunkter
pozicija	positioner
pozicija	befattningar
pozicija	ställningar
karta	karta
karta	kartlägga
karta	kartan
karta	biljett
karta	kort
karta	kortet
projekt	projekt
projekt	project
projekt	projicera
projekt	projektet
projekt	projektets
online	inloggad
online	uppkopplad
online	online
dimenzije	måtten
dimenzije	dimensioner
dimenzije	mått
dok	medan
nasa	nasa
messier	messier
night	natten
night	night
night	kväll
night	natt
kako	hur
atlas	atlas
sky	himmel
sky	sky
sky	himlen
najbliži	närmaste
najbliži	närmast
najbliži	närmsta
najbliži	närmaste
najbliži	närmast
najbliži	närmsta
dio	delen
dio	del
jedan	en
jedan	ett
jedan	one
bilo	bilo
bilo	någon
astronomska	astronomiska
radijalna	radial
interaktivni	interaktiv
interaktivni	interaktiva
interaktivni	interaktivt
simbad	simbad
style	stil
style	style
napravio	made
napravio	tillverkad
napravio	tillverkade
napravio	tillverkat
napravio	gjorda
rezultat	score
rezultat	poäng
rezultat	resultat
rezultat	resultatet
otkriće	upptäckt
otkriće	upptäckter
otkriće	upptäckten
otkriće	discovery
grad	town
grad	stad
grad	staden
grad	staden
grad	city
grad	ort
grad	stad
grad	orten
tokom	under
vrijeme	tid
vrijeme	tidpunkt
vrijeme	dags
vrijeme	klockslag
vrijeme	tiden
stranica	sida
stranica	sidan
stranica	page
stranica	sidorna
stranica	sidor
dva	två
sastav	sammansättningen
sastav	sammansättning
log	valfria
log	frivilligt
log	valfritt
log	valfri
log	logg
log	logga
hrvatska	kroatien
ukupno	totalt
ukupno	sammanlagt
ukupno	total
ukupno	totala
ukupno	summa
ugc	ugc
baz	baz
baz	buzz
županija	county
županija	länet
županija	län
knjiga	bok
knjiga	boka
knjiga	book
knjiga	böcker
tri	tre
tri	three
bosna	bosna
bosna	bosnien
bili	billie
bili	var
prije	före
prije	förut
prije	innan
toga	att
jer	eftersom
protiv	emot
protiv	mot
ime	namnge
ime	namn
ime	name
nekoliko	få
nekoliko	fåtal
