kategória	kategória
roku	évjárat
roku	éve
roku	évi
roku	év
ako	hogyan
ako	mint
ako	like
ako	tetszik
bol	bol
bol	volt
pozri	lásd
pozri	nézd
obce	települések
obce	önkormányzatok
obce	települések
obce	falvak
mba	mba
obyvateľov	lakói
obyvateľov	lakosok
obyvateľov	lakos
obyvateľov	lakói
obyvateľov	lakók
obyvateľov	lakosok
obec	kommuna
obec	község
obec	település
obec	önkormányzat
obec	település
obec	falusi
obec	falu
pre	for
ktorá	ami
ktorá	melyik
ktorá	mely
ktorá	amely
bod	pont
bod	point
pri	pri
bola	volt
ktoré	ami
ktoré	melyik
ktoré	mely
ktoré	amely
ktorý	ami
ktorý	melyik
ktorý	mely
ktorý	amely
zoznam	jegyzék
zoznam	lista
odkazy	hivatkozás
odkazy	hivatkozásokat
odkazy	hivatkozások
odkazy	linkek
odkazy	hivatkozások
odkazy	kapcsolatok
socorro	socorro
externé	külső
ale	de
iné	egyéb
iné	más
iné	másoknak
iné	egyéb
iné	mások
iné	egyebek
the	az
počet	szám
počet	száma
boli	voltak
podľa	alatt
podľa	alatta
podľa	alá
miesto	folt
miesto	foltos
miesto	hely
miesto	helyszín
miesto	hely
miesto	elhelyezkedés
miesto	helyszín
miesto	helyszín
miesto	helyén
miesto	webhely
bolo	volt
obcí	települések
obcí	önkormányzatok
obcí	települések
obci	kommuna
ich	ők
ich	őket
ich	ich
medzi	között
projekty	projektek
team	csapat
team	team
byť	lenni
francúzska	francia
francúzska	franciák
francúzska	franciaország
francúzska	france
najvyšší	legfőbb
najvyšší	legfelsőbb
najvyšší	legmagasabb
však	mindamellett
však	mindazonáltal
však	azonban
pod	alul
pod	alatt
pod	alatta
pod	alább
pod	lent
pod	pod
pod	alatt
pod	alatta
pod	alá
pred	előtte
pred	előtt
pred	mielőtt
vývoj	fejlesztés
vývoj	fejlődés
vývoj	fejlesztési
vývoj	evolúció
vývoj	fejlődés
vývoj	fejlemények
vývoj	fejlesztések
graf	grafikon
graf	diagram
najnižší	legalacsonyabb
kde	kde
kde	hol
kde	ahol
môže	may
môže	május
môže	májusi
môže	májusban
môže	tud
môže	can
môže	lehet
nasledujúci	követni
nasledujúci	követem
nasledujúci	követi
nasledujúci	következő
zobrazuje	kijelzők
zobrazuje	műsorok
zobrazuje	mutatja
keď	mikor
keď	amikor
len	csak
len	kizárólag
len	csak
mesto	városban
mesto	town
mesto	város
mesto	city
mesto	városi
mesto	város
počas	során
tiež	szintén
tiež	egyben
tiež	úgyszintén
usa	usa
rokov	évek
rokov	év
nie	nem
september	szeptemberben
september	szeptember
september	szeptemberi
úmrtia	halál
úmrtia	halálesetek
úmrtia	haláleset
neskôr	később
slovenský	szlovák
slovenský	szlovák
storočia	évszázadok
storočia	évszázadokkal
storočia	évszázad
storočia	század
nad	fölötte
nad	felett
nad	fölött
nad	fent
nad	fenti
nad	felette
utc	utc
jpg	jpg
časti	alkatrész
časti	alkatrészek
časti	részek
stránka	oldalt
stránka	oldal
stránka	helyszín
stránka	helyén
stránka	webhely
skupiny	csoport
skupiny	csoportban
skupiny	csoportok
skupiny	csoportoknak
html	html
roka	évjárat
roka	éve
roka	évi
roka	év
ktorú	ami
ktorú	melyik
ktorú	mely
ktorú	amely
časť	részleg
časť	szakasz
časť	szekció
časť	részben
časť	rész
časť	része
október	októberi
október	októberben
október	október
mesta	városban
mesta	town
mesta	város
mesta	city
mesta	városi
mesta	város
marec	március
marec	márciusi
august	augusztusban
august	august
august	augusztus
august	aug
skupina	csoport
skupina	csoportban
veľmi	nagyon
potom	akkor
potom	aztán
oficiálna	hivatalos
oficiálna	tisztviselő
narodenia	születés
narodenia	születési
narodenia	szülés
tento	ezt
tento	ez
osobnosti	személyiség
osobnosti	személyisége
osobnosti	egyéniség
bratislava	pozsony
november	november
november	novemberi
november	novemberben
november	nov
december	december
december	decemberi
december	decemberben
december	dec
stal	lettem
stal	lett
stal	vált
iba	csak
iba	kizárólag
iba	csak
roky	évek
roky	év
oblasti	terület
oblasti	környék
oblasti	térségek
oblasti	területek
január	januári
január	január
január	januárban
súbor	fájl
súbor	file
súbor	akta
mal	volt
mal	mal
proti	ellene
proti	ellen
apríl	apr
apríl	april
apríl	április
apríl	áprilisi
apríl	áprilisban
sveta	világ
sveta	world
sveta	vilag
bez	nélkül
bez	anélkül
najmä	főként
najmä	főleg
najmä	elsősorban
najmä	különösen
najmä	főleg
viac	több
viac	more
viac	további
viac	tobb
február	februárban
február	februári
február	február
náhľad	előnézete
mužov	férfi
mužov	férfiak
mužov	emberek
názov	címlet
názov	neve
názov	név
názov	cím
názov	címe
názov	beosztás
okolo	körül
okolo	körbe
ešte	mégis
prvý	először
prvý	első
text	sms
text	szöveg
máj	may
máj	május
máj	májusi
máj	májusban
slovenskej	szlovák
spolu	teljes
spolu	összesen
spolu	együtt
preto	ennélfogva
preto	ezért
tom	tomi
tom	tom
majstrovstvá	bajnokság
majstrovstvá	biatlon
saint	saint
saint	szent
okrem	kivéve
bar	bar
bar	bár
americký	amerikai
júl	júliusban
júl	júliusi
júl	július
júl	jul
cez	via
cez	keresztül
cez	át
asi	valószínű
asi	valószínűleg
jeden	egy
objavil	felfedezte
objavil	felfedezett
vojny	háború
vojny	háborúk
rok	évjárat
rok	éve
rok	évi
rok	év
ulica	utca
album	album
dátum	dátum
dátum	időpont
žien	nőnemű
žien	nő
žien	női
žien	nőstény
žien	nők
žien	asszonyok
žien	női
žien	nő
tieto	ezek
tieto	ezeket
januára	januári
januára	január
januára	januárban
majú	van
toto	ezt
toto	ez
toto	toto
ktorí	ki
ktorí	aki
všetky	mindegyik
všetky	mind
všetky	minden
francúzsky	francia
francúzsky	franciák
mestá	városok
mestá	városok
mestá	városokat
žije	él
žije	életek
český	csehország
český	cseh
český	český
často	gyakran
často	gyakran
ján	jan
ján	john
ján	jános
niekoľko	számos
okres	körzet
okres	járás
okres	kerület
jún	jun
jún	júniusi
jún	june
jún	június
jún	júniusban
šablóny	sablonok
šablóny	sablon
dnes	ma
slovensko	szlovákia
pretože	mert
ani	ani
ani	sem
slovenska	slovenska
nové	újdonság
nové	új
všetkých	mindegyik
všetkých	mind
všetkých	minden
štátu	állapot
štátu	állami
štátu	állam
ďalšie	kiegészítő
ďalšie	további
ďalšie	következő
ďalšie	egyéb
ďalšie	más
ďalšie	tovább
ďalšie	további
ďalšie	több
ďalšie	more
ďalšie	további
ďalšie	tobb
tým	csapat
tým	team
meno	neve
meno	név
dve	kettő
dva	kettő
mala	volt
mala	mala
style	stílus
približne	kb
približne	nagyjából
približne	körülbelül
približne	durván
približne	nagyjából
približne	megközelítőleg
približne	hozzávetőleg
približne	körülbelül
táto	ezt
táto	ez
prvé	először
prvé	első
martin	márton
martin	martin
http	http
tri	tri
tri	három
loire	loire
nich	ők
nich	őket
začal	kezdődött
začal	kezdte
začal	elkezdődött
začal	kezdődött
začal	megkezdődött
začal	elkezdődött
praha	prága
praha	prágai
stránke	oldalt
stránke	oldal
film	filmet
film	mozi
film	film
film	fólia
film	film
spoločnosti	társaságok
spoločnosti	vállalatok
spoločnosti	cégek
spoločnosti	társaság
spoločnosti	vállalat
spoločnosti	cég
spoločnosti	század
spoločnosti	vállalatok
spoločnosti	társaságok
spoločnosti	cégek
spoločnosti	vállalkozások
peter	peter
peter	péter
mali	volt
mali	mali
slovenská	szlovák
strany	lapok
strany	oldalakon
strany	oldalak
strany	bulik
strany	pártok
strany	felek
strany	partik
svg	svg
slovensky	angolul
slovensky	angol
prvá	először
prvá	első
van	furgon
nemecký	németül
nemecký	német
storočí	évszázadok
storočí	évszázadokkal
storočí	évszázad
storočí	század
hlavne	főként
hlavne	főleg
hlavne	elsősorban
hlavne	különösen
hlavne	főleg
hlavne	leginkább
hlavne	főleg
hlavne	főként
hlavne	többnyire
astronóm	csillagász
rod	rúd
rod	rod
bude	will
bude	fog
bude	akarat
titul	cím
titul	címe
titul	beosztás
kostol	templom
kostol	egyház
týchto	ezek
týchto	ezeket
republiky	köztársaság
republiky	köztársaságok
možno	talán
možno	talán
ženy	nőstények
ženy	nők
ženy	asszonyok
ženy	női
ženy	nő
ďalej	tovább
ďalej	további
ďalej	következő
kedy	mikor
kedy	amikor
územia	területek
územia	terület
územia	területe
systém	rendszer
systém	system
ide	alakul
ide	megyek
ide	megy
ide	megy
potok	patak
latinsky	latin
latinsky	latinul
góly	célkitűzések
góly	célokat
góly	célok
spisovateľ	író
európy	európa
európy	europe
európy	európában
pôvodne	kezdetben
pôvodne	eleinte
pôvodne	eredetileg
súhvezdie	csillagkép
známy	ismeretes
známy	ismertek
známy	ismert
haute	haute
veľkosť	mérete
veľkosť	méret
john	john
john	jános
klub	klub
klub	club
objektov	tárgyak
objektov	objektumok
isbn	isbn
slovenské	szlovák
portál	portál
portál	átjáró
článok	árucikk
článok	cikk
ľudí	emberek
ľudí	emberek
územie	terület
územie	területe
možné	lehetséges
zomrel	meghalt
niektoré	néhány
hudobné	zene
hudobné	zenés
hudobné	zenei
hudobné	musical
herec	színésznek
herec	színész
hry	játék
hry	játékok
veľký	nagyok
veľký	nagyméretű
veľký	nagy
veľký	nagyok
veľký	nagy
života	élet
života	életem
života	life
septembra	szeptemberben
septembra	szeptember
septembra	szeptemberi
kráľ	kinga
iii	iii
maďarsku	hungary
maďarsku	magyarország
hráči	játékosok
hráči	szereplők
vlády	kormány
vlády	kormányzat
vlády	kormányok
môžu	tud
môžu	can
môžu	lehet
miest	helyszínek
miest	helyek
zároveň	egyszerre
zároveň	egyidejűleg
napriek	ellenére
mieste	folt
mieste	foltos
mieste	helyszín
mieste	helyén
mieste	webhely
kráľa	kinga
tam	tam
tam	ott
spoločnosť	társadalom
spoločnosť	társaság
spoločnosť	vállalat
spoločnosť	cég
spoločnosť	század
oblasť	régió
oblasť	régiók
oblasť	terület
oblasť	környék
vek	kor
vek	életkor
takmer	majdnem
takmer	majdnem
štadión	stadion
štadión	stadionban
muži	hímek
muži	férfi
muži	férfiak
muži	emberek
októbra	októberi
októbra	októberben
októbra	október
život	élet
život	életem
život	life
mája	may
mája	május
mája	májusi
mája	májusban
dňa	nap
dňa	napon
dňa	nappal
dňa	napot
národné	nemzeti
národné	országos
národné	national
jozef	jozef
jozef	joseph
jozef	józsef
center	középre
center	központ
center	center
syn	fiam
syn	fiuk
marca	március
marca	márciusi
dĺžka	hossza
dĺžka	hossz
dĺžka	hosszúság
dĺžka	hosszúság
augusta	augusztusban
augusta	august
augusta	augusztus
augusta	augusta
veľké	nagyok
veľké	nagyméretű
veľké	nagy
veľké	nagyok
veľké	nagy
veľké	veľké
školy	iskolákban
školy	iskolák
školy	iskola
školy	iskolában
školy	iskola
školy	suli
nový	újdonság
nový	új
nový	nový
obsahuje	tartalmazza
obsahuje	tartalmaz
anderson	anderson
správa	jelentést
správa	jelentés
správa	beszámoló
správa	üzenetet
správa	üzenet
správa	adminisztráció
správa	közigazgatás
správa	ügyintézés
správa	igazgatás
štát	ország
štát	országban
štát	állapot
štát	állami
štát	állam
pomocou	használatával
pomocou	használata
pomocou	felhasználva
hráč	lejátszó
hráč	játékos
hráč	játékos
júna	júniusi
júna	june
júna	június
júna	júniusban
kitt	kitt
cesta	utat
cesta	ösvény
cesta	útvonal
cesta	út
cesta	útvonal
cesta	útvonalon
cesta	utazás
cesta	út
cesta	uton
cesta	közúti
apríla	april
apríla	április
apríla	áprilisi
apríla	áprilisban
krajiny	ország
krajiny	országban
krajiny	táj
krajiny	országokban
krajiny	országok
začala	kezdődött
začala	kezdte
začala	elkezdődött
začala	kezdődött
začala	megkezdődött
začala	elkezdődött
ceny	árak
ceny	díjak
ceny	díjakat
