yang	yang
dan	és
dan	dan
dengan	with
the	az
untuk	for
juga	szintén
juga	egyben
juga	úgyszintén
terletak	hazugság
terletak	hazugságok
indonesia	indonéziában
indonesia	indonézia
indonesia	indonéz
dari	dari
dari	től
dari	tól
dari	from
daerah	körzet
daerah	járás
daerah	kerület
tahun	évek
tahun	év
tahun	évjárat
tahun	éve
tahun	évi
tahun	év
wilayah	tartomány
wilayah	tartományban
wilayah	régió
wilayah	régiók
wilayah	területek
wilayah	terület
wilayah	területe
lihat	lásd
kawasan	terület
kawasan	környék
kawasan	régió
kawasan	régiók
kawasan	régiói
kawasan	régiók
luar	kint
luar	kívül
sekolah	iskolákban
sekolah	iskolák
sekolah	iskola
sekolah	iskolában
sekolah	iskola
sekolah	suli
tidak	nem
komun	kommuna
komun	települések
bahasa	nyelveket
bahasa	nyelvek
bahasa	nyelveken
bahasa	nyelv
orang	személy
orang	személyre
orang	emberek
pautan	hivatkozás
pautan	kapcsolat
pautan	link
pautan	linket
pautan	hivatkozást
pautan	linkek
pautan	hivatkozások
pautan	kapcsolatok
malaysia	malajzia
malaysia	malajziai
daripada	től
daripada	tól
daripada	from
kampung	település
kampung	falusi
kampung	falu
jabatan	részleg
jabatan	megye
satu	satu
satu	egy
negara	ország
negara	országban
negara	állapot
negara	állami
negara	állam
negara	országokban
negara	országok
mereka	ők
mereka	őket
mereka	ők
kebangsaan	állampolgársága
kebangsaan	állampolgárság
kebangsaan	nemzeti
kebangsaan	országos
kebangsaan	national
bandar	városban
bandar	town
bandar	város
bandar	city
bandar	városi
bandar	város
bandar	városok
bandar	városokat
bandar	bandar
imperial	birodalmi
imperial	császári
lelaki	férfi
lelaki	ember
negeri	állapot
negeri	állami
negeri	állam
menjadi	lenni
barat	nyugat
barat	nyugati
barat	nyugati
barat	nyugat
barat	western
lain	egyéb
lain	más
lain	másoknak
lain	egyéb
lain	mások
lain	egyebek
lebih	több
lebih	more
lebih	további
lebih	tobb
etnik	etnikai
etnik	etnikai
mempunyai	van
perancis	francia
perancis	franciák
perancis	franciaország
perancis	france
akan	will
akan	fog
akan	akarat
nama	neve
nama	név
nama	nevek
nama	neveket
perbandaran	község
perbandaran	település
perbandaran	önkormányzat
perbandaran	önkormányzati
boleh	tud
boleh	can
boleh	lehet
filem	filmek
filem	filmeket
filem	filmet
filem	mozi
filem	film
filem	fólia
filem	film
filem	mozi
filem	filmek
filem	filmeket
timur	keletre
timur	keleti
timur	kelet
timur	timur
timur	kelet
timur	keleti
digunakan	használt
digunakan	felhasznált
dua	kettő
pertama	először
pertama	első
perempuan	nő
perempuan	asszony
perempuan	nö
perempuan	nőstények
perempuan	nők
perempuan	asszonyok
perempuan	női
perempuan	nő
svg	svg
svg	wmf
india	indián
india	indiai
india	india
senarai	jegyzék
senarai	lista
dia	dia
presiden	elnök
terbang	repülni
terbang	repülés
terbang	repül
terbang	repülj
terbang	repül
terbang	repülés
terbang	repülő
terbang	repült
dunia	világ
dunia	world
dunia	vilag
kerana	mert
bahawa	ez
laut	tengeren
laut	tengeri
laut	tenger
selepas	után
selepas	after
selepas	miután
selepas	utána
selatan	dél
selatan	déli
selatan	dél
selatan	délre
selatan	déli
stadium	stadionok
stadium	stadion
stadium	stadionban
tempat	hely
tempat	helyszínek
tempat	helyek
besar	nagyok
besar	nagyméretű
besar	nagy
besar	nagyok
besar	nagy
tetapi	de
antara	között
pelajar	diákok
pelajar	hallgatók
pelajar	tanulók
pelajar	hallgató
pelajar	tanítvány
pelajar	diák
pelajar	tanuló
utara	észak
utara	északi
utara	északra
utara	észak
utara	északi
syarikat	corporation
syarikat	társaság
syarikat	vállalat
syarikat	cég
syarikat	század
syarikat	vállalatok
syarikat	társaságok
syarikat	cégek
syarikat	vállalkozások
raya	raya
beberapa	számos
jumlah	összegek
jumlah	összeg
jumlah	teljes
jumlah	összesen
republik	republikánusok
republik	republikánus
republik	köztársaság
kumpulan	csoport
kumpulan	csoportban
kumpulan	csoportok
kumpulan	csoportoknak
tentera	katonaság
tentera	katonai
tentera	hadsereg
tentera	katonák
tentera	sereg
tentera	hadsereg
amerika	amerikai
amerika	amerika
amerika	america
turki	pulyka
turki	törökország
turki	törökök
turki	török
baru	újdonság
baru	új
buah	bogyókat
buah	bogyók
buah	bogyó
buah	gyümölcs
buah	gyümölcsök
buah	gyümölcsöt
buah	gyümölcs
buah	gyümölcsök
jawa	java
bawah	alul
bawah	alja
bawah	alsó
bawah	fenék
bawah	alatt
bawah	alatta
bawah	alá
hari	nap
hari	napon
hari	nappal
hari	napot
hari	napok
hari	napokban
hari	napokat
hari	napokon
google	google
pemain	játékosok
pemain	szereplők
pemain	lejátszó
pemain	játékos
kerajaan	királyság
kerajaan	birodalom
kerajaan	empire
kerajaan	birodalom
kerajaan	kormány
kerajaan	kormányzat
sama	sama
sama	egyenlők
sama	egyenlőek
sama	egyenlő
sama	ugyanez
sama	ugyanaz
iran	irániak
iran	iráni
iran	irán
iran	iráni
ahli	tag
ahli	tagjai
ahli	tagok
ahli	tagoknak
ahli	képviselők
poskod	irányítószám
kedua	másodszor
kedua	másodszor
kedua	másodperc
kedua	második
pasukan	katonák
pasukan	csapatok
pasukan	csapatok
pasukan	csapat
pasukan	team
islam	iszlám
islam	iszlám
mana	mana
mana	hol
mana	ahol
ketua	főnök
ketua	elnök
masa	ideje
masa	időpont
masa	idő
lagu	dal
lagu	dalt
lagu	song
lagu	dalok
lagu	dalokat
style	stílus
tengah	középre
tengah	közép
tengah	középső
jerman	németül
jerman	német
jerman	németország
jerman	németek
jalan	út
jalan	uton
jalan	közúti
gmt	gmt
utama	fő
