категория	categoría
что	que
что	o
для	para
для	por
как	como
как	que
как	canto
как	como
как	coma
как	como
как	coma
как	así
был	era
был	estaba
был	foi
его	o
его	seu
его	súa
его	seus
его	a
его	el
его	o
его	lle
также	tamén
это	isto
это	esta
это	este
это	é
это	que
это	iso
или	ou
после	tras
после	de
после	despois
после	logo
области	zonas
области	áreas
год	ano
было	era
было	estaba
было	foi
время	momento
время	tempo
время	vez
время	hora
была	era
была	estaba
была	foi
так	así
так	que
так	entón
так	tan
место	lugar
место	momento
место	punto
место	sobre
место	lugar
место	casa
место	sitio
были	eran
были	estaban
были	foron
район	barrio
район	distrito
район	fiscal
район	do
район	área
район	zona
вид	especie
вид	especies
вид	vista
вид	opinión
вид	punto
вид	visión
под	baixo
под	debaixo
под	de
если	se
только	único
только	só
только	única
только	de
только	só
есть	teño
есть	que
есть	tes
есть	ten
есть	temos
язык	lingua
язык	idioma
язык	linguaxe
язык	a
язык	lingua
районе	barrio
код	código
код	code
более	máis
мая	poden
мая	pode
мая	maio
мая	que
мая	podo
дата	cita
дата	a
дата	día
дата	data
ноября	novembro
ноября	de
деревня	aldea
деревня	da
деревня	pobo
деревня	vila
где	onde
января	xaneiro
января	de
марта	marta
марта	marzo
марта	de
марта	marcha
все	todo
все	o
все	todo
все	todos
все	todas
все	todo
все	o
все	mundo
все	todos
августа	de
августа	agosto
том	tom
октября	outubro
октября	de
сентября	setembro
сентября	de
статьи	artigos
уже	xa
июня	xuño
апреля	abril
апреля	de
сша	eua
который	que
который	cal
название	nome
название	se
название	título
человек	persoa
человек	alguén
человек	humanos
человек	humana
человек	humano
человек	home
человек	meu
смерти	mortes
лет	anos
февраля	febreiro
февраля	de
они	que
они	eles
города	city
города	cidade
города	da
города	vilas
города	cidades
города	nas
может	se
может	cadra
может	quizais
может	pode
может	talvez
может	podía
может	podería
может	poden
может	podo
может	podes
может	podemos
может	pode
может	non
она	ela
она	que
войны	guerras
войны	guerra
войны	guerra
войны	a
можно	poden
можно	podo
можно	podes
можно	podemos
можно	pode
можно	non
когда	cando
когда	se
однако	porén
однако	con
однако	todo
однако	sen
однако	embargo
однако	pero
однако	aínda
которые	que
которые	cal
высота	altura
нет	non
нет	hai
село	aldea
село	da
село	pobo
село	vila
быть	ser
быть	estar
стал	foi
стал	a
стал	converteuse
стал	nunha
стал	nun
стал	en
стал	se
стал	converteu
статья	artigo
один	soa
один	só
один	sós
один	soas
один	en
один	paz
один	unha
один	un
без	sen
реки	río
реки	ríos
между	entre
между	os
статус	posición
статус	statu
статус	status
населения	poboación
населения	mundial
годы	anos
через	través
через	via
через	rúa
через	través
через	a
через	por
национальный	nacional
национальный	nacionais
национальный	national
область	provincia
область	do
область	rexión
область	do
область	sudeste
область	área
область	zona
список	lista
список	listaxe
сайт	sitio
сайт	web
сайт	páxina
сайт	zona
сайт	lugar
века	séculos
официальный	oficial
часть	parte
против	en
против	contra
против	os
этот	isto
этот	esta
этот	este
будет	vai
несколько	varios
несколько	varias
город	cidade
город	pobo
город	vila
город	aldea
город	city
город	cidade
город	da
мира	paz
мира	a
первое	primeiro
первое	primeira
чем	ca
чем	máis
чем	que
чем	do
чем	mellor
части	partes
описание	descrición
всего	total
всего	de
первый	primeiro
первый	primeira
среди	entre
среди	os
среди	as
карты	tarxetas
карты	cartas
карты	naipes
карты	as
карты	ás
два	dous
два	dúas
всех	todo
всех	todos
всех	todas
всех	todo
всех	o
всех	mundo
всех	todos
раз	cando
раз	unha
раз	vez
там	alí
там	hai
там	aí
второй	segundo
второй	segunda
очень	moi
карта	mapa
карта	carta
карта	tarxeta
карта	de
карта	unha
карта	documento
площадь	cadrado
площадь	square
площадь	cadradas
площадь	praza
площадь	limpo
площадь	área
площадь	zona
всё	todo
всё	o
даже	nin
даже	incluso
даже	aínda
даже	mesmo
даже	sequera
затем	logo
затем	despois
затем	entón
затем	e
затем	daquela
группы	grupo
группы	de
группы	dous
группы	grupos
размер	tamaño
размер	do
имеет	ten
над	por
над	de
страны	país
страны	países
страны	paises
страны	dos
ему	el
ему	o
ему	lle
индекс	índice
улица	rúa
улица	street
население	poboación
население	mundial
работы	traballo
работы	traballar
имена	nomes
имена	nome
имена	os
вместе	xuntos
упоминание	mencionar
упоминание	mención
здесь	aquí
истории	historias
истории	as
истории	historia
истории	da
которая	que
