que	že
per	pre
per	za
les	les
els	na
els	the
amb	so
com	jako
com	ako
com	like
més	viacej
més	ďalšie
més	viac
bar	bare
bar	bar
bar	tyč
seu	veliteľstvo
seu	štáb
seu	sídlo
seu	ústredie
van	dodávka
van	van
van	dodávku
era	éra
era	era
text	textový
text	text
també	takisto
també	aj
també	tiež
també	taktiež
entre	medzi
fou	bola
fou	bol
fou	bolo
anys	roky
anys	rokov
any	roku
any	rok
any	roka
població	populácia
població	obyvateľstva
població	obyvateľstvo
població	populácie
població	populáciu
però	ale
aquest	to
aquest	táto
aquest	tento
aquest	toto
aquest	túto
altres	iný
altres	ďalšie
altres	iná
altres	iné
altres	ostatné
altres	iný
altres	ostatný
altres	iní
altres	iné
altres	ostatné
estat	štátu
estat	štátne
estat	štát
estat	štátna
estat	bola
estat	bol
després	po
són	sú
fins	do
fins	kým
fins	dokiaľ
des	des
aquesta	to
aquesta	táto
aquesta	tento
aquesta	toto
aquesta	túto
eren	boli
estats	stavy
estats	štáty
estats	štátov
persones	ludia
persones	ludi
persones	ľudia
persones	ľudí
persones	people
from	zo
from	od
part	časť
part	čast
part	súčasť
cap	žiadny
cap	žiaden
cap	žiadne
cap	žiadna
sobre	obálku
sobre	obálke
sobre	obálky
sobre	obálka
gran	skvele
gran	super
gran	skvelé
durant	počas
durant	pocas
durant	durant
tot	všetko
tot	vsetko
enllaços	spojenia
enllaços	väzby
enllaços	prepojenia
enllaços	odkazy
enllaços	linky
dos	dve
dos	dvaja
dos	dva
dos	two
dos	dvojka
externs	externý
externs	vonkajšie
externs	vonkajší
externs	externé
externs	vonkajšia
família	rodinka
família	rodinná
família	rodine
família	family
família	rodina
ciutat	city
ciutat	mesto
ciutat	mesta
ciutat	mestské
quan	keď
quan	ked
quan	kedy
habitatges	domy
qual	ktorú
qual	ktoré
qual	ktorá
qual	ktorý
molt	veľmi
molt	veľ
molt	velmi
tenia	pásomnica
nord	severný
nord	severné
nord	severná
nord	sever
nord	severne
habitants	obyvatelia
habitants	obyvateľov
habitants	obyvateľom
barcelona	barcelona
dones	ženy
dones	žien
dones	dámske
res	nic
res	nič
segons	sekúnd
segons	sekundy
primer	prvý
primer	prvy
primer	najprv
primer	prva
primer	prvé
primer	prvá
segle	storočia
segle	storočí
segle	storočie
nom	názov
nom	meno
tres	tri
tres	troch
tres	traja
tres	three
sud	južný
sud	juhu
sud	južná
sud	južné
sud	južnej
sud	juh
lloc	miesto
lloc	place
nova	nová
nova	nove
nova	nový
nova	nové
nova	novinka
nova	novu
nova	nova
homes	mužov
homes	men
homes	muži
homes	pánske
primera	prvý
primera	prvy
primera	najprv
primera	prva
primera	prvé
primera	prvá
dues	dve
dues	dvaja
dues	dva
dues	two
dues	dvojka
guerra	vojnové
guerra	vojny
guerra	vojnový
guerra	war
guerra	vojna
següent	nasledujúci
següent	ďalší
següent	ďalšie
següent	ďalšia
següent	budúci
següent	ďalej
sense	bez
això	to
això	táto
això	tento
això	toto
això	túto
general	všeobecné
general	general
general	všeobecne
general	všeobecná
municipi	samospráva
municipi	obec
catalunya	katalánsku
vivien	vivien
forma	tvar
forma	tvare
forma	formulár
forma	formulára
forma	forma
forma	forme
mateix	rovnaká
mateix	rovnaké
mateix	rovnaký
mateix	rovnako
fet	hotová
fet	urobené
fet	hotové
fet	hotovo
fet	vykonané
fet	urobil
han	han
encara	stále
encara	stale
mort	death
mort	smrt
mort	smrť
mort	úmrtia
mort	úmrtie
dades	dát
dades	data
dades	dáta
dades	údaje
només	ibaže
només	iba
només	len
només	jedine
només	iba
només	práve
només	len
només	proste
regió	kraj
regió	regiónu
regió	oblasť
regió	región
temps	dobe
temps	čas
temps	doba
temps	time
empreses	firmy
empreses	spoločnosti
empreses	spoločností
troba	nájdite
troba	nájdi
troba	nájsť
grup	skupinu
grup	group
grup	skupiny
grup	skupina
contra	proti
admin	admin
admin	administrátor
properes	nadchádzajúce
famílies	rodiny
famílies	rodín
famílies	rodinám
frança	francúzsko
frança	francúzska
poblacions	obyvateľstvo
poblacions	populácie
fills	deti
fills	detská
fills	detské
rei	kral
rei	king
rei	kráľ
rei	kráľa
rei	král
francès	francúzske
francès	francúzština
francès	francúzsky
francès	francúz
francès	francúzska
mentre	kým
nombre	číslo
nombre	pocet
nombre	cislo
nombre	počet
nombre	čislo
tots	all
tots	vsetky
tots	všetky
tots	všetkých
tots	všetci
tots	všetko
edició	úprava
edició	vydávanie
edició	publikovanie
edició	zverejnenie
edició	uverejňovanie
edició	vydavateľstvo
isbn	isbn
renda	prenájom
renda	prenajať
renda	nájom
renda	nájomné
quatre	štyroch
quatre	štyria
quatre	štyri
quatre	štvorka
partit	party
partit	oslava
partit	strana
partit	večierok
partit	párty
alguns	niektorých
alguns	niektore
alguns	niektoré
alguns	niektorý
alguns	niektorí
aquests	tieto
aquests	týchto
aquests	títo
fill	syna
fill	syn
fill	synček
nou	nová
nou	nove
nou	nový
nou	nové
nou	novinka
març	marec
març	marci
març	marca
març	marcu
març	pochod
setembre	september
setembre	septembra
setembre	septembri
principal	hlavné
principal	hlavná
principal	main
principal	hlavný
principal	hlavny
menys	menej
menys	menšia
color	farebné
color	farebne
color	farba
color	farebný
color	farby
color	farebné
color	farebná
color	farba
color	farebný
color	farby
món	sveta
món	svetová
món	svete
món	svet
món	svetom
món	world
octubre	októbra
octubre	október
empresa	firma
empresa	firemné
empresa	spoločnosti
empresa	spoločnosť
abans	pred
abans	predtym
abans	predtým
edat	age
edat	veku
edat	vek
web	webová
web	web
web	webe
jpg	jpg
dins	dovnútra
dins	vnútri
església	kostola
església	cirkvi
església	kostol
església	cirkev
maig	májové
maig	mája
maig	môže
maig	máj
terme	terme
casa	house
casa	domček
casa	dom
història	príbeh
història	reportáž
història	histórie
història	histórii
història	históriu
història	história
història	dejiny
país	krajine
país	krajiny
país	štát
país	krajina
segona	druhá
segona	druhé
segona	druhe
segona	sekunda
segona	druhý
joan	ján
joan	john
joan	joan
final	ukončiť
final	koniec
final	end
final	skončiť
govern	vládne
govern	vláda
govern	vlády
govern	vlada
est	východná
est	východ
est	východné
est	východný
est	východne
est	est
vida	života
vida	life
vida	zivot
vida	život
poder	moc
poder	napájanie
poder	výkon
poder	power
totes	all
totes	vsetky
totes	všetky
totes	všetkých
totes	všetci
totes	všetko
gener	januára
gener	január
gener	januári
tipus	druh
tipus	typu
tipus	typ
tipus	napíšte
tipus	type
habitatge	bývania
habitatge	ubytovanie
habitatge	bývanie
juny	júni
juny	jún
juny	júna
diferents	iný
diferents	rozdielne
diferents	rôzne
diferents	iná
parelles	dvojice
parelles	páry
parelles	párov
parelles	dvojice
parelles	páry
parelles	párov
diversos	viacero
diversos	niekoľko
diversos	niekoľkých
català	katalánsky
fitxa	list
fitxa	plech
fitxa	výtlačok
insee	insee
títol	názov
títol	hlava
títol	titul
títol	titulok
oest	west
oest	západná
oest	západ
oest	západné
desembre	december
desembre	decembra
desembre	decembri
desembre	decembru
què	čo
què	co
què	aké
san	san
nacional	národný
nacional	vnútroštátnych
nacional	vnútroštátne
nacional	národná
nacional	vnútroštátna
nacional	národné
nacional	nacional
abril	apríl
abril	apríla
major	hlavné
major	hlavná
major	major
agost	auguste
agost	august
agost	augusta
vivint	žijúci
vivint	žijúce
vivint	žiť
poble	dediny
poble	dedinka
poble	dedine
poble	dedina
poble	obec
centre	centrum
centre	centre
centre	center
centre	stred
centre	centrum
centre	centre
centre	stredisko
centre	stred
perquè	lebo
perquè	pretože
perquè	pretoze
aquestes	tieto
aquestes	týchto
aquestes	títo
riu	rieke
riu	river
riu	riečna
riu	rieka
riu	rieky
disc	kotúč
disc	kotúča
disc	disk
disc	disku
mostra	vzorky
mostra	vzorku
mostra	vzorka
mostra	ukážka
mostra	ukázať
mostra	zobraziť
mostra	predstavenie
mostra	ukáž
novembre	novembri
novembre	november
novembre	novembra
obres	funguje
obres	diela
obres	diel
obres	pracuje
millor	najlepsie
millor	najlepšie
millor	najlepší
millor	najlepšia
millor	najlepsi
espanya	španielsko
espanya	španielska
sistema	systém
sistema	systému
sistema	systémy
sistema	sústava
santa	santa
juliol	júl
juliol	júla
diverses	viacero
diverses	niekoľko
diverses	niekoľkých
total	spolu
total	celkom
total	total
total	celkovo
total	celkový
universitat	univerzita
universitat	university
universitat	univerzite
universitat	univerzitné
universitat	univerzity
dia	deň
dia	dňa
dia	den
dia	day
mitjà	stredne
mitjà	stredný
mitjà	stredná
mitjà	stredné
mitjà	médium
data	dátumu
data	dátum
world	sveta
world	svetová
world	svete
world	svet
world	svetom
world	world
departament	oddelenie
construcció	konštrukcia
construcció	výstavba
construcció	stavba
construcció	stavebníctvo
vol	letu
vol	let
vol	letom
vol	letová
premi	ocenenie
premi	zadanie
exemple	príklad
febrer	februára
febrer	február
escola	skola
escola	školy
escola	školu
escola	školské
escola	škola
cinc	five
cinc	päť
cinc	päťka
cinc	piati
espècie	druhov
espècie	druh
espècie	druhy
principals	hlavné
principals	hlavná
principals	main
principals	hlavný
principals	hlavny
madrid	madrid
font	zdrojový
font	zdroj
zona	zóna
los	los
grans	veľkých
grans	veľké
grans	veľkí
grans	veľká
grans	veľký
banda	band
banda	kapely
banda	pásmo
banda	kapela
central	centrálne
central	central
central	centrálna
central	stredná
central	centrálny
província	provincie
província	provincia
província	provincii
oficial	úradník
oficial	dôstojník
oficial	strážnik
superfície	povrch
superfície	povrchu
maria	máriu
maria	maria
maria	mária
molts	mnohé
molts	mnohí
molts	veľa
molts	mnoho
molts	vela
cens	sčítanie
cens	sčítania
equip	mužstvo
equip	tím
equip	tým
equip	team
amèrica	amerika
amèrica	amerike
amèrica	ameriky
amèrica	ameriku
amèrica	ameriky
ara	ara
ara	teraz
qui	komu
qui	koho
qui	ktorí
qui	kto
dir	dir
punt	punt
punt	bod
cest	selč
iii	iii
algunes	niektorých
algunes	niektore
algunes	niektoré
algunes	niektorý
algunes	niektorí
regne	kráľovstvo
john	ján
john	john
actualment	momentálne
cas	case
cas	prípade
cas	pripad
cas	prípad
cas	kufrík
unitats	jednotky
unitats	jednotiek
causa	príčina
causa	spôsobiť
activitats	aktivít
activitats	činnosť
activitats	činnosti
activitats	aktivity
president	prezidentka
president	prezident
president	predseda
president	prezidenta
article	článku
article	článok
exèrcit	armáda
exèrcit	armády
exèrcit	vojsko
exèrcit	army
música	hudobné
música	hudobná
música	music
música	hudba
música	hudbu
aigua	vody
aigua	vodná
aigua	voda
aigua	vodný
aigua	vodné
increment	zvýšenia
increment	zvýšiť
increment	nárast
increment	zvýšenie
increment	zväčšiť
llavors	potom
llavors	vtedy
llavors	semienka
llavors	semená
llavors	semien
conegut	známi
conegut	známe
conegut	známa
conegut	známym
conegut	známy
conegut	známu
conegut	známy
conegut	známeho
terra	zemi
terra	zeme
terra	zem
gray	gray
gray	sivé
gray	sivá
gray	sivý
gray	šedá
saint	svätá
saint	svätý
saint	saint
saint	svätec
època	epochy
barra	bare
barra	bar
barra	tyč
sèrie	séria
sèrie	rad
sèrie	série
sèrie	sériu
art	art
art	umenie
club	klub
club	club
club	klubu
càrrec	nabiť
càrrec	poplatok
etapa	etapa
etapa	javisko
etapa	fáze
etapa	fáza
etapa	pódium
etapa	štádium
rgb	rgb
república	republike
república	republiky
república	republika
parís	paris
parís	paríž
parís	paríža
parís	paríži
ordre	veliteľstvo
ordre	príkaz
ordre	velenie
ordre	objednať
ordre	poradie
ordre	objednávka
ordre	poriadok
donar	dať
donar	daj
donar	dajte
cosa	vec
ell	mu
ell	on
ell	neho
ell	ho
llista	zoznam
llista	zoznamu
cet	seč
important	dôležití
important	dôležitá
important	dôležité
important	dolezite
important	dôležitý
segon	druhá
segon	druhé
segon	druhe
segon	sekunda
segon	druhý
europa	európa
europa	európy
europa	európu
europa	európe
europa	europe
cal	cal
servei	obsluha
servei	služba
servei	servis
servei	doručovanie
servei	služby
gridcolor	gridcolor
serveis	služby
serveis	služieb
morir	zomrieť
morir	die
morir	umrieť
alemanya	nemecko
piràmide	pyramída
piràmide	pyramídy
lightgrey	lightgrey
darkgrey	darkgrey
sfondo	sfondo
antic	starý
antic	staré
antic	stará
antic	stara
plaça	štvorcový
plaça	námestie
plaça	štvorec
plaça	square
plaça	štvorcových
plaça	plaza
comtat	county
comtat	powiat
pare	otče
pare	otec
pare	otca
pare	rodiča
pare	materská
pare	rodičovský
pare	rodič
pare	materskej
informació	informovanie
informació	informácie
informació	informácia
mar	morom
mar	morská
mar	more
mar	mori
mar	mora
actual	súčasné
actual	aktuálna
actual	súčasný
actual	aktuálne
actual	aktuálny
serie	serie
castell	castle
castell	zámok
castell	hrad
castell	hradu
york	yorku
york	york
països	krajinách
països	krajín
països	štáty
països	krajiny
moment	okamih
moment	moment
moment	chvíľka
moment	chvíľa
anglès	anglický
anglès	slovensky
anglès	angličtina
anglès	angličtine
anglès	slovenčina
anglès	slovak
tal	tal
illa	ostrove
illa	ostrov
període	obdobie
període	doba
període	lehota
territori	územie
territori	teritórium
territori	územia
londres	londýn
londres	london
londres	londýne
internacional	international
internacional	medzinárodný
internacional	medzinárodná
internacional	medzinárodné
internacional	medzinárodných
premis	ocenenie
premis	awards
premis	ocenenia
premis	ceny
premis	ocenenia
josep	josep
josep	jozef
josep	joseph
josep	jozefa
center	centrum
center	centre
center	center
center	stred
museu	múzeum
museu	múzea
establiments	prevádzky
districte	okres
districte	obvod
districte	okrsok
pàgina	stránke
pàgina	strana
pàgina	stránka
pàgina	stránku
dies	dní
dies	dňoch
dies	dni
dies	days
havien	malo
havien	nemal
havien	mali
havien	mal
havien	mala
camp	pole
camp	tábora
camp	camp
camp	tábor
llengua	jazyk
llengua	jazyka
llengua	jazyk
llengua	jazyka
llengua	jazyku
base	základ
base	základňa
base	založiť
base	základ
llarg	dlhý
llarg	dlho
llarg	dlhé
llarg	long
llarg	dlhá
capital	kapitál
alt	high
alt	vysoko
alt	vysoká
alt	vysoký
alt	vysoké
alt	alt
diagrama	diagram
diagrama	schéma
diagrama	graf
edifici	budovanie
edifici	stavanie
edifici	budova
edifici	budovy
línia	čiary
línia	riadok
línia	linka
línia	line
línia	čiara
política	politika
política	politiky
política	politiku
política	politika
política	politiky
política	politike
metres	metrov
metres	metre
metres	metrov
metres	metre
finalment	konecne
finalment	konečne
francisco	francisco
francisco	francisca
costat	strana
costat	bočný
costat	side
planta	rastliny
planta	závod
planta	rastlina
planta	rastlín
gènere	žáner
gènere	pohlavia
gènere	pohlavie
mateixa	rovnaká
mateixa	rovnaké
mateixa	rovnaký
mateixa	rovnako
vegades	krát
vegades	časy
vegades	times
majoria	väčšina
majoria	väčšinu
natural	prirodzený
natural	prírodný
natural	prirodzené
natural	prírodné
natural	prírodná
unió	union
unió	únie
unió	únia
tard	neskorý
tard	neskoro
tard	oneskorené
tard	neskoré
aconseguir	získať
aconseguir	dostať
veure	pozri
veure	vidíš
veure	vidieť
director	riaditeľka
director	réžia
director	riaditeľ
força	sila
força	pevnosť
força	silu
força	sily
força	sila
força	nútiť
força	prinútiť
codi	kód
codi	kod
distribució	rozloženie
distribució	rozdeľovanie
distribució	distribúcia
distribució	rozdelenie
origen	pôvod
persona	osoba
persona	osobe
persona	osobu
cos	telesná
cos	tele
cos	orgán
cos	telo
primers	prvý
primers	prvy
primers	najprv
primers	prva
primers	prvé
primers	prvá
espècies	druhov
espècies	druh
espècies	druhy
william	william
william	viliam
cases	domy
batalla	bitka
batalla	súboj
sol	sun
sol	slnko
sol	slnka
suport	support
suport	podporu
suport	podporiť
suport	podpora
suport	podporovať
classificació	zaradenie
classificació	triedenie
classificació	zatriedenie
classificació	klasifikácia
itàlia	taliansko
itàlia	talianska
fiscals	prokurátorov
comarca	kraja
comarca	kraj
pere	petrom
pere	peter
pere	petra
top	horný
top	top
top	horná
top	vrchol
top	vrch
califòrnia	kalifornii
califòrnia	california
califòrnia	kalifornia
cop	cop
cop	policajt
fitxer	súboru
fitxer	súbor
peix	ryby
peix	ryba
peix	fish
peix	rybka
peix	rybky
militar	armáda
militar	vojsko
militar	vojenský
militar	vojenské
costa	costa
popular	populárny
popular	obľúbené
popular	populárne
popular	populárna
anomenat	pomenované
anomenat	menom
temporada	sezóna
temporada	sezóny
temporada	sezónu
treball	prácu
treball	zamestnanie
treball	praca
treball	práca
treball	práce
treball	dielo
treball	praca
treball	práca
treball	pracovné
vila	vila
mare	mama
mare	matko
mare	matke
mare	matka
estudis	štúdium
estudis	štúdie
eleccions	volieb
eleccions	voľby
articles	články
articles	článkov
articles	predmety
discussió	diskusia
discussió	diskutovať
discussió	diskusiu
discussió	diskusie
polític	politik
conjunt	stanovené
conjunt	set
conjunt	nastaviť
posteriorment	následne
llibre	kniha
llibre	knižku
llibre	rezervovať
llibre	knihu
roma	ríme
roma	ríma
roma	rím
estil	štýl
estil	style
moviment	presun
moviment	premiestňovanie
moviment	pohyb
moviment	hnutie
imperi	ríše
imperi	empire
imperi	ríša
imperi	impérium
imperi	ríši
divisió	delenie
divisió	divízia
divisió	rozdelenie
membre	členka
membre	členom
membre	člena
membre	poslanec
membre	člen
sempre	always
sempre	vzdy
sempre	vždy
sempre	furt
porta	dvere
porta	dverí
porta	porta
teatre	divadla
teatre	divadlo
teatre	divadla
teatre	divadlo
membres	poslanci
membres	členovia
membres	členov
ells	nich
ells	ich
ells	ne
resta	odčítanie
moltes	mnohé
moltes	mnohí
moltes	veľa
moltes	mnoho
moltes	vela
acord	dohoda
acord	dohodou
jocs	zápasy
jocs	hry
jocs	hier
rebre	prijímať
rebre	prijímajú
rebre	dostávať
rebre	prijať
rebre	užívajúcich
illes	ostrovov
illes	ostrovy
illes	isles
avui	dneska
avui	dnešok
avui	today
avui	dnes
avui	dnešné
http	http
alta	high
alta	vysoko
alta	vysoká
alta	vysoký
alta	vysoké
alta	alta
posició	poloha
posició	postavenie
posició	pozícia
format	formáte
format	formátu
format	formát
espanyol	španielske
espanyol	španielsky
espanyol	španielčina
espanyol	španielska
sovint	častokrát
sovint	casto
sovint	často
comte	gróf
comte	počítať
comte	spočítať
jersey	dres
jersey	drese
jersey	jersey
canvi	zmena
canvi	zmeniť
opció	opcia
opció	možnosť
opció	možnost
opció	voľba
germà	súrodenca
germà	bratovi
germà	braček
germà	brat
comunes	časté
material	materiálne
material	materiál
superior	nadriadený
pas	step
pas	krok
nivell	level
nivell	úrovne
nivell	úroveň
nivell	hladina
nivell	úrovni
valència	valencia
crear	vytvárať
crear	vytvorte
crear	vytvoriť
consell	rady
consell	rada
consell	náznak
consell	tip
consell	pomôcka
creu	krížová
creu	cross
