kategória	categoría
roku	ano
ako	como
ako	que
ako	canto
ako	como
ako	coma
ako	como
ako	coma
ako	así
bol	era
bol	estaba
bol	foi
bol	foi
pozri	ver
pozri	vexo
pozri	mira
obce	aldeas
obce	pobos
obyvateľov	habitantes
obyvateľov	residentes
obec	concello
obec	aldea
obec	da
obec	pobo
obec	vila
pre	para
pre	por
jeho	o
jeho	seu
jeho	súa
jeho	seus
jeho	a
jeho	seus
jeho	súas
jeho	seu
jeho	o
jeho	súa
jeho	a
alebo	ou
ktorá	que
ktorá	cal
bod	momento
bod	punto
pri	na
pri	no
pri	en
bola	era
bola	estaba
bola	foi
bola	foi
ktoré	que
ktoré	cal
ktorý	que
ktorý	cal
zoznam	lista
zoznam	listaxe
odkazy	enlaces
odkazy	ligazóns
ale	pero
ale	mais
iné	outra
iné	outros
iné	outro
iné	outras
iné	aos
iné	outros
iné	demais
iné	outras
the	o
the	a
the	os
the	do
počet	número
boli	eran
boli	estaban
boli	foron
podľa	de
podľa	por
podľa	pola
podľa	polo
podľa	baixo
podľa	debaixo
podľa	de
miesto	lugar
miesto	momento
miesto	punto
miesto	sobre
miesto	lugar
miesto	casa
miesto	sitio
miesto	zona
miesto	lugar
bolo	era
bolo	estaba
bolo	foi
jej	seus
jej	súas
jej	seu
jej	o
jej	súa
jej	a
jej	ela
jej	a
jej	seu
jej	súa
ich	seus
ich	as
ich	súas
ich	os
ich	seu
ich	súa
ich	eles
ich	os
ich	deles
medzi	entre
medzi	os
projekty	proxectos
projekty	os
team	equipo
team	de
byť	ser
byť	estar
byť	a
byť	se
byť	ser
byť	estar
francúzska	franceses
francúzska	francés
francúzska	francesa
francúzska	francesas
francúzska	francia
francúzska	franza
najvyšší	corte
najvyšší	suprema
najvyšší	supremo
najvyšší	máis
však	porén
však	con
však	todo
však	sen
však	embargo
však	pero
však	aínda
pod	na
pod	debaixo
pod	por
pod	baixo
pod	abaixo
pod	embaixo
pod	seccionada
pod	baixo
pod	debaixo
pod	de
pred	de
pred	antes
vývoj	desenvolvemento
vývoj	da
vývoj	de
vývoj	xapón
vývoj	proxecto
vývoj	evolución
graf	gráfico
graf	gráfica
graf	gráfica
graf	amosa
graf	gráfico
tak	así
tak	que
tak	entón
tak	tan
kde	onde
môže	poden
môže	pode
môže	maio
môže	que
môže	podo
môže	poden
môže	podo
môže	podes
môže	podemos
môže	pode
môže	non
nasledujúci	seguir
nasledujúci	seguindo
nasledujúci	seguintes
nasledujúci	seguinte
nasledujúci	próxima
nasledujúci	ao
nasledujúci	seguinte
nasledujúci	lado
nasledujúci	próximo
nasledujúci	o
zobrazuje	programas
zobrazuje	demostra
keď	cando
keď	se
len	único
len	só
len	única
len	de
len	só
mesto	cidade
mesto	pobo
mesto	vila
mesto	aldea
mesto	city
mesto	cidade
mesto	da
počas	durante
počas	na
tiež	tamén
usa	eua
rokov	anos
nie	non
nie	non
nie	hai
september	setembro
september	de
úmrtia	a
úmrtia	morte
úmrtia	mortes
neskôr	despois
neskôr	máis
neskôr	tarde
neskôr	logo
aby	a
aby	para
aby	que
aby	facer
aby	que
storočia	séculos
storočia	século
storočia	xiii
nad	sobre
nad	ascende
nad	por
nad	riba
nad	da
nad	enriba
nad	arriba
časti	partes
stránka	zona
stránka	lugar
skupiny	grupo
skupiny	de
skupiny	dous
skupiny	grupos
roka	ano
ktorú	que
ktorú	cal
časť	sección
časť	parte
október	outubro
október	de
mesta	cidade
mesta	pobo
mesta	vila
mesta	aldea
mesta	city
mesta	cidade
mesta	da
marec	marzo
marec	de
marec	marcha
august	de
august	agosto
skupina	grupo
skupina	de
veľmi	moi
potom	logo
potom	despois
potom	entón
potom	e
potom	daquela
oficiálna	oficial
narodenia	a
narodenia	luz
narodenia	nacemento
narodenia	orixe
narodenia	de
tento	isto
tento	esta
tento	este
osobnosti	personalidade
november	novembro
november	de
december	decembro
december	de
stal	foi
stal	a
stal	converteuse
stal	nunha
stal	nun
stal	en
stal	se
stal	converteu
iba	único
iba	só
iba	única
iba	de
iba	só
roky	anos
oblasti	área
oblasti	zona
oblasti	zonas
oblasti	áreas
január	xaneiro
január	de
mal	tiña
mal	que
mal	tiven
proti	en
proti	contra
proti	os
apríl	abril
apríl	de
sveta	mundo
bez	sen
najmä	especialmente
najmä	sobre
najmä	todo
viac	máis
február	febreiro
február	de
mužov	homes
mužov	os
názov	nome
názov	se
názov	título
okolo	redor
okolo	arredor
okolo	por
okolo	aquí
ešte	aínda
ešte	non
prvý	primeiro
prvý	primeira
text	texto
text	de
text	mensaxe
text	mensaxes
máj	poden
máj	pode
máj	maio
máj	que
máj	podo
spolu	total
spolu	de
spolu	xuntos
preto	polo
preto	tanto
preto	por
preto	iso
preto	daquela
tom	tom
saint	santo
saint	san
okrem	excepto
okrem	só
okrem	pero
okrem	agás
okrem	menos
bar	pola
bar	de
bar	taberna
bar	bar
americký	estadounidense
americký	americanos
americký	americana
americký	americano
júl	xullo
júl	de
cez	través
cez	via
cez	rúa
cez	través
cez	a
cez	por
asi	probablemente
asi	que
asi	que
asi	supoño
asi	creo
jeden	unha
jeden	un
objavil	descubrimos
objavil	descuberto
objavil	descubriu
objavil	descubrín
ktorých	que
ktorých	cuxo
ktorých	cuxa
ktorých	cuxos
ktorých	de
ktorých	a
ktorých	quen
vojny	guerra
vojny	a
vojny	guerras
vojny	guerra
rok	ano
ulica	rúa
ulica	street
album	ubicación
dátum	cita
dátum	a
dátum	día
dátum	data
žien	mulleres
žien	as
tieto	estas
tieto	estes
januára	xaneiro
januára	de
majú	que
majú	ter
majú	teñen
majú	temos
majú	teño
toto	isto
toto	esta
toto	este
ktorí	quen
ktorí	que
všetky	todo
všetky	todos
všetky	todas
francúzsky	franceses
francúzsky	francés
francúzsky	francesa
francúzsky	francesas
mestá	vilas
mestá	cidades
mestá	nas
svoje	seus
svoje	súas
svoje	seu
svoje	o
svoje	súa
svoje	a
teda	así
teda	a
žije	vidas
žije	vida
žije	vive
často	frecuencia
často	a
často	miúdo
často	moito
často	veces
často	acotío
ján	john
niekoľko	varios
niekoľko	varias
okres	distrito
okres	fiscal
okres	do
jún	xuño
dnes	hoxe
dnes	día
pretože	porque
pretože	por
ani	nin
ani	tampouco
ani	habemos
ani	ningún
ani	non
ani	eu
ani	nin
ani	non
ktorého	que
ktorého	cuxo
ktorého	cuxa
ktorého	cuxos
ktorého	de
ktorého	a
ktorého	quen
nové	novo
nové	novas
nové	nova
nové	novos
všetkých	todo
všetkých	todos
všetkých	todas
štátu	estado
ďalšie	adicional
ďalšie	próxima
ďalšie	ao
ďalšie	seguinte
ďalšie	lado
ďalšie	próximo
ďalšie	o
ďalšie	outra
ďalšie	outros
ďalšie	outro
ďalšie	outras
ďalšie	máis
ďalšie	lonxe
ďalšie	máis
tým	equipo
tým	de
meno	nome
meno	se
dve	dous
dve	dúas
dva	dous
dva	dúas
mala	tiña
mala	que
mala	tiven
style	estilo
približne	sobre
približne	de
približne	traducido
približne	aproximadamente
táto	isto
táto	esta
táto	este
prvé	primeiro
prvé	primeira
martin	martin
tri	tres
tri	3
nich	eles
nich	os
nich	deles
začal	comecei
začal	a
