din	from
care	kimler
care	who
care	kim
care	hangi
care	hangisi
mai	mai
mai	daha
mai	devamı
mai	more
pentru	icin
pentru	için
lui	lui
lui	onunki
lui	onun
sit	site
sit	sitede
după	sonrası
după	ardından
după	sonrasında
după	sonra
ale	bira
lea	lea
prin	aracılığıyla
prin	yoluyla
prin	geçerek
regiunea	bölge
regiunea	bölgede
regiunea	bölgesi
mare	harika
mare	big
mare	buyuk
mare	büyük
mare	kocaman
mare	deniz
anul	yıl
anul	yılı
anul	sene
comună	yaygın
externe	harici
locuitori	sakinleri
legături	bağlantılar
legături	bağlar
legături	bağlantıları
legături	bağlantılar
legături	bağlar
legături	bağlantıları
vezi	gör
vezi	görün
vezi	görmek
dar	ama
dar	fakat
cod	kodu
cod	şifre
cod	kod
cod	cod
cod	morina
populație	nüfusu
populație	nüfus
bucurești	bükreş
bucurești	bucurești
fiind	olmak
românia	romanya
jpg	jpg
lista	liste
lista	listesi
lista	listeyi
ucraina	ukrayna
nume	adınız
nume	isim
nume	ad
nume	adın
nume	adı
ani	ani
ani	anı
ani	yıllarca
ani	yıllardır
ani	yıllar
ani	yılların
ani	seneler
avea	vardı
între	arasında
între	arasına
între	arası
între	arasındaki
comuna	belediye
comuna	belediyesi
comuna	belediyeye
comuna	yaygın
poate	belki
poate	belki
două	iki
rege	kral
rege	king
sub	altında
sub	altinda
sub	altına
alte	diğer
alte	diğeri
alte	öteki
alte	diger
regiune	bölge
regiune	bölgede
regiune	bölgesi
anii	yıllarca
anii	yıllardır
anii	yıllar
anii	yılların
anii	seneler
parte	kısım
parte	parçası
parte	bölüm
parte	part
parte	kısmen
județul	şehristanı
județul	ilçe
județul	county
centura	kayış
centura	kemer
centura	kuşak
dinastia	hanedanı
septembrie	eylül
timp	zaman
timp	vakit
timp	süre
timp	time
despre	hakkında
despre	yaklaşık
unde	nereye
unde	nerde
unde	nere
unde	nerede
majoritatea	çoğu
majoritatea	çogu
majoritatea	çoğunluğu
majoritatea	çoğunluk
densitate	yoğunluk
densitate	yoğunluğu
limbă	dil
limbă	dili
limbă	dil
limbă	dile
limbă	dili
limbă	lisan
iunie	june
iunie	haziran
multe	birçok
socorro	socorro
prima	öncelikle
prima	önce
prima	ilk
prima	once
octombrie	ekim
august	ağustos
august	august
sat	köyü
sat	köy
sat	oturdum
sat	uydu
sat	oturdu
martie	mart
martie	marş
martie	yürüyüş
biserica	church
biserica	kiliseye
biserica	kilise
fișier	dosya
fișier	dosyası
decembrie	aralık
toate	all
toate	hepsini
toate	tamamı
toate	hepsi
toate	tümü
ianuarie	ocak
latns	latns
latd	latd
longd	longd
adresă	adresiniz
adresă	adresi
adresă	adres
noiembrie	kasım
cum	nasil
cum	nası
cum	nasıl
imagine	fotoğraf
imagine	resim
imagine	resmi
imagine	görsel
imagine	resim
imagine	görüntü
imagine	imaj
statul	state
statul	eyalet
statul	devlet
lor	onların
lor	onlarin
avut	vardı
familia	ailesi
familia	family
familia	aile
numele	adınız
numele	isim
numele	ad
numele	adın
numele	adı
timpul	zaman
timpul	vakit
timpul	süre
timpul	time
nord	kuzey
nord	kuzeyde
nord	north
nord	kuzeye
nord	nord
principală	main
principală	ana
sud	güney
sud	güneye
aprilie	nişan
aprilie	nisan
loc	yer
primul	öncelikle
primul	önce
primul	ilk
primul	once
astfel	böylece
iulie	temmuz
doar	yalnızca
doar	sadece
doar	sadece
doar	just
editura	yayıncı
asteroid	göktaşı
asteroid	asteroit
februarie	şubat
listă	liste
listă	listesi
listă	listeyi
trei	üç
trei	three
asteroizi	asteroit
asteroizi	göktaşları
limba	dil
limba	dili
limba	dil
limba	dile
limba	dili
limba	lisan
lats	lats
longm	longm
latm	latm
discuție	tartışma
franța	fransa
franța	france
partea	kısım
partea	parçası
partea	bölüm
partea	part
partea	kısmen
mult	çok
fără	olmadan
fără	onsuz
departamentul	bölümü
departamentul	departman
departamentul	bölüm
departamentul	departmanı
foarte	cok
foarte	çok
raionul	koridor
data	tarihi
data	randevu
data	flört
data	buluşma
data	tarih
data	veri
data	veriler
data	data
departament	bölümü
departament	departman
departament	bölüm
departament	departmanı
unul	biri
unul	bir
apoi	öyleyse
apoi	ozaman
apoi	sonra
grup	gurup
grup	grup
grup	grubu
locul	yer
oraș	town
oraș	kasaba
oraș	şehir
oraș	sehir
oraș	city
oraș	şehir
pot	can
camp	kampı
camp	kamp
camp	kampta
camp	camp
germania	almanya
face	yap
satul	köyü
satul	köy
național	millî
național	national
național	milli
național	ulusal
note	not
note	notları
note	notlar
perioada	adet
perioada	nokta
perioada	dönem
minoritate	azınlık
cadrul	çerçeve
general	genel
general	general
război	savaş
război	war
război	savas
peste	üzeri
peste	bitti
română	rumen
română	romen
află	öğrenin
află	öğren
află	öğrenmek
început	başladık
început	başladı
început	başladım
început	başlangıcı
început	başlangıç
iii	iii
duce	dük
duce	duke
duce	duce
român	rumen
român	romen
provincia	il
existând	mevcut
vedere	gör
vedere	görünüm
vedere	görünümü
vedere	manzara
wikipedia	wikipedia
wikipedia	vikipedi
specie	tür
specie	türler
punct	nokta
punct	dot
punct	puan
punct	point
punct	nokta
stat	state
stat	eyalet
stat	devlet
unite	birleşik
unite	birlik
unite	united
unite	birleşmiş
moldova	moldova
file	sekmeleri
atunci	öyleyse
atunci	ozaman
atunci	sonra
aceste	bunlar
aceste	bunları
aceste	şunlar
secolul	yüzyıl
secolul	asır
una	biri
una	bir
aceasta	bu
aceasta	bunu
life	life
life	hayat
life	yaşam
life	ömür
reședință	ikamet
reședință	konut
orașul	sehir
orașul	city
orașul	şehir
tot	all
tot	hepsini
tot	tamamı
tot	hepsi
tot	tümü
tot	hala
tot	hâlâ
tot	halen
chiar	bile
chiar	hatta
făcut	yapılmış
făcut	yapıldı
cunoscute	bilinir
cunoscute	bilinen
film	film
film	sinema
film	filim
film	film
perioadă	adet
perioadă	nokta
perioadă	dönem
vorbitori	hoparlör
date	tarihleri
date	tarihler
date	veri
date	veriler
date	data
cunoscută	bilinir
cunoscută	bilinen
aici	burada
aici	burda
mari	big
mari	buyuk
mari	büyük
mari	kocaman
mari	mari
zile	günler
zile	günlerden
zile	günleri
zile	günlerce
față	öne
față	cephe
față	ön
față	yüzün
față	yüzünü
față	yüz
față	yüzü
față	face
club	klüp
club	club
club	kulüp
club	kulübü
componente	bileşenleri
componente	parçalar
componente	bileşen
ulterior	akabinde
est	doğuya
est	doğu
est	doğuda
est	est
nou	yeni
ales	seçilmiş
ales	seçilen
ales	seçildi
numai	yalnızca
numai	sadece
ioan	john
ioan	yahya
ioan	ioan
ion	iyon
rusă	rus
rusă	rusça
isbn	isbn
populația	nüfusu
populația	nüfus
doi	iki
același	aynısından
același	aynen
același	ayni
același	aynı
același	aynısı
membru	üye
dată	tarihi
dată	randevu
dată	flört
dată	buluşma
dată	tarih
numit	adında
numit	aradı
oficial	resmî
oficial	official
oficial	resmi
oficial	resmen
împotriva	karsi
împotriva	aleyhinde
împotriva	karşı
deși	gerçi
deși	gerçi
saint	aziz
saint	azize
saint	saint
împreună	beraber
împreună	beraberce
împreună	birlikte
specia	tür
specia	türler
vest	west
vest	batıya
vest	batı
vest	batıda
vest	batılı
vest	western
vest	batı
italia	italia
italia	italya
puțin	minik
puțin	küçük
puțin	az
încă	hala
încă	hâlâ
încă	halen
descoperit	keşfetmiş
descoperit	keşfetti
descoperit	keşfedildi
înainte	ileri
înainte	öne
înainte	ileriye
înainte	önceki
înainte	önceden
înainte	önce
înainte	öncesi
înainte	öncesinde
lemn	odun
lemn	ağaç
lemn	ahşap
lemn	tahta
noi	yeni
nicolae	nicholas
nicolae	nicolae
națională	millî
națională	national
națională	milli
națională	ulusal
statele	devletler
statele	eyaletler
roman	romalı
roman	roman
roman	roman
drept	düz
mod	mode
mod	modu
mod	kip
mod	kipi
mod	mod
mod	mod
american	amerikalı
american	amerikan
american	american
fiecare	her
fiecare	herbiri
prezent	hediye
prezent	şimdiki
prezent	mevcut
casa	house
casa	ev
acestea	bunlar
acestea	bunları
acestea	şunlar
printre	arasında
categorie	kategori
categorie	kategorisi
text	yazı
text	mesaj
text	metin
cluj	cluj
bine	güzel
bine	iyi
bine	tamam
http	http
site	site
site	sitede
articole	makaleler
articole	yazılar
articole	makale
articole	eşyalar
articole	ürünler
alexandru	alexandru
alexandru	iskender
alexandru	alexander
unele	bazı
unele	bazıları
unele	bazılarını
unele	kimisi
milioane	milyon
milioane	milyonlar
milioane	milyonlarca
milioane	milyon
apă	su
doua	iki
iași	iași
ori	ori
țară	ülke
țară	vatan
sate	köyleri
târziu	gec
târziu	geç
istoria	tarihi
istoria	geçmiş
istoria	tarih
maria	maria
cunoscut	bilinir
cunoscut	bilinen
patru	four
patru	dört
republica	cumhuriyet
cca	yaklaşık
râul	nehri
râul	river
râul	nehir
râul	irmak
formată	oluştu
formată	oluşturulmuş
paris	paris
gheorghe	gheorghe
gheorghe	george
gheorghe	yorgo
tip	guy
tip	adam
tip	tipi
tip	tip
tip	türü
tip	tür
tip	type
premiul	ödül
premiul	ödülü
premiul	ödül
premiul	ödülü
persoane	kişiler
persoane	halk
persoane	kişiler
persoane	insanlar
persoane	millet
constantin	constantin
constantin	konstantin
constantin	constantine
etc	vb
exemplu	örneği
exemplu	örnek
exemplu	örneğin
descriere	başlık
descriere	açıklama
descriere	manşet
descriere	tanım
descriere	açıklama
descriere	tanımlama
descriere	tarif
descriere	açıklaması
descriere	ediniz
george	george
george	yorgo
articol	yazı
articol	madde
articol	makale
născut	doğan
născut	doğuştan
născut	doğdu
născut	doğmuş
născut	doğdum
numărul	rakam
numărul	numara
numărul	numarası
numărul	sayı
comitatul	şehristanı
comitatul	ilçe
comitatul	county
harta	harita
harta	haritası
john	john
john	yahya
jos	down
jos	aşağıya
jos	aşağı
marea	deniz
deoarece	cünkü
deoarece	çünkü
localitate	semt
aproape	nerdeyse
aproape	neredeyse
scris	yazılmış
scris	yazıldı
scris	yazan
scris	yazılı
scris	yazılan
raport	şikayet
raport	rapor
echipa	kadro
echipa	ekip
echipa	manga
echipa	bölük
echipa	takım
echipa	team
echipa	ekip
echipa	takım
diferite	farklı
