que	bahawa
del	del
los	the
con	dgn
con	dengan
las	the
una	satu
una	one
categoría	kategori
para	untuk
como	caranya
como	like
como	ibarat
fue	ws
más	lebih
más	lagi
más	more
sus	their
sus	your
sus	its
también	juga
también	too
también	jugak
entre	entre
entre	antara
este	ni
este	timur
pero	tapi
pero	tetapi
años	tahun
dos	dos
dos	dua
son	adalah
sobre	tentang
sobre	perihal
sobre	sampul
año	tahun
desde	semenjak
desde	since
desde	sejak
desde	dari
desde	daripada
esta	ni
enlaces	pautan
enlaces	link
hasta	genap
hasta	hinggalah
hasta	hinga
hasta	sehinggalah
hasta	sampai
externos	luaran
ciudad	bandar
ciudad	city
ciudad	bandaraya
ciudad	bandar
ciudad	kota
ciudad	ciudad
ser	being
ser	menjadi
ser	ser
parte	parti
parte	bahagian
sin	tanpa
sin	yaasin
sin	dosa
donde	mana
san	san
san	saint
era	ws
nacional	national
nacional	kebangsaan
nacional	nacional
primera	pertama
primera	first
primera	dulu
primera	dahulu
team	pasukan
team	team
cuando	bila
cuando	apabila
nombre	nama
utc	utc
siglo	siglo
siglo	abad
siglo	century
después	selepas
después	later
después	kemudiannya
después	nanti
españa	sepanyol
tiene	telah
tiene	mempunyai
tiene	has
otros	lain
otros	lain
gran	besar
gran	hebat
gran	nek
gran	gran
gran	rb
gran	grand
unidos	bersatu
unidos	united
puede	mampukah
puede	boleh
estado	status
estado	keadaan
estado	negara
estado	negeri
estado	state
estado	syarat
estado	kondisi
uno	uno
uno	satu
uno	one
lugar	place
lugar	tempat
lugar	lokasi
lugar	location
primer	pertama
primer	first
primer	dulu
primer	dahulu
población	penduduk
población	populasi
muy	sangat
mismo	sama
mismo	same
nueva	new
nueva	baharu
nueva	baru
fueron	were
historia	cerita
historia	story
historia	sejarah
club	club
club	kelab
eran	were
universidad	universiti
universidad	kolej
forma	shape
forma	bentukkan
forma	bentuk
forma	borang
tres	tres
tres	tiga
grupo	grupo
grupo	berkumpulan
grupo	group
grupo	kumpulan
general	umum
general	jeneral
general	general
guerra	war
guerra	perang
guerra	peperangan
guerra	peperangan
aunque	sungguhpun
aunque	walaupun
aunque	walau
aunque	though
aunque	meskipun
aunque	walaupun
aunque	walau
tras	selepas
familia	families
familia	keluaga
familia	keluarga
familia	family
familia	keluarga
además	juga
además	plus
todo	semuanya
todo	segalanya
todo	semua
sur	selatan
sur	sur
sur	selatan
mayor	pengkhususan
mayor	mejar
mayor	major
tiempo	cuaca
tiempo	waktu
tiempo	masa
