ngc	एनजीसी
kao	like
kao	जैसे
koji	जिसने
koji	कौन
koji	जो
također	भी
također	भी
također	too
katalog	सूचीपत्र
katalog	कैटलॉग
katalog	तालिका
katalog	सूचीपत्र
katalog	कैटलॉग
spisak	सूची
galaksija	गैलेक्सी
galaksija	आकाशगंगा
vanjski	बाहरी
vanjski	बाहरी
vanjski	बाह्य
koja	जिससे
što	क्या
što	कया
nalazi	निष्कर्षों
nalazi	पाता
bio	था
bio	थी
bio	महरूम
prečnik	व्यास
gdje	कहाँ
gdje	कहां
gdje	जहां
gdje	जहाँ
broj	संख्या
broj	नंबर
broj	क्रमांक
oko	परिचय
oko	नेत्र
oko	आँख
oko	आंख
oko	नजर
mjesto	जगह
mjesto	स्थान
mjesto	प्लेस
nakon	बाद
nakon	वेक
pogledajte	जाँचें
pogledajte	जाँच
sajtu	साइटें
sajtu	साइट
sajtu	साईट
najveći	महानतम
poznat	ज्ञात
poznat	मशहूर
poznat	प्रसिद्ध
stanovnika	निवासी
stanovnika	निवासियों
izvještaj	रिपोर्ट
izvještaj	रपट
ali	परन्तु
ali	लेकिन
ali	लेकीन
ali	मगर
ali	लकिन
udaljenost	दूरी
udaljenost	अलहदा
apsolutna	निरपेक्ष
pomak	शिफ्ट
pomak	शिफ़्ट
grupa	ग्रुप
grupa	समूह
spiralna	सर्पिल
pop	पॉप
vidljivo	दृष्टिगोचर
vidljivo	दृश्यमान
vidljivo	दृश्य
minuta	मिनट
minuta	मिनट्स
minuta	मिनिट
minuta	मिनट
naseljeno	आबादी
mag	मैग
mag	mag
novi	नया
novi	नई
zvijezda	तारा
zvijezda	तारे
zvijezda	तारक
zvijezda	तारों
zvijezda	स्टार
zvijezda	तारों
zvijezda	तारे
zvijezda	सितारे
zvijezda	तारें
zvijezda	सितारों
ima	इमा
ima	रै
licenca	लाइसेंस
licenca	अनुज्ञा
com	com
popis	जनगणना
popis	जनसांख्यिकी
stadion	macron
stadion	स्टेडियम
kod	संहिता
kod	कोड
pod	तहत
pod	अधीन
pod	अंतर्गत
sastavu	संरचना
sastavu	रचना
sastavu	संयोजन
isbn	isbn
samo	सिर्फ
samo	केवल
samo	तभी
samo	सिर्फ
samo	बस
godina	सालों
godina	वर्ष
godina	साल
godina	वर्षों
godina	सालो
godina	वर्ष
godina	साल
prvo	प्रथम
prvo	पहली
prvo	पहले
prvo	पहला
hiljada	हज़ार
hiljada	हजार
zavod	इंस्टीट्यूट
zavod	संस्थान
sve	सबकुछ
sve	सभी
sve	सब
zemlje	देश
zemlje	देशो
zemlje	देशों
brzina	वेग
brzina	गति
brzina	रफ्तार
brzina	गति
naselje	अधिवास
naselje	निपटान
naselje	उपनिवेश
naselje	पड़ोस
više	ज्यादा
više	आदि
više	अधिक
kada	कब
kada	जब
prvi	प्रथम
prvi	पहली
prvi	पहले
prvi	पहला
deset	दस
deset	दहला
deset	टेन
tip	guy
tip	क़िस्म
tip	प्रकार
odnos	अनुपात
sljedeći	अगला
lokacija	लोकेशन
lokacija	अवस्थिति
lokacija	स्थान
lokacija	अवस्थिति
lokacija	स्थान
lokacija	स्थितियाँ
svjetlost	रोशनी
svjetlost	प्रकाश
svjetlost	हल्का
svjetlost	लाइट
svjetlost	चमकीलापन
svjetlost	चमकीली
masa	मास
masa	द्रव्यमान
masa	भीड़
masa	भीड
masa	मासा
baza	बेस
baza	आधार
objekti	सुविधाएं
objekti	वस्तु
objekti	ऑब्जेक्ट
objekti	वस्तुएँ
pozicija	पद
pozicija	स्थिति
pozicija	स्थितियाँ
karta	नक्शा
karta	मानचित्र
karta	मैप
karta	टिकट
karta	कार्ड
projekt	परियोजना
projekt	प्रोजेक्ट
online	ऑनलाइन
dimenzije	आयाम
dok	जबकी
dok	जबकि
nasa	नासा
messier	मेसियर
night	रात
night	रात्रि
kako	केसे
kako	कैसे
kako	कैसा
atlas	एटलस
sky	आसमानी
sky	आकाश
sky	आसमां
sky	आसमान
najbliži	निकटतम
dio	हिस्से
dio	हिस्सा
dio	पार्ट
dio	भाग
jedan	एक
bilo	कोई
astronomska	खगोलीय
radijalna	रेडियल
interaktivni	इंटरएक्टिव
interaktivni	इंटरेक्टिव
interaktivni	इंटरैक्टिव
simbad	सिम्बाद
style	शैली
style	style
style	अंदाज़
style	स्टाइल
napravio	बनाया
napravio	बना
rezultat	अंक
rezultat	स्कोर
rezultat	रिजल्ट
rezultat	परिणाम
otkriće	खोज
otkriće	डिस्कवरी
grad	बस्ती
grad	नगर
grad	कस्बा
grad	शहर
grad	सिटी
grad	नगर
tokom	दौरान
vrijeme	वक़्त
vrijeme	वक्त
vrijeme	समय
stranica	पृष्ठ
stranica	पेज
stranica	पृष्ठ
stranica	पेज
stranica	पन्ने
stranica	पृष्ठों
dva	दो
sastav	संरचना
sastav	रचना
sastav	संयोजन
log	वैकल्पिक
log	लॉग
log	log
hrvatska	क्रोएशिया
ukupno	कुल
ugc	ugc
msg	मैसेज
msg	मेसेज
baz	अफ़वाह
baz	बज़
županija	लैन
županija	काउंटी
knjiga	बुक
knjiga	किताबे
knjiga	पुस्तक
knjiga	किताब
knjiga	पुस्तकें
knjiga	पुस्तकों
knjiga	किताबें
knjiga	किताबे
tri	तीन
bosna	बोस्निया
bili	बिली
bili	यहूद
prije	पहले
toga	उस
toga	कि
jer	क्योंकि
jer	क्योकि
jer	क्युकी
protiv	खिलाफ
protiv	विरुद्ध
protiv	विरूद्ध
ime	नाम
nekoliko	जोड़ा
nekoliko	जोड़ी
nekoliko	युगल
nekoliko	कई
nekoliko	अनेक
kasnije	बाद
stare	ओल्ड
stare	पुराने
stare	पुरानी
stare	पुराना
stare	वृद्ध
stare	बूढ़ा
jpg	jpg
republika	गणराज्य
republika	गणतंत्र
hercegovina	हर्ज़ेगोविना
autor	रचयिता
autor	लेखक
strane	किनारा
strane	पहलू
http	http
http	एचटीटीपी
drugi	दूसरा
drugi	सेकेंड
drugi	द्वितीय
drugi	सेकण्ड
drugi	सेकंड
drugi	दूसरी
drugi	अन्य
drugi	अन्य
imao	था
tim	tim
tim	टिम
tim	टीम
tim	टोली
danas	आज
iako	हालाँकि
iako	हालांकि
iako	यद्यपि
iako	हालांकि
bez	बिना
bez	बगैर
koristi	उपयोग
koristi	प्रयुक्त
jakov	जैकब
jakov	याकूब
jakov	जेकब
jakov	याक़ूब
sad	अब
sad	अभी
izdavač	प्रकाशक
vjerski	धार्मिक
sarajevo	साराजेवो
naseljima	पड़ोस
veliki	बड़े
veliki	बड़ा
veliki	बड़ी
veliki	विशाल
veliki	बड़े
veliki	बड़ा
veliki	बड़ी
veliki	बिग
nisu	नही
nisu	नहीं
put	पथ
put	पाथ
put	मार्ग
put	रूट
put	रोड
put	सड़क
eso	eso
dana	दिन
dana	दिनों
dana	दना
dana	दाना
zvanična	अधिकारी
zvanična	सरकारी
zvanična	आधिकारिक
gelo	गेलो
datoteka	फ़ाइलें
datoteka	फ़ाइल
datoteka	संचिका
datoteka	फाइलें
datoteka	फाइल
datoteka	फ़ाइल
datoteka	संचिका
caption	कैप्शन
caption	शीर्षक
text	पाठ
text	टेक्स्ट
općina	नगरपालिका
često	अक्सर
često	अकसर
često	अक्सर
često	प्रायः
ove	ये
ove	यह
ove	इस
ove	ये
koju	जिससे
nego	than
pri	pri
sam	सैम
sam	sam
hiljade	हज़ार
hiljade	हजार
hiljade	हज़ारो
hiljade	हजारों
hiljade	हजारो
hiljade	हज़ारों
film	चलचित्र
film	फ़िल्म
film	मूवी
film	फिल्म
film	फ़िल्म
film	फिल्म
film	फिल्मी
države	राज्यों
države	राज्यो
države	स्टेट्स
države	राज्य
cest	cest
ljudi	मनुष्यों
ljudi	इंसानो
jedna	एक
odnosno	क्रमशः
eliptična	अंडाकार
država	राज्यों
država	राज्यो
država	स्टेट्स
država	राज्य
država	अवस्था
država	स्टेट
država	स्थिति
država	राज्य
tada	फिर
tada	तब
njegov	उसकी
njegov	उसका
njegov	उसके
grupe	समूहों
grupe	समूह
jezik	जीभ
jezik	भाषा
#aaa	#aaa
kralj	राजा
kralj	बादशाह
kralj	किंग
napomena	व्याख्या
napomena	नोट
vrlo	बहुत
glavni	प्रधान
glavni	प्रमुख
glavni	मुखिया
glavni	मुख्य
glavni	मुख्य
glavni	मेन
glavni	प्रमुख
william	विलियम
ona	वो
četiri	चार
njegova	उसकी
njegova	उसका
njegova	उसके
marta	marta
oni	उन्होंने
oni	वे
neki	कुछ
john	जॉन
osim	मगर
osim	अलावा
kojima	जीस
kojima	जिसे
kojima	जिसको
sistem	तंत्र
sistem	सिस्टम
sistem	तन्त्र
sistem	प्रणाली
puta	बार
puta	टाइम्स
mjesta	स्थान
mjesta	सीटें
mjesta	सीटों
mjesta	सीटे
dan	दन
dan	डान
dan	दिवस
dan	दिन
predstavlja	मुद्राओं
predstavlja	मुद्राएँ
velika	बड़े
velika	बड़ा
velika	बड़ी
velika	विशाल
velika	ग्रैंड
obično	प्रायः
obično	सामान्यतः
prvenstvo	चैम्पियनशिप
prvenstvo	चैंपियनशिप
zajedno	साथ
zatim	फिर
zatim	तब
način	तरीका
način	राह
način	मार्ग
način	रास्ते
način	रास्ता
rat	युद्ध
vrsta	प्रकार
vrsta	करुणामय
vrsta	दयालु
vrsta	प्रजातियां
vrsta	प्रजाति
top	तोपें
top	तोप
top	तोपों
top	उपर
top	ऊपर
top	टॉप
top	शीर्ष
bgcolor	bgcolor
tom	टॉम
tom	tom
uglavnom	मुख्यतः
uglavnom	अधिकांशतः
uglavnom	अधिकांश
uglavnom	ज्यादातर
uglavnom	अधिकतर
uglavnom	ज़्यादातर
tome	टोम
tome	टॉम
tome	tom
maja	माया
maja	माजा
smrti	मौतें
smrti	मौतों
mora	जरूर
dobio	मिली
dobio	मिला
dobio	प्राप्त
nalaze	निष्कर्षों
nagrada	ईनाम
nagrada	इनाम
nagrada	पुरस्कार
nagrada	पुरस्कार
nagrada	सवाब
nagrada	बदला
svi	सभी
svi	सब
veoma	बहुत
najbolji	बेस्ट
najbolji	सर्वश्रेष्ठ
najbolji	बेहतरीन
sarajevu	साराजेवो
rođen	जन्म
rođen	जन्मे
rođen	born
herschel	हर्शेल
npr	npr
američki	अमेरिकन
američki	अमेरिकी
američki	अमरीकी
mnogo	लोट
mnogo	लॉट
područja	एटलस
područja	क्षेत्र
područja	क्षेत्रों
jula	जुलाई
doba	उम्र
doba	आयु
drugim	अन्य
postoje	मौजूद
zastava	झंडा
zastava	फ़्लैग
zastava	ध्वज
vrste	प्रकार
vrste	करुणामय
vrste	दयालु
vrste	प्रकार
jednom	एकबार
uključujući	सहित
sistema	सुसज्जित
čak	सम
čak	भी
predsjednik	प्रदेशाध्यक्ष
predsjednik	राष्ट्रपति
predsjednik	अध्यक्ष
ipak	स्टिल
posebno	विशेषकर
posebno	विशेषकर
album	एलबम
album	अलबम
album	एल्बम
član	सदस्य
vijek	लाइफ़टाइम
vijek	आजीवन
vijek	आयु
vijek	शतक
vijek	शताब्दी
vijek	सदी
york	यॉर्क
iii	तृतीय
iii	iii
uvijek	हमेशा
uvijek	सदा
dolazi	आईये
dolazi	आइये
dolazi	आता
većina	अधिकांश
većina	सर्वाधिक
većina	मोस्ट
većina	सबसे
većina	बहुमत
liga	लीग
liga	liga
koriste	उपयोग
sin	बेटा
sin	लाडला
sin	सोन
sin	पुत्र
sin	बेटे
njega	उससे
njega	उसको
njega	उसे
manje	कम
sada	अब
sada	अभी
juni	juni
juni	जून
slika	तस्वीर
slika	पिक्चर
slika	चित्र
slika	छवि
slika	प्रतिबिम्ब
slika	चित्र
njemački	जर्मन
njemački	जर्मनी
znači	मतलब
znači	यानि
znači	अर्थात्
ostrva	द्वीपसमूह
ostrva	आइलैंड्स
nad	nad
radio	रेडियो
dijela	पार्ट्स
dijela	भाग
život	जिंदगी
život	ज़िन्दगी
život	ज़िंदगी
život	जिन्दगी
život	जीवन
augusta	augusta
uefa	यूईएफए
rijeka	नदी
prava	अधिकार
prava	अधिकारों
januar	जनवरी
žena	औरत
žena	नारी
žena	महिला
žena	स्त्री
žena	पत्नी
žena	बीवी
februar	फरवरी
februar	फ़रवरी
bosanski	बोस्नियाई
april	अप्रैल
mart	mart
mart	मार्ट
mart	मार्च
mart	कूच
august	अगस्त
pet	पालतू
pet	पालतु
pet	पांच
pet	पाँच
osoba	व्यक्ति
septembar	सितम्बर
septembar	सितंबर
riječi	शब्दों
riječi	लफ़्ज़ों
riječi	शब्द
decembar	दिसंबर
decembar	दिसम्बर
juli	जुलाई
naselju	एस्टेट
sezona	मौसम
sezona	ऋतु
sezona	मौसम
sezona	सीज़न
svaki	हर
svaki	प्रत्येक
svaki	प्रत्येक
maj	मई
maj	may
maj	मेजर
ostali	अन्य
centar	केन्द्र
centar	केंद्र
centar	मध्य
centar	बीच
centar	केंद्र
centar	केन्द्र
centar	मॉल
regija	क्षेत्र
regija	प्रदेश
njemačka	जर्मनी
polje	फील्ड
polje	फ़ील्ड
oktobar	अक्टूबर
oktobar	अक्तूबर
rezultati	परिणामों
rezultati	रिजल्ट
rezultati	परिणाम
francuski	फ़्रेंच
