категорија	kategori
година	aars
година	året
година	år
како	hvordan
како	gerne
како	like
што	hvad
бил	regning
бил	bill
бил	lovforslag
бил	blevet
бил	været
кои	hvem
кои	hvilket
кои	hvilken
кои	hvilke
или	enten
кој	hvem
други	andre
други	andet
други	andre
која	hvilket
која	hvilken
која	hvilke
има	har
била	var
била	blev
била	blevet
била	været
македонија	makedonien
додека	mens
кога	da
кога	når
кога	hvornår
страна	side
биле	var
дел	del
дел	del
дел	dell
околу	om
околу	omkring
околу	omkring
време	tid
време	tidspunkt
време	gang
време	klokkeslæt
време	tiden
век	århundrede
под	nedenunder
под	under
може	kunne
може	ku
може	kan
може	can
неговата	hans
еден	et
еден	en
еден	én
врски	slips
врски	link
врски	links
исто	samme
повеќе	mere
повеќе	flere
податоци	oplysninger
податоци	data
каде	hvor
многу	meget
многу	much
многу	meget
многу	masse
многу	lot
многу	lodtrækning
објекти	faciliteter
објекти	genstande
објекти	objekter
години	år
календар	kalenderen
календар	kalender
сите	alle
сите	alt
сите	alle
една	et
една	en
една	én
меѓу	blandt
меѓу	iblandt
меѓу	blandt
меѓу	iblandt
меѓу	mellem
меѓу	imellem
пред	inden
пред	før
ова	dette
ова	denne
јазик	tunge
јазик	tongue
јазик	tungen
јазик	sprog
јазик	sproget
само	kun
само	bare
каталог	katalog
каталог	kataloget
каталог	kataloger
каталог	katalog
каталог	kataloget
таа	hun
број	tal
број	antal
број	nummer
овој	dette
овој	denne
градот	city
градот	byen
градот	storby
градот	by
беше	var
беше	blev
беше	blevet
беше	været
општ	generiske
општ	generisk
кон	mod
односно	henholdsvis
кај	bei
оваа	dette
оваа	denne
тие	de
нов	ny
нов	nyt
нов	nye
селото	sapporo
времето	vejret
времето	vejr
времето	tid
времето	tidspunkt
времето	gang
времето	klokkeslæt
времето	tiden
некои	nogle
претставува	repræsenterer
место	plet
место	spot
место	stedet
место	place
место	sted
место	plads
место	mødested
овие	disse
општина	kommune
општина	kommunen
општина	kommun
започнува	begynder
започнува	begynder
започнува	starter
светот	world
светот	verden
преку	gennem
преку	via
преку	gennem
преку	igennem
македонски	makedonske
неколку	få
неколку	adskillige
неколку	flere
земјата	jorden
земјата	earth
земјата	jord
земјата	jordens
две	to
небо	himmel
небо	sky
небо	himlen
небо	himmel
уште	stadig
уште	stadigvæk
уште	mere
уште	flere
список	liste
список	list
неговиот	hans
септември	september
споменува	omtaler
споменува	nævner
споменува	mentions
кое	hvilket
кое	hvilken
кое	hvilke
сјај	glitter
сјај	glimmer
сјај	glød
сјај	gløder
град	town
град	byen
град	by
град	city
град	byen
град	storby
град	by
агол	hjørne
агол	hjørnet
агол	vinkel
село	selo
село	village
село	landsbyen
село	landsby
информации	info
информации	oplysninger
информации	oplysning
информации	information
информации	oplysninger
информации	underretning
германија	germania
германија	tyskland
помеѓу	mellem
помеѓу	imellem
црква	church
црква	kirken
црква	kirke
подоцна	senere
познати	vidst
познати	kendte
познати	kendt
познати	berømt
познати	berømte
познати	berømtheder
познати	kendt
жители	indbyggerne
жители	indbyggere
жители	beboere
жители	fastboende
жители	bosiddende
жители	residenter
жители	indbyggere
жители	beboere
бидејќи	fordi
треба	behov
својата	dens
својата	dets
својата	its
мини	mini
мини	miner
мини	minerne
мини	minnie
против	imod
против	mod
голем	large
голем	store
голем	stor
голем	stort
голем	big
голем	store
голем	stor
голем	stort
период	tidsrum
период	periode
период	perioden
луѓе	mændene
луѓе	mænd
луѓе	mennesker
луѓе	personer
луѓе	folk
луѓе	people
војна	krigen
војна	krig
војна	war
војна	krige
сад	usa
скопје	skopje
република	republika
република	republik
република	republikken
три	tre
три	three
без	uden
помош	assistance
помош	bistand
помош	hjælp
помош	hjælpe
помош	mayday
поделба	afdeling
поделба	opdeling
поделба	division
поделба	hovedgruppe
космос	kosmos
освен	undtagen
над	over
над	derover
над	slut
над	ovenfor
над	over
над	ovenover
над	ovenstående
неговите	hans
иако	selvom
иако	skønt
иако	skønt
низ	gennem
низ	igennem
села	landsbyer
села	landsbyerne
почетокот	startskuddet
почетокот	kickoff
пример	eksempel
јазици	sprog
потоа	derefter
потоа	så
потоа	bagefter
денес	idag
видот	synet
начин	vej
начин	way
начин	måde
два	to
точка	prik
точка	dot
точка	punkt
точка	peg
точка	point
заедно	sammen
литература	litteratur
литература	litteraturen
пак	igen
пак	pac
него	ham
сепак	alligevel
сепак	stadig
сепак	stadigvæk
сепак	endnu
сепак	alligevel
постојат	eksisterer
постојат	eksistere
постојат	findes
своите	dens
своите	dets
своите	its
објект	genstand
објект	objekt
објект	facilitet
објект	faciliteten
јануари	januar
систем	systemet
систем	ordning
систем	system
име	betegnelse
име	navn
десно	højre
десно	rigtigt
десно	ret
основни	essentiel
