ngc	ngc
kao	нравится
kao	like
kao	как
koji	кто
koji	who
koji	воз
također	также
također	слишком
također	тоже
katalog	каталог
katalog	каталог
spisak	перечень
spisak	список
galaksija	галактика
galaksija	галактике
galaksija	galaxy
galaksija	гэлакси
vanjski	внешняя
vanjski	внешний
vanjski	внешнее
vanjski	внешние
vanjski	внешняя
vanjski	внешних
vanjski	внешний
koja	которое
koja	которая
koja	которые
koja	который
što	что
što	какие
što	какая
što	какой
nalazi	выводы
nalazi	находит
nalazi	найдет
nalazi	считает
bio	биография
bio	био
bio	был
bio	было
bio	была
prečnik	диаметр
gdje	где
gdje	куда
broj	число
broj	номер
broj	количество
oko	about
oko	о
oko	глаз
oko	око
oko	вокруг
mjesto	место
nakon	после
nakon	after
pogledajte	проверьте
pogledajte	чек
pogledajte	проверка
pogledajte	проверить
sajtu	сайт
najveći	величайших
najveći	величайший
poznat	известные
poznat	известное
poznat	известный
poznat	известен
poznat	известная
poznat	известная
poznat	знаменитая
poznat	известный
poznat	знаменитость
poznat	знаменитый
stanovnika	обитатели
stanovnika	жители
izvještaj	пожаловаться
izvještaj	отчёт
izvještaj	доклад
izvještaj	отчет
pgc	pgc
ali	но
udaljenost	расстояние
apsolutna	абсолютной
apsolutna	абсолютный
apsolutna	абсолютная
apsolutna	абсолютное
pomak	сдвиг
pomak	смену
pomak	shift
pomak	смена
grupa	группа
grupa	группы
grupa	group
spiralna	спирали
spiralna	спираль
pop	поп
pop	pop
vidljivo	видна
vidljivo	виден
vidljivo	видны
vidljivo	видимые
vidljivo	видимых
minuta	минуты
minuta	минут
minuta	минута
minuta	минуту
općine	муниципалитеты
općine	муниципалитетов
mag	мэг
novi	новые
novi	новинка
novi	новая
novi	новый
novi	новых
novi	новое
sadrži	содержащиеся
sadrži	содержит
zvijezda	star
zvijezda	звезда
zvijezda	стар
zvijezda	звёзды
zvijezda	звезды
može	может
može	мог
može	могла
može	может
može	могу
može	можно
može	can
ima	ima
ima	имеет
licenca	лицензия
licenca	лицензии
com	com
popis	переписи
popis	перепись
stadion	стадион
kod	код
kod	code
svg	svg
pod	под
sastavu	композиция
sastavu	состав
isbn	isbn
samo	только
samo	просто
samo	только
godina	годы
godina	лет
godina	years
godina	год
prvo	первый
prvo	сначала
prvo	первое
prvo	первая
prvo	first
hiljada	тысячи
hiljada	тысяча
hiljada	тысяч
zavod	институт
sve	все
sve	всё
sve	всем
sve	всех
sve	all
sve	все
zemlje	стран
zemlje	страны
brzina	скорость
brzina	скорость
brzina	скорости
naselje	урегулирование
naselje	поселение
naselje	урегулирования
naselje	окрестности
naselje	районе
naselje	район
više	более
više	больше
više	еще
kada	когда
kada	when
prvi	первый
prvi	сначала
prvi	первое
prvi	первая
prvi	first
deset	десять
deset	десятка
deset	ten
tip	гай
tip	ги
tip	парень
tip	type
tip	тип
odnos	соотношение
između	между
sljedeći	далее
sljedeći	следующий
sljedeći	следующая
sljedeći	next
lokacija	местоположение
lokacija	расположение
lokacija	местонахождение
lokacija	место
lokacija	местоположения
lokacija	места
lokacija	местах
svjetlost	light
svjetlost	свет
svjetlost	света
svjetlost	светло
svjetlost	яркость
masa	массе
masa	массового
masa	масса
masa	толпы
masa	толпа
masa	маса
baza	база
baza	основание
objekti	объекты
objekti	объектов
objekti	предметы
objekti	объекты
pozicija	позиция
pozicija	должность
pozicija	положение
pozicija	должности
pozicija	позиции
karta	карта
karta	карту
karta	билет
karta	карта
karta	карту
karta	карточка
projekt	project
projekt	проекта
projekt	проект
online	онлайн
online	online
dimenzije	размеры
dimenzije	аспекты
nasa	наса
messier	мессье
night	ночи
night	ночь
night	ночное
night	night
kako	как
atlas	atlas
atlas	атлас
sky	sky
sky	скай
sky	неба
sky	небо
najbliži	ближайшие
najbliži	ближайшее
najbliži	ближайший
najbliži	ближайшей
najbliži	ближайший
dio	часть
dio	частично
jedan	одна
jedan	one
jedan	одно
jedan	один
bilo	любой
bilo	любую
bilo	любые
bilo	любое
bilo	любая
astronomska	астрономических
radijalna	радиальная
interaktivni	интерактивные
interaktivni	интерактивный
interaktivni	интерактивного
simbad	simbad
style	style
style	стиль
napravio	сделанные
napravio	сделано
napravio	сделана
napravio	сделал
napravio	сделаны
rezultat	счёт
rezultat	счет
rezultat	очко
rezultat	результат
otkriće	открытие
otkriće	обнаружение
grad	town
grad	город
grad	городок
grad	city
grad	город
grad	города
vrijeme	время
vrijeme	времени
vrijeme	тайм
vrijeme	time
još	другой
još	другая
stranica	страница
stranica	страницу
stranica	page
stranica	страницы
stranica	страницы
stranica	страниц
dva	два
dva	две
dva	двое
sastav	композиция
sastav	состав
log	необязательно
log	факультативно
log	факультативные
log	журнал
hrvatska	хорватии
hrvatska	хорватия
ukupno	всего
ukupno	итого
msg	msg
baz	баз
baz	кайф
baz	базз
županija	графство
županija	округе
županija	округ
knjiga	книга
knjiga	книгу
knjiga	книг
knjiga	книги
tri	три
tri	трое
bosna	босна
bosna	боснии
bosna	босния
bosna	боснию
bili	билли
bili	были
prije	до
prije	перед
prije	прежде
toga	это
toga	that
protiv	против
ime	имя
ime	название
nekoliko	немногим
nekoliko	немногие
nekoliko	немногих
nekoliko	пара
nekoliko	парочку
nekoliko	пару
nekoliko	парочка
nekoliko	несколько
kasnije	позднее
kasnije	позже
stare	старая
stare	old
stare	старые
stare	старое
stare	старый
jpg	jpg
republika	республика
republika	республики
hercegovina	герцеговины
hercegovina	герцеговина
autor	автор
strane	стороны
http	http
drugi	секунда
drugi	второй
drugi	вторая
drugi	второе
drugi	другой
drugi	другая
drugi	другое
drugi	другие
drugi	прочие
drugi	другие
drugi	прочие
imao	имел
tim	тим
tim	тима
tim	команда
tim	team
danas	сегодня
danas	today
iako	хотя
iako	хотя
bih	биг
teritorijalne	территориальное
teritorijalne	территориальная
bez	без
koristi	используйте
koristi	использование
koristi	использовать
koristi	используется
koristi	использовано
koristi	используемый
koristi	используемые
koristi	использован
imaju	иметь
preko	over
preko	над
preko	виа
preko	via
preko	через
jakov	иакова
jakov	якоб
jakov	джейкоб
jakov	яков
sad	сейчас
sad	теперь
izdavač	издательство
izdavač	издатель
vjerski	религиозное
vjerski	религиозный
vjerski	религиозная
vjerski	религиозных
sarajevo	сараево
veliki	большой
veliki	крупных
veliki	крупный
veliki	большая
veliki	крупные
veliki	большие
veliki	большая
veliki	big
veliki	большие
veliki	большой
veliki	биг
nisu	не
put	путь
put	маршрут
put	трасса
put	дорога
put	дорожной
put	road
put	роуд
eso	eso
već	уже
dana	дни
dana	days
dana	дней
dana	даны
dana	дана
zvanična	официальных
zvanična	официальное
zvanična	официальный
zvanična	официальная
zvanična	официальные
kroz	сквозь
kroz	через
međutim	однако
datoteka	файлы
datoteka	файлов
datoteka	файл
caption	подпись
caption	заголовок
text	текста
text	текст
općina	муниципалитеты
općina	муниципалитетов
općina	муниципалитет
često	часто
često	нередко
često	часто
često	зачастую
ove	this
ove	это
ove	эта
ove	этот
ove	эти
koju	которое
koju	которая
koju	которые
koju	который
nego	чем
sam	сэм
hiljade	тысячи
hiljade	тысяча
hiljade	тысяч
hiljade	тысячи
film	фильм
film	кино
film	фильм
film	film
film	кино
države	государства
države	штатов
države	штаты
ljudi	люди
jedna	одна
jedna	one
jedna	одно
jedna	один
eliptična	эллиптические
država	государства
država	штатов
država	штаты
država	штат
država	состояние
država	государство
tada	тогда
tada	потом
tada	затем
njegov	его
grupe	группы
grupe	групп
jezik	язык
jezik	язык
kralj	король
kralj	кинг
kralj	царь
kralj	king
napomena	нота
napomena	записка
napomena	примечание
naselja	поселения
naselja	поселений
među	среди
vrlo	очень
glavni	шеф
glavni	начальник
glavni	вождь
glavni	основная
glavni	основные
glavni	главная
glavni	основных
william	уильям
william	вильям
william	вильгельм
ona	she
ona	она
postoji	существует
četiri	четверо
četiri	четыре
njegova	его
marta	марту
marta	марта
oni	те
oni	они
neki	некоторых
neki	некоторые
john	джон
john	иоанн
osim	кроме
kojima	кодзима
sistem	система
sistem	system
puta	времена
puta	таймс
puta	times
mjesta	места
mjesta	местами
mjesta	места
mjesta	сиденья
postao	стать
postao	стань
postao	стала
postao	стал
dan	дан
dan	дэн
dan	день
dan	day
dan	дэй
predstavlja	подарки
predstavlja	представляет
velika	большой
velika	крупных
velika	крупный
velika	большая
velika	крупные
velika	большие
velika	гран
velika	штук
velika	гранд
velika	grand
obično	обычно
obično	обычно
prvenstvo	чемпионат
zajedno	вместе
zatim	тогда
zatim	потом
zatim	затем
način	путь
način	way
način	способ
rat	войны
rat	war
rat	война
vrsta	добрая
vrsta	видов
vrsta	виды
vrsta	вид
radi	работает
radi	работа
radi	работаем
radi	рабочий
radi	рабочей
top	пушки
top	пушка
top	сверху
top	верх
top	топ
top	top
top	ладья
bgcolor	bgcolor
tom	том
uglavnom	преимущественно
cet	cet
tome	томе
tome	том
maja	майи
maja	майя
maja	майя
smrti	умершие
smrti	смерти
mora	должен
mora	должно
mora	должны
dobio	есть
dobio	получила
dobio	получил
dobio	получено
dobio	получен
dobio	полученная
dobio	полученные
dobio	получены
nalaze	выводы
nagrada	премия
nagrada	приз
nagrada	вознаграждение
nagrada	награда
svi	всем
svi	всем
svi	всех
svi	all
svi	все
svi	всем
svi	всех
svi	все
svi	каждый
veoma	очень
najbolji	лучшие
najbolji	лучшая
najbolji	лучший
najbolji	best
najbolji	лучшее
sarajevu	сараево
rođen	родилась
rođen	родился
herschel	гершель
npr	npr
američki	американский
američki	американские
američki	американская
američki	american
američki	американских
američki	американец
mnogo	много
mnogo	многое
mnogo	много
mnogo	лота
mnogo	лот
područja	районы
područja	области
jula	июль
doba	возраст
drugim	другой
drugim	другая
drugim	другое
drugim	другие
drugim	прочие
zastava	флаг
zastava	флажок
vrste	добрая
vrste	типы
vrste	типов
vrste	виды
jednom	однажды
jednom	раз
uključujući	включая
čak	даже
predsjednik	президент
predsjednik	председатель
imena	названия
imena	имена
posebno	особенно
posebno	особенно
dalje	далее
dalje	дальнейшая
treba	нужно
treba	нужна
treba	потребность
treba	потребностей
treba	потребности
album	альбом
član	участник
član	член
vijek	возраст
vijek	века
vijek	возрастов
vijek	век
vijek	столетие
york	йорк
york	йорке
iii	iii
postaje	становится
uvijek	всегда
dolazi	приходите
dolazi	приходи
dolazi	приходит
dolazi	иду
dolazi	предстоящие
većina	большинство
većina	наиболее
većina	большинство
liga	лиги
liga	лига
koriste	используйте
koriste	использование
koriste	использовать
sin	сынок
sin	сын
njega	его
njega	ему
manje	меньше
manje	менее
one	те
sada	сейчас
sada	теперь
juni	юни
juni	июнь
juni	джун
juni	июня
slika	картинка
slika	фотография
slika	фотка
slika	имидж
slika	картинка
slika	образ
slika	изображения
slika	изображение
njemački	немецкая
njemački	немецкие
njemački	немец
njemački	немецкое
njemački	германии
njemački	немецкий
znači	означает
ostrva	острова
ostrva	островов
nad	nad
radio	работал
radio	работала
radio	сработало
radio	работали
radio	radio
radio	радио
radio	работа
radio	работаем
radio	рабочий
radio	рабочей
dijela	запчасти
dijela	частей
dijela	части
život	life
život	жизнь
život	жизни
augusta	августа
uefa	уефа
rijeka	ривер
rijeka	река
rijeka	реки
rijeka	задар
prava	права
prava	прав
januar	январь
januar	января
žena	женщину
žena	женщина
žena	жене
žena	жена
žena	жены
februar	февраля
februar	февраль
bosanski	боснийских
bosanski	босански
april	эйприл
april	апрель
april	апреля
mart	mart
mart	март
mart	марш
mart	март
mart	марта
august	августа
august	август
pet	pet
pet	пятеро
pet	пять
osoba	человек
septembar	сентября
septembar	сентябрь
riječi	слов
riječi	слова
decembar	декабрь
juli	июль
naselju	поместье
sezona	сезон
sezona	сезонов
svaki	каждая
svaki	каждую
svaki	каждый
svaki	каждое
svaki	каждая
svaki	каждому
svaki	каждый
svaki	каждое
maj	мая
maj	мэй
maj	май
maj	майские
ostali	другие
ostali	прочие
ponovo	опять
ponovo	вновь
ponovo	снова
centar	центр
centar	центр
centar	mall
regija	область
regija	регион
njemačka	германия
njemačka	германию
njemačka	германии
polje	поля
polje	филд
polje	поле
oktobar	октябрь
oktobar	октября
počinje	начинается
počinje	начинается
počinje	начинает
počinje	начало
počinje	начинаю
počinje	начиная
osvojio	покорил
osvojio	завоевал
rezultati	результаты
rezultati	результат
francuski	французский
francuski	французы
francuski	французское
francuski	французская
ekipe	экипажей
ekipe	команды
kluba	club
kluba	клуб
igra	game
igra	игра
ekipa	команда
ekipa	team
ekipa	экипаж
ekipa	команда
ekipa	экипажа
primjer	пример
tijelo	body
tijelo	тела
tijelo	тело
fifa	фифа
onda	тогда
onda	потом
onda	затем
tijela	body
tijela	тела
tijela	тело
tijela	панели
tijela	тел
tijela	тела
web	вебсайт
web	сайт
web	web
web	веб
mnogi	многих
mnogi	много
mnogi	многим
mnogi	многие
malo	мало
malo	little
malo	маленький
malo	маленькая
malo	мало
malo	маленькие
rad	работа
rad	работы
rad	труд
ispod	ниже
putem	виа
putem	via
putem	через
joj	ее
joj	ей
joj	её
vlast	власть
vlast	сила
vlast	мощь
vlast	power
vlast	мощность
vlast	правительство
red	орден
red	заказ
red	заказать
red	приказ
red	порядок
nacionalni	национальные
nacionalni	национальных
nacionalni	national
nacionalni	национальная
nacionalni	национальный
jato	кассетных
jato	скопление
jato	стая
novembar	ноября
novembar	ноябрь
kup	кубок
kup	чашка
kup	чаша
kup	кубок
kup	cup
veći	крупнее
san	сон
san	dream
san	мечта
