של	shel
את	vy
את	jsi
את	ty
קטגוריה	kategorii
קטגוריה	kategorie
גם	rovněž
גם	také
גם	též
גם	taky
גם	taky
זה	tento
זה	toto
זה	tohle
זה	to
זה	že
היא	ona
היה	bylo
היה	byl
היה	byla
שיחה	konverzaci
שיחה	rozhovor
שיחה	konverzace
שיחה	volejte
שיחה	volání
שיחה	zavolat
שיחה	volat
לאחר	po
לאחר	poté
בין	fazole
בין	mezi
כל	vse
כל	všichni
כל	všechno
כל	všechny
כל	vše
כל	jakékoliv
כל	jakýkoliv
כל	jakoukoli
כל	jakoukoliv
כל	jakékoli
כי	protože
יותר	další
יותר	více
יותר	víc
יותר	more
ישראל	izraelský
ישראל	izrael
ישראל	izraelská
אך	ale
עד	dokud
עד	dokud
יש	jupí
יש	hurá
שם	tam
שם	jméno
שם	jmeno
שם	name
שם	název
בית	doma
בית	domov
בית	domácí
בית	domů
בית	house
בית	sněmovna
בית	domeček
בית	dům
הייתה	bylo
הייתה	byl
הייתה	byla
אשר	asher
אשר	escher
אשר	usher
אשר	kterou
אשר	který
אשר	což
אשר	která
אשר	které
אשר	potvrzuji
אשר	potvrzení
אשר	potvrdit
כמו	jako
כמו	like
אחד	jedno
אחד	jednu
אחד	jeden
אחד	jedna
שמאל	levá
שמאל	vlevo
שמאל	levý
שמאל	doleva
קישורים	odkazy
חיצוניים	externí
חיצוניים	externích
חיצוניים	vnější
הברית	spojenectví
הברית	aliance
מספר	číslo
מספר	počet
בו	jeho
בו	nej
בו	ho
בו	boo
היו	byli
היו	byly
רק	jedině
רק	jen
רק	jenom
רק	pouze
רק	prostě
רק	jen
רק	jenom
כאשר	když
כאשר	kdy
אותו	jeho
אותו	nej
אותו	ho
בן	bene
בן	ben
בן	synu
בן	syn
שלו	jeho
שלו	jeho
שלו	její
שני	druhé
שני	druhá
שני	druhý
שני	dva
שני	dvě
שני	dvojka
שני	pondělí
לו	lew
לו	lou
מה	co
העולם	world
העולם	svět
העולם	světový
העולם	světová
העולם	světové
העיר	město
העיר	městečko
העיר	město
במהלך	během
במהלך	behem
כן	ano
כן	jo
שנים	léta
שנים	roků
שנים	let
שנים	roky
אף	nos
רבים	mnohé
רבים	mnozí
רבים	mnoha
רבים	mnoho
רבים	plurál
אבל	ale
בה	její
בה	jí
בה	ji
בה	ní
אין	žádný
אין	žádná
אין	žádné
אביב	avivu
אביב	jarní
אביב	jaro
במאי	májový
במאי	máj
במאי	květen
במאי	května
במאי	režisér
במאי	řediteli
במאי	režie
במאי	ředitel
במאי	ředitelka
שנה	roku
שנה	rok
שנה	ročník
שנה	roce
שנה	léta
שנה	roků
שנה	let
שנה	roky
נולד	narodil
נולד	narozena
נולד	narozen
הערות	noty
הערות	poznámky
הערות	komentář
הערות	připomínky
הערות	komentáře
הערות	poznámky
חלק	part
חלק	část
חלק	hladce
חלק	hladká
חלק	hladký
חלק	hladké
לפני	než
לפני	před
לפני	předtím
אחת	jedno
אחת	jednu
אחת	jeden
אחת	jedna
ביולי	červenec
ביולי	července
שוליים	okraje
שוליים	marže
שוליים	rozpětí
שוליים	okrajové
שוליים	marže
שוליים	rozpětí
להיות	bytí
להיות	být
באוקטובר	říjen
באוקטובר	října
באוקטובר	říjen
בשם	pojmenoval
אותה	její
אותה	jí
אותה	ji
אותה	ní
החל	začal
החל	začalo
החל	začíná
החל	začínám
החל	začínáme
הרב	herb
הרב	byliny
ארצות	země
מן	manu
בינואר	lednu
בינואר	leden
בינואר	ledna
במרץ	březen
במרץ	března
במרץ	pochodovat
במרץ	pochod
ראש	head
ראש	hlavu
ראש	hlavička
ראש	hlava
ראש	spěch
ראש	rush
חיים	life
חיים	zivot
חיים	životní
חיים	život
חיים	chaim
חיים	chajim
המאה	století
בנובמבר	listopadu
בנובמבר	listopad
בדצמבר	prosince
בדצמבר	prosinec
בדצמבר	prosinci
לי	leeho
לי	lee
תל	tel
בבית	doma
בבית	domov
