και	dan
το	the
από	dari
από	daripada
με	dgn
με	dengan
για	untuk
κατηγορία	kategori
τους	antaranya
τους	mereka
ήταν	ws
ένα	satu
ένα	one
ότι	bahawa
μια	satu
μια	one
έχει	telah
έχει	mempunyai
έχει	has
θα	will
θα	akan
αλλά	tapi
αλλά	tetapi
μετά	barulah
μετά	then
μετά	kemudiannya
μετά	kemudian
μετά	selepas
επίσης	juga
όπως	like
όπως	ibarat
ενώ	semasa
δύο	dua
αυτό	ni
αυτό	bahawa
αυτή	she
όπου	mana
όταν	bila
όταν	apabila
μέχρι	hinggalah
μέχρι	hinga
μέχρι	sehinggalah
μέχρι	sampai
μία	satu
μία	one
μπορεί	mampukah
μπορεί	boleh
ομάδα	skuad
ομάδα	berkumpulan
ομάδα	group
ομάδα	kumpulan
ομάδα	pasukan
ομάδα	team
θέση	posisi
θέση	kedudukan
θέση	jawatan
μεταξύ	antara
χρόνια	kronik
χρόνια	tahun
πρώτη	pertama
πρώτη	first
πρώτη	dulu
πρώτη	dahulu
πιο	lebih
πιο	lagi
πιο	more
ένας	satu
ένας	one
πόλη	bandar
πόλη	city
πόλη	bandaraya
πόλη	bandar
πόλη	kota
σύνδεσμοι	pautan
σύνδεσμοι	link
μόνο	sahaja
έγινε	done
πολύ	sangat
κάθε	setiap
κάθε	setiap
κάθε	each
περιοχή	rantau
περιοχή	wilayah
περιοχή	kawasan
περιοχή	keluasan
περιοχή	kawasan
περιοχή	area
αιώνα	abad
αιώνα	century
αθήνα	athens
περίοδο	tempoh
τότε	barulah
τότε	then
τότε	kemudiannya
τότε	kemudian
όνομα	nama
ελλάδα	yunani
ελλάδα	greece
μέρος	bahagian
μέρος	place
μέρος	tempat
σήμερα	harini
μέσα	inside
μέσα	didalam
πως	caranya
μαζί	bersama
διάρκεια	jangkamasa
διάρκεια	tempoh
ιστορία	cerita
ιστορία	story
ιστορία	sejarah
πρωτάθλημα	liga
πρωτάθλημα	championship
πρωτάθλημα	kejohanan
πρωτάθλημα	kejuaraan
αργότερα	later
αργότερα	kemudiannya
αργότερα	nanti
νέα	new
νέα	baharu
νέα	baru
νέα	news
περίπου	tentang
περίπου	perihal
πριν	sebelum
χωρίς	tanpa
εθνική	national
εθνική	kebangsaan
συζήτηση	perbualan
συζήτηση	perbincangan
συζήτηση	diskusi
συζήτηση	debat
αρχείο	arkib
αρχείο	fail
πρέπει	mesti
φορά	waktu
φορά	masa
φορά	time
ομάδες	berkumpulan
ομάδες	kumpulan
ομάδες	groups
ομάδες	pasukan
ομάδες	teams
πρώτο	pertama
πρώτο	first
πρώτο	dulu
πρώτο	dahulu
έργο	projek
έργο	kerja
έργο	bekerja
κυρίως	terutamanya
κυρίως	kebanyakannya
όχι	tidak
όχι	bukan
όχι	tak
ελληνική	greek
ελληνική	yunani
μεγάλη	besar
υπό	bawah
υπό	dibawah
υπό	under
έως	hinggalah
έως	hinga
έως	sehinggalah
έως	sampai
ποδοσφαιριστές	footballers
ταινία	movie
ταινία	cereka
ταινία	filem
ταινία	pita
ταινία	tape
ταινία	filem
άλλα	lain
άλλα	lain
τμήμα	jabatan
τμήμα	seksyen
τμήμα	bahagian
σαν	like
σαν	ibarat
εκεί	ada
ωστόσο	namun
ωστόσο	bagaimanapun
άλλες	lain
τέλος	finally
τέλος	akhirnya
τέλος	hujung
τέλος	penghujung
σειρά	series
σειρά	siri
σειρά	seri
σειρά	tempahan
σειρά	pesanan
σειρά	susunan
σειρά	tempah
σειρά	order
σειρά	kayuh
στοιχεία	unsur
στοιχεία	data
εκτός	kecuali
εκτός	kecuali
συνέχεια	kesinambungan
συνέχεια	teruskan
συνέχεια	berterusan
κάτω	down
κάτω	kebawah
κάτω	turunkan
κάτω	lower
κάτω	dibawah
πολλές	banyak
όλα	semuanya
όλα	segalanya
όλα	semua
σύστημα	system
σύστημα	sistem
ακόμα	still
ακόμα	masih
ακόμα	pegun
φορές	times
ίδια	serupa
ίδια	sama
ίδια	same
ιουλίου	julai
χώρα	country
χώρα	negara
αποτέλεσμα	result
αποτέλεσμα	effect
αποτέλεσμα	kesan
οκτωβρίου	oktober
οκτωβρίου	october
ιανουαρίου	januari
σεπτεμβρίου	september
νοεμβρίου	november
αγώνες	perlawanan
αγώνες	padan
αγώνες	mancis
αγώνες	padanan
αγώνες	permainan
αγώνες	games
αγώνες	game
ταινίες	filem
ταινίες	movies
ταινίες	cereka
ταινίες	filem
μέσω	via
μέσω	melalui
μέσω	menerusi
μέσω	menerusi
μέσω	melalui
μαρτίου	mac
μαρτίου	march
γεννήθηκε	lahir
γεννήθηκε	dilahirkan
γεννήθηκε	born
ιουνίου	june
ιουνίου	jun
πολλά	banyak
απριλίου	april
τρεις	tiga
αυγούστου	ogos
έργα	works
έργα	berfungsi
έργα	projek
δεκεμβρίου	disember
χρήση	guna
πρόεδρος	presiden
πολιτική	dasar
πολιτική	politik
ακόμη	still
ακόμη	masih
ακόμη	pegun
ίδιο	sama
ίδιο	same
μας	our
εκλογές	pilihanraya
εκλογές	election
εκλογές	pilihanraya
μέλη	ahli
μέλη	members
τελικά	akhirnya
τελικά	finally
τελικά	akhirnya
μέλος	member
μέλος	ahli
εποχή	epok
εποχή	musim
εποχή	era
χωριό	kampung
αρχικά	awalnya
περίοδος	tempoh
δήμος	munisipaliti
δήμος	perbandaran
κύπελλο	piala
κύπελλο	cup
κύπελλο	cawan
ζωή	life
ζωή	hidup
ζωή	kehidupan
ζωή	hidupan
ζωή	zoe
έδρα	markas
έδρα	kerusi
έδρα	seat
περιλαμβάνει	termasuk
περιλαμβάνει	merangkumi
μεγάλο	large
μεγάλο	besar
μεγάλο	besar
βάση	base
βάση	pengkalan
βάση	asas
κέντρο	pusat
κέντρο	centre
κέντρο	pusat
γεννήσεις	kelahiran
φεβρουαρίου	februari
κάτι	sesuatu
κοντά	berhampiran
κοντά	near
κοντά	dekat
κοντά	dekat
κοντά	tutup
κοντά	berhampiran
κοντά	berdekatan
μορφή	borang
μορφή	format
χρόνο	waktu
χρόνο	masa
χρόνο	time
ιστοσελίδα	website
κόμμα	parti
κόμμα	koma
γιατί	kerana
γιατί	sebab
γιατί	mengapa
γιατί	sebabnya
ρόλο	rollo
ρόλο	peranan
άλμπουμ	album
άλμπουμ	album
επειδή	kerana
επειδή	sebab
έκδοση	edition
έκδοση	edisi
έκδοση	version
έκδοση	versi
γκολ	matlamat
γκολ	gol
γκολ	matlamat
γκολ	goal
αρχές	berwajib
αρχές	prinsip
γύρω	sekeliling
γύρω	keliling
γύρω	disekeliling
γύρω	sekitar
συνήθως	kebiasaannya
συνήθως	biasanya
ονομασία	nama
κοινότητα	komuniti
τελευταία	last
τελευταία	kebelakangan
τελευταία	lately
έκανε	jayakan
έκανε	did
έκανε	cpt
έκανε	diperbuat
έκανε	made
έκανε	bancuh
ξεκίνησε	dimulakan
ξεκίνησε	bermula
είτε	either
κυβέρνηση	pemerintahan
κυβέρνηση	kerajaan
πρώτος	pertama
πρώτος	first
πρώτος	dulu
πρώτος	dahulu
πήρε	took
κάνει	done
ηπα	usa
ανάμεσα	antara
δεύτερη	second
δεύτερη	kedua
γλώσσα	tongue
γλώσσα	lidah
γλώσσα	bahasa
γιος	nak
γιος	putra
γιος	son
μάχη	pertempuran
μάχη	peperangan
μάχη	pertempuran
μάχη	combat
μάχη	memerangi
μάχη	tempur
μάχη	lawan
μάχη	berlawan
μάχη	bergaduh
μάχη	fight
πανεπιστήμιο	universiti
όλες	semua
κάποια	sesetengahnya
κάποια	sesetengah
δείτε	lihat
δείτε	watch
δείτε	tonton
πόλεμο	war
πόλεμο	perang
πόλεμο	peperangan
συχνά	kerap
συχνά	sering
συχνά	kerap
περιοχές	kawasan
παράδειγμα	contoh
άρθρο	artikel
εικόνα	picture
εικόνα	gambar
εικόνα	imej
έλαβε	diterima
επίσημη	rasmi
επίσημη	official
επίσημη	formal
κατοίκους	penduduk
πηγές	sumber
βόρεια	utara
βόρεια	north
βόρεια	utara
βόρεια	northern
πόλεις	bandaraya
πόλεις	bandar
ιδιαίτερα	terutamanya
ιδιαίτερα	terutamanya
ιδιαίτερα	especially
αγώνα	perlumbaan
αγώνα	race
αγώνα	ras
αγώνα	mancis
αγώνα	padan
αγώνα	lawan
αγώνα	berlawan
αγώνα	bergaduh
αγώνα	fight
γεγονός	peristiwa
γεγονός	event
γεγονός	acara
γεγονός	hakikat
γεγονός	fakta
γεγονός	fact
σελίδα	page
σελίδα	mukasurat
σελίδα	halaman
θέμα	tema
θέμα	subjek
ηλικία	usia
ηλικία	umur
χρησιμοποιείται	diguna
χρησιμοποιείται	digunakan
πρώτα	pertama
πρώτα	first
πρώτα	dulu
πρώτα	dahulu
μέγεθος	saiz
μέγεθος	ukuran
μέγεθος	size
θεωρείται	dianggap
θεωρείται	dipertimbangkan
εδώ	disini
εδώ	sini
νότια	selatan
νότια	selatan
σημείο	takat
σημείο	point
σχέση	perhubungan
σχέση	hubungan
σχέση	relationship
περίπτωση	kes
νέο	new
νέο	baharu
νέο	baru
ήδη	sudah
ήδη	sudahpun
έτος	tahun
σχεδόν	almost
σχεδόν	hampir
σχεδόν	hampir
ένωση	union
ένωση	kesatuan
ένωση	penyatuan
ένωση	persatuan
ένωση	association
ένωση	perkaitan
περισσότερο	lebih
περισσότερο	lagi
περισσότερο	more
βασιλιά	raja
βασιλιά	king
εκκλησία	gereja
εκκλησία	church
μουσείο	muzium
πολιτικός	pkr
συμμετοχή	penglibatan
συμμετοχή	penyertaan
δυο	dua
μεγαλύτερη	greater
μεγαλύτερη	older
πέθανε	die
πέθανε	mati
πέθανε	died
ανά	per
μουσική	muzik
μουσική	music
κόσμο	cosmo
κόσμο	kosmo
κόσμο	world
κόσμο	dunia
άτομα	individu
άτομα	people
άτομα	orang
άτομα	rakyat
άτομα	orng
δεύτερο	second
δεύτερο	kedua
είδος	jenis
είδος	taipkan
είδος	type
είδος	taip
είδος	spesis
είδος	spesies
είδος	species
αρκετά	mencukupi
αρκετά	cukup
αρκετά	secukupnya
αρκετά	cukuplah
μεγαλύτερο	older
εκείνη	she
χώρες	negara
χώρο	ruang
χώρο	space
χώρο	angkasa
σχολή	sekolah
εναντίον	terhadap
τρία	tiga
χαρακτηριστικά	keperibadian
χαρακτηριστικά	atribut
όρος	terma
όρος	gunung
όρος	mount
όρος	lekap
όρος	syarat
όρος	kondisi
ιδρύθηκε	diasaskan
βασιλιάς	raja
βασιλιάς	king
παιδιά	boys
παιδιά	kids
παιδιά	guys
παιδιά	korang
βραβείο	prize
βραβείο	penghargaan
βραβείο	anugerah
άρχισε	dimulakan
άρχισε	bermula
φαίνεται	looks
αρχαία	purba
αρχαία	kuno
μήκος	length
μήκος	panjang
κυκλοφόρησε	dilepaskan
κυκλοφόρησε	released
κυκλοφόρησε	dikeluarkan
τι	alahai
τι	ape
χρονιά	tahun
παραγωγή	production
παραγωγή	pengeluaran
παραγωγή	produksi
ηθοποιός	pelakon
ηθοποιός	pelakon
ελληνικά	greek
ελληνικά	yunani
δυνάμεις	kuasa
γαλλία	france
γαλλία	perancis
ελληνικό	greek
ελληνικό	yunani
ευρώπη	eropah
δεκαετία	dekad
γνωστό	known
γνωστό	dikenali
γνωστό	diketahui
παγκόσμιο	sejagat
παγκόσμιο	global
βιβλίο	kitab
βιβλίο	tempah
βιβλίο	book
διάστημα	sela
διάστημα	ruang
διάστημα	space
διάστημα	angkasa
οικογένεια	family
οικογένεια	keluarga
μέτρα	mengukur
σημαίνει	bermaksud
σημαίνει	bererti
σημαίνει	ertinya
πέντε	lima
παραπάνω	diatas
υπουργός	menteri
σεζόν	musim
πρότυπο	model
πρότυπο	templat
πρότυπο	piawai
πρότυπο	standard
αριθμός	nombor
θάνατο	kematian
θάνατο	death
θάνατο	maut
θάνατο	ajal
εταιρεία	syarikat
σώμα	body
σώμα	bodi
σώμα	badan
σώμα	kor
σώμα	corps
πρωτεύουσα	modal
πρωτεύουσα	capital
παράλληλα	selari
σύνολο	total
σύνολο	jumlah
γνωστή	known
γνωστή	dikenali
γνωστή	diketahui
κατάσταση	status
κατάσταση	situasi
κατάσταση	syarat
κατάσταση	kondisi
νησί	pulau
νησί	island
επίπεδο	aras
επιτυχία	kejayaan
επιτυχία	sukses
επιτυχία	berjaya
επιτυχία	success
γερμανία	jerman
άλλους	lain
πίσω	belakang
πίσω	punggung
δημιουργία	mencipta
δημιουργία	penciptaan
αρχή	mulakan
αρχή	start
αρχή	mula
αρχή	awai
αρχή	prinsip
αρχή	autoriti
αρχή	authority
άδεια	lesen
άδεια	keizinan
άδεια	izin
άδεια	lesen
άδεια	permit
άδεια	kosong
σου	sue
επιπλέον	tambahan
περισσότερα	lebih
περισσότερα	lagi
περισσότερα	more
ανάπτυξη	perkembangan
ανάπτυξη	pembangunan
ανάπτυξη	pertumbuhan
ανάπτυξη	tumbesaran
φάση	fasa
αυτόν	him
συγγραφέας	penulis
συγγραφέας	pengarang
συγγραφέας	penulis
συγγραφέας	author
άγιος	ayios
άγιος	saint
θάνατοι	kematian
γ΄	iii
τραγούδι	menyanyi
τραγούδι	bernyanyi
τραγούδι	nyanyian
τραγούδι	lagu
τραγούδι	song
κόρη	puteriku
κόρη	daughter
πάλι	lagi
πάλι	semula
επαρχία	wilayah
επαρχία	provinsi
ιωάννης	john
θεσσαλονίκη	thessaloniki
αγγλικά	inggeris
άλλοι	lain
κέρδισε	win
κέρδισε	menang
κέρδισε	won
κέρδισε	dimenangi
κέρδισε	menang
βασίλειο	kingdom
βασίλειο	kerajaan
σκοπό	purpose
συνολικά	total
συνολικά	jumlah
συνολικά	keseluruhan
γνωστός	known
γνωστός	dikenali
γνωστός	diketahui
γνωστός	berkenalan
πληροφορίες	info
πληροφορίες	maklumat
πληροφορίες	maklumat
εθνικό	national
εθνικό	kebangsaan
καριέρα	kerjaya
ποτέ	never
ποτέ	pernah
ποτέ	penah
ποτέ	ever
τέλη	yuran
τέλη	yuran
πλευρά	sisi
πλευρά	sampingan
πλευρά	samping
διάφορες	pelbagai
πρόγραμμα	program
πρόγραμμα	jadual
πρόγραμμα	program
χιλιόμετρα	km
χιλιόμετρα	miles
χιλιόμετρα	mil
χιλιόμετρα	kilometer
χιλιόμετρα	mileage
χιλιόμετρα	kilometer
κάτοικοι	penduduk
άρθρα	artikel
γεώργιος	georgios
γεώργιος	george
τύπου	tekan
τύπου	akhbar
τύπου	jenis
τύπου	taipkan
τύπου	type
τύπου	taip
δημοκρατία	republik
δημοκρατία	demokrasi
πόλεμος	war
πόλεμος	perang
πόλεμος	peperangan
εφημερίδα	akhbar
μικρό	kecik
μικρό	kecil
μικρό	kecik
τόπος	place
τόπος	tempat
τόπος	lokasi
τόπος	location
ονομάζεται	disebut
ονομάζεται	dipanggil
συγκεκριμένα	spesifik
συγκεκριμένα	specific
συγκεκριμένα	tertentu
συγκεκριμένα	khususnya
είδη	spesis
είδη	spesies
είδη	species
πηγή	sumber
κάποιος	seseorang
κάποιος	someone
κάποιος	seseorang
πρωταθλήματα	kejohanan
ιταλία	itali
πατέρας	ayah
πατέρας	bapa
πατέρας	father
πατέρας	ayahanda
κατηγορίες	caj
κατηγορίες	kategori
αναφέρει	mention
αναφέρει	sebutan
αναφέρει	mentions
ποδόσφαιρο	soccer
ποδόσφαιρο	bolasepak
θέσεις	jawatan
θέσεις	kiriman
θέσεις	siaran
θέσεις	jawatan
θέσεις	kerusi
περισσότερες	lebih
περισσότερες	lagi
περισσότερες	more
έκταση	skop
έκταση	keluasan
έκταση	kawasan
έκταση	area
γενικά	keseluruhan
γενικά	amnya
γενικά	umumnya
γενικά	umum
γενικά	jeneral
γενικά	general
σημαντικό	penting
νίκη	win
νίκη	menang
νίκη	kemenangan
νίκη	victory
νίκη	menang
μικρή	kecik
μικρή	kecil
μικρή	kecik
έτη	tahun
πατέρα	ayah
πατέρα	bapa
πατέρα	father
πατέρα	ayahanda
αμερικανός	american
αμερικανός	amerika
τελικό	muktamad
τελικό	final
πάντα	always
πάντα	sentiasa
πάντα	selalu
συγκρότημα	band
συγκρότημα	kugiran
συγκρότημα	complex
συγκρότημα	kompleks
παραγωγής	production
παραγωγής	pengeluaran
παραγωγής	produksi
ίσως	mungkin
ίσως	perhaps
ίσως	barangkali
ίσως	mungkin
ίσως	maybe
επόμενη	next
επόμενη	selanjutnya
επόμενη	seterusnya
στιγμή	momen
στιγμή	moment
μήνες	bulan
αποτελείται	terdiri
αποτελείται	terdiri
θεωρία	teori
ύψος	altitud
ύψος	ketinggian
ύψος	ketinggian
ύψος	tinggi
ύψος	height
πολλοί	banyak
όλοι	everybody
όλοι	semua
όλοι	semuanya
τώρα	sekarang
τώρα	skrg
τώρα	now
τώρα	kini
προπονητής	pelatih
προπονητής	coach
προπονητής	jurulatih
θέατρο	teater
θέατρο	teater
σημαντική	penting
σημαντική	ketara
ημέρα	hari
διάφορα	category
επέστρεψε	dikembalikan
κατέκτησε	menakluk
κατέκτησε	ditakluk
θέματα	topik
θέματα	tema
θέματα	persoalan
θέματα	isu
στάδιο	stadium
στάδιο	pentas
στάδιο	panggung
στάδιο	tahap
επίθεση	attack
επίθεση	serangan
επίθεση	serang
επίθεση	serangan
τραγούδια	lagu
τραγούδια	songs
πληθυσμός	penduduk
πληθυσμός	populasi
λέξη	perkataan
κατάφερε	diuruskan
προβλήματα	masalah
δύναμη	kekuatan
δύναμη	force
δύναμη	paksa
δύναμη	tenaga
δύναμη	power
δύναμη	kuasa
επανάσταση	revolusi
τύπος	tekan
τύπος	akhbar
τύπος	formula
τύπος	jenis
τύπος	taipkan
τύπος	type
τύπος	taip
εκατομμύρια	juta
εκατομμύρια	million
εκατομμύρια	jutaan
εκατομμύρια	berjuta
τέσσερις	empat
τέσσερις	four
πορεία	course
πορεία	kursus
μέση	middle
μέση	tengah
μέση	purata
μέση	pinggang
πρόβλημα	masalah
πρόβλημα	problem
πρόβλημα	masaalah
πρόβλημα	buai
πρόβλημα	masalah
πρόβλημα	menyusahkan
άνω	upper
νερό	air
τοπική	tempatan
περιφέρεια	rantau
περιφέρεια	wilayah
περιφέρεια	kawasan
περιφέρεια	daerah
παρουσία	kehadiran
μητέρα	ibu
μητέρα	bonda
έξι	six
έξι	enam
δομή	struktur
παρίσι	paris
έγραψε	menulis
κατασκευή	construction
κατασκευή	pembinaan
κατασκευή	binaan
κατασκευή	bina
περιέχει	mengandungi
περιπτώσεις	kes
ημέρες	hari
μαρία	maria
μερικές	sesetengahnya
μερικές	sesetengah
τιμή	harga
τιμή	price
τιμή	nilai
διαδικασία	process
διαδικασία	proses
διαδικασία	procedure
διαδικασία	prosedur
κοινό	khalayak
κοινό	penonton
διαγραφή	pemadaman
διαγραφή	delete
απογραφή	inventori
συλλογή	koleksi
συλλογή	collection
τρίτη	selasa
τρίτη	ketiga
παρακάτω	dibawah
ναός	temple
ναός	kuil
βοήθεια	bantuan
βοήθεια	pertolongan
βοήθεια	bantu
βοήθεια	bantuan
βοήθεια	help
βοήθεια	membantu
απόσταση	jarak
απόσταση	julat
νέων	pemuda
νέων	belia
αμέσως	segera
αναφορά	report
αναφορά	lapor
αναφορά	laporkan
αναφορά	laporan
αναφορά	rujukan
αναφορά	reference
ποδοσφαιριστής	footballer
δράση	action
δράση	tindakan
δράση	aksi
δράση	laga
λιγκ	liga
απλά	hany
απλά	cuma
απλά	hanya
γιώργος	giorgos
γιώργος	george
γιώργος	georgios
γεγονότα	fakta
γεγονότα	peristiwa
γεγονότα	acara
σύντομο	pendek
σύντομο	ringkas
σύντομο	taklimat
κράτος	keadaan
κράτος	negara
κράτος	negeri
κράτος	state
κωνσταντίνος	konstantinos
κωνσταντίνος	constantine
στρατό	tentera
στρατό	army
αγία	saint
αποτελέσματα	hasil
αποτελέσματα	keputusan
ιστορικό	latarbelakang
ιστορικό	sejarah
σπίτι	rumah
σπίτι	rumah
τζον	john
τζον	jon
αρκετές	beberapa
τμήματα	divisyen
τμήματα	pembahagian
τμήματα	segmen
τμήματα	seksyen
τμήματα	bahagian
λειτουργία	function
λειτουργία	fungsi
λειτουργία	mod
λειτουργία	operasi
βιβλία	books
βιβλία	buku
πρωθυπουργός	premier
κείμενο	teks
γραμμή	line
γραμμή	garisan
σχέδιο	projek
σχέδιο	draf
σχέδιο	merangka
σχέδιο	rekaan
σχέδιο	design
σχέδιο	plan
βουλευτής	member
βουλευτής	ahli
γη	bumi
γη	land
γη	tanah
γη	darat
γη	kontang
χρήστες	penguna
χρήστες	pemakai
χρήστες	users
χρήστες	pengguna
εμφανίζεται	dipaparkan
ξανά	lagi
ξανά	semula
αυτοί	mereka
χρήστης	penguna
χρήστης	user
χρήστης	pengguna
θάλασσα	sea
θάλασσα	laut
χρησιμοποιούνται	diguna
χρησιμοποιούνται	digunakan
καλύτερη	better
χρήστη	penguna
χρήστη	user
χρήστη	pengguna
πληθυσμού	penduduk
πληθυσμού	populasi
εξουσία	autoriti
εξουσία	authority
εξουσία	tenaga
εξουσία	power
εξουσία	kuasa
καλοκαίρι	summer
παράδοση	delivery
παράδοση	penghantaran
παράδοση	surrender
παράδοση	menyerah
παράδοση	tradisi
άνδρες	men
όσκαρ	oscars
όσκαρ	oscar
όσκαρ	oskar
ακριβώς	tepat
ακριβώς	accurate
ακριβώς	exactly
ακριβώς	persis
γυναίκα	wanita
γυναίκα	perempuan
γυναίκα	betina
γυναίκα	isteri
γυναίκα	wife
κλπ	dsb
κλπ	dll
περιοδικό	magazine
περιοδικό	majalah
κατάλογος	direktori
κατάλογος	senarai
κεντρική	pusat
ακολούθησε	follow
ακολούθησε	diekori
ακολούθησε	diikuti
γλώσσες	bahasa
νησιά	kepulauan
χρώμα	warna
χρώμα	colour
χρώμα	warna
διεθνής	antarabangsa
αμερική	amerika
αμερική	america
γυναίκες	wanita
γυναίκες	perempuan
μονή	biara
μονή	priory
μονή	convent
σπούδασε	dikaji
σπούδασε	dipelajari
σπούδασε	belajar
κύρια	utama
πρότυπα	piawaian
πρότυπα	standard
δημιουργήθηκε	dicipta
μικρά	kecik
μικρά	kecil
σχέσεις	perhubungan
σχέσεις	hubungan
σχέσεις	hubungan
εμφάνιση	tunjuk
εμφάνιση	papar
εμφάνιση	display
τέσσερα	empat
τέσσερα	four
εγκυκλοπαίδεια	ensiklopedia
αυτοκρατορία	empire
αυτοκρατορία	kerajaan
αυτοκρατορία	empayar
ώρες	jam
τίτλος	tajuk
τίτλος	gelaran
συνθήκες	syarat
μελέτη	study
μελέτη	kajian
σχολείο	sekolah
ειδικά	terutamanya
ειδικά	especially
υλικό	bahan
υλικό	material
κάστρο	castle
κάστρο	istana
κάστρο	castro
βουλευτές	mps
βουλευτές	meps
δυτικά	west
δυτικά	barat
δυτικά	barat
δυτικά	western
καλά	good
καλά	gud
ανατολικά	timur
ανατολικά	timur
απέναντι	opposite
συνεργασία	kerjasama
επιτροπή	komisen
επιτροπή	suruhanjaya
επιτροπή	commission
επιτροπή	jawatankuasa
επιτροπή	committee
επιτροπή	panitia
νίκος	nikos
άνθρωποι	insan
άνθρωποι	manusia
άνθρωποι	people
άνθρωποι	orang
άνθρωποι	rakyat
άνθρωποι	orng
έφτασε	tiba
έφτασε	arrived
αρχηγός	chief
αρχηγός	ketua
αρχηγός	kepala
αρχηγός	leader
αρχηγός	pemimpin
σύνθεση	komposisi
σύνθεση	gubahan
σύνθεση	penggubahan
σύνθεση	sintesis
προσπάθεια	cubaan
προσπάθεια	percubaan
προσπάθεια	usaha
τελευταίο	last
εξελέγη	terpilih
απόφαση	decision
απόφαση	keputusannya
απόφαση	keputusan
αυτοκράτορα	maharaja
αυτοκράτορα	kaiser
αγορά	pembelian
αγορά	pasar
αγορά	pasaran
αγορά	pasar
αγορά	market
αγορά	pasaran
πρόταση	proposal
πρόταση	meminang
ταυτόχρονα	serentak
μέρες	hari
ανακαλύφθηκε	menemui
ποσοστό	peratus
ποσοστό	peratusan
ποσοστό	kadar
ποσοστό	rate
τελική	muktamad
τελική	final
καθηγητής	lecturer
καθηγητής	pensyarah
καθηγητής	profesor
καθηγητής	professor
καθηγητής	cikgu
καθηγητής	teacher
καθηγητής	guru
συμβούλιο	majlis
συμβούλιο	dewan
μέσο	instrumen
μέσο	medium
συνέχισε	teruskan
σταθμός	stesyen
σταθμός	stesen
παράγεται	dihasilkan
παράγεται	dijana
παράγεται	dihasilkan
παράγεται	menjana
έρευνα	siasatan
έρευνα	penyiasatan
έρευνα	penyelidikan
έρευνα	selidik
έρευνα	survey
έρευνα	research
έρευνα	kajian
έρευνα	penyelidikan
γέννησης	lahir
γέννησης	melahirkan
γέννησης	birth
γέννησης	kelahiran
γέννησης	beranak
δυτική	west
δυτική	barat
δυτική	barat
δυτική	western
κωνσταντινούπολη	constantinople
κωνσταντινούπολη	istanbul
έννοια	erti
έννοια	makna
έννοια	meaning
έννοια	konsep
απο	dari
απο	daripada
χαρακτήρα	aksara
χαρακτήρα	watak
αλέξανδρος	alexandros
αλέξανδρος	alexander
δυνατότητα	kebarangkalian
δυνατότητα	kemungkinan
θερμοκρασία	suhu
σπουδές	dikaji
σπουδές	dipelajari
σπουδές	belajar
σπουδές	studies
σπουδές	kajian
σπουδές	pengajian
γενική	umum
γενική	jeneral
γενική	general
οργάνωση	organisasi
οργάνωση	pertubuhan
οργάνωση	organisasi
οργάνωση	pertubuhan
μερικά	sesetengahnya
μερικά	sesetengah
χρειάζεται	keperluan
όμιλος	berkumpulan
όμιλος	group
όμιλος	kumpulan
επιφάνεια	permukaan
επιφάνεια	surface
αγγλία	england
αγγλία	inggeris
μετάφραση	terjemahan
μετάφραση	penterjemahan
ρωσία	rusia
ρωσία	russia
ρώμη	rom
ρώμη	roma
κορυφή	top
κορυφή	puncak
βιβλιοθήκη	library
βιβλιοθήκη	pustaka
βιβλιοθήκη	perpustakaan
σημαία	bendera
δεδομένων	data
βρέθηκε	nemu
βρέθηκε	terjumpa
βρέθηκε	dijumpai
ορίζεται	ditakrifkan
ορίζεται	ditakrif
ενδιαφέρον	menarik
έξω	luar
έξω	diluar
έξω	keluar
έξω	out
ισπανία	sepanyol
ρωσίας	rusia
ρωσίας	russia
μιχαήλ	mikhail
μιχαήλ	michael
διοίκηση	arahan
διοίκηση	perintah
διοίκηση	pengurusan
διοίκηση	management
διοίκηση	pentadbiran
δεξιά	kanan
δεξιά	kan
καμία	tiada
εφαρμογή	perlaksanaan
εφαρμογή	app
εφαρμογή	aplikasi
εφαρμογή	aturcara
εφαρμογή	aplikasi
σύζυγος	pasangan
σύζυγος	suaminya
