של	shel
את	du
את	deg
על	om
על	angående
על	omtrent
קטגוריה	kategori
קטגוריה	kategorien
עם	med
עם	with
גם	òg
גם	også
גם	óg
גם	too
גם	også
זה	this
זה	dette
זה	denne
זה	detta
זה	det
זה	at
היא	hun
היא	she
היה	var
שיחה	samtalen
שיחה	samtale
שיחה	konversasjon
שיחה	anrop
שיחה	call
שיחה	ring
שיחה	ringe
לאחר	etter
לאחר	after
לאחר	etterpå
לאחר	efter
בין	bean
בין	bønne
בין	inter
בין	mellom
כל	alle
כל	alt
כל	all
כל	noen
כל	any
כי	because
כי	fordi
יותר	fleire
יותר	fler
יותר	flere
יותר	mer
יותר	meir
יותר	mere
ישראל	israel
אך	men
עד	till
עד	until
עד	inntil
יש	jippi
יש	hurra
שם	der
שם	namn
שם	navnet
שם	navn
בית	beit
בית	hjemme
בית	heime
בית	hjem
בית	hjemmet
בית	home
בית	house
בית	huset
בית	hus
הם	de
הם	they
הייתה	var
אשר	asher
אשר	escher
אשר	usher
אשר	hvilket
אשר	hvilken
אשר	bekrefte
כמו	som
כמו	liker
כמו	like
אחד	one
אחד	en
אחד	ett
אחד	én
שמאל	venstresiden
שמאל	venstre
שמאל	forlatt
שמאל	left
קישורים	koblinger
קישורים	linker
קישורים	lenker
חיצוניים	ekstern
חיצוניים	eksternt
חיצוניים	eksterne
הברית	alliance
הברית	allianse
הברית	alliansen
מספר	tall
מספר	nummer
מספר	number
מספר	antall
בו	ham
בו	him
בו	boo
היו	var
רק	berre
רק	only
רק	bare
רק	kun
רק	berre
רק	akkurat
רק	bare
רק	nettopp
רק	just
כאשר	when
כאשר	når
אותו	ham
אותו	him
בן	ben
בן	sønn
בן	son
שלו	hans
שלו	sin
שלו	dets
שלו	sine
שלו	sin
שלו	its
שני	sekund
שני	andre
שני	second
שני	shani
שני	to
שני	two
שני	mandag
לו	lew
לו	lou
מה	hva
העולם	verdens
העולם	world
העולם	verden
העיר	town
העיר	byen
העיר	by
העיר	city
העיר	byen
העיר	poststed
העיר	by
כן	yes
כן	ja
כן	yeah
כן	ja
כן	jada
שנים	ar
שנים	årevis
שנים	år
אף	nese
אף	nesen
אף	nesa
אף	eff
רבים	mangt
רבים	many
רבים	mangen
רבים	mange
רבים	flertall
אבל	men
בה	hennes
בה	henne
אין	ingen
אביב	aviv
אביב	våren
אביב	spring
במאי	mai
במאי	may
במאי	direktør
במאי	regissør
שנה	årsmodell
שנה	året
שנה	år
שנה	ar
שנה	årevis
שנה	år
נולד	born
נולד	født
הערות	merknader
הערות	notat
הערות	notater
הערות	kommentarar
הערות	kommentarer
חלק	del
חלק	glatt
לפני	before
לפני	før
אחת	one
אחת	en
אחת	ett
אחת	én
ביולי	juli
ביולי	july
שוליים	marginer
שוליים	ytterliggående
שוליים	marg
שוליים	margin
להיות	being
באוקטובר	oktober
באוקטובר	october
באוקטובר	okt
באוקטובר	oct
בשם	navngitt
בשם	oppkalt
במקום	isteden
במקום	istedet
במקום	istedenfor
אותה	hennes
אותה	henne
החל	begynte
החל	starter
החל	begynner
הרב	herb
ארצות	landene
ארצות	land
מן	manna
בינואר	januar
במרץ	marsjer
במרץ	march
במרץ	marsj
במרץ	mars
במרץ	marsjere
ראש	hode
ראש	hodet
ראש	head
ראש	rush
חיים	liv
חיים	livet
חיים	life
חיים	chaim
חיים	haim
המאה	århundre
בנובמבר	november
בדצמבר	desember
לי	lee
תל	tel
בבית	hjemme
בבית	heime
בבית	hjem
בבית	hjemmet
בבית	home
ערך	verdien
ערך	verdi
בפברואר	februar
אלו	desse
אלו	disse
זמן	tid
זמן	klokkeslett
זמן	gang
אחר	andre
אחר	annet
אחר	annen
אחר	annet
אחר	else
בני	benny
בני	sønn
בני	son
בעיקר	hovedsakelig
בעיקר	hovedsaklig
בעיקר	hovedsakelig
בעיקר	mest
אתר	nettsted
אתר	nettside
אתר	nettstedet
אתר	nettsted
אתר	nettstedet
אתר	site
אתר	eter
ללא	utan
ללא	without
ללא	uten
שונים	annerledes
שונים	ulike
שונים	forskjellige
שונים	forskjellig
שונים	ymse
שונים	diverse
אדם	person
אדם	personen
אדם	adam
אדם	menneskelig
אדם	mannfolk
אדם	mannen
אדם	mann
כלל	regelen
כלל	regel
עוד	fleire
עוד	fler
עוד	flere
עוד	mer
עוד	meir
עוד	mere
דבר	thing
דבר	tingen
דבר	greie
דבר	snakkes
דבר	snakk
דבר	talk
דבר	tal
דבר	snakke
דבר	snakk
דבר	speak
אחרים	andre
אחרים	annet
אחרים	annen
אחרים	andre
ספר	bok
ספר	barbereren
ספר	barber
ספר	frisøren
ספר	fortelle
ספר	fortell
