של	shel
את	tu
את	te
את	tú
את	usted
את	vos
על	acerca
על	sobre
קטגוריה	categoria
קטגוריה	categoría
עם	con
גם	igualmente
גם	además
גם	también
גם	tambien
גם	también
גם	too
גם	demasiado
גם	tambien
זה	este
זה	esto
זה	esta
זה	eso
זה	que
היא	ella
היה	fue
היה	estaba
היה	era
שיחה	conversación
שיחה	llamada
שיחה	llame
שיחה	llamar
שיחה	llama
לאחר	despues
לאחר	after
לאחר	tras
לאחר	después
בין	bean
בין	frijol
בין	inter
בין	entre
כל	todas
כל	all
כל	todo
כל	todos
כל	cualquier
כל	cualquiera
כי	porque
יותר	más
יותר	mas
יותר	more
ישראל	israel
ישראל	israelí
אך	sino
אך	pero
עד	asta
עד	hasta
שם	allí
שם	ahi
שם	ahí
שם	nombre
שם	name
שם	denominación
בית	beit
בית	hogar
בית	casa
בית	inicio
בית	house
בית	casita
בית	casa
הם	ellos
הם	ellas
הייתה	fue
הייתה	estaba
הייתה	era
אשר	asher
אשר	aser
אשר	escher
אשר	usher
אשר	cuáles
אשר	cuál
אשר	cual
אשר	confirmar
אשר	confirma
אשר	confirme
אשר	confirmo
כמו	gustar
כמו	like
כמו	como
אחד	una
אחד	one
אחד	uno
שמאל	izquierda
שמאל	izquierdo
קישורים	acoplamientos
קישורים	vínculos
קישורים	enlaces
קישורים	links
חיצוניים	externa
חיצוניים	externo
חיצוניים	externos
חיצוניים	exterior
הברית	alliance
הברית	alianza
מספר	número
מספר	numero
בו	él
בו	bu
בו	boo
היו	eran
היו	estaban
היו	fueron
רק	únicamente
רק	solo
רק	sólo
רק	solamente
רק	solo
רק	simplemente
רק	sólo
רק	just
כאשר	cuándo
כאשר	when
כאשר	cuando
אותו	él
בן	ben
בן	hijo
שלו	sus
שלו	su
שלו	sus
שלו	su
שני	segundos
שני	segunda
שני	segundas
שני	segundo
שני	shani
שני	dos
שני	two
שני	lunes
לו	lew
לו	lou
מה	qué
העולם	mundial
העולם	mundo
העולם	world
העיר	pueblo
העיר	ciudad
העיר	ciudad
במהלך	durante
כן	si
כן	yes
כן	sí
כן	si
כן	sii
כן	sí
כן	yeah
שנים	años
שנים	anos
אף	nose
אף	nariz
אף	fep
רבים	muchas
רבים	muchos
רבים	plural
אבל	sino
אבל	pero
בה	ella
בה	su
בה	her
אין	ninguna
אין	ninguno
אביב	aviv
אביב	manantial
אביב	primavera
אביב	resorte
במאי	may
במאי	mayo
במאי	directora
במאי	director
שנה	año
שנה	años
שנה	anos
נולד	nacidos
נולד	born
נולד	nacido
הערות	apuntes
הערות	notas
הערות	notes
הערות	observaciones
הערות	comenta
הערות	comentarios
הערות	comentario
חלק	part
חלק	parte
חלק	suave
חלק	liso
לפני	antes
אחת	una
אחת	one
אחת	uno
ביולי	julio
שוליים	márgenes
שוליים	marginal
שוליים	fringe
שוליים	margen
שוליים	márgenes
להיות	estar
להיות	siendo
להיות	ser
באוקטובר	octubre
באוקטובר	oct
בשם	nombrada
בשם	nombrado
אותה	ella
אותה	su
אותה	her
החל	empezó
החל	comenzó
החל	empezando
החל	iniciando
החל	comenzando
הרב	hierba
הרב	hierbas
הרב	herb
ארצות	paises
ארצות	países
מן	maná
בינואר	enero
במרץ	marcha
במרץ	marchen
במרץ	marzo
ראש	head
ראש	cabezal
ראש	cabeza
ראש	rush
חיים	vida
חיים	life
חיים	chaim
חיים	haim
המאה	siglo
המאה	century
בנובמבר	noviembre
בדצמבר	diciembre
לי	lee
תל	tel
בבית	hogar
בבית	casa
בבית	inicio
ערך	valorar
ערך	value
ערך	valor
בפברואר	febrero
אלו	éstas
אלו	estos
אלו	estas
אלו	éstos
זמן	hora
זמן	tiempo
זמן	time
אחר	otras
אחר	otro
אחר	otros
בני	benito
בני	benny
בני	hijo
בעיקר	principalmente
בעיקר	principalmente
בעיקר	mayormente
אתר	website
אתר	web
אתר	sitio
אתר	sitio
אתר	site
אתר	éter
ללא	sin
שונים	distinta
שונים	diferente
שונים	distintos
שונים	distinto
שונים	diferentes
שונים	varios
שונים	varias
רב	rav
אדם	persona
אדם	adam
אדם	adán
אדם	humano
אדם	humanas
אדם	humana
אדם	humanos
אדם	man
אדם	hombre
כלל	regla
עוד	más
עוד	mas
עוד	more
דבר	thing
דבר	cosa
דבר	hablar
דבר	habla
דבר	hable
דבר	talk
דבר	charla
דבר	hablar
דבר	habla
דבר	hablan
דבר	hable
דבר	hablen
אחרים	otras
אחרים	otro
אחרים	otros
אחרים	otras
אחרים	otros
ספר	libro
ספר	peluquería
ספר	barber
ספר	barbero
ספר	peluquero
ספר	decir
נגד	contra
נגד	against
לה	ella
לה	su
לה	her
זכה	ganados
זכה	ganó
זכה	ganado
זכה	gané
זכה	gano
אחרי	despues
אחרי	after
אחרי	tras
אחרי	después
הן	ellos
הן	ellas
יום	día
יום	dia
יום	day
יום	hume
אלה	éstas
אלה	estos
אלה	estas
אלה	éstos
אלה	ella
אלה	diosa
כבר	ya
כיום	actualmente
ירושלים	jerusalem
ירושלים	jerusalén
המדינה	state
המדינה	estado
מקום	lugar
מקום	lugar
מקום	place
מאוד	very
מאוד	muy
יהודים	judías
יהודים	judio
יהודים	judía
יהודים	judío
יהודים	judíos
יהודים	judios
יהודים	judíos
רבות	muchas
רבות	muchos
כמה	algunas
כמה	algunos
כמה	some
מטר	pies
מטר	contadores
מטר	metros
מטר	medidores
מטר	medidor
מטר	metros
מטר	metros
דרך	via
דרך	vía
דרך	mediante
דרך	through
דרך	manera
דרך	camino
דרך	way
שנת	año
יכול	podrían
יכול	podía
יכול	podría
יכול	podria
יכול	pueden
יכול	puedo
יכול	lata
יכול	can
יכול	puede
באמצעות	via
באמצעות	vía
בעלי	marido
בעלי	esposo
יחד	juntos
יחד	juntas
יחד	together
בשל	maduras
בשל	madura
בשל	maduro
בשל	maduros
בשל	due
בשל	debido
פרס	recompensa
פרס	premiado
פרס	premio
פרס	laudo
פרס	premios
פרס	adjudicación
פרס	premio
פרס	galardón
ראו	rao
דוד	dodd
דוד	tio
דוד	tío
דוד	jose
דוד	david
בעל	baal
בעל	marido
בעל	esposo
שלה	ella
שלה	su
שלה	her
בנוסף	plus
בנוסף	además
בנוסף	adicionalmente
תחת	ass
תחת	trasero
תחת	culo
תחת	asno
תחת	trasero
תחת	culo
תחת	debajo
תחת	bajo
תחת	under
תמונה	fotografía
תמונה	photo
תמונה	foto
תמונה	imagen
תמונה	imágen
תמונה	foto
כתב	reportero
כתב	periodista
כתב	reportera
כתב	escribí
כתב	escribió
כתב	escribía
הקבוצה	grupo
הקבוצה	group
הקבוצה	agrupar
הערך	valorar
הערך	value
הערך	valor
היום	today
היום	hoy
רבי	rabino
רבי	rebe
מי	oms
מי	quiénes
מי	quién
מי	quien
למרות	apesar
למרות	aunque
למרות	aunque
אחרות	otras
אחרות	otros
דה	duh
אותם	ellas
אותם	ellos
החברה	society
החברה	sociedad
החברה	compañia
החברה	empresa
החברה	compañía
החברה	companía
המלחמה	guerra
המלחמה	war
שונות	distinta
שונות	diferente
שונות	distintos
שונות	distinto
שונות	diferentes
שונות	varios
שונות	diversos
הארץ	earth
הארץ	tierra
הארץ	terrestre
מערכת	system
מערכת	sistema
תאריך	cita
תאריך	fecha
תאריך	date
בלבד	únicamente
בלבד	solo
בלבד	sólo
בלבד	solamente
עבר	pasadas
עבר	pasada
עבר	pasado
עבר	pasados
עבר	movida
עבר	movido
עבר	conmovido
עבר	trasladado
עבר	pasó
אפשר	activar
אפשר	habilitar
אפשר	permitir
נוסף	añadido
נוסף	agregados
נוסף	añadida
נוסף	añadió
נוסף	agregó
נוסף	agregado
מרכז	céntrica
מרכז	central
מרכז	centrales
מרכז	céntrico
מרכז	centrar
מרכז	centro
מרכז	center
מרכז	centro
מרכז	centre
שימוש	uso
שימוש	utilización
שימוש	usando
שימוש	utilizando
שימוש	uso
שימוש	usar
שימוש	utilización
שימוש	utilizar
שיש	mármol
רוב	most
רוב	robar
רוב	rob
רוב	mayoría
רוב	mayoritaria
רוב	mayorías
רוב	mayoria
רוב	mayoritario
כולל	integrador
כולל	inclusiva
כולל	inclusivo
כולל	incluye
כולל	incluyendo
כולל	incluida
כולל	incluido
כולל	incluidos
כולל	incluidos
כולל	incluidas
כולל	incluida
כולל	incluído
כולל	incluido
גדול	large
גדול	grande
גדול	grandes
גדול	big
גדול	grande
גדול	gran
גדול	grandes
גדול	grandioso
גדול	genial
גדול	estupendo
גדול	gran
ישראלים	israelíes
ישראלים	israelí
ישראלים	israelíes
ישראלים	israelitas
ישראלים	israelí
מאז	desde
יהודי	judías
יהודי	judio
יהודי	judía
יהודי	judío
יהודי	judíos
יהודי	judio
יהודי	judía
יהודי	judío
סוג	amable
סוג	escribe
סוג	type
סוג	escriba
סוג	tipo
ראשון	domingo
ראשון	rishon
ראשון	primera
ראשון	primeras
ראשון	primer
ראשון	primeros
ראשון	primero
מידע	info
מידע	información
מידע	informacion
מידע	información
מידע	informacion
מידע	informaciones
מידע	data
מידע	dato
מידע	datos
ערכים	métricas
ערכים	valora
ערכים	valores
ערכים	entradas
אנשים	pueblo
אנשים	gente
אנשים	personas
קובץ	fichero
קובץ	expediente
קובץ	archivo
דקות	actas
דקות	minutos
חבר	amigo
חבר	friend
חבר	amiga
חבר	novio
חבר	novios
צריך	need
צריך	necesitar
צריך	necesito
צריך	necesita
צריך	necesidad
צריך	debería
צריך	deberían
צריך	deberia
צריך	debiera
ויקיפדיה	wikipedia
בת	hija
בת	beth
השם	hashem
השם	nombre
השם	name
השם	denominación
בתוך	dentro
בתוך	adentro
בתוך	inside
האדם	persona
כאן	aquí
כאן	aca
כאן	aqui
כאן	acá
מול	mol
שלהם	sus
שלהם	su
לעתים	aveces
הכנסת	knesset
הכנסת	sinagoga
וגם	igualmente
וגם	además
וגם	también
וגם	tambien
הים	mar
השיר	canto
השיר	cancion
השיר	canción
השיר	song
בזמן	mientras
חדש	novedad
חדש	nuevas
חדש	nuevos
חדש	nuevo
חדש	novedades
חדש	nueva
השלישי	iii
השלישי	tercera
השלישי	tercer
השלישי	terceros
השלישי	tercero
משה	moses
משה	moisés
משה	moshe
גרמניה	alemanes
גרמניה	alemán
גרמניה	alemana
גרמניה	aleman
גרמניה	alemania
יורק	york
הממשלה	gobierno
חיל	corps
יהודה	yehuda
יהודה	judas
יהודה	judea
יהודה	judas
יהודה	judah
מעל	over
מעל	arriba
מעל	supra
ארץ	pais
ארץ	país
ארץ	terrenos
ארץ	land
ארץ	terreno
ארץ	tierra
ארץ	tierras
ארץ	earth
ארץ	tierra
ארץ	terrestre
כלי	tool
כלי	herramienta
כלי	instrumento
צרפת	francia
צרפת	france
הרבה	lotes
הרבה	montones
הרבה	muchas
הרבה	muchos
הרבה	much
הרבה	mucho
אתה	tu
אתה	te
אתה	tú
אתה	usted
אתה	vos
נמצא	encontrada
נמצא	encontradas
נמצא	encontrados
נמצא	hallado
נמצא	encontrado
טוב	buenas
טוב	bien
טוב	bueno
טוב	buena
טוב	buenos
אי	isla
ילדים	ninos
ילדים	niños
ילדים	kids
ילדים	niñez
ילדים	infancia
ילדים	ninos
ילדים	niños
שלושה	tres
לאורך	junto
הגיע	llegaron
הגיע	llegamos
הגיע	llegado
הגיע	llegó
הגיע	vinieron
אירופה	europa
אירופה	europa
אירופה	europeos
אירופה	europeo
אירופה	europea
אירופה	europeas
המלך	king
המלך	rey
כמעט	casi
כמעט	casi
מיליון	millones
מיליון	millón
מיליון	millon
יצחק	isaac
יצחק	yitzhak
יצחק	itzhak
האלבום	álbum
האלבום	album
האלבום	disco
יוסף	josé
יוסף	yosef
כוח	fortaleza
כוח	fuerza
כוח	fuerza
כוח	force
כוח	forzar
כוח	potencia
כוח	power
כוח	poder
נפטר	fallecida
נפטר	fallecidos
נפטר	difuntos
נפטר	fallecido
הלהקה	band
הלהקה	banda
מלך	king
מלך	rey
מקור	procedencia
מקור	origen
מקור	procedencia
מקור	fuente
מקור	origen
מקור	source
תוכנית	programar
תוכנית	programa
תוכנית	plano
תוכנית	plan
תוכנית	programa
בתי	hija
נראה	miradas
נראה	aspecto
נראה	parece
נראה	looks
לגבי	acerca
לגבי	sobre
וב	webb
פעם	once
משתמש	usando
משתמש	utilizando
משתמש	usuarios
משתמש	usuario
קיבל	recibidas
קיבל	recibida
קיבל	recibidos
קיבל	recibido
קיבל	aceptadas
קיבל	aceptados
קיבל	aceptada
קיבל	aceptado
עקב	talon
עקב	due
עקב	debido
עקב	talón
עקב	tacón
נשים	mujer
נשים	mujeres
נשים	femenino
מונה	monet
מונה	mona
במיוחד	particularmente
במיוחד	especialmente
במיוחד	especialmente
