של	shel
את	sen
את	seni
את	siz
על	hakkında
על	yaklaşık
קטגוריה	kategori
קטגוריה	kategorisi
עם	with
עם	ile
גם	ayrica
גם	ayrıca
זה	bu
זה	bunu
זה	bu
זה	bunu
שיחה	muhabbet
שיחה	sohbet
שיחה	ara
שיחה	arayın
שיחה	çağrı
שיחה	arama
לאחר	sonrası
לאחר	ardından
לאחר	sonrasında
לאחר	sonra
בין	fasulye
בין	bean
בין	inter
בין	arasında
בין	arasına
בין	arası
בין	arasındaki
כל	all
כל	hepsini
כל	tamamı
כל	hepsi
כל	tümü
כל	herhangi
כי	cünkü
כי	çünkü
יותר	daha
יותר	devamı
יותר	more
ישראל	israil
אך	ama
אך	fakat
יש	yaşasın
יש	oley
שם	orada
שם	orda
שם	adınız
שם	isim
שם	ad
שם	adın
שם	adı
בית	beit
בית	yuva
בית	ev
בית	evde
בית	eve
בית	evim
בית	house
בית	ev
הם	onlar
אשר	asher
אשר	escher
אשר	usher
אשר	hangi
אשר	hangisi
אשר	onayla
אשר	doğrula
כמו	like
כמו	beğen
כמו	gibi
אחד	biri
אחד	bir
שמאל	soldaki
שמאל	soldan
שמאל	sol
שמאל	sola
קישורים	bağlantılar
קישורים	bağlar
קישורים	bağlantıları
חיצוניים	harici
הברית	ittifak
מספר	rakam
מספר	numara
מספר	numarası
מספר	sayı
בו	onu
בו	boo
רק	yalnızca
רק	sadece
רק	sadece
רק	just
אותו	onu
בן	ben
בן	oğul
בן	evlat
בן	oğlum
שלו	onunki
שלו	onun
שני	ikinci
שני	ikincisi
שני	iki
שני	pazartesi
לו	lew
לו	lou
מה	ne
העולם	world
העולם	dünya
העולם	dunya
העיר	town
העיר	kasaba
העיר	şehir
העיר	sehir
העיר	city
העיר	şehir
במהלך	esnasında
במהלך	sırasında
כן	evet
כן	yes
כן	evet
שנים	yıllarca
שנים	yıllardır
שנים	yıllar
שנים	yılların
שנים	seneler
אף	burnunu
אף	burnun
אף	burnu
אף	burun
אף	eff
רבים	birçok
רבים	çoğul
אבל	ama
אבל	fakat
בה	onun
בה	onu
אין	hiçbiri
אין	yok
אין	hiç
אביב	aviv
אביב	ilkbahar
אביב	yay
אביב	bahar
במאי	may
במאי	mayis
במאי	mayıs
במאי	direktör
במאי	müdür
במאי	yönetmen
במאי	yönetici
שנה	yıl
שנה	yılı
שנה	sene
שנה	yıllarca
שנה	yıllardır
שנה	yıllar
שנה	yılların
שנה	seneler
נולד	doğan
נולד	doğuştan
נולד	doğdu
נולד	doğmuş
נולד	doğdum
הערות	not
הערות	notları
הערות	notlar
הערות	yorumları
הערות	yorumlar
הערות	yorum
חלק	kısım
חלק	parçası
חלק	bölüm
חלק	part
חלק	kısmen
חלק	yumuşak
חלק	pürüzsüz
חלק	sorunsuz
לפני	önceki
לפני	önceden
לפני	önce
לפני	öncesi
לפני	öncesinde
אחת	biri
אחת	bir
ביולי	temmuz
שוליים	fringe
להיות	olmak
באוקטובר	ekim
באוקטובר	ekim
בשם	adında
במקום	yerine
אותה	onun
אותה	onu
החל	başlamak
החל	başlıyor
החל	başlıyorum
החל	başlangıç
הרב	herb
הרב	bitki
ארצות	ülkeler
ארצות	ülkelere
ארצות	ülkeleri
מן	helvası
בינואר	ocak
במרץ	mart
במרץ	marş
במרץ	yürüyüş
ראש	baş
ראש	kafası
ראש	kafa
ראש	acele
ראש	rush
חיים	life
חיים	hayat
חיים	yaşam
חיים	ömür
חיים	chaim
חיים	haim
המאה	yüzyıl
המאה	asır
בנובמבר	kasım
בדצמבר	aralık
לי	lee
תל	tel
בבית	yuva
בבית	ev
בבית	evde
בבית	eve
בבית	evim
ערך	değeri
ערך	değerli
ערך	değer
ערך	deger
בפברואר	şubat
אלו	bunlar
אלו	bunları
אלו	şunlar
זמן	zaman
זמן	vakit
זמן	süre
זמן	time
אחר	diğer
אחר	diğeri
אחר	öteki
אחר	diger
אחר	başka
אחר	baska
בני	benny
בני	oğul
בני	evlat
בני	oğlum
בעיקר	çoğunlukla
בעיקר	genellikle
אתר	site
אתר	site
אתר	sitede
אתר	eter
ללא	olmadan
ללא	onsuz
שונים	farklı
שונים	farkli
שונים	değişik
שונים	çeşitli
רב	rav
אדם	kişi
אדם	şahıs
אדם	kişiye
אדם	insan
אדם	kisi
אדם	adem
אדם	adam
אדם	insani
אדם	insan
אדם	insan
אדם	man
אדם	erkek
אדם	adam
אדם	adamım
כלל	kural
עוד	daha
עוד	devamı
עוד	more
דבר	şey
דבר	konuş
דבר	konuşmak
דבר	talk
דבר	konuşma
דבר	konuş
אחרים	diğer
אחרים	diğeri
אחרים	öteki
אחרים	diger
אחרים	diger
אחרים	diğerleri
אחרים	diğerlerini
אחרים	başkaları
ספר	kitap
ספר	berber
ספר	söyle
ספר	anlat
נגד	karsi
נגד	aleyhinde
נגד	karşı
לה	onun
לה	onu
זכה	kazanılan
זכה	kazandı
זכה	won
אחרי	sonrası
אחרי	ardından
אחרי	sonrasında
אחרי	sonra
אולם	ancak
הן	onlar
יום	gündüz
יום	gun
יום	gün
יום	hume
אלה	bunlar
אלה	bunları
אלה	şunlar
אלה	ella
אלה	tanrıça
כבר	çoktan
כבר	zaten
כבר	şimdiden
כיום	şimdilerde
כיום	günümüzde
כיום	bugünlerde
ירושלים	kudüs
המדינה	state
המדינה	eyalet
המדינה	devlet
מקום	mekanı
מקום	mekan
מקום	yer
מקום	mekân
מקום	yer
מאוד	cok
מאוד	çok
יהודים	yahudi
יהודים	musevi
יהודים	yahudiler
יהודים	yahudi
יהודים	yahudileri
יהודים	yahudilere
רבות	birçok
כמה	bazı
כמה	bazıları
כמה	bazılarını
כמה	kimisi
מטר	ayakları
מטר	ayak
מטר	ayaklar
מטר	metre
מטר	metre
מטר	metre
מטר	metre
דרך	aracılığıyla
דרך	via
דרך	yoluyla
דרך	üzerinden
דרך	aracılığıyla
דרך	yoluyla
דרך	geçerek
דרך	şekilde
דרך	yol
שנת	yıl
שנת	yılı
שנת	sene
יכול	can
באמצעות	aracılığıyla
באמצעות	via
באמצעות	yoluyla
באמצעות	üzerinden
בעלי	kocası
בעלי	kocacığım
בעלי	koca
יחד	beraber
יחד	beraberce
יחד	birlikte
בשל	olgun
בשל	vadesi
בשל	nedeniyle
פרס	ödül
פרס	ödülü
פרס	ödül
פרס	ödülü
פרס	ödül
פרס	ödülü
ראו	rao
דוד	dodd
דוד	amca
דוד	dayı
דוד	davud
דוד	davut
דוד	david
בעל	baal
בעל	kocası
בעל	kocacığım
בעל	koca
שלה	onunki
שלה	onun
שלה	onu
בנוסף	artı
בנוסף	plus
תחת	popo
תחת	kıç
תחת	kıç
תחת	popo
תחת	kalça
תחת	altında
תחת	altinda
תחת	altına
תמונה	fotograf
תמונה	foto
תמונה	fotoğraf
תמונה	görsel
תמונה	resim
תמונה	görüntü
תמונה	imaj
תמונה	fotoğraf
תמונה	resim
תמונה	resmi
כתב	gazeteci
כתב	muhabir
כתב	yazdı
עצמו	kendisinin
עצמו	kendisi
הקבוצה	gurup
הקבוצה	grup
הקבוצה	grubu
הערך	değeri
הערך	değerli
הערך	değer
הערך	deger
היום	bugün
היום	bugünde
היום	bügün
היום	bugun
רבי	haham
רבי	rabbi
מי	kimler
מי	who
מי	kim
למרות	rağmen
למרות	gerçi
למרות	gerçi
אחרות	diger
אחרות	diğerleri
אחרות	diğerlerini
אחרות	başkaları
אותם	onlar
אותם	onları
החברה	topluluk
החברה	toplum
החברה	sosyete
החברה	şirket
החברה	firma
החברה	bölük
המלחמה	savaş
המלחמה	war
המלחמה	savas
שונות	farklı
שונות	farkli
שונות	değişik
שונות	çeşitli
הארץ	earth
הארץ	toprak
הארץ	dünya
הארץ	yeryüzü
מערכת	sistem
מערכת	sistemi
תאריך	tarihi
תאריך	randevu
