категория	categorie
что	wat
для	voor
как	hoe
как	zoals
как	like
был	was
его	zijn
его	hem
также	ook
это	dit
это	deze
это	dat
после	na
после	after
области	oppervlakten
области	gebieden
год	jaar
было	was
время	tijd
состав	compositie
состав	samenstelling
была	was
место	spot
место	plaats
место	lokatie
место	locatie
место	ligging
были	waren
район	buurt
район	district
район	gebied
район	oppervlakte
вид	diersoort
вид	diersoorten
вид	soorten
вид	soort
вид	weergave
вид	uitzicht
вид	bekijk
вид	bekijken
под	onder
под	under
только	alleen
только	enkel
только	slechts
только	gewoon
есть	got
есть	heb
есть	kreeg
язык	tongue
язык	tong
язык	taal
язык	taalgebruik
ссср	ussr
районе	buurt
код	wetboek
код	code
более	more
более	meer
мая	mogen
мая	may
мая	mei
мая	mag
мая	moge
дата	datum
ноября	november
деревня	dorpje
деревня	dorp
где	waar
января	januari
марта	marta
марта	martha
марта	maart
марта	marcheren
все	alles
все	allen
все	alle
все	allemaal
все	alles
все	iedereen
августа	august
августа	augustus
августа	augusta
том	tom
октября	oktober
октября	october
октября	lgo
сентября	september
статьи	artikelen
статьи	artikels
уже	al
уже	reeds
июня	juni
июня	june
апреля	april
который	welke
название	naam
название	titel
поселение	vereffening
поселение	nederzetting
поселение	schikking
поселение	afwikkeling
человек	persoon
человек	person
человек	menselijk
человек	menselijke
человек	mens
человек	man
смерти	sterfte
смерти	sterfgevallen
лет	jaar
лет	jaren
февраля	februari
февраля	feb
они	ze
они	zij
того	togo
города	stad
города	steden
может	misschien
может	kan
может	kon
может	kan
может	kunt
может	kunnen
она	ze
она	zij
войны	oorlog
войны	oorlogen
войны	oorlog
можно	kan
можно	kunt
можно	kunnen
когда	wanneer
однако	echter
которые	welke
высота	hoogte
высота	hoogte
высота	lengte
переписи	volkstelling
переписи	census
переписи	tellingen
село	selo
село	dorpje
село	dorp
стал	werden
стал	werd
статья	artikel
род	hengel
род	idd
род	rod
один	alone
один	alleen
один	odin
один	one
один	één
один	een
один	eén
без	zonder
реки	rivier
реки	river
реки	rivieren
между	tussen
статус	status
населения	bevolking
населения	populatie
годы	jaar
годы	jaren
через	via
национальный	nationaal
национальный	nationale
область	provincie
область	regio
область	oblast
область	gebied
область	oppervlakte
список	lijstje
список	lijst
сайт	website
сайт	site
века	leeftijden
века	eeuwenlang
века	eeuwen
официальный	ambtenaar
официальный	officiële
официальный	officieel
часть	deel
часть	gedeelte
против	tegen
этот	dit
этот	deze
будет	will
будет	zal
будет	zullen
несколько	meerdere
несколько	verschillende
несколько	verscheidene
несколько	meerdere
несколько	meervoudige
несколько	veelvoud
несколько	meervoudig
несколько	ietwat
несколько	enigszins
несколько	enigzins
город	stad
город	stad
мира	vrede
мира	peace
мира	mira
первое	eerste
первое	eerst
части	onderdelen
части	delen
описание	beschrijving
описание	signalement
описание	omschrijving
всего	totaal
первый	eerste
первый	eerst
файл	dossier
файл	bestand
карты	kaarten
карты	kaart
два	twee
два	two
всех	allen
всех	alle
всех	allemaal
всех	alles
всех	iedereen
раз	eens
там	daar
там	er
территории	gebieden
территории	gebiedsdelen
второй	tweede
очень	zeer
главы	hoofdstukken
карта	plattegrond
карта	kaart
площадь	plaza
площадь	vierkante
площадь	vierkant
площадь	plein
площадь	gebied
площадь	oppervlakte
всё	alles
даже	zelfs
затем	dan
затем	daarna
группы	groep
группы	fractie
группы	groepen
основания	gronden
размер	grootte
размер	afmeting
размер	omvang
размер	formaat
размер	maat
имеет	heeft
поселения	nederzettingen
поселения	schikkingen
над	over
страны	land
страны	landen
ему	hem
индекс	index
индекс	indexcijfer
индекс	indexeren
улица	straat
население	demografie
население	bevolking
население	populatie
работы	werk
работы	arbeid
работы	werken
имена	namen
вместе	samen
здесь	hier
истории	verslagen
истории	verhalen
истории	verhaaltjes
истории	geschiedenis
которая	welke
александр	alexandre
александр	aleksandr
александр	alexander
армии	legers
армии	leger
армии	landmacht
деление	divisie
деление	afdeling
деление	deling
деление	division
деление	onderverdeling
деление	kernsplijting
хотя	hoewel
хотя	alhoewel
хотя	hoewel
кроме	behalve
игроки	spelers
другие	overige
другие	andere
другие	ander
другие	overig
другие	overige
другие	andere
другие	overigen
другие	anderen
получил	got
получил	heb
получил	kreeg
история	verhaal
история	story
история	geschiedenis
себя	mijzelf
себя	zelf
себя	mezelf
себя	ikzelf
себя	jezelf
себя	jijzelf
себя	uzelf
совета	raad
фильм	filmpje
фильм	film
фильм	film
рождения	geboorte
пункты	items
пункты	paragrafen
времени	tijd
либо	hetzij
либо	ofwel
участник	lid
участник	deelnemer
страница	bladzijde
страница	pagina
участие	betrokkenheid
участие	deelneming
участие	participatie
участие	deelname
википедии	wikipedia
три	drie
три	three
человека	menselijk
человека	menselijke
человека	mens
автор	auteur
автор	schrijver
республики	republiek
внутреннее	intern
внутреннее	inwendig
внутреннее	binnenste
внутреннее	innerlijke
внутреннее	innerlijk
эти	deze
статей	artikelen
статей	artikels
случае	geval
случае	case
случае	zaak
центр	centrum
центр	centreren
центр	centrum
центр	centreren
округ	county
округ	graafschap
округ	district
жизни	life
жизни	leven
жизни	leeft
жизни	levens
жизни	woont
генерал	algemene
генерал	generaal
генерал	algemeen
родился	born
родился	geboren
союза	union
союза	vakbond
союза	unie
кто	wie
кто	who
связи	links
связи	communicatie
связи	mededelingen
день	dag
день	dagje
именно	exact
именно	precies
период	tijdvak
период	periode
община	gemeenschap
община	community
индексы	indices
индексы	indexen
индексы	indexen
индексы	registers
округа	districten
округа	wijken
округа	provincies
франции	frankrijk
группа	groep
группа	fractie
имя	naam
игры	games
игры	spelletjes
игры	spellen
цифровой	digitaal
поэтому	daarom
санкт	sankt
идентификатор	identificatiecode
идентификатор	identifier
ширина	breedte
просто	gewoon
регион	regio
тогда	dan
тогда	daarna
конце	einde
конце	beëindigen
конце	eind
отечественной	patriottische
вот	hier
работал	werkte
работал	gewerkt
церкви	kerken
церкви	kerk
клуб	club
наук	wetenschappen
ввп	bnp
ввп	bbp
больше	more
больше	meer
федерации	federatie
федерации	federaties
наиболее	meesten
наиболее	most
наиболее	meeste
наиболее	meest
изображения	beelden
изображения	afbeeldingen
изображения	imago
изображения	beeld
изображения	afbeelding
советский	sovjet
степени	graden
степени	graad
северо	northwestern
северо	noordwestelijke
северо	noordwest
изображение	imago
изображение	beeld
изображение	afbeelding
награды	eert
награды	beloningen
награды	prijsuitreiking
награды	awards
награды	onderscheidingen
ранее	eerder
ранее	voordien
ранее	vroeger
ранее	voorheen
ранее	eerder
ранее	vroeger
ранее	voorheen
википедия	wikipedia
перед	voordat
перед	vóór
германии	duits
германии	duitse
германии	duitsland
владимир	vladimír
владимир	vladimir
москва	moskou
системы	systemen
стала	werden
стала	werd
стороны	zijden
стороны	zijkanten
стороны	kanten
стороны	partijen
стороны	feestjes
совет	raad
академии	academy
академии	academie
две	twee
две	two
николай	nicolai
николай	nikolaj
николай	nikolai
николай	nicolaas
николай	nicholas
некоторые	enkele
некоторые	sommigen
некоторые	sommige
менее	minder
роль	rol
юго	zuidwest
юго	zuidwesten
дом	thuis
дом	home
дом	huis
дом	startpagina
дом	dom
дом	huis
значимость	betekenis
значимость	relevantie
высоты	hoogten
высоты	hoogtes
высоты	heights
русский	russisch
русский	rus
русский	russische
член	lid
член	penis
член	dick
член	lul
член	lul
член	pik
член	haan
орден	orde
орден	bestellen
орден	order
орден	bestelling
сам	mijzelf
сам	zelf
сам	mezelf
сам	ikzelf
сын	zoon
сын	son
пока	doei
пока	dag
пока	daag
общины	gemeenschappen
общины	gemeenschap
общины	community
сельсовет	selsovjet
число	nummer
число	aantal
число	getal
эта	dit
эта	deze
нужно	nood
нужно	need
нужно	nodig
нужно	noodzaak
нужно	behoefte
большой	large
большой	groot
большой	grote
большой	big
большой	groot
большой	grote
большой	bolsjoj
количество	nummer
количество	aantal
количество	getal
количество	hoeveelheid
количество	kwantiteit
являются	zijn
институт	instituut
институт	institut
институт	instelling
компании	gezelschap
компании	bedrijf
компании	onderneming
компании	bedrijven
церковь	kerk
советского	sovjet
проект	project
много	veel
много	velen
много	vele
много	veel
много	much
сельский	rustieke
вопрос	afgifte
вопрос	uitgifte
вопрос	kwestie
вопрос	vraagje
вопрос	vraag
новый	nieuw
новый	nieuwe
образование	opvoeding
образование	onderwijs
тоже	ook
момент	moment
момент	ogenblik
момент	koppel
фильмы	films
фильмы	films
фильмы	bioscoop
часто	regelmatig
часто	veelvuldig
часто	frequent
часто	vaak
часто	dikwijls
часто	vaak
часто	veelvuldig
часто	frequente
часто	frequent
почти	bijna
почти	bijna
сокорро	socorro
партии	partijen
партии	feestjes
глава	hoofdstuk
настоящее	aanwezig
настоящее	heden
настоящее	presenteren
настоящее	presenteer
стали	staal
стали	stalen
организации	organisatie
организации	organisaties
сейчас	nu
империи	rijken
империи	keizerrijk
империи	rijk
империи	imperium
империи	empire
река	rivier
река	river
участников	exposanten
участников	deelnemers
альбом	album
одна	alone
одна	alleen
одна	one
одна	één
одна	een
одна	eén
станции	station
станции	stations
людей	mensen
людей	personen
возможно	misschien
возможно	misschien
возможно	mogelijke
возможно	mogelijk
возможно	mogelijk
возможно	waarschijnlijk
сергей	sergej
сергей	sergei
сергей	sergej
окончил	afgestudeerd
окончил	geslaagd
иван	ivan
иван	iván
пояс	riem
пояс	gordel
команды	opdrachten
команды	ploegen
команды	teams
такие	dergelijke
шаблон	patroon
шаблон	sjabloon
шаблон	template
ссылки	verwijzingen
ссылки	referenties
ссылки	links
многие	veel
многие	velen
многие	vele
жизнь	life
жизнь	leven
серии	serie
серии	reeks
серии	reeksen
серии	series
участники	deelnemers
участники	aanwezigheid
участники	opkomst
участники	leden
начал	begonnen
начал	gestart
начал	begon
начал	opgestart
культуры	cultures
культуры	culturen
часовой	sentinel
проекта	project
команда	bemanning
команда	crew
команда	squad
команда	team
команда	commando
команда	opdracht
команда	team
достаточно	genoeg
краткое	kort
краткое	beknopt
краткое	korte
краткое	beknopte
краткое	beknopt
краткое	bondig
позже	later
позже	straks
другой	overige
другой	andere
другой	ander
другой	overig
источники	bronnen
данные	gegevens
данные	data
война	oorlog
школы	scholen
школы	school
герой	held
герой	hero
иванович	ivanovitsj
михаил	michail
михаил	mikhail
михаил	michiel
михаил	michaël
михаил	michael
михаил	mihail
текст	tekst
первая	eerste
первая	eerst
песни	nummers
песни	liederen
песни	songs
песни	liedjes
которое	welke
женщин	vrouwen
участником	deelnemer
книги	boeken
полностью	volledig
полностью	volledig
полностью	compleet
жителей	inwoners
жителей	bewoners
жителей	ingezetenen
честь	eren
честь	eer
честь	gehuldigd
честь	vereerd
честь	geëerd
честь	geëerd
честь	geëerde
честь	gehuldigd
честь	vereerd
честь	eren
честь	eer
звание	rangschikking
звание	rang
звание	rangschikken
решение	besluit
решение	beslissing
решение	oplossing
чемпионат	kampioenschappen
чемпионат	kampioenschap
деятельность	activiteiten
деятельность	activiteit
деятельность	activiteit
еще	more
еще	meer
данных	gegevens
данных	data
назначен	toegewezen
назначен	aangesteld
назначен	benoemde
назначен	benoemd
плотность	dichtheid
берегу	oever
берегу	wal
итог	uitkomst
итог	resultaat
россия	rusland
ничего	niks
ничего	niets
села	sela
села	zat
села	sat
названия	titels
названия	namen
должен	moet
должен	moeten
должен	moet
ним	nim
права	rechten
король	konings
король	king
король	koning
края	kraj
края	randen
края	rand
края	edge
обычно	meestal
обычно	gewoonlijk
обычно	typisch
обычно	normaliter
обычно	gewoonlijk
обычно	normaal
умер	gestorven
умер	overleden
умер	stierf
умер	dood
умер	doods
умер	dead
власти	autoriteiten
службы	diensten
службы	dienstverlening
службы	dienst
службы	service
система	systeem
система	stelsel
университет	universiteit
должны	moet
должны	moeten
должны	moet
слова	woorden
флаг	vlag
версии	versie
версии	versies
различных	verschillend
различных	verschillende
различных	anders
различных	gevarieerd
различных	divers
различных	diverse
различных	verschillende
вновь	alweer
вновь	opnieuw
вновь	nogmaals
отец	pap
отец	vader
отец	pa
отец	papa
отец	paps
отец	vader
общества	samenleving
общества	genootschap
общества	maatschappij
общества	samenlevingen
обсуждение	discussie
обсуждение	discussies
рода	rhoda
многих	veel
многих	velen
многих	vele
войска	troepen
войска	troep
войска	troepen
детей	kinderen
источник	bron
вскоре	snel
вскоре	spoedig
вскоре	binnenkort
вскоре	soon
вскоре	weldra
члены	leden
должность	positie
обсуждения	discussies
обсуждения	besprekingen
обсуждения	discussie
обсуждения	discussies
действия	action
действия	optreden
действия	aktie
действия	actie
действия	acties
действия	activiteit
дивизии	splitsingen
дивизии	afdelingen
дивизии	divisies
участника	deelnemer
участвовал	meegedaan
участвовал	deelgenomen
музей	museum
ряд	rij
ряд	roei
ряд	roeien
ряд	row
душу	ziel
душу	soul
дома	thuis
дома	home
дома	huis
дома	startpagina
дома	huizen
дома	huizen
некоторых	enkele
некоторых	sommigen
некоторых	sommige
почему	waarom
школа	school
выше	groter
выше	langer
выше	hierboven
выше	boven
выше	hogere
выше	hoger
чел	cel
чел	man
рсфср	rsfsr
медаль	medaille
земли	grond
земли	land
режиссёр	directeur
режиссёр	director
режиссёр	regisseur
режиссёр	filmmaker
правила	voorschriften
правила	rules
правила	regels
правила	verordeningen
правила	reglementen
полка	plank
полка	regiment
линии	line
линии	lijn
линии	lijnen
места	locaties
места	plaatsen
места	zetels
места	stoelen
места	zitplaatsen
существует	bestaat
категории	categorie
категории	categorieën
ссылка	link
ссылка	koppeling
ссылка	referentie
ссылка	verwijzing
компания	gezelschap
компания	bedrijf
компания	onderneming
используется	gebruikt
используется	gebruikte
тысяч	duizend
начало	start
начало	begin
начало	starten
начало	beginnen
начало	begin
начало	beginnend
италии	italië
италии	italiaanse
италии	italiaan
италии	italiaans
положение	situatie
положение	toestand
положение	positie
мужчин	reuen
мужчин	mannetjes
мужчин	mannen
северной	noorden
северной	noord
острова	eilanden
острова	eiland
дело	geval
дело	case
дело	zaak
полк	regiment
полк	polk
теперь	nu
станция	station
профессор	professor
профессор	hoogleraar
особенно	vooral
американский	amerikaan
американский	amerikaans
американский	amerikaanse
право	wet
впоследствии	vervolgens
великобритании	britten
великобритании	britse
великобритании	brits
чемпион	kampioen
чемпион	champ
чемпион	kampioen
лучше	better
лучше	beter
шаблоны	sjablonen
шаблоны	patronen
оно	ono
правило	regel
правило	rule
андрей	andrej
андрей	andrej
андрей	andrei
андрей	andrew
роли	rol
роли	raleigh
роли	rollen
сезон	seizoen
люди	mensjes
люди	mensen
люди	mensen
люди	personen
управление	controle
управление	control
управление	managen
управление	beheren
управление	beheer
управление	management
управление	bestuur
управление	governance
сделать	maken
сделать	maak
длина	lengte
хорошо	lekker
хорошо	goed
хорошо	oké
хорошо	oke
иногда	soms
тип	typ
тип	type
тип	soort
кладбище	kerkhof
кладбище	begraafplaats
