категория	kategori
през	through
през	melalui
като	suka
като	sukai
като	seperti
като	like
година	tahun
година	year
след	sesudah
след	after
след	setelah
това	ini
български	bulgaria
българия	bulgaria
част	part
част	bagian
години	tahun
време	kali
време	waktu
време	waktunya
време	time
със	dengan
външни	eksternal
препратки	referensi
препратки	rujukan
град	kotamadya
град	town
град	kota
град	city
град	kota
много	sangat
много	banyak
#виж	#melihat
също	juga
век	abad
век	century
село	kampung
село	dusun
село	desa
село	village
един	satu
един	one
между	antara
между	diantara
около	seputar
около	sekitar
софия	sofia
софия	ratih
софия	sophia
софия	sherly
други	lain
други	lainnya
други	lain
други	lainnya
още	masih
още	selengkapnya
още	lebih
още	lainnya
още	lagi
война	perang
война	peperangan
война	war
само	only
само	saja
само	hanya
само	cuma
само	hanya
област	daerah
област	wilayah
област	provinsi
област	region
област	kawasan
област	oblast
област	distrik
област	kecamatan
област	raionul
област	kabupaten
област	daerah
област	daerah
област	wilayah
област	luas
област	kawasan
област	area
под	under
под	dibawah
община	kotamadya
община	munisipalitas
място	tempatkan
място	place
място	tempat
място	lokasi
когато	kapan
когато	saat
когато	apabila
когато	ketika
вид	jenis
вид	tipe
вид	ketik
вид	spesies
вид	species
една	edna
една	satu
една	one
всички	all
всички	aii
всички	semua
всички	semuanya
семейство	keluarga
семейство	family
семейство	famili
започва	dimulai
македония	makedonia
сащ	as
сащ	usa
над	over
над	diatas
него	nya
него	him
срещу	menentang
срещу	melawan
срещу	against
срещу	terhadap
мини	mini
мини	ranjau
мини	tambang
мини	mines
мини	minnie
намира	temuan
република	republik
късно	terlambat
късно	telat
късно	larut
май	may
май	mei
път	jalur
път	tapak
път	path
път	rute
път	jalan
път	road
отбор	tim
отбор	team
няколко	beberapa
август	august
август	agustus
август	agu
август	aug
август	agustus
роден	born
роден	lahir
роден	terlahir
роден	dilahirkan
беседа	percakapan
беседа	wacana
септември	september
преди	sebelum
преди	sebelumnya
преди	before
името	nama
група	band
група	group
група	kelompokkan
група	grup
група	kelompok
език	lidah
език	bahasa
юли	juli
някои	some
някои	beberapa
тях	mereka
река	sungai
река	river
януари	januari
юни	juni
две	dua
две	two
октомври	oktober
октомври	okt
октомври	oct
име	nama
заедно	bareng
заедно	together
заедно	bersama
фон	von
фон	background
фон	latar
американски	american
американски	amerika
март	march
март	maret
ноември	november
ноември	nopember
ноември	nov
април	apr
април	april
декември	desember
декември	december
декември	desember
декември	dec
чрез	via
чрез	melalui
чрез	lewat
чрез	through
чрез	melalui
история	cerita
история	story
история	berita
история	kisah
история	history
история	riwayat
история	sejarah
жители	penghuninya
жители	penduduk
жители	warga
жители	penghuni
различни	beda
различни	berbeda
различни	bermacam
различни	berbagai
различни	beragam
различни	miscellaneous
без	tanpa
често	seringkali
често	sering
получава	gets
февруари	februari
февруари	pebruari
февруари	feb
работи	pekerjaan
работи	kerja
работи	bekerja
работи	karya
работи	bekerja
работи	works
провинция	propinsi
провинция	provinsi
империя	imperium
империя	empire
империя	kekaisaran
иван	ivan
център	tengah
център	pusat
център	center
център	tengah
център	pusat
център	centre
повече	selengkapnya
повече	lebih
повече	lainnya
повече	lagi
вече	sudah
три	tiga
три	three
страна	negara
страна	sisi
страна	side
страна	samping
градове	kota
население	demografi
население	demografis
население	penduduk
население	populasi
завършва	berakhir
бил	tagihan
бил	bill
бил	tagih
бил	ruu
малко	little
малко	kecil
малко	sedikit
малко	beraktifitas
хора	rakyat
хора	orang
хора	people
университет	universitas
университет	university
германия	jerman
могат	dapat
могат	can
могат	bisa
син	blue
син	biru
син	nak
син	putra
син	son
син	anak
награда	reward
награда	hadiah
награда	imbalan
награда	pahala
награда	pahalanya
награда	prize
награда	penghargaan
награда	award
георги	georgi
георги	georgy
голяма	besar
голяма	big
голяма	besar
италия	italy
италия	italia
сайт	website
сайт	situs
сайт	site
участва	berpartisipasi
световна	worldwide
световна	mendunia
край	akhiri
край	end
край	akhir
уикипедия	wikipedia
използва	penggunaan
използва	menggunakan
използва	kegunaan
сезон	season
сезон	musim
сезон	musimnya
окръг	kabupaten
окръг	county
окръг	daerah
окръг	powiat
окръг	distrik
окръг	kecamatan
окръг	raionul
окръг	kabupaten
окръг	daerah
днес	today
смъртта	kematian
смъртта	death
смъртта	maut
смъртта	mati
франция	prancis
франция	france
франция	perancis
национален	gimn
национален	national
национален	nasional
гърция	yunani
вижте	lihat
русия	rusia
русия	russia
английски	inggris
английски	indonesian
английски	english
едно	satu
едно	one
първи	pertama
първи	duluan
първи	dulu
първи	first
отново	lagi
член	anggota
член	member
член	pasal
член	artikel
височина	ketinggian
височина	pengangkatan
височина	ketinggian
височина	tinggi
дъщеря	daughter
дъщеря	putri
дъщеря	dikit
там	ada
система	sistem
система	system
нея	nya
нея	her
училище	sekolah
били	billy
били	billie
света	sveta
света	world
света	dunia
села	desa
филми	films
филми	film
филми	movies
филми	bioskop
филми	film
александър	aleksandar
александър	alexander
умира	die
умира	dies
умира	sekarat
умира	dying
южна	southern
южна	selatan
южна	selatan
южна	south
европа	eropa
европа	europa
димитър	dimitar
всеки	anyone
всеки	siapapun
всеки	semuanya
всеки	setiap
всеки	every
всеки	setiap
всеки	tiap
всеки	each
части	parts
части	bagian
части	onderdil
баща	ayah
баща	bapa
баща	bapak
нова	new
нова	baru
нова	nova
крал	raja
крал	king
армия	tentara
армия	army
църква	gereja
църква	church
докато	sambil
докато	sementara
докато	selagi
докато	hingga
докато	sampai
официален	official
официален	resmi
официален	formal
северна	utara
северна	north
северна	utara
северна	northern
времето	cuaca
времето	kali
времето	waktu
времето	waktunya
времето	time
българска	bulgaria
освен	kecuali
места	tempat
места	kursi
начин	way
период	periode
резултат	score
резултат	skor
резултат	hasil
резултат	result
данни	data
страница	page
страница	halaman
картинка	picture
картинка	gambar
картинка	gambar
картинка	image
картинка	citra
родени	born
родени	lahir
родени	terlahir
родени	dilahirkan
играе	mainkan
играе	putar
играе	bermain
играе	main
играе	memainkan
играе	bermain
играе	memainkan
играе	diputar
играе	bermain
живот	kehidupan
живот	life
живот	hidup
тук	disini
тук	here
тук	sini
император	kaisar
църквата	gereja
църквата	church
ден	siang
ден	hari
ден	day
жени	wanita
жени	perempuan
жени	women
руски	russian
руски	rusia
известен	dikenal
известен	diketahui
известен	famous
известен	terkenal
добре	bagus
мария	maria
дори	even
дори	genap
дори	bahkan
води	prospek
води	pimpin
води	lead
води	waters
води	perairan
води	air
води	memimpin
води	prospek
води	pimpin
води	lead
тогава	lalu
тогава	maka
тогава	kemudian
голям	besar
голям	big
голям	besar
род	genus
род	rod
филм	movie
филм	bioskop
филм	film
филм	film
шаблон	template
шаблон	templat
почти	almost
почти	hampir
почти	nyaris
печели	menang
страни	pesta
страни	pihak
страни	sisi
страни	negara
площ	daerah
площ	wilayah
площ	luas
площ	kawasan
площ	area
острови	pulau
острови	kepulauan
код	code
код	kode
френски	prancis
френски	perancis
генерал	umum
генерал	jendral
генерал	jenderal
защото	karena
държава	negara
държава	negara
държава	keadaan
държава	state
дата	tanggal
дата	tgl
двете	berdua
двете	keduanya
обикновено	biasanya
обикновено	biasanya
обикновено	normalnya
обикновено	biasanya
големи	besar
големи	big
големи	besar
деца	anak
петър	petrus
петър	peter
петър	petar
сили	powers
дължина	panjang
дължина	bujur
албум	album
гръцки	greek
гръцки	yunani
дни	days
дни	hari
съюз	union
съюз	uni
съюз	serikat
съюз	persekutuan
съюз	alliance
съюз	aliansi
партия	party
партия	berpesta
партия	partai
партия	pesta
партия	pihak
политик	politisi
политик	politikus
пише	penulisan
пише	menulis
брат	bâ
брат	saudara
брат	brother
брат	kakak
работа	tugas
работа	job
работа	pekerjaan
работа	ayub
работа	pekerjaan
работа	kerja
работа	bekerja
голове	gol
голове	tujuan
остров	pulau
остров	island
остров	isle
председател	presiden
председател	ketua
среща	tanggal
среща	tgl
среща	bertemu
среща	meet
среща	temui
среща	rapat
среща	meeting
среща	pertemuan
групи	band
групи	grup
групи	kelompok
информация	info
информация	information
информация	informasi
нови	new
нови	baru
включва	termasuk
включва	sertakan
включва	mencakup
включва	menyertakan
пъти	melipat
пъти	lipatan
пъти	lipat
пъти	kali
пъти	times
писател	novelis
писател	penulis
херцог	duke
херцог	adipati
министър	menteri
цел	tujuan
цел	gawang
цел	sasaran
цел	goal
цел	gol
цел	aim
цел	bidik
цел	tujuan
цел	obyektif
цел	tujuan
цел	objektif
цел	menargetkan
цел	targetkan
цел	sasaran
цел	target
участие	keterlibatan
участие	keterlibatannya
участие	berpartisipasi
участие	partisipasi
войната	perang
войната	peperangan
войната	war
османската	ottoman
османската	utsmaniyah
никола	nicolas
никола	nikola
никола	nicola
море	laut
пловдив	plovdiv
отбора	tim
отбора	team
продължава	berlanjut
списък	daftar
списък	list
историята	history
историята	riwayat
историята	sejarah
брой	hitunglah
брой	hitung
брой	menghitung
брой	hitungan
брой	cacah
брой	angka
брой	nomor
брой	bilangan
брой	nomer
култура	kultur
култура	kebudayaan
култура	budaya
всяка	setiap
всяка	every
всяка	setiap
всяка	tiap
всяка	each
същата	same
известни	dikenal
известни	diketahui
известни	famous
известни	terkenal
степен	grade
степен	gelar
степен	ijazah
степен	derajat
статия	pasal
статия	artikel
територията	wilayah
територията	teritori
регион	daerah
регион	wilayah
регион	provinsi
регион	region
регион	kawasan
повечето	kebanyakan
повечето	paling
редактор	penyunting
редактор	redaksi
редактор	editor
разположен	berlokasi
разположен	bertempat
разположен	terletak
разположен	terletak
друг	lain
друг	lainnya
друг	another
джон	john
джон	yohanes
малки	small
малки	kecil
малки	little
малки	kecil
малки	sedikit
малки	beraktifitas
футболист	footballer
вероятно	mungkin
организация	organisasi
организация	organisasi
договор	kontrak
договор	perjanjian
договор	traktat
север	utara
север	north
васил	vasil
изток	east
изток	timur
изток	timur
изток	eastern
четири	empat
четири	four
испания	spanyol
особено	terutama
особено	khususnya
особено	terutama
разположено	berlokasi
разположено	bertempat
разположено	terletak
разположено	terletak
човек	person
човек	orang
човек	manusiawi
човек	manusia
човек	human
човек	pria
човек	manusia
човек	man
състав	komposisi
общо	total
треньор	pelatih
треньор	trainer
треньор	pelatih
треньор	coach
отбори	tim
рим	rome
рим	romawi
рим	roma
