категория	categoria
през	attraverso
през	through
като	come
като	like
година	anno
след	dopo
след	after
това	this
това	questo
това	questa
български	bulgaro
български	bulgari
български	bulgara
българия	bulgaria
част	part
част	parte
години	anni
време	tempo
време	time
със	con
която	che
което	che
външни	esterno
външни	esterni
външни	esterna
препратки	referenze
препратки	riferimenti
град	città
град	città
много	molto
много	molte
много	tanti
много	molti
много	tantissimi
също	inoltre
също	anche
век	secolo
село	village
село	villaggio
един	una
един	one
един	uno
между	tra
между	fra
около	intorno
около	attorno
около	around
софия	sofia
софия	sofia
софия	sophia
други	altro
други	altre
други	altri
други	altre
други	altri
още	still
още	ancora
още	altro
още	more
още	più
война	guerra
само	solo
само	only
само	soltanto
само	solo
само	just
област	regione
област	distretto
област	zona
област	area
под	sotto
под	under
община	municipalità
място	posto
място	luogo
място	place
място	ubicazione
когато	quando
когато	when
вид	digita
вид	type
вид	specie
една	edna
една	una
една	one
една	uno
всички	tutto
всички	tutte
всички	tutti
всички	tutti
семейство	familiari
семейство	family
семейство	famiglia
семейство	familiare
започва	comincia
започва	inizia
започва	comincia
започва	inizia
македония	macedonia
сащ	usa
над	over
над	oltre
над	sopra
него	lui
срещу	contrari
срещу	against
срещу	contro
тези	queste
тези	questi
тези	quelli
тези	quelle
души	anime
мини	mini
мини	mine
мини	miniere
мини	minnie
намира	ritrovamenti
намира	reperti
намира	trova
република	repubblica
късно	ritardo
късно	late
късно	tardo
късно	tardi
май	may
май	maggio
май	può
път	percorso
път	tracciato
път	sentiero
път	itinerario
път	percorso
път	strada
път	road
отбор	squadra
отбор	team
няколко	pochi
няколко	poche
няколко	diversi
август	august
август	agosto
август	agosto
роден	born
роден	nati
роден	nato
роден	nata
роден	nasce
беседа	conversazioni
беседа	conversazione
беседа	discorso
септември	settembre
преди	prima
преди	before
името	denominazione
името	nome
група	band
група	banda
група	gruppo
език	linguaggio
език	lingua
юли	luglio
някои	alcune
някои	some
някои	alcuni
тях	loro
река	fiume
януари	gennaio
юни	june
юни	giugno
две	due
две	two
октомври	ottobre
име	denominazione
име	nome
заедно	insieme
заедно	together
фон	von
фон	antecedenti
фон	sfondo
фон	background
американски	americano
американски	american
американски	americana
американски	americani
март	march
март	marzo
март	marcia
ноември	novembre
ноември	nov
април	apr
април	april
април	aprile
декември	dicembre
декември	dec
декември	dic
чрез	via
чрез	attraverso
чрез	through
история	storia
история	storia
жители	abitanti
