yang	yang
dan	ja
dan	ning
dan	dan
dengan	koos
untuk	for
juga	samuti
juga	ka
terletak	valed
indonesia	indoneesia
dari	dari
dari	alates
dari	kellelt
daerah	ringkond
daerah	rajoon
tahun	aastad
tahun	aasta
adalah	on
wilayah	provints
wilayah	regioon
wilayah	piirkond
wilayah	territooriumide
wilayah	territooriumid
wilayah	territoorium
wilayah	territooriumi
lihat	vaata
lihat	vt
lihat	näed
kawasan	pindala
kawasan	valdkond
kawasan	piirkond
kawasan	ala
kawasan	regioon
kawasan	piirkond
kawasan	regioonid
kawasan	piirkonnad
luar	väljaspool
luar	väljas
sekolah	koole
sekolah	koolid
sekolah	kooli
sekolah	koolis
sekolah	kool
tidak	mitte
tidak	ei
komun	kommuun
bahasa	keeli
bahasa	keeled
bahasa	keel
bahasa	keele
orang	inimene
orang	isik
orang	inimesed
orang	rahvas
orang	people
pautan	lingi
pautan	link
pautan	seos
pautan	lingid
malaysia	malaisia
malaysia	malaisias
daripada	alates
daripada	kellelt
daripada	than
kampung	küla
kampung	külas
jabatan	osakond
satu	satu
satu	ühe
satu	üks
negara	riik
negara	riik
negara	olek
negara	osariik
negara	riigid
mereka	neid
mereka	nad
kebangsaan	kodakondsus
kebangsaan	rahvus
kebangsaan	siseriiklikud
kebangsaan	riiklik
kebangsaan	riiklikud
kebangsaan	siseriiklik
bandar	linn
bandar	linna
bandar	linn
bandar	linna
bandar	city
bandar	linnad
bandar	bandar
imperial	keiserlik
lelaki	mehel
lelaki	mees
lelaki	man
negeri	riik
negeri	olek
negeri	osariik
menjadi	olemise
menjadi	olemine
barat	west
barat	lääs
barat	lääne
barat	läänemaa
barat	lääne
barat	western
lain	muu
lain	muud
lain	muud
lain	teised
lebih	rohkem
etnik	etniline
perancis	prantsuse
perancis	prantsusmaa
akan	will
akan	tahe
nama	nimi
nama	nimetus
nama	name
nama	nime
nama	nimetused
nama	nimed
perbandaran	alevi
perbandaran	omavalitsus
perbandaran	vald
perbandaran	omavalitsuste
boleh	oskab
boleh	saab
filem	filmid
filem	filmi
filem	film
filem	filmi
filem	kile
filem	film
filem	filmid
timur	idas
timur	itta
timur	ida
timur	timur
timur	ida
digunakan	kasutatud
dua	dua
dua	kaks
pertama	kõigepealt
pertama	esmalt
pertama	esimene
perempuan	naise
perempuan	naine
perempuan	emased
perempuan	naised
svg	svg
india	india
india	indiaanlane
india	india
senarai	nimekiri
senarai	loetelu
senarai	loend
dia	dia
presiden	president
terbang	fly
terbang	lenda
terbang	lennata
terbang	lendama
terbang	kärbes
terbang	lendamine
terbang	lendavad
terbang	lendasid
terbang	lendas
dunia	maailma
dunia	maailm
kerana	kuna
kerana	sest
bahawa	see
bahawa	seda
laut	meri
laut	mere
selepas	pärast
selatan	lõuna
selatan	lõuna
selatan	lõunasse
selatan	lõunas
stadium	staadion
tempat	koht
tempat	kohad
besar	suured
besar	suure
besar	suur
besar	suured
besar	big
besar	suure
besar	suur
tetapi	aga
tetapi	kuid
antara	vahel
pelajar	üliõpilased
pelajar	õpilased
pelajar	tudengid
pelajar	tudeng
pelajar	õpilane
pelajar	üliõpilane
utara	põhi
utara	põhja
utara	põhjas
utara	põhja
syarikat	corporation
syarikat	korporatsioon
syarikat	äriühing
syarikat	ettevõte
syarikat	seltskond
syarikat	äriühingud
syarikat	firmad
syarikat	ettevõtted
beberapa	mitmed
beberapa	mitu
jumlah	summad
jumlah	kogus
jumlah	summa
jumlah	kokku
republik	vabariiklaste
republik	vabariik
kumpulan	rühm
kumpulan	grupp
kumpulan	grupis
kumpulan	grupid
kumpulan	rühmad
tentera	sõjaväe
tentera	sõjaline
tentera	sõjalise
tentera	sõjalised
tentera	sõjavägi
tentera	sõdurid
tentera	armee
tentera	sõjavägi
amerika	ameeriklane
amerika	ameerika
amerika	american
amerika	ameerika
amerika	amerika
amerika	ameerika
turki	kalkun
turki	türgi
turki	türklased
turki	türgi
baru	uued
baru	uus
baru	new
buah	marju
buah	marjad
buah	puuviljad
buah	vili
buah	puuvili
buah	puuvilja
buah	viljad
buah	puuviljad
jawa	java
bawah	all
hari	päev
hari	päeva
hari	päevad
hari	päeva
hari	päevi
google	google
pemain	mängijad
pemain	mängija
melayu	malai
kerajaan	kuningriik
kerajaan	impeerium
kerajaan	impeeriumi
kerajaan	valitsus
sama	võrdsed
sama	võrdne
sama	sama
sama	samad
iran	iraani
iran	iraan
iran	iraani
ahli	parlamendiliige
ahli	liige
ahli	liikmed
ahli	parlamendiliikmed
kedua	teine
kedua	teiseks
pasukan	väed
pasukan	meeskonnad
pasukan	rühmad
pasukan	tiim
pasukan	meeskond
islam	islami
islam	islam
mana	mana
mana	kus
mana	kuhu
ketua	ülemus
ketua	pealik
ketua	ülem
ketua	esimees
ketua	eesistuja
masa	kellaaeg
masa	aeg
masa	aja
masa	ajas
masa	aega
lagu	laulu
lagu	laul
lagu	laulud
lagu	laule
style	stiil
tengah	keskmine
jerman	saksa
jerman	sakslane
jerman	saksamaa
jerman	sakslased
jalan	maantee
jalan	tee
jalan	road
gmt	gmt
utama	põhi
utama	peamised
utama	main
utama	peamine
utama	primaarne
utama	esmane
banyak	paljud
banyak	paljusid
banyak	palju
salah	ebaõige
salah	väär
salah	vale
salah	valesti
apabila	millal
apabila	kui
bahagian	diviis
bahagian	rajoon
bahagian	osakond
bahagian	lõik
bahagian	sektsioon
bahagian	jagu
bahagian	osi
bahagian	osad
bahagian	lõigud
bahagian	osas
menggunakan	kasutamine
