ύδατα	водах
υψηλάντη	ипсиланти
μεραρχίες	отделы
μεραρχίες	дивизии
μεραρχίες	отделов
αυστριακό	австрийская
αυστριακό	австрии
αυστριακό	австрийский
πυροβολικό	артиллерийские
πυροβολικό	артиллерия
πυροβολικό	артиллерийский
τέλεια	идеальная
τέλεια	идеальный
τέλεια	идеально
τέλεια	здорово
τέλεια	отлично
τέλεια	великолепно
απογραφές	переписей
απογραφές	переписи
γάτα	кэт
γάτα	кот
γάτα	кпп
γάτα	кошка
γάτα	cat
θαύμα	чудо
θαύμα	чудо
ισότητα	равенство
ισότητα	равноправие
ισότητα	равная
ισότητα	равных
ισότητα	равный
ισότητα	равные
ισότητα	равное
ίκαρος	икар
αλγερίας	алжир
αλγερίας	алжира
αλγερίας	алжире
γκαλερί	галереи
γκαλερί	галерея
γκαλερί	галерею
γκαλερί	галереи
κολούμπια	колумбия
κολούμπια	колумбийский
εγκεφαλικό	инсульт
αλαμπάμα	алабама
έφορος	куратор
εντάξει	ок
εντάξει	хорошо
σύνορο	граница
σύνορο	границы
σύνορο	границу
σύνορο	граница
σύνορο	рубеж
λειτουργική	функциональные
λειτουργική	функциональная
λειτουργική	функциональных
λειτουργική	оперативный
λειτουργική	оперативной
κρίσεις	изъятия
κρίσεις	кризисов
κρίσεις	кризисы
πωλήσεων	продажа
πωλήσεων	продажи
πωλήσεων	продаж
γλυκό	сладкий
γλυκό	сладкие
γλυκό	сладкая
γκαρντ	гард
μιγκέλ	мигель
ρούντολφ	рудольф
ρούντολφ	рудольф
πήτερ	петр
πήτερ	питер
πήτερ	петер
πήτερ	пётр
χρήσιμες	полезная
χρήσιμες	полезное
χρήσιμες	полезный
χρήσιμες	полезно
χρήσιμες	полезные
κοπεγχάγη	копенгагене
κοπεγχάγη	копенгаген
δίσκοι	records
δίσκοι	рекорды
δίσκοι	записи
δίσκοι	диски
δίσκοι	дисков
δίσκοι	диски
ολοκαύτωμα	холокоста
ολοκαύτωμα	холокост
βενεζουέλας	венесуэлы
βενεζουέλας	венесуэлы
βενεζουέλας	венесуэла
έσπασε	сломалась
έσπασε	сломал
έσπασε	сломался
υποκείμενο	предмет
υποκείμενο	субъект
υποκείμενο	объект
υποκείμενο	тема
καθήκον	долг
καθήκον	обязанность
καθήκον	задача
καθήκον	задание
παναμά	панаме
παναμά	панама
σημειωματάριο	тетрадь
σημειωματάριο	блокнот
σημειωματάριο	блокнот
λιγότερες	меньше
λιγότερες	меньше
λιγότερες	менее
δόση	дозу
δόση	дозу
δόση	доза
εξεγέρσεις	беспорядков
εξεγέρσεις	беспорядки
εξεγέρσεις	восстаний
εξεγέρσεις	восстания
αεροπλάνα	самолёты
αεροπλάνα	самолеты
αεροπλάνα	самолёты
αεροπλάνα	самолеты
αεροπλάνα	плоскости
αλκοόλ	алкоголь
αλκοόλ	спирт
τόνο	тунца
τόνο	тон
κατάχρηση	хищение
κατάχρηση	злоупотребления
κατάχρηση	надругательство
κατάχρηση	злоупотребление
ρίτσι	ричи
ρίτσι	ричи
ρίτσι	риччи
κυβερνών	постановление
χώμα	почва
χώμα	почвы
χώμα	грязь
στρατιώτη	солдат
στρατιώτη	trooper
άλεξ	алекс
άλεξ	алекса
στενός	узких
στενός	узкие
στενός	узкий
στενός	сузить
μαχητές	бойцы
μαχητές	воины
μαχητές	воинов
μαχητές	бойцы
μαχητές	бойцов
μαχητές	боевики
μαχητές	боевиков
αποκτήθηκε	приобрел
αποκτήθηκε	приобретены
αποκτήθηκε	приобретенного
αποκτήθηκε	приобретенные
υγιεινής	гигиена
υγιεινής	гигиены
ευκαιρίες	возможности
μοντάζ	монтаж
μοντάζ	монтаж
μοντάζ	редактирование
μοντάζ	редактирования
μηχανικοί	механики
μηχανικοί	механика
μηχανικοί	инженеров
μηχανικοί	инженеры
λατ	лат
ενέκρινε	утверждено
ενέκρινε	одобрено
ενέκρινε	одобрен
ενέκρινε	утвержден
ενέκρινε	одобрена
ενέκρινε	принято
ενέκρινε	принята
ενέκρινε	принятый
ενέκρινε	принят
ενέκρινε	принятые
μασσαλία	марсель
μασσαλία	марселе
πλημμύρες	наводнения
πλημμύρες	наводнение
πλημμύρες	наводнения
πλημμύρες	наводнение
αλλα	другой
αλλα	другая
αλλα	другое
αλλα	другие
αλλα	прочие
αλλα	но
σθένος	стойкость
διαβήτη	диабет
ασημένια	серебро
ασημένια	серебряный
ασημένια	сильвер
όπερες	опер
νικολά	николя
συνήθεια	индивидуально
συνήθεια	обычай
συνήθεια	привычка
κατάρτιση	подготовка
κατάρτιση	подготовки
κατάρτιση	обучение
κατάρτιση	тренинг
λαογραφία	фольклор
κυβερνείο	мухафазе
μεταξάς	метаксас
κάι	кай
κάι	кая
απολύθηκε	уволили
απολύθηκε	уволена
απολύθηκε	уволены
απολύθηκε	уволен
χιούμορ	юмор
χιούμορ	юмор
ανακάλυψαν	обнаружен
ανακάλυψαν	обнаружена
ανακάλυψαν	обнаружил
ανακάλυψαν	обнаружено
ανακάλυψαν	обнаруженные
αγαπημένο	любимое
αγαπημένο	любимая
αγαπημένο	любимые
αγαπημένο	любимый
αγαπημένο	любимая
αγαπημένο	любимое
αγαπημένο	любимые
αγαπημένο	любимый
ρομπέρτο	роберто
πάτρικ	патрика
πάτρικ	патрик
πρόβλεψη	прогнозирования
πρόβλεψη	прогнозирование
πρόβλεψη	прогноз
πρόβλεψη	прогнозирования
πρόβλεψη	предсказание
πρόβλεψη	прогноз
αποδεικνύει	доказывает
αποδεικνύει	докажет
κούπερ	купер
ρούμπενς	рубенс
τάφους	могил
τάφους	могилы
συγγενής	родственник
συγγενής	относительной
συγγενής	относительное
συγγενής	относительные
συγγενής	относительный
συγγενής	относительная
απόκλιση	отклонения
απόκλιση	отклонение
απόκλιση	расхождения
απόκλιση	расхождение
γιοι	сыны
γιοι	сыновей
γιοι	сыновья
ντιν	декан
ντιν	дин
νιλ	нил
νιλ	нила
νιλ	нил
διορθώσεις	исправления
διορθώσεις	правки
πρόδρομος	предшественник
πρόδρομος	предшественник
μαρόκου	марокко
ιού	вирус
ιού	вирусы
φόρμα	форме
φόρμα	форма
φόρμα	бланк
φόρμα	формуляр
φόρμα	форму
φόρμα	комбинезон
διαφορών	споры
έζησαν	прожил
έζησαν	жили
έζησαν	жила
έζησαν	жил
αδάμ	адам
αδάμ	адама
έλλη	элли
μιανμάρ	мьянма
προσφέρεται	предложил
κλειστή	закрыта
κλειστή	закрыто
κλειστή	закрытая
κλειστή	закрытое
κλειστή	закрыты
γράφημα	граф
γράφημα	график
γράφημα	диаграмма
εκτόξευση	запуск
εκτόξευση	запуск
εκτόξευση	пуск
ταϊλάνδη	таиланд
ταϊλάνδη	таиланда
καπνού	табак
ρόδος	роудс
φάρμακο	медицина
φάρμακο	лекарство
φάρμακο	медицины
φάρμακο	препарат
φάρμακο	наркотик
φάρμακο	наркотиками
εκτελέσει	выполнить
εκτελέσει	казнить
εκτελέσει	исполнить
αιχμάλωτοι	пленных
αιχμάλωτοι	заключенных
αιχμάλωτοι	заключенные
χάμιλτον	гамильтон
όμηρο	заложники
όμηρο	заложник
γυαλί	стакан
γυαλί	стекло
γυαλί	бокал
γυαλί	стекла
κάτοικος	резидент
κάτοικος	резидента
κάτοικος	житель
κάτοικος	резиденты
κάτοικος	житель
ουδέτερη	нейтральный
ουδέτερη	нейтралитет
ουδέτερη	нейтральной
ουδέτερη	нейтральным
ευγενής	дворянин
ευγενής	благородные
ευγενής	благородно
ευγενής	благородный
ευγενής	благородная
ευγενής	благородных
τιμόρ	тимор
τιμόρ	тиморе
ορυχεία	добычи
ορυχεία	добыча
ορυχεία	шахты
ορυχεία	мин
ορυχεία	мины
παράθεση	цитирую
παράθεση	цитата
παράθεση	citation
εξόρυξη	извлечение
εξόρυξη	добычи
εξόρυξη	добычи
εξόρυξη	добыча
ράιτ	райт
βόμβες	бомбы
κλασσική	классические
κλασσική	классическая
κλασσική	классический
κλασσική	классика
κλασσική	классической
πόντοι	точек
πόντοι	точки
πόντοι	очки
πόντοι	очков
πράκτορας	агент
επίδειξη	демонстрация
επίδειξη	демонстрацию
επίδειξη	демонстрации
επιδημία	эпидемия
επιδημία	эпидемию
επιδημία	эпидемии
επιδημία	вспышка
πρωσία	пруссии
πρεσβευτής	посла
πρεσβευτής	посол
φόνο	убийства
φόνο	убийство
συχνότητες	частоты
αμφιβολία	сомнения
αμφιβολία	сомнение
αμφιβολία	сомневаться
αμφιβολία	сомнений
ανταγωνισμού	конкуренция
ανταγωνισμού	соревнования
ανταγωνισμού	конкурс
ανταγωνισμού	конкуренции
ανταγωνισμού	соревнование
μπενίν	бенине
μπενίν	бенин
μέλισσα	шмель
μέλισσα	пчела
ποικίλλει	варьируется
πορτογαλική	португальский
πορτογαλική	португалии
στέφαν	стефан
ινδονησίας	индонезии
ινδονησίας	индонезии
ινδονησίας	индонезия
ινδονησίας	индонезию
κινηματογράφους	кинотеатрах
αντεπίθεση	контратака
βλάβες	поражения
κάμπελ	кэмпбелл
γλωσσολογία	лингвистика
χρονος	время
χρονος	времени
χρονος	тайм
χρονος	time
λουίζα	луиза
λουίζα	луиза
μοτίβο	шаблон
μοτίβο	узор
μοτίβο	схеме
ισοτιμία	равенство
ισοτιμία	паритета
ισοτιμία	эквивалентности
μεταφραστής	переводчик
σουηδικά	шведский
σουηδικά	шведское
σουηδικά	шведская
σουηδικά	швеции
παν	пан
παν	пэн
πες	скажи
πες	скажем
πες	скажите
πες	сказать
πες	рассказать
πες	расскажите
θάλασσες	моря
θάλασσες	морям
προγραμματισμός	планирование
προγραμματισμός	планирование
προγραμματισμός	программирование
προγραμματισμός	программирования
προγραμματισμός	график
προγραμματισμός	расписание
έβερτον	эвертон
κάρτερ	картер
αρένα	арена
αρένα	арене
μπιν	бин
μπιν	фасоль
μπιν	бобы
μπιν	бин
κίνητρα	мотивации
κίνητρα	мотивация
κίνητρα	мотивы
κίνητρα	стимулы
κίνητρα	стимулы
κίνητρα	стимулирования
κίνητρα	стимул
κίνητρα	мотивы
δεσμοί	связи
δεσμοί	ссылки
δεσμοί	облигации
δαχτυλίδι	ринг
δαχτυλίδι	кольцо
δαχτυλίδι	кольца
ολοκληρωμένο	комплексная
ολοκληρωμένο	комплексное
ολοκληρωμένο	комплексной
ολοκληρωμένο	комплексные
νύχτες	ночи
νύχτες	ночами
νύχτες	ночей
ανακωχή	перемирия
ανακωχή	перемирие
ανακωχή	перемирия
ανακωχή	перемирие
δέσποινα	деспина
ψηφιακά	цифровая
ψηφιακά	цифровой
ψηφιακά	цифровые
ψηφιακά	digital
νέλσον	нельсон
διαλύματα	решения
ανιψιός	племянник
ανιψιός	племянника
κλήση	звоните
κλήση	позвонить
κλήση	звонок
κλήση	звонить
κλήση	звонок
κλήση	призвание
πρόνοιας	благополучие
πρόνοιας	благосостояние
πρόνοιας	благосостояния
έπαυλη	особняк
παντρεμένη	женился
παντρεμένη	женаты
παντρεμένη	замужем
παντρεμένη	женат
ενδοχώρα	внутреннего
ενδοχώρα	материке
ουίλιαμς	вильямс
ουίλιαμς	уильямс
χιόνι	снег
χιόνι	сноу
χιόνι	снега
μοναχούς	монахов
μοναχούς	монахи
αυστριακοί	австрийцы
ανατομία	анатомии
σχεδιασμένο	разработан
σχεδιασμένο	разработано
σχεδιασμένο	предназначенные
σχεδιασμένο	планируемые
σχεδιασμένο	планируется
σχεδιασμένο	запланированные
σχεδιασμένο	запланированная
σχεδιασμένο	запланировано
σχεδιασμένο	запланированных
δαπάνες	расходы
μπαχρέιν	бахрейне
μπαχρέιν	бахрейна
μπαχρέιν	бахрейн
γένη	роды
δίδασκε	научил
δίδασκε	преподавал
έτοιμος	готово
έτοιμος	готовы
έτοιμος	готов
έτοιμος	готова
συνεχόμενα	постоянно
συνεχόμενα	непрерывно
εξασφαλίζει	обеспечивает
επικίνδυνο	опасные
επικίνδυνο	опасно
επικίνδυνο	опасная
επικίνδυνο	опасный
επικίνδυνο	опасных
επικίνδυνο	опасное
επικίνδυνο	опасные
επικίνδυνο	опасных
υπέφερε	страдал
υπέφερε	страдала
υπέφερε	пострадала
επιπλοκές	осложнения
επιπλοκές	осложнение
επιπλοκές	осложнения
επιπλοκές	сложности
επιπλοκές	осложнений
δρομολόγια	маршрутов
δρομολόγια	маршруты
δρομολόγια	маршруты
ντεπορτίβο	депортиво
όρκο	клятва
όρκο	обет
όρκο	присягой
όρκο	клятва
προειδοποίηση	предупреждения
προειδοποίηση	предупреждение
προειδοποίηση	предостережение
λύρα	лира
έβδομο	седьмой
έβδομο	седьмое
έβδομο	седьмая
νοημοσύνη	интеллект
νοημοσύνη	разведка
νοημοσύνη	разведки
νοημοσύνη	интеллект
ανησυχία	озабоченность
ανησυχία	беспокойство
ανησυχία	забота
ανησυχία	обеспокоенность
ιστούς	паутины
ιστούς	салфетки
ιστούς	тканей
ξύλινο	деревянные
ξύλινο	деревянный
επιλέγει	выбирает
επιλέγει	выбирает
οκλαχόμα	оклахома
πάχος	толщина
θάρρος	мужество
θάρρος	храбрость
θάρρος	смелость
ενεργός	активная
ενεργός	активны
ενεργός	активный
ενεργός	активное
ενεργός	активные
αδύνατη	невозможное
αδύνατη	невозможно
αερολιμένας	airport
αερολιμένας	аэропорт
προσάρτηση	аннексии
δεσμός	линк
δεσμός	связать
δεσμός	ссылка
δεσμός	ссылку
δεσμός	бонд
σεξ	секс
περιοδείες	туры
περιοδείες	экскурсии
άλφα	alpha
άλφα	альфа
άλφα	альфа
άλφα	alfa
εχθρός	враг
εχθρός	враги
νεολιθική	неолита
γκαμπόν	габон
γκαμπόν	габона
γκαμπόν	габона
πρόοδος	прогресс
συγγνώμη	прости
συγγνώμη	извините
λογοκρισία	цензуре
λογοκρισία	цензуры
μικτή	смешанных
μικτή	смешанная
μικτή	смешанные
μικτή	смешанный
οφέλη	преимущества
οφέλη	льготы
οφέλη	пособия
οφέλη	выгоды
οφέλη	польза
ημι	полу
γκόγια	гойя
σοφοκλή	софокл
κανονισμούς	регламент
κανονισμούς	правила
κέντρων	центров
κέντρων	центры
αναστολή	приостановить
αναστολή	приостановление
αναστολή	приостановлена
αναστολή	приостановлено
ομιλίες	выступления
ομιλίες	речи
διέκοψε	перебил
διέκοψε	прервал
συνεργάτη	партнер
συνεργάτη	напарник
συνεργάτη	партнёр
αμυντική	оборонительные
αμυντική	оборона
κίνητρο	мотив
κίνητρο	мотивации
κίνητρο	мотивация
κίνητρο	мотивы
κίνητρο	стимулы
κίνητρο	стимулирования
κίνητρο	стимул
χάρολντ	гарольд
βουδαπέστη	будапешт
ανταρκτική	антарктики
ανταρκτική	антарктике
αλάτι	соли
αλάτι	соль
ορλεάνης	орлеан
σιτάρι	пшеницы
άστρο	астро
διάσωση	спасатели
διάσωση	спасти
διάσωση	спасение
πινακίδες	тарелки
πινακίδες	пластины
πινακίδες	знаки
πινακίδες	признаки
γκλεν	глен
γκλεν	глен
γκλεν	гленн
μονάρχης	монарх
δούλευε	работал
δούλευε	работала
δούλευε	сработало
δούλευε	работали
μελωδία	мелоди
μελωδία	мелодия
μελωδία	мелодия
μελωδία	мелодию
μυστήριο	тайна
μυστήριο	тайны
μυστήριο	загадка
μάνα	мать
μάνα	мама
μάνα	матерь
μάνα	матушка
τοιχογραφία	фреско
τοιχογραφία	фреску
γλωσσική	языковым
τιμά	награды
τιμά	отличием
ουρανός	sky
ουρανός	скай
ουρανός	неба
ουρανός	небо
ουρανός	небеса
ουρανός	небо
μειώσει	уменьшить
μειώσει	сократить
μόλυνση	загрязнение
μόλυνση	инфекция
μόλυνση	инфекции
μόλυνση	загрязнение
μόλυνση	заражение
δημοσιότητα	публичности
ιατρικό	медицинская
ιατρικό	медицинских
ιατρικό	медицинское
ιατρικό	медицинский
προθέσεις	намерения
μπουρούντι	бурунди
ταυτόχρονη	одновременное
ταυτόχρονη	одновременное
ταυτόχρονη	одновременно
λιθίου	лития
τυχαίο	случайности
τυχαίο	случайность
τυχαίο	случайный
τυχαίο	случайная
τυχαίο	случайных
τυχαίο	случайное
τυχαίο	случайные
τυχαίο	случайное
πολιτισμούς	культур
πολιτισμούς	культуры
λεωνίδα	леонид
μαλάουι	малави
επιθετική	агрессивные
επιθετική	агрессивный
επιθετική	агрессивно
επιθετική	агрессивной
σιδηροδρόμων	железнодорожных
σιδηροδρόμων	железнодорожный
αφρικανική	африканский
αφρικανική	африканского
αφρικανική	африканские
αφρικανική	африканская
σπουδαιότητα	важность
παρατηρητές	наблюдателей
παρατηρητές	наблюдатели
κέλυφος	оболочка
κέλυφος	shell
μπάρτον	бёртон
μπάρτον	бартон
μπάρτον	бартон
έντι	эдди
έντι	эдди
τραπεζούντας	трапезунд
μπουρκίνα	буркина
φάσο	фасо
πορτρέτα	портреты
κάρτες	карты
κάρτες	карточки
κάρτες	открытки
πληρώσει	оплатить
πληρώσει	платить
πληρώσει	заплатить
πληρώσει	оплата
ελίτ	элиты
ελίτ	элита
μύτη	нос
μύτη	носом
έπαθλο	премия
έπαθλο	приз
ναυτικός	матрос
ναυτικός	моряк
ναυτικός	морских
ναυτικός	морская
ναυτικός	mariner
τζέρσεϊ	джерси
ιερή	святое
ιερή	священное
ιερή	священная
ιερή	священный
ιερή	священной
απολιθώματα	окаменелости
βασιλεύς	король
βασιλεύς	кинг
βασιλεύς	царь
βασιλεύς	king
μις	мисс
μις	miss
μορφοποίησης	форматирование
ουράς	хвост
ιός	вирус
ιός	вирусы
ενώνει	объединяет
ενώνει	присоединяется
μαχητικό	боец
επίπεδη	квартиру
επίπεδη	квартира
γιατρό	доктор
γιατρό	врач
πάμπλο	пабло
ανδρόνικος	андроник
σαντ	песок
σαντ	сант
σαντ	sant
σαντ	шад
τοπικός	местная
τοπικός	локальные
τοπικός	местных
τοπικός	местное
τοπικός	местный
τοπικός	местные
προτιμούν	предпочитают
προτιμούν	предпочитаю
βίαια	насильственно
βίαια	насильственные
επηρεάζεται	повлияла
επηρεάζεται	затронутые
ξενοδοχεία	отели
ξενοδοχεία	гостиницы
ξενοδοχεία	hotels
συγκριτικά	сравнительные
συγκριτικά	сравнительный
συγκριτικά	сравнительно
πρώιμο	преждевременно
αποθήκη	склад
αποθήκη	хранилище
αποθήκη	хранение
αποθήκη	хранения
αποθήκη	хранилище
αποθήκη	склад
εντέρου	кишечник
εντέρου	кишечника
νιγηρίας	нигерии
νιγηρίας	нигерии
νιγηρίας	нигерию
νιγηρίας	нигерия
λάζαρος	лазарь
ζωές	живёт
ζωές	жизней
ζωές	живет
ζωές	жизни
σημάδι	подписать
σημάδι	знак
μοριακό	молекулярной
ψήφισμα	разрешение
ψήφισμα	резолюция
υπουργών	министры
υπουργών	министрами
υπουργών	министров
συνταγματαρχών	полковников
αποφευχθεί	избежать
αποφευχθεί	избегать
αποφευχθεί	избегайте
αποφευχθεί	избегал
αποφευχθεί	избежал
βρύση	кран
ενδιαφέρεται	заинтересованных
ενδιαφέρεται	заинтересованная
ενδιαφέρεται	интересует
ενδιαφέρεται	заинтересованным
ενδιαφέρεται	интересно
ενδιαφέρεται	заинтересованные
ώθηση	толчок
ώθηση	направленность
ώθηση	тяга
ώθηση	повысить
ώθηση	поднятия
ώθηση	поднимать
λας	лас
βικτώρια	victoria
βικτώρια	виктория
λευκορωσία	беларусь
πλέγμα	сетка
πλέγμα	mesh
πλέγμα	сетку
πλέγμα	сетка
πλέγμα	сетки
λένινγκραντ	ленинград
ντιέγκο	диего
απεικονίζονται	изображен
μάνη	мани
πρώτον	первый
πρώτον	сначала
πρώτον	первое
πρώτον	первая
πρώτον	first
δημοσιογραφία	журналистики
ρυθμίσεις	договоренности
ρυθμίσεις	настройка
ρυθμίσεις	конфигурации
ρυθμίσεις	конфигурация
ρυθμίσεις	настройки
ρυθμίσεις	параметры
ρυθμίσεις	настройка
δένδρα	деревья
δένδρα	деревьев
δεκτός	принят
δεκτός	принята
δεκτός	приняты
δεκτός	принято
συντρόφους	товарищи
κολύμβηση	купания
κολύμβηση	плавание
υπερβαίνει	превышает
ανέβηκαν	загрузил
ανέβηκαν	загружены
ανέβηκαν	загрузили
ανέβηκαν	загружен
καλοκαίρια	саммерс
δουλεία	рабство
νηπιαγωγείο	садик
νηπιαγωγείο	дошкольного
χρέος	долг
χρέος	долги
χρέος	задолженности
χρέος	задолженность
μειωμένη	уменьшилась
μειωμένη	сократилось
μειωμένη	уменьшилось
πιτ	пита
πιτ	пит
υπεύθυνοι	ответственное
υπεύθυνοι	ответственные
υπεύθυνοι	ответственная
υπεύθυνοι	ответственный
βαυαρία	баварский
βαυαρία	баварии
νεκρή	мертвый
νεκρή	умер
νεκρή	мертвые
νεκρή	мертв
νεκρή	мертва
σεβίλλη	севилья
σεβίλλη	севилье
άσυλο	убежище
άσυλο	убежища
κέρδος	прибыль
κέρδος	прибыли
σιέρα	сьерра
πολωνός	польская
πολωνός	польши
πολωνός	польский
θησαυρός	сокровище
θησαυρός	клад
θησαυρός	сокровища
θησαυρός	тезаурус
χάος	хаос
κλαδιά	веточки
κλαδιά	ветки
κλαδιά	отделений
κλαδιά	ветви
κλαδιά	филиалы
κλαδιά	отрасли
λεπτή	стройная
λεπτή	тонкий
λεπτή	тонкая
λεπτή	тонкие
σουηδός	шведский
σουηδός	шведское
σουηδός	шведская
σουηδός	швеции
σουηδός	швед
υιοθέτηση	принятия
υιοθέτηση	принятие
υιοθέτηση	усыновление
σινά	синай
αυτιά	уши
ηγεμονία	гегемонии
κατάρ	катаре
κατάρ	катар
κατάρ	катара
ευρεσιτεχνίας	патент
ευρεσιτεχνίας	патента
απόσπαση	публикация
απόσπαση	размещения
μαλαισία	малайзия
μαλαισία	малайзии
μηχανήματα	механизм
μηχανήματα	механизма
μηχανήματα	аппараты
μηχανήματα	машины
πληροφορική	информатики
ερμηνεύει	толкует
ποντίκι	мышка
ποντίκι	мыши
ποντίκι	мышь
μίλερ	миллер
μίλερ	мюллер
πυκνό	сконцентрироваться
πυκνό	сосредоточиться
πυκνό	плотный
πυκνό	плотная
ύφασμα	ткань
ύφασμα	ткани
ύφασμα	ткань
ύφασμα	ткани
συμβουλή	советы
συμβουλή	подсказка
σφάλματα	ошибки
σφάλματα	ошибки
σφάλματα	жуков
σφάλματα	жуки
σφάλματα	ошибки
συντελεστή	коэффициент
προσευχή	молитву
προσευχή	молитва
άνταμς	адамс
μεσημέρι	полдень
μεσημέρι	полдень
ήξερε	знали
ήξερε	знала
ήξερε	знал
διαφυγής	побег
διαφυγής	сбежать
ρομπ	роб
ρομπ	ограбить
νευρικό	нервный
νευρικό	нервная
σουηδική	шведский
σουηδική	шведское
σουηδική	шведская
σουηδική	швеции
τρένο	поезд
αιθιοπίας	эфиопия
αιθιοπίας	эфиопии
κιριμπάτι	кирибати
βολιβία	боливии
βολιβία	боливия
κύκλοι	окружности
κύκλοι	круги
κύκλοι	кругах
κύκλοι	циклы
μεσαίο	средняя
μεσαίο	ближнем
μεσαίο	средний
μεσαίο	среднее
μεσαίο	средняя
μεσαίο	средних
μεσαίο	средний
μεσαίο	среднее
μεσαίο	средние
κάμερον	камерон
κάμερον	кэмерон
θεώρηση	визы
θεώρηση	визы
θεώρηση	визу
θεώρηση	виза
