ngc	ngc
kao	כמו
kao	אוהב
kao	כאילו
koji	מי
također	גם
također	וגם
također	גם
također	מדי
katalog	קטלוג
katalog	קטלוג
katalog	הקטלוג
spisak	רשימה
spisak	הרשימה
galaksija	גלקסי
galaksija	הגלקסיה
galaksija	גלקסיה
vanjski	החיצון
vanjski	החיצוניות
vanjski	חיצוניים
vanjski	חיצוניות
vanjski	חיצונית
vanjski	חיצוני
koja	אשר
koja	איזה
što	מה
nalazi	ממצאים
nalazi	הממצאים
nalazi	מוצאת
nalazi	מוצא
bio	ביוגרפיה
bio	ביו
bio	ביולוגיה
bio	היה
bio	הייתה
bio	היתה
prečnik	קוטר
gdje	לאן
gdje	איפה
gdje	היכן
broj	מספר
broj	המספר
oko	על
oko	לגבי
oko	אודות
oko	עין
oko	העין
oko	סביב
oko	בסביבה
oko	מסביב
mjesto	המקום
mjesto	מקום
nakon	אחרי
nakon	לאחר
nakon	להעיר
nakon	אשכבה
pogledajte	בדוק
sajtu	אתר
poznat	ידוע
poznat	הידוע
poznat	ידועה
poznat	ידועים
poznat	מפורסם
poznat	מפורסמים
poznat	המפורסם
poznat	מפורסמות
poznat	מפורסמת
stanovnika	תושבים
izvještaj	דווח
izvještaj	דוח
izvještaj	דיווח
ali	אך
ali	אבל
udaljenost	מרחק
apsolutna	מוחלט
apsolutna	המוחלט
apsolutna	מוחלטת
pomak	משמרת
pomak	המשמרת
grupa	חבורה
grupa	הקבוצה
grupa	קבוצה
spiralna	ספירלה
pop	פופ
vidljivo	גלויה
vidljivo	גלוי
minuta	דקות
minuta	דקה
općine	עיריות
najmanji	מונדו
naseljeno	מיושב
naseljeno	מאוכלס
naseljeno	מיושב
mag	מג
mag	מאג
novi	חדש
novi	חדשה
novi	חדשים
sadrži	הכילה
sadrži	הכיל
sadrži	מכיל
sadrži	מכילה
zvijezda	כוכב
zvijezda	כוכבת
zvijezda	סטאר
zvijezda	כוכבים
može	יכולת
može	יכול
može	יכולה
može	יכול
ima	איימה
licenca	רישיון
licenca	הרישיון
com	com
stadion	מקרון
stadion	אצטדיון
stadion	האצטדיון
kod	קוד
kod	צופן
svg	svg
pod	תחת
pod	מתחת
sastavu	הרכבה
isbn	isbn
zbog	עקב
zbog	בשל
samo	בלבד
samo	רק
samo	פשוט
samo	רק
godina	שנים
godina	שנה
godina	שנת
godina	שנה
prvo	ראשון
prvo	קודם
prvo	ראשית
prvo	תחילה
hiljada	אלף
zavod	מכון
zavod	מוסד
zavod	המכון
zavod	המוסד
sve	הכול
sve	הכל
sve	כולם
sve	הכל
sve	כל
zemlje	מדינות
zemlje	ארצות
brzina	מהירות
brzina	ספיד
brzina	מהירות
naselje	הסדר
naselje	יישוב
naselje	שכונת
naselje	השכונה
naselje	שכונה
više	עוד
više	יותר
