категория	kategori
през	menerusi
през	melalui
като	like
като	ibarat
година	tahun
след	selepas
това	ni
български	bulgaria
българия	bulgaria
част	bahagian
години	tahun
време	waktu
време	masa
време	time
със	dgn
със	dengan
външни	luaran
препратки	rujukan
град	bandar
град	city
град	bandaraya
град	bandar
град	kota
много	sangat
много	banyak
също	juga
век	abad
век	century
село	kampung
един	satu
един	one
между	antara
около	sekeliling
около	keliling
около	disekeliling
около	sekitar
софия	sofia
софия	sophia
други	lain
други	lain
още	still
още	masih
още	pegun
още	lebih
още	lagi
още	more
война	war
война	perang
война	peperangan
само	sahaja
само	hany
само	cuma
само	hanya
област	rantau
област	wilayah
област	kawasan
област	oblast
област	daerah
област	keluasan
област	kawasan
област	area
под	bawah
под	dibawah
под	under
община	munisipaliti
община	perbandaran
място	place
място	tempat
място	lokasi
място	location
когато	bila
когато	apabila
вид	jenis
вид	taipkan
вид	type
вид	taip
вид	spesis
вид	spesies
вид	species
една	edna
една	satu
една	one
всички	semua
всички	semuanya
семейство	family
семейство	keluarga
започва	bermula
започва	bermula
македония	macedonia
сащ	usa
над	over
над	diatas
него	him
срещу	terhadap
тези	those
мини	mini
мини	lombong
мини	mines
мини	minnie
република	republik
късно	terlewat
късно	mendiang
късно	late
късно	lambat
късно	larut
май	may
май	mei
път	laluan
път	hala
път	jalan
път	road
отбор	pasukan
отбор	team
няколко	few
няколко	beberapa
август	ogos
август	aug
роден	lahir
роден	dilahirkan
роден	born
беседа	perbualan
септември	september
преди	sebelum
името	nama
група	band
група	kugiran
група	berkumpulan
група	group
група	kumpulan
език	tongue
език	lidah
език	bahasa
юли	julai
някои	sesetengahnya
някои	sesetengah
тях	antaranya
тях	mereka
река	sungai
река	river
януари	januari
юни	june
юни	jun
две	dua
октомври	oktober
октомври	october
октомври	oct
име	nama
заедно	bersama
фон	von
фон	latarbelakang
американски	american
американски	amerika
март	mac
март	march
ноември	november
ноември	nov
ноември	julai
април	apr
април	april
декември	disember
декември	ogos
чрез	via
чрез	melalui
чрез	menerusi
чрез	menerusi
чрез	melalui
история	cerita
история	story
история	sejarah
жители	penduduk
различни	berbeza
различни	pelbagai
различни	category
без	tanpa
често	sering
често	kerap
получава	mendapat
получава	gets
февруари	februari
февруари	feb
работи	kerja
работи	bekerja
работи	works
работи	berfungsi
провинция	wilayah
провинция	provinsi
империя	empire
империя	kerajaan
империя	empayar
иван	ivan
център	pusat
център	centre
център	pusat
повече	lebih
повече	lagi
повече	more
вече	sudah
вече	sudahpun
три	tiga
страна	country
страна	negara
страна	sisi
страна	sampingan
страна	samping
градове	bandaraya
градове	bandar
население	demografi
население	penduduk
население	populasi
завършва	hujung
бил	bil
бил	bill
малко	kecik
хора	people
хора	orang
хора	rakyat
хора	orng
университет	universiti
германия	jerman
могат	mampukah
могат	boleh
син	blue
син	biru
син	nak
син	putra
син	son
награда	pahala
награда	ganjaran
награда	reward
награда	prize
награда	penghargaan
награда	anugerah
георги	georgi
георги	georgi
голяма	large
голяма	besar
голяма	besar
италия	itali
сайт	website
сайт	tapak
световна	worldwide
край	hujung
край	penghujung
уикипедия	wikipedia
използва	kegunaan
сезон	musim
окръг	county
окръг	kaunti
окръг	daerah
днес	harini
смъртта	kematian
смъртта	death
смъртта	maut
смъртта	ajal
франция	france
франция	perancis
национален	national
национален	kebangsaan
гърция	yunani
гърция	greece
вижте	lihat
русия	rusia
русия	russia
английски	inggeris
едно	satu
едно	one
първи	pertama
първи	first
първи	dulu
първи	dahulu
отново	lagi
отново	semula
член	member
член	ahli
член	artikel
височина	altitud
височина	ketinggian
височина	ketinggian
височина	ketinggian
височина	tinggi
височина	height
дъщеря	puteriku
дъщеря	daughter
там	ada
система	system
система	sistem
нея	nya
нея	her
училище	sekolah
били	billy
били	billie
света	world
света	dunia
филми	filem
филми	movies
филми	cereka
филми	filem
александър	aleksandar
александър	alexander
умира	tenat
умира	nazak
южна	selatan
южна	selatan
европа	eropah
европа	europa
димитър	dimitar
всеки	sesiapa
всеки	semuanya
всеки	setiap
всеки	setiap
всеки	each
части	bahagian
баща	ayah
баща	bapa
баща	father
баща	ayahanda
нова	new
нова	baharu
нова	baru
нова	nova
крал	raja
крал	king
армия	tentera
армия	army
църква	gereja
църква	church
докато	semasa
докато	hinggalah
докато	hinga
докато	sehinggalah
докато	sampai
официален	rasmi
официален	official
официален	formal
северна	utara
северна	north
северна	utara
северна	northern
времето	cuaca
времето	waktu
времето	masa
времето	time
българска	bulgaria
освен	kecuali
места	tempat
места	kerusi
начин	way
период	tempoh
резултат	skor
резултат	result
футболисти	footballers
данни	data
страница	page
страница	mukasurat
страница	halaman
картинка	picture
картинка	gambar
картинка	imej
граф	graff
родени	lahir
родени	dilahirkan
родени	born
играе	play
играе	main
играе	dimain
играе	bermain
играе	main
играе	playing
живот	life
живот	hidup
живот	kehidupan
живот	hidupan
тук	disini
тук	sini
император	maharaja
император	kaiser
църквата	gereja
църквата	church
ден	hari
жени	wanita
жени	perempuan
руски	rusia
известен	known
известен	dikenali
известен	diketahui
известен	famous
добре	good
добре	gud
мария	maria
дори	genap
води	petunjuk
води	perairan
води	air
води	plumbum
води	lead
води	pimpin
тогава	barulah
тогава	then
тогава	kemudiannya
тогава	kemudian
голям	large
голям	besar
голям	besar
род	genus
род	rod
филм	movie
филм	cereka
филм	filem
филм	filem
шаблон	templat
почти	almost
почти	hampir
печели	menang
страни	parti
страни	sisinya
страни	negara
площ	keluasan
площ	kawasan
площ	area
острови	kepulauan
острови	isles
код	code
код	kode
код	kod
френски	perancis
генерал	umum
генерал	jeneral
генерал	general
защото	kerana
защото	sebab
държава	country
държава	negara
държава	keadaan
държава	negara
държава	negeri
държава	state
дата	date
дата	tarikh
обикновено	kebiasaannya
обикновено	biasanya
обикновено	kebiasaannya
обикновено	biasanya
обикновено	kebiasaannya
големи	large
големи	besar
големи	besar
деца	kids
петър	peter
петър	petar
сили	kuasa
дължина	length
дължина	panjang
дължина	longitud
албум	album
гръцки	greek
гръцки	yunani
дни	hari
съюз	union
съюз	kesatuan
съюз	penyatuan
съюз	perikatan
съюз	persekutuan
съюз	pakatan
партия	parti
политик	pkr
пише	menulis
брат	saudara
брат	brother
брат	abg
работа	job
работа	kerja
работа	bekerja
голове	matlamat
остров	pulau
остров	island
остров	isle
председател	presiden
председател	chairperson
председател	ketua
председател	pengerusi
среща	date
среща	tarikh
среща	meet
среща	bertemu
среща	perjumpaan
среща	rapat
среща	mesyuarat
среща	meeting
групи	bands
групи	berkumpulan
групи	kumpulan
групи	groups
информация	info
информация	maklumat
информация	maklumat
нови	new
нови	baharu
нови	baru
включва	termasuk
включва	merangkumi
пъти	melipat
пъти	lipat
пъти	times
писател	novelis
писател	penulis
херцог	duke
министър	menteri
цел	gol
цел	matlamat
цел	goal
цел	aim
цел	purpose
цел	objektif
цел	sasaran
цел	target
участие	penglibatan
участие	penyertaan
войната	war
войната	perang
войната	peperangan
османската	uthmaniyyah
никола	nicolas
никола	nikola
никола	nicola
море	seaside
море	sea
море	laut
пловдив	plovdiv
отбора	pasukan
отбора	team
списък	senarai
историята	sejarah
брой	kiraan
брой	nombor
култура	kebudayaan
култура	budaya
всяка	setiap
всяка	setiap
всяка	each
същата	sama
същата	same
известни	known
известни	dikenali
известни	diketahui
известни	famous
степен	gred
степен	ijazah
степен	darjah
статия	artikel
територията	wilayah
регион	rantau
регион	wilayah
регион	kawasan
повечето	most
повечето	paling
повечето	kebanyakan
повечето	terbanyak
редактор	penyunting
редактор	editor
разположен	bertempat
разположен	terletak
друг	lain
друг	pelamin
джон	john
малки	kecik
малки	kecil
малки	kecik
футболист	footballer
организация	organisasi
организация	pertubuhan
организация	organisasi
организация	pertubuhan
договор	kontrak
договор	contract
договор	perjanjian
север	utara
север	north
васил	vasil
изток	timur
изток	timur
четири	empat
четири	four
испания	sepanyol
особено	terutamanya
особено	terutamanya
особено	especially
разположено	bertempat
разположено	terletak
човек	individu
човек	orang
човек	person
човек	manusia
човек	human
човек	lelaki
състав	komposisi
състав	gubahan
състав	penggubahan
общо	total
общо	jumlah
треньор	pelatih
треньор	trainer
треньор	pelatih
треньор	coach
треньор	jurulatih
отбори	pasukan
отбори	teams
рим	rom
рим	roma
статии	artikel
управление	pengurusan
управление	management
управление	tadbir
управление	kawalan
литература	kesusasteraan
литература	sastera
дейност	aktiviti
цар	raja
цар	king
цар	tsar
хората	people
хората	orang
хората	rakyat
хората	orng
видове	spesis
видове	spesies
видове	species
видове	jenis
власт	tenaga
власт	power
власт	kuasa
живота	life
живота	hidup
живота	kehidupan
живота	hidupan
стефан	stefan
стефан	stephan
тип	jenis
тип	taipkan
тип	type
тип	taip
военни	ketenteraan
военни	tentera
изчезване	kepupusan
изчезване	menghilang
изчезване	menghilang
изчезване	hilangnya
вида	vida
шампион	champ
шампион	juara
съвет	nasihat
съвет	petua
съвет	majlis
съвет	dewan
свързани	berkaitan
свързани	terkait
свързани	related
свързани	berkait
свързани	bersambung
свързани	disambungkan
свързани	terpaut
свързани	dipautkan
исторически	bersejarah
исторически	bersejarah
исторически	sejarah
римски	roman
римски	rom
христо	hristo
кръг	bulatan
кръг	pusingan
кръг	bulat
майка	ibu
майка	bonda
карта	peta
карта	card
карта	kad
англия	england
англия	inggeris
нов	new
нов	baharu
нов	baru
песни	lagu
песни	songs
втори	second
втори	kedua
множество	berbilang
множество	pelbagai
политика	dasar
политика	politik
стара	tua
стара	old
форма	shape
форма	bentukkan
форма	bentuk
форма	borang
семейството	family
семейството	keluarga
съпруга	pasangan
съпруга	isteri
съпруга	wife
втора	second
втора	kedua
район	rantau
район	wilayah
район	kawasan
район	daerah
район	keluasan
район	kawasan
район	area
музика	muzik
музика	music
близо	dekat
близо	tutup
близо	berhampiran
близо	near
близо	dekat
първенство	kejohanan
първенство	championship
първенство	kejohanan
първенство	kejuaraan
представлява	mewakili
варна	varna
манастир	biara
манастир	convent
файл	fail
средата	pertengahan
средата	mid
награди	rewards
награди	ganjaran
награди	anugerah
награди	hadiah
немски	jerman
помощ	aid
помощ	pertolongan
помощ	bantu
помощ	bantuan
помощ	help
помощ	membantu
вода	air
първоначално	awalnya
карл	karl
карл	carl
свят	world
свят	dunia
николай	nikolai
николай	nicolai
николай	nikolai
скоро	segera
скоро	soon
западна	west
западна	barat
западна	barat
западна	western
войски	pasukan
стил	style
стил	gaya
стил	subjenis
стил	bergaya
стил	stail
живее	nyawa
живее	lives
достига	menjangkau
достига	mencapai
избран	dipilih
избран	terpilih
избран	dipilih
марк	marc
марк	tanda
марк	mark
африка	afrika
запад	west
запад	barat
уебсайт	website
земята	bumi
връзка	sambungan
връзка	pautan
връзка	link
връзка	sambung
връзка	perhubungan
връзка	hubungan
връзка	relationship
роля	peranan
италиански	itali
москва	moscow
как	caranya
китай	china
китай	cina
линия	line
линия	garisan
великобритания	britain
свети	saint
свети	suci
свети	kudus
свети	holy
кариера	kerjaya
кариера	kerjaya
кариера	kuari
развитие	perkembangan
развитие	pembangunan
лига	liga
лига	liga
лига	league
лига	liga
роман	roman
роман	rom
роман	novel
източници	sumber
политически	politically
политически	politik
америка	amerika
америка	america
консул	konsul
книги	books
книги	buku
стадион	stadium
служба	perkhidmatan
служба	khidmat
служба	servis
служба	service
другите	lain
произход	asal
