ngc	ngc
kao	comme
kao	aime
kao	aiment
kao	genre
kao	aimez
koji	qui
koji	oms
koji	who
također	également
također	aussi
također	egalement
također	trop
također	too
katalog	catalogue
katalog	catalogue
spisak	liste
spisak	listes
galaksija	galaxie
galaksija	galaxy
vanjski	externe
vanjski	extérieurs
vanjski	extérieur
vanjski	extérieure
vanjski	externes
koja	lesquels
koja	laquelle
koja	lequel
što	quoi
što	quel
što	quelle
the	le
the	les
the	la
nalazi	constatations
nalazi	conclusions
nalazi	trouve
nalazi	trouvailles
bio	bio
bio	biographie
bio	fut
bio	etait
bio	était
prečnik	diamètre
prečnik	diamètres
gdje	oú
gdje	où
broj	nombre
broj	numéro
oko	oculaire
oko	yeux
oko	oeil
oko	œil
oko	autour
oko	alentour
mjesto	place
mjesto	endroit
mjesto	lieu
nakon	apres
nakon	after
nakon	après
nakon	aprés
nakon	veillée
nakon	wake
nakon	réveiller
nakon	sillage
pogledajte	cocher
pogledajte	chèque
pogledajte	vérifiez
pogledajte	vérifier
sajtu	site
poznat	connues
poznat	connue
poznat	connus
poznat	connu
poznat	fameux
poznat	célèbre
poznat	célèbres
stanovnika	habitants
izvještaj	signaler
izvještaj	reportage
izvještaj	rapport
pgc	pgc
ali	mais
udaljenost	distance
udaljenost	éloignement
udaljenost	distances
apsolutna	absolue
apsolutna	absolu
pomak	maj
grupa	groupe
spiralna	spirale
spiralna	spirales
pop	pop
vidljivo	visible
vidljivo	visibles
minuta	minutes
minuta	minute
općine	communes
općine	municipalités
najmanji	mondo
naseljeno	habité
naseljeno	habitées
naseljeno	habités
naseljeno	peuplé
naseljeno	habitée
naseljeno	peuplée
naseljeno	peuplés
naseljeno	peuplé
naseljeno	peuplées
mag	mag
ksg	ksg
novi	nouveau
novi	nouvelle
novi	nouvelles
novi	nouveaux
novi	nouveautés
sadrži	contenues
sadrži	contenaient
sadrži	contient
zvijezda	étoile
zvijezda	vedette
zvijezda	etoiles
zvijezda	star
zvijezda	étoiles
zvijezda	etoiles
zvijezda	vedettes
zvijezda	étoiles
može	pourrais
može	pouvait
može	pourrait
može	pourraient
može	peuvent
može	pouvez
može	peux
može	peut
ima	ima
licenca	permis
licenca	licences
licenca	licence
com	ocm
com	com
popis	recensements
popis	recensement
stadion	stade
stadion	macron
stadion	stade
stadion	stadium
kod	code
svg	svg
pod	sous
pod	under
sastavu	composition
isbn	isbn
zbog	dus
zbog	due
zbog	dû
samo	seul
samo	uniquement
samo	seulement
samo	seule
samo	just
samo	simplement
samo	juste
godina	années
godina	ans
godina	annee
godina	an
godina	année
prvo	première
prvo	premières
prvo	premier
prvo	premiers
hiljada	millier
hiljada	mille
hiljada	milliers
zavod	institute
zavod	institut
sve	tout
sve	toute
sve	toutes
sve	tous
sve	tout
sve	all
zemlje	pays
brzina	vitesse
brzina	vitesses
brzina	rapidité
brzina	vitesse
naselje	voisinage
naselje	quartier
više	davantage
više	plus
kada	lorsque
kada	quand
prvi	première
prvi	premières
prvi	premier
prvi	premiers
deset	rte
deset	dix
deset	ten
tip	mec
tip	guy
tip	gars
tip	taper
tip	type
tip	tapez
odnos	ratio
između	entre
sljedeći	prochain
sljedeći	suivante
