dhe	dan
një	satu
një	one
nga	dari
për	untuk
edhe	even
edhe	genap
edhe	bahkan
tij	his
tij	nya
nuk	not
nuk	bukan
nuk	tidak
ishte	euy
ishte	was
janë	adalah
janë	are
shumë	sangat
por	tapi
por	tetapi
pas	sesudah
pas	after
pas	setelah
pas	sbb
pas	mengikuti
këtë	ini
parë	dilihat
tyre	mereka
mund	dapat
mund	can
mund	bisa
gjatë	lama
gjatë	panjang
gjatë	long
disa	some
disa	beberapa
lidhje	taut
lidhje	pranala
lidhje	link
lidhje	tautan
lidhje	links
lidhje	hubungan
lidhje	sambungan
lidhje	koneksi
lidhje	pranala
lidhje	link
lidhje	tautan
lidhje	taut
kjo	ini
kjo	that
kjo	itu
kjo	bahwa
kjo	yang
kur	kapan
kur	saat
kur	apabila
kur	ketika
mbi	over
mbi	diatas
deri	till
deri	hingga
deri	sampai
jashtme	eksternal
jashtme	eksterior
saj	menta
saj	its
saj	nya
saj	her
ajo	she
vetëm	sendirian
vetëm	alone
vetëm	sendiri
vetëm	only
vetëm	saja
vetëm	hanya
vetëm	cuma
vetëm	hanya
ata	mereka
ata	mereka
tjera	lain
tjera	lainnya
pjesë	parts
pjesë	bagian
pjesë	onderdil
pjesë	part
pjesë	bagian
atë	nya
atë	him
sipas	menurut
shqiptare	albania
madhe	big
madhe	besar
rreth	tentang
rreth	ttg
rreth	perihal
rreth	sekitar
rreth	seputar
rreth	sekitar
para	uang
para	kas
para	cash
para	tunai
para	sebelum
para	sebelumnya
para	before
ishin	were
per	tentang
per	ttg
per	perihal
per	sekitar
per	untuk
banorë	penghuninya
banorë	penduduk
banorë	warga
banorë	penghuni
komuna	kotamadya
komuna	munisipalitas
nje	satu
nje	one
kundër	loket
kundër	penghitung
kundër	sanggahan
kundër	konter
kundër	counter
kundër	menentang
kundër	melawan
kundër	against
kundër	terhadap
lista	daftar
lista	list
qenë	been
kantoni	canton
kantoni	kanton
gjithashtu	juga
ndërsa	sambil
ndërsa	sementara
ndërsa	selagi
ndryshme	beda
ndryshme	berbeda
ndryshme	divergent
etj	dll
duhet	membutuhkan
duhet	perlukan
duhet	perlu
duhet	kebutuhan
duhet	need
duhet	butuh
duhet	harus
duhet	mesti
duhet	keharusan
duhet	must
sipërfaqe	permukaan
sipërfaqe	permukaan
ato	mereka
ato	mereka
përgjithshëm	umum
përgjithshëm	jendral
përgjithshëm	jenderal
tjetër	lain
tjetër	lainnya
tjetër	selanjutnya
tjetër	berikutnya
tjetër	next
njohur	familiar
njohur	akrab
njohur	terbiasa
njohur	dikenal
njohur	dikenali
njohur	diakui
njohur	mengenali
njohur	dikenal
njohur	diakui
njohur	dikenal
njohur	diketahui
shqiptar	albania
shqiptar	shqiptar
style	gaya
style	style
style	bergaya
dytë	detik
dytë	kedua
dytë	second
mirë	bagus
fundit	last
fundit	terakhir
fundit	terkini
fundit	terbaru
pasi	sesudah
pasi	after
pasi	setelah
shiko	lihat
shiko	look
shiko	lihat
shiko	lihatlah
nën	dibawah
nën	sub
nën	under
nën	dibawah
jpg	jpg
herë	melipat
herë	lipatan
herë	lipat
herë	kali
herë	times
viti	tahun
viti	year
sot	today
çdo	setiap
çdo	every
çdo	setiap
çdo	sembarang
çdo	any
lartë	high
lartë	tinggi
popullsi	penduduk
popullsi	populasi
kosovës	kosovo
komunë	kotamadya
komunë	munisipalitas
jetë	kehidupan
jetë	life
jetë	hidup
president	presiden
bërë	selesai
bërë	beres
bërë	dilakukan
bërë	done
mes	middle
mes	pertengahan
mes	tengah
mes	pertengahan
mes	mid
mes	antara
mes	diantara
vonë	terlambat
vonë	telat
vonë	larut
vend	negara
vend	tempatkan
vend	place
vend	tempat
shqipëri	albania
pak	little
pak	kecil
pak	sedikit
pak	beraktifitas
francë	prancis
francë	france
francë	perancis
fshat	pedesaan
fshat	kampung
fshat	dusun
fshat	desa
fshat	village
zyrtare	official
zyrtare	resmi
kryetari	speaker
kryetari	pembicara
kryetari	ketua
vendosur	berlokasi
vendosur	bertempat
vendosur	terletak
pasur	rich
pasur	kaya
sepse	karena
sepse	penyebab
sepse	sebab
sepse	sebabkan
sepse	cause
sepse	menyebabkan
vitet	tahun
tre	tiga
tre	three
fund	rok
fund	skirt
fund	ending
fund	berakhiran
fund	mengakhiri
fund	berakhir
fund	akhiri
fund	end
fund	akhir
marrë	taken
marrë	dibawa
marrë	diambil
tjerë	lain
tjerë	lainnya
harta	map
harta	peta
harta	maps
harta	peta
mbreti	raja
mbreti	king
midis	antara
midis	diantara
vogël	tiny
vogël	kecil
vogël	mungil
kosovë	kosovo
vjet	tahun
përbëhet	terdiri
përbëhet	terdiri
pastaj	lalu
pastaj	maka
pastaj	kemudian
shtetit	negara
shtetit	keadaan
shtetit	state
tiranë	tirana
kombëtare	gimn
kombëtare	national
kombëtare	nasional
emrin	nama
mori	diterima
mori	took
filloi	dimulai
filloi	memulai
ish	mantan
mars	march
mars	maret
mars	mars
file	berkas
file	file
presidenti	presiden
lindur	born
lindur	lahir
lindur	terlahir
lindur	dilahirkan
lindi	lindi
lindi	lindy
lindi	kelahiran
lindi	lahir
kryesore	utama
qyteti	kotamadya
qyteti	town
qyteti	kota
qyteti	city
qyteti	kota
politike	politik
qershor	juni
pse	kenapa
pse	mengapa
pse	why
maj	may
maj	mei
vetë	diri
vetë	self
nëntor	november
nëntor	nopember
janar	januari
thotë	says
thotë	berkata
thotë	mengatakan
thotë	kata
shtator	september
vet	his
vet	nya
brenda	brenda
brenda	inside
brenda	didalam
shteteve	negara
kryesisht	terutama
kryesisht	kebanyakan
prill	april
ditë	siang
ditë	hari
ditë	day
ditë	days
ditë	hari
tetor	oktober
shkurt	februari
shkurt	pebruari
shkurt	short
shkurt	singkat
shkurt	pendek
bëhet	menjadi
vjetër	tua
vjetër	lama
vjetër	old
kodi	code
kodi	kode
monark	monarki
monark	monarch
dhjetor	desember
dhjetor	december
dhjetor	desimal
mbret	raja
mbret	king
aktuale	current
aktuale	arus
aktuale	skrg
gjuhën	lidah
gjuhën	bahasa
tani	sekarang
tani	now
tani	kini
frëngjisht	prancis
frëngjisht	perancis
km²	km²
shtetet	negara
shtetet	negara
informacion	information
informacion	informasi
shume	sangat
shume	much
shume	banyak
gusht	august
gusht	agustus
shba	as
shba	usa
pranë	dekat
top	top
top	puncak
top	teratas
korrik	juli
katër	empat
katër	four
rëndësishme	jga
rëndësishme	penting
fillim	permulaan
fillim	awal
prishtinë	pristina
jashtë	luar
jashtë	diluar
jashtë	keluar
jashtë	out
përbërja	komposisi
shën	santo
shën	saint
qytet	kotamadya
qytet	town
qytet	kota
qytet	city
qytet	kota
këtu	disini
këtu	here
këtu	sini
dhënë	diberikan
dhënë	diberi
dhënë	diberikan
dhënë	dikabulkan
përdorur	digunakan
përdorur	terpakai
përdorur	used
përdorur	dipakai
faqja	page
faqja	halaman
aty	ada
nëpër	through
nëpër	melalui
krijuar	tercipta
krijuar	dibuat
del	del
zona	zona
zona	zone
zona	daerah
zona	wilayah
zona	luas
zona	kawasan
zona	area
këshilltarëve	councillors
vit	tahun
vit	year
shpesh	sering
shpesh	seringkali
shpesh	sering
përfshirë	melibatkan
përfshirë	terlibat
përfshirë	disertakan
përfshirë	termasuk
përfshirë	menyertakan
përfshirë	diikutsertakan
megjithatë	namun
megjithatë	namun
data	tanggal
data	tgl
kryesor	utama
kryesor	primer
kryesor	utama
kryesor	primary
emri	nama
jane	jane
jane	yeni
new	new
new	baru
isbn	isbn
zakonisht	biasanya
zakonisht	biasa
reja	new
reja	baru
federal	federal
qarkun	kabupaten
qarkun	county
qarkun	daerah
qarkun	powiat
qendër	tengah
qendër	pusat
qendër	center
qendër	tengah
qendër	pusat
qendër	centre
ana	ana
ana	anna
republika	republik
iii	ill
iii	iii
provinca	propinsi
provinca	provinsi
der	der
fjalë	kata
fjalë	word
fjalë	firman
fjalë	kata
ndodhet	berlokasi
ndodhet	bertempat
ndodhet	terletak
amerikan	american
amerikan	amerika
osmane	ottoman
osmane	utsmaniyah
pjesa	part
pjesa	bagian
ndonjë	setiap
ndonjë	sembarang
ndonjë	any
caps	cap
caps	caps
gjë	thing
gjë	hal
ali	allie
ali	ali
shkruar	tertulis
shkruar	ditulis
kulturore	kebudayaan
kulturore	budaya
mesme	middle
mesme	pertengahan
mesme	tengah
mesme	medium
mesme	sedang
mesme	menengah
shqip	albania
numër	angka
numër	nomor
numër	bilangan
numër	nomer
atëherë	lalu
atëherë	maka
atëherë	kemudian
mjaft	cukup
bazë	dasar
bazë	pangkalan
bazë	base
bazë	markas
bazë	basis
bazë	dasar
bazë	basic
kohe	kali
kohe	waktu
kohe	waktunya
kohe	time
ndërtuar	membangun
ndërtuar	dibangun
ndërtuar	built
ndërtuar	membangun
ndërtuar	bina
ndërtuar	build
nëpërmjet	via
nëpërmjet	melalui
nëpërmjet	lewat
nëpërmjet	through
nëpërmjet	melalui
solid	solid
solid	padat
fshati	kampung
fshati	dusun
fshati	desa
fshati	village
vite	tahun
vdiq	meninggal
sipërfaqja	hull
sipërfaqja	lambung
jug	selatan
jug	south
atyre	mereka
lidhur	terhubung
lidhur	terkoneksi
lidhur	tersambung
lidhur	ditautkan
lidhur	terkait
lidhur	terhubung
lidhur	terikat
lidhur	diikat
ushtarake	militer
ushtarake	kemiliteran
veri	utara
veri	north
papa	paus
popullore	populer
numri	angka
numri	nomor
numri	bilangan
numri	nomer
atij	nya
atij	him
përveç	kecuali
vepra	opus
vepra	deeds
vepra	karya
vepra	bekerja
vepra	works
asaj	nya
asaj	her
vërtetë	real
vërtetë	nyata
vërtetë	ril
vërtetë	riil
vërtetë	sungguh
përmes	via
përmes	melalui
përmes	lewat
përmes	through
përmes	melalui
përdoret	digunakan
përdoret	terpakai
përdoret	used
përdoret	dipakai
arriti	tiba
botë	world
botë	dunia
spanjë	spanyol
ndërkombëtare	internasional
ndërkombëtare	international
ndërkombëtare	mancanegara
shqipëria	albania
sidomos	khususnya
sidomos	terutama
tretë	sepertiga
tretë	ketiga
veriore	utara
veriore	northern
merr	ambil
merr	take
merr	dapatkan
formë	shape
formë	bentuk
formë	formulir
formë	membentuk
formë	form
formë	bentuk
kisha	gereja
kisha	kisha
kisha	gereja
kisha	church
veçantë	istimewa
veçantë	spesial
veçantë	special
veçantë	khusus
shteti	negara
shteti	negara
shteti	keadaan
shteti	state
vende	tempat
vende	kursi
ndeshje	korek
ndeshje	cocok
ndeshje	pertandingan
ndeshje	kecocokan
njerëzit	rakyat
njerëzit	orang
njerëzit	people
ende	masih
maqedonisë	makedonia
shënoi	ditandai
fitoi	won
fitoi	dimenangkan
fitoi	menang
vendi	negara
vendi	tempatkan
vendi	place
vendi	tempat
http	http
faqe	pipi
faqe	page
faqe	halaman
faqe	halaman
jeta	kehidupan
jeta	life
jeta	hidup
popullsia	penduduk
popullsia	populasi
kryetar	speaker
kryetar	pembicara
kryetar	walikota
kryetar	mayor
kryetar	ketua
luajtur	diputar
luajtur	dimainkan
luajtur	dipermainkan
shtëpi	house
shtëpi	rumah
shtëpi	rumah
shtëpi	home
shtëpi	rumah
shtëpi	pulang
shtëpi	beranda
gjuhë	bahasa
gjuhë	lidah
gjuhë	bahasa
historike	bersejarah
historike	historis
historike	bersejarah
historike	sejarah
fetare	religi
fetare	keagamaan
fetare	religius
fetare	agama
perëndimore	maghrib
perëndimore	barat
perëndimore	west
perëndimore	barat
perëndimore	western
tri	tri
tri	tiga
tri	three
shembull	contoh
ekonomike	perekonomian
ekonomike	ekonomi
ekonomike	ekonomis
ekonomike	hemat
tilla	such
saint	santo
saint	saint
plotë	full
plotë	kenyang
plotë	penuh
rajoni	daerah
rajoni	wilayah
rajoni	provinsi
rajoni	region
rajoni	kawasan
rajoni	distrik
rajoni	kecamatan
rajoni	raionul
rajoni	kabupaten
rajoni	daerah
shkolla	sekolah
shkolla	sekolah
afër	dekat
afër	close
afër	dekat
afër	tutup
then	gagal
drejt	straight
drejt	lurus
lindje	east
lindje	timur
historia	cerita
historia	story
historia	berita
historia	kisah
historia	history
historia	riwayat
historia	sejarah
film	movie
film	bioskop
film	film
film	film
figura	gambar
figura	image
figura	citra
figura	figur
figura	angka
figura	tokoh
figura	figure
figura	figur
figura	tokoh
figura	sosok
zoti	god
zoti	tuhan
zoti	allah
zoti	lord
zoti	tuhan
kosova	kosova
kosova	kosovo
gjuha	lidah
gjuha	bahasa
studimet	studi
familje	keluarga
familje	family
familje	famili
duket	tampaknya
duket	sepertinya
tha	said
tha	berkata
tha	mengatakan
tha	katanya
tha	kata
fillon	dimulai
fillon	mulai
fillon	dimulai
fillon	starting
fillon	memulai
anë	sisi
anë	side
anë	samping
gjerë	lebar
gjerë	wide
gjerë	luas
greke	greek
greke	yunani
qëllim	tujuan
city	city
city	kota
tempulli	temple
tempulli	candi
tempulli	kuil
kane	kane
von	von
lufta	perang
lufta	peperangan
lufta	war
rast	case
rast	kasus
vjen	comes
vjen	datang
vjen	coming
grupi	band
grupi	group
grupi	kelompokkan
grupi	grup
grupi	kelompok
pare	dilihat
itali	italy
itali	italia
arritur	raih
arritur	tercapai
arritur	dicapai
arritur	diraih
arritur	dijangkau
arritur	mencapai
arritur	menjangkau
arritur	tercapai
arritur	dicapai
shumica	mayoritas
rëndësishëm	instrumental
svg	svg
shkencore	ilmiah
shkencore	scientific
autor	pengarang
autor	penulis
autor	pembuat
përpara	depan
përpara	ahead
përpara	forward
përpara	maju
përpara	teruskan
përpara	sebelum
përpara	sebelumnya
përpara	before
punës	buruh
tregon	mengindikasikan
tregon	menandakan
tregon	menunjukkan
tregon	memperlihatkan
tregon	menunjukkan
tregon	menampilkan
tregon	pertunjukan
tonë	our
njerëz	rakyat
njerëz	orang
njerëz	people
jugore	southern
jugore	selatan
botuar	dipublikasikan
botuar	diterbitkan
botuar	terbitkan
pesë	lima
pesë	five
anëtar	anggota
anëtar	member
lloji	kind
lloji	jenis
lloji	jenis
lloji	tipe
lloji	ketik
emër	nama
ibn	ibn
ibn	ibnu
grup	group
grup	kelompokkan
grup	grup
grup	kelompok
mali	gunung
mali	mountain
mali	pegunungan
mali	gunung
mali	mount
mali	kait
mali	mali
zhvillimin	pengembangan
zhvillimin	perkembangan
zhvillimin	pembangunan
und	und
john	john
john	yohanes
vendet	kursi
vendet	tempat
vendet	negara
poshtë	turun
poshtë	down
poshtë	turunkan
poshtë	dibawah
poshtë	bawah
poshtë	terbawah
poshtë	bottom
fjala	kata
fjala	word
fjala	firman
qendrore	central
qendrore	tengah
qendrore	pusat
qendrore	sentral
qendrore	upt
jep	hibah
jep	menyediakan
jep	sediakan
jep	memberi
jep	berikan
jep	give
jep	beri
jep	memberikan
wikipedia	wikipedia
bashkë	bareng
bashkë	together
bashkë	bersama
hershme	early
hershme	dini
hershme	awal
jugut	selatan
jugut	south
lindore	timur
lindore	eastern
përfshinë	disertakan
përfshinë	termasuk
përfshinë	menyertakan
përfshinë	diikutsertakan
italia	italy
italia	italia
qarqet	circle
qarqet	lingkaran
qarqet	sirkuit
qarqet	distrik
punë	tugas
punë	job
punë	pekerjaan
punë	ayub
punë	pekerjaan
punë	kerja
punë	bekerja
hapur	buka
hapur	open
hapur	terbuka
hapur	dibuka
njihet	dikenal
njihet	diketahui
qendra	tengah
qendra	pusat
qendra	center
qendra	tengah
qendra	pusat
qendra	centre
libri	kitab
libri	book
libri	buku
