din	from
care	qui
care	who
care	qual
fost	estat
mai	mai
mai	més
pentru	per
lui	lui
sunt	són
dupa	after
dupa	després
dupa	after
dupa	després
ale	ale
ale	alé
lea	lea
prin	mitjançant
regiunea	regió
mare	gran
mare	mar
anul	any
comuna	comunes
comuna	comú
comuna	comuns
comuna	municipi
comuna	comunes
comuna	comú
comuna	comuns
are	té
externe	externs
externe	extern
externe	externa
locuitori	habitants
locuitori	residents
legaturi	enllaços
legaturi	connexions
legaturi	enllaços
vezi	veure
dar	però
cod	codi
cod	bacallà
populatie	població
bucuresti	dosrius
bucuresti	bucarest
bucuresti	bucuresti
bucuresti	dosrius
bucuresti	bucarest
bucuresti	dosrius
bucuresti	bucarest
fiind	essent
fiind	being
romania	romania
romania	romania
jpg	jpg
lista	llista
lista	llista
ucraina	ucraïna
nume	munawar
nume	nom
nume	denominació
ani	ani
ani	anys
avea	havien
intre	entre
intre	entre
pana	fins
pana	ploma
poate	potser
doua	dos
doua	dues
doua	dos
doua	dues
rege	king
rege	rei
sub	arres
alte	altres
cand	quan
cand	quan
regiune	regió
anii	anys
parte	part
judetul	comtat
judetul	comtat
centura	cinturó
centura	cinturó
dinastia	dinastia
septembrie	setembre
timp	temps
timp	time
despre	about
unde	on
majoritatea	majoria
densitate	densitat
limba	llengua
limba	idioma
limba	llenguatge
limba	llengua
limba	llengua
limba	idioma
limba	llenguatge
limba	llengua
iunie	juny
multe	moltes
multe	molts
prima	primer
prima	primera
prima	primers
prima	premium
octombrie	octubre
august	agost
sat	poble
sat	aldea
sat	sat
martie	març
martie	march
biserica	església
biserica	església
fisier	arxiu
fisier	fitxer
fisier	arxiu
fisier	fitxer
decembrie	desembre
toate	tots
toate	totes
ianuarie	gener
latns	latns
latd	latd
longd	longd
adresa	adreça
adresa	adreça
noiembrie	novembre
imagine	imatge
statul	estat
avut	havien
familia	família
familia	familia
numele	nom
numele	denominació
timpul	temps
timpul	time
nord	nord
principala	main
principala	principals
principala	principal
principala	main
principala	principals
principala	principal
sud	sud
aprilie	abril
erau	eren
loc	lloc
loc	place
primul	primer
primul	primera
primul	primers
iulie	juliol
doar	només
doar	només
editura	editorial
asteroid	asteroide
februarie	febrer
recensamantului	cens
trei	valldoreix
trei	tres
asteroizi	asteroides
longm	longm
latm	latm
discutie	debat
discutie	discussió
discutie	debat
discutie	discussió
discutie	debat
discutie	discussió
franta	frança
franta	frança
franta	frança
partea	part
fara	sense
fara	sense
departamentul	departament
foarte	molt
data	data
data	dades
data	data
departament	departament
unul	one
apoi	aleshores
apoi	llavors
grup	grup
locul	lloc
locul	place
oras	ciutat
oras	ciutat
oras	ciutat
pot	can
camp	campament
camp	camp
camp	àmbit
camp	camp
germania	alemanya
face	make
satul	poble
satul	aldea
national	national
national	nacional
national	national
national	nacional
national	national
national	nacional
note	notes
perioada	període
perioada	període
minoritate	minoria
ucraineana	ucraïnès
general	general
razboi	guerra
razboi	guerra
peste	peixos
peste	peix
romana	romanès
romana	roman
