yang	yang
dan	dan
dan	den
dengan	sa
the	the
untuk	za
juga	također
juga	takođe
terletak	smještena
terletak	leži
terletak	lazi
terletak	laži
indonesia	indonezija
dari	dari
dari	od
daerah	okrug
tahun	godina
tahun	godina
adalah	su
telah	ima
wilayah	pokrajina
wilayah	regija
wilayah	teritorije
wilayah	teritorija
wilayah	teritorije
wilayah	teritorija
lihat	vidi
lihat	jie
lihat	vide
lihat	vidjeti
lihat	see
lihat	vidimo
kawasan	regija
kawasan	regije
luar	izvan
sekolah	škole
sekolah	škola
tidak	nisu
komun	komuna
bahasa	jezici
bahasa	jezike
bahasa	jezik
orang	osoba
orang	osobe
orang	narod
pautan	veza
pautan	link
pautan	veza
malaysia	malezija
daripada	od
daripada	nego
kampung	selo
jabatan	odjel
jabatan	katedri
jabatan	odjeljenje
jabatan	departmenta
satu	jedan
satu	jedna
negara	zemlja
negara	država
negara	negara
negara	zemljama
negara	zemlje
mereka	ih
mereka	oni
kebangsaan	nacionalnost
kebangsaan	nacionalni
kebangsaan	nacionalna
bandar	grad
bandar	grad
bandar	gradovi
bandar	bandar
imperial	carsku
imperial	carska
imperial	carske
lelaki	muškarac
negeri	država
barat	zapadu
barat	zapad
barat	barat
barat	zapadu
barat	zapadna
barat	zapadnim
barat	zapadne
barat	zapadni
lain	ostala
lain	ostale
lain	drugim
lain	drugi
lain	ostali
lain	drugi
lebih	više
etnik	etnički
etnik	etnička
mempunyai	ima
mempunyai	imaju
perancis	francuski
perancis	francuska
akan	will
akan	će
akan	ce
nama	ime
nama	imena
perbandaran	township
perbandaran	općina
perbandaran	općinskom
perbandaran	općinsko
boleh	može
filem	filmovi
filem	filmova
filem	film
filem	film
filem	filmovi
filem	filmova
timur	istok
timur	timur
timur	istočnim
timur	istočni
timur	istočnoj
timur	istočna
timur	istočne
digunakan	korištene
digunakan	koristi
digunakan	korišteno
digunakan	korišten
dua	dua
dua	dva
pertama	prvo
pertama	prvi
perempuan	žena
perempuan	ženke
perempuan	žene
svg	svg
svg	wmf
india	indijska
