در	porta
رده	turma
رده	classe
رده	aula
از	do
از	de
از	da
که	oms
که	who
که	quem
که	essa
که	isso
که	que
این	este
این	esta
این	isso
این	isto
این	essa
این	esse
را	os
را	make
را	faça
با	com
میلادی	década
یک	um
یک	uma
یک	one
سال	years
سال	anos
سال	sal
سال	ano
آن	anne
آن	ana
ایران	irã
ایران	irão
برای	por
برای	para
اهل	ahl
شهرستان	condado
آمریکا	america
آمریکا	américa
شده	sido
فهرست	catálogo
فهرست	lista
فهرست	listar
فهرست	catálogo
بود	estava
بود	era
بود	tava
بود	foi
دارد	tem
او	ela
او	she
او	seu
او	his
او	sua
او	ele
او	dela
او	ela
او	her
تا	may
تا	maio
تا	pode
تا	ate
تا	até
وابسته	adjectivo
وابسته	dependentes
وابسته	dependente
وابسته	associadas
وابسته	associada
وابسته	associados
وابسته	associado
فوتبال	soccer
فوتبال	futebol
فوتبال	football
فوتبال	futebol
ساعت	horário
ساعت	horas
ساعت	hora
ساعت	relógio
پایه	base
پایه	foundation
پایه	fundações
پایه	fundação
پایه	alicerce
پایه	base
پایه	fundações
پایه	básicas
پایه	básica
پایه	basic
پایه	básico
پایه	básicos
نام	nome
استان	província
استان	região
شهر	vila
شهر	cidade
شهر	cidade
ملی	national
ملی	nacionais
ملی	nacional
کشور	pais
کشور	país
تاریخ	data
تاریخ	historia
تاریخ	história
فیلم	filme
فیلم	película
فیلم	filmes
فیلم	películas
فیلم	filme
فیلم	filmes
فیلم	cinema
بخش	departamento
بخش	sector
بخش	setor
بخش	seção
بخش	secção
بخش	distrito
جمعیت	multidões
جمعیت	multidão
جمعیت	população
دو	duas
دو	two
دو	dois
اثر	efeito
پس	então
پس	depois
یکی	alguém
یکی	alguem
یکی	um
یکی	uma
یکی	one
بازیکنان	jogadores
آثار	artefatos
آثار	artefactos
آثار	efeitos
وی	wei
وی	wii
روستاهای	vilas
روستاهای	aldeias
دیگر	mais
دیگر	more
دیگر	outro
دیگر	outros
دیگر	outras
دیگر	outra
دیگر	outro
دیگر	outra
دیگر	outros
دیگر	outras
می	may
می	maio
می	pode
می	mei
عنوان	legenda
پیوند	link
پیوند	ligação
پیوند	vinculado
پیوند	ligados
پیوند	ligado
پیوند	ligada
پیوند	vínculo
پیوند	laço
پیوند	bond
پیش	antes
بحث	discutindo
بحث	argumentar
بحث	argumentando
بحث	discussão
بحث	discussões
بیرون	fora
بیرون	out
افراد	pessoas
افراد	povo
افراد	gente
دوره	curso
دوره	época
دوره	periodo
دوره	período
دهه	décadas
دهه	década
متر	contadores
متر	metros
متر	medidores
متر	metro
متر	metros
متر	medidor
متر	contador
متر	métrica
کاربر	usuários
کاربر	utilizador
کاربر	usuário
مناطق	bairros
مناطق	distritos
مناطق	áreas
هر	cada
هر	qualquer
باشگاه	club
باشگاه	clube
باشگاه	ginásio
باشگاه	academia
باشگاه	ginástica
باشگاه	fenerbahçe
شهرهای	municípios
دانشگاه	university
دانشگاه	universidade
دانشگاه	faculdade
دانشگاه	colégio
دانشگاه	college
دانشگاه	universidade
مورد	case
مورد	caso
سده	século
سده	century
ثبت	log
وجود	existência
زبان	linguas
زبان	idiomas
زبان	línguas
زبان	língua
زبان	lingua
زبان	língua
زبان	idioma
زبان	linguagem
زادگان	descendente
مسکونی	residencial
مسکونی	residenciais
شماره	número
شماره	numero
کار	emprego
کار	job
کار	trabalho
کار	jó
کار	trabalhos
کار	trabalho
کار	trabalhar
کار	trabalhe
کار	trabalhando
کار	trabalhar
کار	funcionando
اما	mas
بازیگران	filmando
بازیگران	filmar
بازیگران	filmagem
بازیگران	filmagens
بازیگران	actores
بازیگران	atores
روی	roy
روی	zinco
فرودگاه	aeroporto
صورت	cara
صورت	carinha
صورت	rosto
صورت	face
مرکز	centrais
مرکز	central
مرکز	centralizar
مرکز	centrar
مرکز	centro
مرکز	center
مرکز	centrar
مرکز	centralizar
مرکز	centro
مرکز	centre
زمان	zaman
زمان	hora
زمان	horário
زمان	tempo
زمان	time
شرکت	corporativo
شرکت	empresarial
شرکت	corporativa
شرکت	empresa
شرکت	company
شرکت	companhia
شرکت	participe
شرکت	participa
شرکت	participem
شرکت	participar
مقاله	redação
مقاله	ensaio
مقاله	artigo
مقاله	artigos
تیم	tim
تیم	team
تیم	equipa
تیم	time
تیم	equipe
مرد	man
مرد	pá
مرد	cara
مرد	homem
انگلیسی	ingles
انگلیسی	inglês
نظر	comentem
نظر	comente
نظر	comentar
نظر	comenta
نظر	comentário
نظر	opinião
نظر	parecer
جهانی	internacional
جهانی	international
جهانی	internacionais
جهانی	universal
جهانی	universais
جهانی	global
جهانی	globais
جهانی	world
جهانی	mundo
همچنین	igualmente
همچنین	também
همچنین	também
همچنین	demais
زندگی	vivos
زندگی	living
زندگی	vivendo
زندگی	viver
زندگی	vida
زندگی	life
زن	mulher
زن	mulher
زن	fêmea
زن	feminino
زن	mulher
زن	esposa
زیر	abaixo
زیر	sob
زیر	under
آنها	eles
آنها	eles
آنها	elas
هستند	são
هستند	estão
هستند	sao
هستند	are
جوایز	prémios
جوایز	premiação
جوایز	awards
جوایز	prêmios
جوایز	prémios
جوایز	prêmios
روستا	vila
روستا	aldeia
تهران	teerão
تهران	teerã
بازی	game
بازی	jogo
بازی	games
بازی	jogos
بازی	jogar
بازی	joga
بازی	play
بازی	jogue
بازی	reproduzir
تاریخی	histórico
تاریخی	históricas
تاریخی	histórica
تاریخی	históricos
تاریخی	históricas
تاریخی	histórico
تاریخی	histórica
تاریخی	históricos
سرشماری	recenseamento
سرشماری	censo
فرانسه	french
فرانسه	franceses
فرانسه	francês
فرانسه	franca
فرانسه	frança
جنگ	guerra
جنگ	war
جنگ	guerras
باید	mosto
باید	deve
باید	must
دست	mãos
دست	braço
دست	arm
دست	armar
دست	mão
دست	hand
شورای	concílio
شورای	conselho
محل	lugar
محل	place
محل	local
محل	sítio
محل	localização
های	hai
توابع	funções
کتاب	livro
کتاب	reservar
کتاب	livros
کتاب	livros
آلمان	alemã
آلمان	alemães
آلمان	alemão
آلمان	alemanha
سطح	níveis
سطح	superficie
سطح	superfície
سطح	nivel
سطح	nível
سطح	level
اصلی	principais
اصلی	main
اصلی	principal
اصلی	originais
اصلی	original
اصلی	primária
اصلی	primário
اصلی	primárias
اصلی	primários
ساخت	construção
ساخت	construções
ساخت	fabrico
ساخت	fabricação
میلاد	milad
المپیک	olympic
المپیک	olímpico
المپیک	olímpica
المپیک	olímpicos
المپیک	olimpíadas
المپیک	olimpíada
اول	primeira
اول	primeiros
اول	primeiramente
اول	primeiro
سازمان	organização
سازمان	organização
سازمان	agencia
سازمان	agência
سه	tres
سه	three
سه	três
دارای	renomado
کند	faz
مرکزی	centralizado
مرکزی	centrada
مرکزی	centradas
مرکزی	centrado
مرکزی	centrado
مرکزی	centrada
مرکزی	centralizado
مرکزی	centradas
مرکزی	centrais
مرکزی	central
ایالت	estaduais
ایالت	state
ایالت	estado
ایالت	estadual
زنده	viva
زنده	vivos
زنده	vivas
زنده	vivo
زنده	alive
فارسی	farsi
فارسی	persa
فارسی	persas
بین	feijão
بین	bean
بین	entre
انگلستان	inglaterra
انگلستان	england
دوم	segunda
دوم	second
دوم	segundo
موسیقی	music
موسیقی	música
موسیقی	musica
موسیقی	músicas
گروه	band
گروه	banda
گروه	grupo
گروه	agrupar
جایزه	bonus
جایزه	bônus
جایزه	bónus
جایزه	prémio
جایزه	premio
جایزه	prêmio
جایزه	prémio
جایزه	prêmio
بیشتر	most
بیشتر	mais
بیشتر	more
جنوبی	sulistas
جنوبی	sulista
جنوبی	sul
جنوبی	southern
جنوبی	meridional
جنوبی	sul
جنوبی	south
روز	dia
روز	diurna
روز	diurno
جمهوری	república
مرگ	death
مرگ	morte
ولی	mas
داد	dodd
آمریکایی	americano
آمریکایی	americanos
آمریکایی	american
آمریکایی	americana
نقش	papel
منطقه	região
منطقه	zona
منطقه	zone
منطقه	distrito
منطقه	area
منطقه	área
بسیار	muito
بسیار	muitos
بسیار	muitas
بسیار	muito
بسیار	much
اسلامی	islâmica
اسلامی	islâmico
اسلامی	islâmicos
اسلامی	islâmicas
