uma	하나
com	com
com	함께
como	어떻게
não	아님
dos	dos
mais	기타
sua	그의
utc	utc
utc	표준시
seu	그의
min	민아
min	민지
min	민수
das	das
também	또한
ele	그를
mas	그런데
mas	그러나
mas	근데
mas	하지만
discussão	토론
discussão	논의
anos	수년
sobre	소개
sobre	대략
cidade	시내
cidade	도시
cidade	타운
cidade	마을
cidade	도시
cidade	시티
quando	언제쯤
quando	언제
janeiro	일월
mesmo	같은
mesmo	동일
mesmo	똑같이
onde	어디서
onde	어디
onde	어디에
onde	어디로
grande	대형
grande	그란데
brasil	브라질
rio	리오
depois	그렇다면
depois	그러면
depois	그때
depois	나중에
estado	상태
estado	상태
estado	국가
estado	조건
ano	year
ano	연도
primeiro	우선
primeiro	퍼스트
primeiro	처음
primeiro	먼저
ligações	커넥션
ligações	연결
ligações	링크
parte	부분
parte	부품
parte	파트
este	이거
primeira	우선
primeira	퍼스트
primeira	처음
primeira	먼저
nome	이름
externas	외부
ainda	아직도
ainda	여전히
outros	기타
outros	다른
outros	기타
esta	이거
sem	without
ela	그녀
ela	그녀는
ela	그녀
ela	그녀의
dia	하루
dia	데이
dois	두두
dois	두분
muito	아주
muito	매우
muito	많이
muito	훨씬
região	지방
região	지역
suas	그들의
segundo	둘째
segundo	두번째
artigo	기사
apenas	단발
apenas	오직
apenas	단지
apenas	그냥
msg	msg
área	구역
área	영역
área	지역
área	면적
agosto	아우구스트
lista	리스트
lista	목록
lista	명단
lista	리스트
lista	목록
março	행진
março	행진곡
norte	북부
norte	북쪽
norte	노스
norte	북부
família	가족
família	가족과
família	패밀리
abril	에이프릴
abril	사월
sul	남부
sul	남방
sul	남부
sul	사우스
sul	남쪽
grupo	그룹
grupo	집단
setembro	구월
paulo	파울루
paulo	파울로스
paulo	파울로
paulo	바울
paulo	파울
ver	조회
ver	보기
isso	이거
todos	everybody
todos	다들
todos	모두
todos	전체
todos	모두
nova	노바
álbum	앨범
álbum	음반
contra	콘트라
tempo	날씨
tempo	시간
tempo	타임
tempo	time
dezembro	적위
forma	형태
forma	모양
forma	형식
forma	형태
forma	양식
então	그렇다면
então	그러면
então	그때
principal	메인
principal	교장
série	시리즈
série	직렬
série	시리얼
além	비욘드
final	파이널
final	결승전
final	결승
final	종료
final	끝내기
final	기말고사
final	파이널
final	결승전
desde	언제부터
desde	이후
desde	이후부터
história	이야기
história	스토리
história	소식
história	역사
história	내역
história	히스토리
história	기록
filme	영화
filme	필름
filme	영화
antes	이전
antes	전에
melhor	최고
melhor	베스트
duas	두두
duas	두분
guerra	전쟁
população	인구순
população	인구
mundo	월드
mundo	세상
mundo	세계
banda	밴드
outras	기타
outras	다른
outras	기타
gols	목표
nacional	국립
nacional	내셔널
nacional	국민
jogos	게임
qual	어느
brasileiro	브라질
alguns	일부
center	중앙
center	중심
center	센터
vida	생명
vida	생활
vida	라이프
vida	인생
país	나라
país	국가
país	시골
país	컨트리
cada	꼴찌
cada	각각
eles	그들
eles	그들이
eles	그들은
música	음악
música	뮤직
página	페이지
dias	데이즈
campeonato	챔피언십
campeonato	챔피언쉽
josé	조제
josé	조셉
josé	요제프
josé	조제프
josé	조지프
josé	요셉
futebol	축구
futebol	축구
futebol	미식축구
futebol	풋볼
espécie	종족
portugal	포르투갈
clube	클럽
unidos	united
unidos	유나이티드
partir	출발
segunda	둘째
segunda	두번째
segunda	월요일부터
segunda	월요
segunda	먼데이
segunda	월요일
pessoas	국민
pessoas	사람
pessoas	명인
pessoas	사람들
presidente	회장
presidente	대통령
presidente	회장님
presidente	회장
caso	대소문자
caso	케이스
caso	사례
jogo	게임
jogo	경기
sistema	체계
sistema	시스템
americano	아메리칸
americano	미국인
período	기간
período	시대
período	주기
século	세기
título	타이틀
título	제목
casa	하우스
casa	집에
casa	고향
casa	집으로
casa	가정
enquanto	동안
lugar	장소
oficial	공식
oficial	official
oficial	책임자
oficial	경관
oficial	경찰관
oficial	장교
vezes	타임스
vezes	타임즈
filho	아들
governo	정부
artigos	기사
artigos	상품
artigos	항목
artigos	품목
artigos	아이템
local	로컬
local	현지
local	장소
local	장소
local	공연장
trabalho	직업
trabalho	욥기
trabalho	퇴근
trabalho	직장
trabalho	작업
outro	기타
outro	다른
outro	또다른
acordo	동의
acordo	협정
acordo	합의
acordo	편곡
número	숫자
número	번호
através	통해
maria	마리야
maria	마리
maria	메리
maria	마리아
maria	마리아
vários	여러개
vários	기타
terra	earth
terra	대지
terra	지구
terra	육지
terra	랜드
terra	테라
gênero	장르
gênero	성별
igreja	교회
universidade	대학교
universidade	대학
universidade	대학교
universidade	대학
universidade	칼리지
universidade	대학생
centro	중앙
centro	중심
centro	센터
centro	중앙
centro	센터
início	시작하기
início	시작
essa	이거
tipo	친절한
tipo	종류
tipo	친절
tipo	형식
tipo	타입
tipo	종류
tipo	유형
santa	세인트
santa	산타
conhecido	알려진
esse	이거
canção	송송
canção	노래
edição	에디션
edição	편집
edição	수정
edição	게시
edição	출판
mundial	전세계
cerca	담장
cerca	울타리
todas	모두
todas	전체
português	포르투갈령
português	포르투갈어
lançado	발매
lançado	개봉
lançado	시작됨
algumas	일부
quem	who
água	물이
água	워터
época	시즌
época	계절
exemplo	예제
exemplo	예시
morte	죽음
morte	사망
morte	데스
brasileira	브라질
produção	프로덕션
produção	생산
produção	제작
temporada	시즌
temporada	계절
seguinte	다음
seguinte	넥스트
muitos	많은
wikipédia	위키백과의
wikipédia	위키백과
time	시간
time	타임
time	time
time	team
geral	장군
geral	일반
geral	일반인
meio	중간
meio	가운데
meio	미디엄
meio	미디어
meio	중간
meio	절반
aqui	여기
aqui	여기에
style	스타일
versão	버전
fim	종료
fim	끝내기
carlos	샤를
carlos	찰스
carlos	카를로스
programa	프로그램
porto	포르토
porto	포르투
porto	항구
porto	포트
fontes	소스
fontes	출처
fontes	글꼴
fontes	분수
sempre	항상
sempre	언제나
site	웹사이트
site	사이트
lado	측면
lado	사이드
atualmente	현재
equipe	team
escola	학교
escola	학교는
escola	스쿨
escola	학원
várias	여러개
outra	기타
outra	다른
outra	또다른
dados	자료
dados	데이터
apesar	불구하고
copa	코파
copa	cup
posição	직위
posição	위치
posição	포지션
internacional	국제
internacional	인터내셔널
hoje	오늘도
hoje	오늘
team	team
embora	비록
inglês	영어
inglês	잉글리시
pouco	리틀
asteroide	소행성
porque	왜냐면
porque	왜냐하면
projeto	프로젝트
você	당신은
você	귀하
você	당신
atual	현재
atual	전류
ordem	순서
ordem	주문
pai	아빠
pai	아버지
estádio	경기장
estádio	스타디움
partido	party
partido	파티
começou	시작되었습니다
começou	시작했습니다
começou	시작됨
passou	지출
mesma	같은
mesma	동일
mesma	똑같이
carreira	경력
carreira	직업
carreira	커리어
carreira	커리어
campo	필드
campo	현장
campo	캠프
placar	점수
placar	득점
uso	사용법
uso	사용량
uso	사용
uso	이용하기
uso	사용하기
uso	사용
uso	이용
uso	사용하다
linha	라인
poder	파워
poder	전력
poder	권력
reino	왕국
reino	킹덤
reino	왕국
muitas	많은
grandes	대형
principais	메인
conta	계좌
conta	계정
tarde	늦은
tarde	지각
tarde	늦게
tarde	오후
volta	다시
volta	뒤로
vila	시내
vila	도시
vila	타운
vila	마을
vila	빌리지
vila	마을
política	정책
política	방침
política	정치
política	정치학
base	기지
base	베이스
base	기초
base	근거
base	기저
frança	프랑스
direito	오른쪽
direito	법칙
direito	법률
direito	법학
real	진짜
real	리얼
real	레알
real	로열
real	로얄
rede	net
rede	네트워크
jpg	jpeg
jpg	jpg
público	타겟
público	관객
público	공공
público	공개
público	공중
pedro	페드로
pedro	베드로
pedro	피터
lisboa	리스본
capital	자본
capital	수도
capital	캐피탈
capital	자본주의
capital	캐피털
ponto	dot
ponto	지점
ponto	포인트
empresa	회사
empresa	컴퍼니
empresa	기업
empresa	엔터프라이즈
empresa	기업
single	싱글
single	단일
corpo	시체
corpo	몸매
corpo	몸매가
divisão	사단
divisão	디비전
relação	관계
relação	연애
relação	관계
república	공화국
votação	투표
votação	득표
votação	투표
votação	투표
américa	아메리카
data	날짜
data	데이트
data	자료
data	데이터
agora	이제
agora	지금
desenvolvimento	개발
desenvolvimento	발달
logo	로고
diretor	디렉터
diretor	감독
categoria	카테고리
categoria	범주
categoria	분류
cintura	허리
mar	mar
mar	바다
militar	군사
campeão	챔프
campeão	챔피언
campeão	챔피언십
campeão	챔피언
diz	say
sucesso	성공적
sucesso	성공함
sucesso	성공
sucesso	성공적인
sucesso	성공적
sucesso	성공함
sucesso	성공
francisco	프란시스코
francisco	프랜시스
original	원본
original	오리지널
fora	밖에서
fora	외부
fora	바깥
fora	아웃
comunidade	연방
comunidade	커뮤니티
comunidade	공동체
idade	연령
idade	나이에
idade	나이
portuguesa	포르투갈령
portuguesa	포르투갈어
cinco	다섯
cinco	파이브
maioria	다수
alemanha	독일
tudo	모두
tudo	전체
recebeu	받았습니다
recebeu	받은
recebeu	받음
média	평균
média	미디엄
média	미디어
média	중간
média	평균
média	avg
média	평균
departamento	부서
quase	거의
boa	좋다
boa	나이스
dentro	인사이드
dentro	내부
processo	프로세스
processo	절차
processo	과정
último	마지막
último	라스트
bom	좋다
bom	나이스
milhões	백만명
milhões	백만
milhões	수백만
rock	바위
rock	rock
arte	예술
arte	미술
arte	아트
total	총액
total	전체
lei	법칙
lei	법률
lei	법학
importante	중요
importante	중요하다
obras	웍스
obras	작동
obras	작품
presente	선물
presente	현재
presente	선물
censo	인구조사
feito	made
feito	만든
feito	완료
central	중부
central	센트럴
língua	언어
sede	목마른
sede	갈증
sede	본부
sede	본사
pontos	dots
pontos	반점
pontos	점수
pontos	지점
pontos	포인트
pontos	바늘
costa	코스타
costa	코스트
costa	해안
origem	출처
origem	소스
origem	원본
origem	출처
exército	육군
exército	군대
santo	산토
santo	세인트
santo	거룩한
santo	거룩
incluindo	포함
ouro	황금
ouro	골든
ouro	골드
ouro	황금
federal	연방
texto	텍스트
texto	문자
texto	문구
membros	멤버
membros	구성원
membros	멤버들
altura	높이
altura	키는
nada	아무것도
cor	색상
cor	컬러
cor	색상
cor	컬러
direção	방향
direção	스티어링
direção	핸들링
isto	이거
próprio	소유
nível	레벨
nível	수준
imagem	사진
imagem	그림
imagem	그림
imagem	이미지
usuário	사용자
diferentes	달라
diferentes	다름
diferentes	다르다
homem	남자
homem	남성
homem	사람
conhecida	알려진
criação	생성
criação	창조
criação	만들기
criação	만들기
silva	스미스
construção	건물
construção	건축
construção	빌딩
construção	공사
construção	건설
construção	건축
jogador	플레이어
jogador	재생기
jogador	선수
televisão	텔레비전
social	사회주의
social	사회
social	사회적
revista	잡지
revista	매거진
vitória	win
vitória	승리
vitória	승리
vitória	victory
vitória	빅토리아
união	동맹
união	연맹
união	유니언
união	연합
cultura	문화
político	정치인
político	정치가
político	정치
político	정치
político	정치적
canal	운하
canal	채널
http	http
papel	종이
papel	페이퍼
papel	용지
papel	역할
força	체력
força	강제
força	포스
principalmente	주로
principalmente	주로
principalmente	주로
principalmente	대부분
lançamento	출시
lançamento	발매
lançamento	릴리스
lançamento	릴리즈
lançamento	개봉
lançamento	출시
lançamento	런칭
lançamento	출시
lançamento	실행
lançamento	발사
lançamento	런칭
personagem	성격
personagem	문자
personagem	캐릭터
personagem	인물
estilo	스타일
território	영토
território	준주
world	월드
world	세상
world	세계
mãe	엄마
mãe	엄마
mãe	어머니
primeiros	우선
primeiros	퍼스트
primeiros	처음
primeiros	먼저
europa	유럽
existe	존재함
nunca	절대
nunca	never
nunca	절대로
movimento	모션
movimento	움직임
movimento	움직임
movimento	운동
santos	산토스
santos	성인인
pessoa	사람
fato	팩트
fato	사실
fato	슈트
fato	양복
fato	수트
cruz	크루즈
cruz	교차
cruz	십자
cruz	십자가
cruz	크로스
espanha	스페인인
espanha	스페인
possível	가능한
possível	가능
fonte	소스
fonte	원본
fonte	출처
fonte	글꼴
fonte	분수
localidades	위치
bairro	동네
bairro	근방
filha	딸이
liga	동맹
liga	리그
liga	리가
diversos	기타
sim	예스
sociedade	사회
império	엠파이어
império	제국
episódio	에피소드
batalha	전투
batalha	배틀
seleção	선택
metros	미터
metros	미터
cidades	도시
americana	아메리칸
americana	미국인
encontra	찾기
espaço	스페이스
espaço	공간
espaço	우주
único	고유
único	독특한
conjunto	집합
conjunto	세트
conjunto	설정
conjunto	앙상블
baixo	낮은
baixo	낮음
baixo	low
baixo	베이스
baixo	배스
municipal	시영
deus	하느님
deus	하나님
paris	파리
clubes	클럽
filmes	필름
filmes	영화
filmes	영화
filmes	필름
filmes	영화
professor	교수
professor	교수님
professor	선생님
professor	교사
professor	스승
modelo	모델
modelo	모형
modelo	템플릿
diversas	기타
alemão	독일
alemão	독일인
alemão	독일어
administrativa	행정
musical	뮤지컬
meu	광산
somente	단발
somente	오직
cobertos	커버
cobertos	덮여
páginas	페이지
oeste	서쪽
oeste	서부
oeste	웨스트
oeste	웨스턴
oeste	서부
oeste	서양
informações	정보
chamada	통화
chamada	전화
chamada	호출
seguintes	팔로우
ator	배우
popular	인기가요
popular	인기
popular	인기가
novamente	다시
novamente	또다시
estação	역시
última	마지막
última	라스트
luta	투쟁
luta	싸워라
luta	싸움
luta	싸우기
luta	싸워
luta	싸우다
disco	디스크
disco	디스크
disco	디스코
criado	길러
criado	생성
criado	만들었습니다
francês	프랑스
francês	프랑스어
francês	프렌치
francês	프랑스인
festival	축제
festival	페스티벌
general	장군
general	일반
general	일반인
especial	특수
especial	특별한
especial	스페셜
especial	특별
algum	일부
teatro	연극
teatro	극장
teatro	영화관
teatro	연극
teatro	극장
seis	여섯
minha	광산
problemas	고민
problemas	문제
problemas	문제
problemas	쟁점
problemas	이슈
problemas	문제
superior	윗쪽
superior	상위
serviço	서비스
