del	del
con	함께
una	하나
categoría	카테고리
categoría	범주
categoría	분류
como	어떻게
más	기타
sus	그들의
sus	그의
también	또한
este	이거
este	동부
este	이스트
este	동쪽
pero	그런데
pero	그러나
pero	근데
pero	하지만
años	수년
dos	dos
dos	두두
dos	두분
sobre	소개
sobre	대략
sobre	봉투
año	year
año	연도
desde	언제부터
desde	이후
desde	이후부터
desde	출신
esta	이거
enlaces	링크
hasta	심지어
hasta	조차도
externos	외부
ciudad	시내
ciudad	도시
ciudad	타운
ciudad	마을
ciudad	도시
ciudad	시티
ciudad	시우
parte	party
parte	파티
parte	부분
parte	부품
parte	파트
sin	without
sin	sin
donde	어디서
donde	어디
donde	어디에
donde	어디로
san	세인트
nacional	국립
nacional	내셔널
nacional	국민
primera	우선
primera	퍼스트
primera	처음
primera	먼저
team	team
cuando	언제쯤
cuando	언제
nombre	이름
utc	utc
utc	표준시
siglo	세기
después	나중에
españa	스페인인
españa	스페인
otros	기타
otros	다른
otros	기타
gran	그랜드
unidos	united
unidos	유나이티드
estado	상태
estado	상태
estado	국가
estado	조건
uno	uno
uno	하나
lugar	장소
lugar	공연장
lugar	장소
lugar	위치
primer	우선
primer	퍼스트
primer	처음
primer	먼저
población	인구순
población	인구
muy	아주
muy	매우
mismo	같은
mismo	동일
mismo	똑같이
historia	이야기
historia	스토리
historia	소식
historia	역사
historia	내역
historia	히스토리
historia	기록
club	클럽
cual	어느
universidad	대학교
universidad	대학
universidad	대학교
universidad	대학
universidad	칼리지
universidad	대학생
forma	형태
forma	모양
forma	형식
forma	형태
forma	양식
tres	tres
grupo	그룹
grupo	집단
general	장군
general	일반
general	일반인
guerra	전쟁
aunque	비록
familia	가족
familia	가족
familia	가족과
familia	패밀리
además	또한
además	플러스
todo	모두
todo	전체
sur	남부
sur	남방
sur	sur
sur	남부
sur	사우스
sur	남쪽
mayor	전공
mayor	메이저
tiempo	날씨
tiempo	시간
tiempo	타임
tiempo	time
partido	party
partido	파티
partido	일치하기
partido	일치합니다
partido	매치
partido	일치
contra	카운터
contra	콘트라
encuentra	찾기
otras	기타
otras	다른
otras	기타
todos	everybody
todos	다들
todos	모두
todos	전체
todos	모두
juan	조앤
josé	조셉
josé	요제프
josé	조제프
josé	조지프
josé	요셉
bajo	낮은
bajo	낮음
bajo	low
bajo	베이스
bajo	배스
serie	시리즈
serie	직렬
serie	시리얼
cada	꼴찌
cada	각각
fútbol	축구
fútbol	축구
fútbol	미식축구
fútbol	풋볼
equipo	장비
equipo	team
norte	북부
norte	북쪽
norte	노스
norte	북부
río	리오
méxico	멕시코
han	한한
argentina	아르헨티나
argentina	아르헨티나인
argentina	아르헨티나
argentina	아르헨티나인
inglés	영어
inglés	잉글리시
septiembre	구월
segunda	둘째
segunda	두번째
discusión	토론
discusión	논의
gobierno	정부
gobierno	거버넌스
gobierno	정부
final	종료
final	끝내기
final	피날레
final	기말고사
final	파이널
final	결승전
final	파이널
final	결승전
final	결승
vida	생명
vida	생활
vida	라이프
vida	인생
personas	국민
personas	사람
personas	명인
personas	사람들
español	스페인어
centro	다운타운
centro	시내
centro	중앙
centro	중심
centro	센터
centro	중앙
centro	센터
julio	훌리오
julio	줄리어스
lincoln	링컨
país	나라
país	국가
país	시골
país	컨트리
mientras	동안
web	웹사이트
web	웹툰
internacional	국제
internacional	인터내셔널
santa	거룩한
santa	거룩
santa	세인트
santa	산타
antes	아까
antes	이전
antes	전에
oficial	공식
oficial	official
oficial	책임자
oficial	경관
oficial	경찰관
oficial	장교
quien	who
mundo	월드
mundo	세상
mundo	세계
tanto	둘다
algunos	일부
temporada	계절
temporada	시즌
temporada	계절
hacia	향해
mejor	최고
mejor	베스트
luego	그렇다면
luego	그러면
luego	그때
marzo	행진
marzo	행진곡
día	하루
día	데이
madrid	마드리드
madrid	liverpool
madrid	리버풀
enero	일월
número	숫자
número	번호
agosto	아우구스트
artículo	기사
artículo	항목
artículo	품목
artículo	아이템
otro	기타
otro	다른
otro	또다른
abril	에이프릴
abril	사월
total	총액
total	전체
región	지방
región	지역
sistema	체계
sistema	시스템
habitantes	레지던트
habitantes	주민들
maría	마리야
maría	마리
maría	메리
maría	마리아
maría	마리아
real	진짜
real	리얼
real	레알
real	로열
real	로얄
página	페이지
esto	이거
mundial	전세계
mundial	월드
mundial	세상
mundial	세계
mundial	글로벌
mundial	전역
música	음악
música	뮤직
presidente	회장님
presidente	회장
presidente	회장
presidente	대통령
casa	하우스
casa	집에
casa	고향
casa	집으로
casa	가정
sólo	단발
sólo	오직
sólo	단지
sólo	그냥
álbum	앨범
álbum	음반
cuenta	카운트
cuenta	계좌
cuenta	계정
cuenta	카운트
ella	엘라
ella	그녀
ella	그녀는
ella	그녀
ella	그녀의
varios	기타
varios	여러개
francia	프랑스
solo	홀로
solo	혼자
solo	solo
solo	솔로
solo	단발
solo	오직
solo	단지
solo	그냥
chile	칠레
chile	칠리
chile	고추
chile	칠레
tipo	형식
tipo	타입
tipo	종류
tipo	유형
obra	퇴근
obra	직장
obra	작업
iglesia	교회
película	영화
película	필름
película	영화
entonces	그렇다면
entonces	그러면
entonces	그때
banda	밴드
zona	지대
zona	zone
zona	영역
zona	구역
zona	영역
zona	지역
zona	면적
televisión	텔레비전
principal	메인
principal	교장
carlos	카를
carlos	샤를
carlos	찰스
carlos	카를로스
carlos	찰리
otra	또다른
edición	편집
edición	편집하기
edición	수정
edición	에디션
edición	편집
edición	수정
premios	보상
premios	수상
premios	어워드
premios	상금
sitio	웹사이트
sitio	포위전
sitio	사이트
bien	좋다
bien	미세먼지
segundo	둘째
segundo	두번째
mar	mar
mar	바다
mar	바다
mar	오션
poco	리틀
orden	순서
orden	주문
estadounidense	아메리칸
estadounidense	미국인
agua	물이
agua	워터
tierra	earth
tierra	대지
tierra	지구
tierra	육지
tierra	랜드
tierra	토양
título	타이틀
título	제목
ellos	그들
ellos	그들이
ellos	그들은
earth	earth
earth	대지
earth	지구
división	사단
división	디비전
canción	송송
canción	노래
fecha	날짜
fecha	데이트
república	공화국
trabajo	직업
trabajo	욥기
trabajo	퇴근
trabajo	직장
trabajo	작업
especie	종족
luis	루이스
luis	루이
luis	루이
luis	루트비히
luis	루드비히
caso	대소문자
caso	케이스
caso	사례
dentro	인사이드
dentro	내부
obras	웍스
obras	작동
obras	작품
obras	연극
obras	연주
obras	재생
color	색상
color	컬러
color	색상
color	컬러
superficie	표면
superficie	지표면
superficie	구역
superficie	영역
superficie	지역
superficie	면적
copa	코파
copa	cup
muchos	많은
línea	라인
francisco	프란시스코
francisco	프랜시스
siguiente	팔로우
siguiente	다음
siguiente	넥스트
área	구역
área	영역
área	지역
área	면적
grandes	대형
censo	인구조사
liga	동맹
