और	dan
से	dari
से	daripada
है	hai
एक	satu
एक	one
श्रेणी	kategori
श्रेणी	series
श्रेणी	siri
श्रेणी	seri
श्रेणी	kategori
भी	genap
भी	juga
भी	too
भी	jugak
यह	ni
किया	jayakan
किया	did
किया	cpt
किया	done
इस	ni
हैं	adalah
कि	bahawa
भारत	india
जो	joe
जो	sape
ही	hee
रूप	borang
रूप	penampilan
रूप	kemunculan
रूप	rupa
कर	cukai
कर	cukai
नहीं	tidak
नहीं	bukan
नहीं	tak
उत्तराखण्ड	uttarakhand
गया	went
साथ	along
साथ	dgn
साथ	dengan
साथ	bersama
पूर्व	timur
बाद	later
बाद	kemudiannya
बाद	nanti
बाद	selepas
तक	hinggalah
तक	hinga
तक	sehinggalah
तक	sampai
तक	till
तक	tak
अपने	sendiri
अपने	your
था	ws
राज्य	keadaan
राज्य	negara
राज्य	negeri
राज्य	state
बाहरी	outstation
बाहरी	outdoor
बाहरी	luaran
बाहरी	luaran
बाहरी	luaran
कुछ	sesetengahnya
कुछ	sesetengah
कुछ	sesuatu
ईसा	isa
ईसा	jesus
गाँव	kampung
सरकार	govt
सरकार	pemerintahan
सरकार	kerajaan
कड़ियाँ	rantai
कड़ियाँ	rantaian
कड़ियाँ	pautan
कड़ियाँ	link
प्रदेश	rantau
प्रदेश	wilayah
प्रदेश	kawasan
इसके	its
दिया	diberikan
दिया	diberi
अन्य	lain
अन्य	lain
जा	jaa
वर्ष	tahun
वर्ष	tahun
समय	timing
समय	waktu
समय	masa
समय	time
नाम	nama
वे	mereka
प्रकार	kind
प्रकार	jenis
प्रकार	taipkan
प्रकार	type
प्रकार	taip
प्रकार	jenis
भारतीय	indian
भारतीय	india
किसी	seseorang
किसी	someone
तहसील	tehsil
क्षेत्र	keluasan
क्षेत्र	kawasan
क्षेत्र	area
क्षेत्र	rantau
क्षेत्र	wilayah
क्षेत्र	kawasan
अधिक	lebih
अधिक	lagi
अधिक	more
कई	banyak
कई	beberapa
स्थित	bertempat
मण्डल	zon
आधिकारिक	rasmi
आधिकारिक	official
कारण	alasan
कारण	sebab
कारण	reason
कारण	punca
कारण	sebab
कारण	punca
कारण	menyebabkan
होने	being
होने	menjadi
जैसे	like
जैसे	ibarat
करता	pembuli
उनके	their
उनके	antaranya
उनके	mereka
सबसे	most
सबसे	paling
सबसे	kebanyakan
सबसे	terbanyak
हिन्दी	hindi
बहुत	sangat
पहले	sebelum
पहले	silam
पहले	pertama
पहले	first
पहले	dulu
पहले	dahulu
अपनी	sendiri
अपनी	duniawi
दो	dua
जिला	daerah
जब	bila
जब	apabila
उन्होंने	mereka
जन्म	lahir
जन्म	dilahirkan
जन्म	born
जन्म	lahir
जन्म	melahirkan
जन्म	birth
जन्म	kelahiran
जन्म	beranak
कोई	koi
कोई	sebarang
इन	penginapan
लेकिन	tapi
लेकिन	tetapi
ये	ni
कम	rendah
कम	low
कम	kurang
कम	kurangkan
कम	less
कहा	said
लोग	people
लोग	orang
लोग	rakyat
लोग	orng
आदि	dsb
आदि	dll
आदि	lebih
आदि	lagi
आदि	more
आदि	adi
उसके	nya
उसके	her
प्राचीन	primitif
प्राचीन	purba
प्राचीन	kuno
देखें	watch
देखें	tonton
देखें	lihat
देखें	view
उत्तर	jawapan
उत्तर	utara
उत्तर	north
उत्तर	jawapan
भाषा	bahasa
भाषा	bahasa
लिये	untuk
सभी	semua
प्राप्त	diperoleh
प्राप्त	diperolehi
प्राप्त	diterima
प्राप्त	menerima
इसका	its
प्रयोग	eksperimen
प्रयोग	penggunaan
प्रयोग	kegunaan
प्रयोग	percubaan
प्रयोग	experiment
प्रयोग	eksperimen
प्रयोग	ujikaji
शामिल	terlibat
शामिल	termasuk
शामिल	merangkumi
शामिल	disertakan
शामिल	termasuk
शामिल	sertakan
उन्हें	antaranya
उन्हें	mereka
उस	bahawa
स्थान	tempat
स्थान	lokasi
स्थान	place
स्थान	tempat
स्थान	lokasi
स्थान	location
प्रमुख	chief
प्रमुख	ketua
प्रमुख	kepala
प्रमुख	pengkhususan
प्रमुख	mejar
प्रमुख	major
प्रमुख	utama
हुई	hui
बीच	beach
बीच	pantai
बीच	pusat
गए	gone
गए	went
मुख्य	chief
मुख्य	ketua
मुख्य	kepala
मुख्य	utama
थी	ws
बिहार	bihar
उसे	him
उसे	nya
उसे	her
कार्य	tugasan
कार्य	job
कार्य	kerja
कार्य	bekerja
कार्य	jobs
कार्य	pekerjaan
कार्य	tugas
उनकी	their
आंध्र	andhra
आंध्र	andra
नगर	bandar
नगर	city
नगर	bandaraya
नगर	bandar
नगर	kota
नगर	nagar
उपयोग	penggunaan
उपयोग	kegunaan
उपयोग	guna
उपयोग	kegunaan
लोगों	people
लोगों	orang
लोगों	rakyat
लोगों	orng
आधार	base
आधार	pengkalan
आधार	premis
आधार	asas
काम	kerja
काम	bekerja
जीवन	life
जीवन	hidup
जीवन	kehidupan
जीवन	hidupan
विश्व	world
विश्व	dunia
भाग	seksyen
भाग	bahagian
भाग	bahagian
भाग	bahagian
निर्माण	penciptaan
निर्माण	construction
निर्माण	pembinaan
निर्माण	binaan
निर्माण	binaan
निर्माण	membangun
निर्माण	membina
निर्माण	build
निर्माण	bina
निर्माण	pengilangan
निर्माण	perkilangan
गई	went
राष्ट्रीय	national
राष्ट्रीय	kebangsaan
जानकारी	info
जानकारी	maklumat
जानकारी	maklumat
पोर्टल	portal
शहर	downtown
शहर	city
शहर	bandaraya
शहर	bandar
शहर	kota
शहर	bandaraya
शहर	bandar
बार	bar
बार	bar
बार	times
वाली	wali
लगभग	almost
लगभग	hampir
फिल्म	movie
फिल्म	cereka
फिल्म	filem
फिल्म	filem
यहाँ	disini
यहाँ	sini
प्रसिद्ध	famous
प्रसिद्ध	terkenal
विकास	perkembangan
विकास	pembangunan
विकास	pertumbuhan
विकास	tumbesaran
केवल	sahaja
देश	country
देश	negara
देश	bangsa
देश	nation
देश	negara
वेबसाइट	website
अलग	dipisahkan
अलग	berpisah
अलग	berasingan
अलग	berbeza
अलग	berasingan
विशेष	ekslusif
विशेष	exclusive
विशेष	eksklusif
विशेष	istimewa
विशेष	special
इसकी	its
कभी	pernah
कभी	penah
कभी	ever
दी	diberikan
दी	diberi
पृष्ठ	page
पृष्ठ	mukasurat
पृष्ठ	halaman
पृष्ठ	pages
पृष्ठ	mukasurat
पृष्ठ	halaman
माना	dianggap
माना	dipertimbangkan
माना	mana
माना	konon
शब्द	perkataan
शब्द	perkataan
फिर	barulah
फिर	then
फिर	kemudiannya
फिर	kemudian
तीन	tiga
पुरस्कार	rewards
पुरस्कार	ganjaran
पुरस्कार	prize
पुरस्कार	penghargaan
पुरस्कार	anugerah
पुरस्कार	anugerah
पुरस्कार	hadiah
पुरस्कार	pahala
पुरस्कार	ganjaran
पुरस्कार	reward
लेख	artikel
लेख	tesis
लेख	thesis
लेख	artikel
अब	sekarang
अब	skrg
अब	now
अब	kini
अमेरिका	amerika
अमेरिका	america
मंदिर	temple
मंदिर	kuil
अलावा	tambahan
वार्ता	bercakap
दक्षिण	selatan
विभिन्न	pelbagai
विभिन्न	category
इतिहास	sejarah
लिया	direbut
लिया	diambil
लिया	taken
फ़िल्म	movie
फ़िल्म	cereka
फ़िल्म	filem
फ़िल्म	filem
क्योंकि	kerana
क्योंकि	sebab
पास	lulus
विस्तृत	terperinci
विस्तृत	huraikan
विस्तृत	advanced
दिन	hari
दिन	siang
दिन	hari
कृषि	pertanian
जाना	viability
शुरू	dimulakan
शुरू	bermula
शुरू	begin
शुरू	mulakan
व्यक्ति	individu
व्यक्ति	orang
व्यक्ति	person
व्यक्ति	individu
व्यक्ति	followers
व्यक्ति	individualisme
उनका	their
विज्ञान	ilmu
विज्ञान	sains
सदस्य	member
सदस्य	ahli
सदस्य	pelanggan
सदस्य	pelanggan
सदस्य	ahli
सदस्य	members
हालांकि	sungguhpun
हालांकि	walaupun
हालांकि	walau
हालांकि	though
हालांकि	meskipun
हालांकि	walaupun
हालांकि	walau
सिंह	singh
सिंह	leo
अनेक	banyak
अनेक	beberapa
अनेक	berbilang
अनेक	pelbagai
यहां	disini
यहां	sini
संख्या	nombor
संख्या	nombor
अपना	sendiri
अपना	your
बात	perkara
बात	hal
बात	thing
बात	bincang
बात	bercakap
साहित्य	kesusasteraan
साहित्य	sastera
शिक्षा	pendidikan
शिक्षा	tuisyen
दिल्ली	delhi
धर्म	agama
धर्म	agama
धर्म	dharma
मूल	asal
मूल	asalnya
मूल	originals
मूल	tabii
मूल	original
मूल	asas
मूल	basic
तब	barulah
तब	then
तब	kemudiannya
तब	kemudian
बना	buat
बना	diperbuat
बना	made
बना	bancuh
कोड	code
कोड	kode
कोड	kod
कोड	kod
संयुक्त	bersatu
संयुक्त	united
संयुक्त	digabungkan
संयुक्त	gabungan
संयुक्त	joint
संयुक्त	sendi
जुलाई	julai
युद्ध	pertempuran
युद्ध	peperangan
युद्ध	war
युद्ध	perang
युद्ध	peperangan
नदी	sungai
नदी	river
वाला	vala
काल	tegang
काल	call
काल	tempoh
वर्षों	tahun
वर्षों	rainforest
प्रति	per
स्टेशन	stesyen
स्टेशन	stesen
स्टेशन	stesyen
स्टेशन	stesen
बड़े	large
बड़े	besar
बड़े	besar
जनवरी	januari
मध्य	pusat
मध्य	pusat
मध्य	median
मध्य	middle
मध्य	tengah
राजा	raja
राजा	raja
राजा	king
प्रथम	pertama
प्रथम	first
प्रथम	dulu
प्रथम	dahulu
विश्वविद्यालय	universiti
विश्वविद्यालय	universiti
जून	jun
जून	june
जून	jun
उसकी	nya
उसकी	her
मार्च	mar
मार्च	mac
मार्च	march
बन	sanggul
बन	bun
बनी	arnab
बनी	bunny
अर्थ	erti
अर्थ	makna
अर्थ	meaning
अर्थ	artha
अप्रैल	apr
अप्रैल	april
महत्वपूर्ण	penting
महत्वपूर्ण	kritikal
प्रामाणिक	sahih
आप	anda
आप	kau
किए	coa
अक्टूबर	oktober
अक्टूबर	october
अक्टूबर	oct
समूह	jemaah
समूह	berkumpulan
समूह	group
समूह	kumpulan
समूह	berkumpulan
समूह	kumpulan
समूह	groups
वर्तमान	semasa
वर्तमान	hadirkan
वर्तमान	hadir
अध्ययन	berlajar
अध्ययन	belajar
अध्ययन	study
अध्ययन	kajian
अध्ययन	studies
अध्ययन	kajian
अध्ययन	pengajian
विभाग	jabatan
विभाग	divisyen
विभाग	pembahagian
विभाग	bahagian
आम	mango
आम	mangga
आम	lumrah
आम	common
स्थिति	status
स्थिति	posisi
स्थिति	kedudukan
स्थिति	jawatan
स्थिति	keadaan
स्थिति	negara
स्थिति	negeri
स्थिति	state
स्थिति	syarat
स्थिति	kondisi
स्थिति	situasi
प्रभाव	impak
प्रभाव	hentaman
प्रभाव	kesan
प्रभाव	pengaruh
प्रभाव	effect
प्रभाव	kesan
आदर्श	ideal
आदर्श	idola
आदर्श	idol
साल	tahun
साल	tahun
पहली	pertama
पहली	first
पहली	dulu
पहली	dahulu
संगीत	muzik
संगीत	music
अमेरिकी	american
अमेरिकी	amerika
सेवा	perkhidmatan
सेवा	khidmat
सेवा	servis
सेवा	service
बनाने	mencipta
बनाने	diggers
आज	harini
स्थापित	ditubuhkan
स्थापित	dipasang
स्थापित	diasaskan
उच्च	tinggi
उच्च	luhur
चाहिए	patut
चाहिए	sepatutnya
उपलब्ध	available
उपलब्ध	tersedia
उपलब्ध	disediakan
उपलब्ध	didapati
काफी	mencukupi
काफी	cukup
काफी	secukupnya
काफी	cukuplah
बड़ी	large
बड़ी	besar
बड़ी	besar
चार	empat
चार	four
शक	syak
शक	kemusykilan
शक	ragu
शक	saka
प्रभा	pera
श्री	shree
श्री	sri
उदाहरण	tika
उदाहरण	kejadian
उदाहरण	tika
उदाहरण	contoh
उदाहरण	ilustrasi
उदाहरण	contoh
उसका	nya
उसका	her
ले	ambil
ले	ambik
उत्तरा	uttara
स्थापना	pemasangan
स्थापना	pertabalan
स्थापना	pasang
स्थापना	penubuhan
स्थापना	pendirian
कंपनी	syarikat
अधिकांश	most
अधिकांश	paling
अधिकांश	kebanyakan
अधिकांश	terbanyak
अधिकांश	kebanyakannya
सामाजिक	social
सामाजिक	sosial
प्रत्येक	setiap
प्रत्येक	setiap
प्रत्येक	each
बड़ा	large
बड़ा	besar
बड़ा	besar
बड़ा	hebat
बड़ा	greater
स्तर	aras
स्तर	aras
बनाया	diperbuat
बनाया	made
बनाया	bancuh
बनाया	dicipta
जारी	berterusan
जारी	berterusan
जारी	dikeluarkan
जबकि	semasa
चित्र	picture
चित्र	gambar
चित्र	pictures
चित्र	gambar
चित्र	imej
चित्र	imej
इससे	dari
इससे	daripada
प्रणाली	system
प्रणाली	sistem
सरकारी	rasmi
सरकारी	official
सरकारी	pemerintahan
सरकारी	kerajaan
जहां	mana
देशों	negara
जल	air
सूची	senarai
विचार	idea
विचार	idea
विचार	fikir
विचार	sangka
विचार	pemikiran
विचार	pertimbangan
विचार	fikiran
विचार	pemikiran
छोटे	kecik
छोटे	kecil
छोटे	kecik
ऊपर	top
ऊपर	diatas
आधारित	berasaskan
आधारित	based
पानी	air
सामान्य	umum
सामान्य	jeneral
सामान्य	general
सामान्य	lumrah
सामान्य	common
सामान्य	normal
आगे	forward
आगे	maju
आगे	majukan
कुल	total
कुल	agregat
कुल	total
कुल	jumlah
एक्स्प्रेस	express
एक्स्प्रेस	luahkan
पुलिस	polis
वर्ग	kategori
वर्ग	persegi
वर्ग	square
