של	shel
את	ciebie
את	ty
קטגוריה	kategoria
קטגוריה	kategorii
גם	także
גם	też
גם	również
גם	tez
גם	też
גם	too
גם	zbyt
זה	tym
זה	że
היא	ona
היה	była
היה	był
היה	było
שיחה	rozmowę
שיחה	rozmowy
שיחה	rozmowa
שיחה	konwersacji
לאחר	after
לאחר	po
בין	fasola
בין	bean
בין	między
בין	między
בין	pomiędzy
כל	wszystkie
כל	wszystko
כל	all
כל	wszyscy
כל	jakikolwiek
כל	dowolny
כל	jakiekolwiek
כי	bo
כי	ponieważ
יותר	more
יותר	bardziej
יותר	więcej
ישראל	izrael
אך	ale
יש	hurra
שם	tam
שם	nazwisko
שם	imię
שם	nazwa
בית	beit
בית	domu
בית	dom
בית	house
בית	domu
בית	dom
הם	oni
הייתה	była
הייתה	był
הייתה	było
אשר	asher
אשר	escher
אשר	usher
אשר	które
אשר	która
אשר	który
אשר	potwierdzić
אשר	potwierdzam
כמו	jak
כמו	like
אחד	jeden
אחד	jedna
שמאל	lewy
שמאל	lewo
קישורים	linków
קישורים	łącza
קישורים	linki
קישורים	odnośniki
חיצוניים	zewnętrzne
הברית	sojusz
הברית	sojuszu
הברית	przymierze
מספר	numer
מספר	liczba
בו	go
בו	boo
היו	były
היו	byli
רק	tylko
רק	tylko
כאשר	gdy
כאשר	kiedy
אותו	go
בן	bena
בן	ben
בן	synu
בן	syn
שלו	jego
שלו	jego
שני	druga
שני	drugi
שני	drugie
שני	shani
שני	dwie
שני	dwóch
שני	dwa
שני	poniedziałek
לו	lew
לו	lou
מה	jakie
מה	co
העולם	świat
העולם	swiat
העולם	świata
העולם	świecie
העולם	world
העיר	town
העיר	miasta
העיר	miejscowość
העיר	miasto
העיר	city
העיר	miejscowość
העיר	miasta
העיר	miasto
במהלך	podczas
שנים	lat
שנים	lata
אף	nosy
אף	nosie
אף	nosa
אף	nosek
אף	nos
רבים	wielu
רבים	wiele
רבים	mnoga
אבל	ale
בה	jej
בה	ją
אביב	awiwie
אביב	wiosenny
אביב	spring
אביב	wiosny
אביב	wiosna
במאי	majowe
במאי	maja
במאי	może
במאי	majowy
במאי	maj
במאי	dyrektor
במאי	dyrektora
במאי	reżyser
שנה	roku
שנה	rok
שנה	lat
שנה	lata
נולד	urodzony
נולד	urodzona
נולד	urodzone
הערות	nuty
הערות	noty
הערות	notatek
הערות	notatki
הערות	zauważa
הערות	uwagi
הערות	komentarzy
הערות	komentarze
חלק	część
חלק	częściowo
חלק	gładkie
חלק	gładka
חלק	gładki
חלק	sprawne
לפני	zanim
לפני	przed
לפני	wcześniej
אחת	jeden
אחת	jedna
ביולי	lipca
ביולי	lipiec
שוליים	marginesy
שוליים	fringe
שוליים	marża
שוליים	marży
שוליים	margines
להיות	bycie
להיות	będąc
להיות	bycia
באוקטובר	październik
באוקטובר	października
באוקטובר	październik
בשם	nazwany
בשם	nazwane
במקום	zamiast
אותה	jej
אותה	ją
החל	uruchamianie
החל	zaczyna
החל	rozpoczęcie
החל	zaczynamy
החל	początek
הרב	herb
הרב	ziele
הרב	zioło
ארצות	krajów
ארצות	kraje
מן	manna
בינואר	styczeń
בינואר	stycznia
בינואר	styczniu
במרץ	marzec
במרץ	marca
במרץ	marsz
ראש	head
ראש	głowę
ראש	głowy
ראש	glowy
ראש	głowa
ראש	pośpiech
ראש	rush
חיים	zycie
חיים	life
חיים	życia
חיים	dożywocie
חיים	życie
חיים	chaim
חיים	haim
המאה	wieku
המאה	wiek
בנובמבר	listopada
בנובמבר	listopadzie
בנובמבר	listopad
בדצמבר	grudzień
בדצמבר	grudnia
בדצמבר	grudniu
לי	lee
תל	tel
בבית	domu
בבית	dom
ערך	wartości
ערך	wartość
בפברואר	luty
בפברואר	lutego
אלו	tych
אלו	te
זמן	czasu
זמן	czas
אחר	innych
אחר	inne
אחר	pozostałe
אחר	inny
אחר	inny
בני	benny
בני	synu
בני	syn
בעיקר	głownie
בעיקר	głównie
בעיקר	najczęściej
בעיקר	przeważnie
בעיקר	głównie
אתר	witryna
אתר	strona
אתר	witryny
אתר	eter
אתר	eteru
ללא	bez
שונים	inna
שונים	różne
שונים	inny
שונים	różnych
שונים	różnych
שונים	różne
שונים	rozmaite
רב	rav
אדם	osoba
אדם	osoby
אדם	adam
אדם	adamie
אדם	ludzkie
אדם	ludzka
אדם	ludzki
אדם	człowiek
אדם	human
אדם	człowieka
אדם	mężczyzna
אדם	człowiek
אדם	man
כלל	zasada
כלל	reguła
עוד	more
עוד	bardziej
עוד	więcej
דבר	rzecz
דבר	mówić
דבר	mów
אחרים	innych
אחרים	inne
אחרים	pozostałe
אחרים	inny
אחרים	inne
אחרים	pozostałe
אחרים	inni
ספר	książkę
ספר	książka
ספר	książki
ספר	księga
ספר	fryzjer
נגד	przeciwko
נגד	przeciw
לה	jej
לה	ją
זכה	wygrane
זכה	won
זכה	wygrał
אחרי	after
אחרי	po
אולם	jakkolwiek
אולם	jednak
אולם	jednakże
הן	oni
יום	dnia
יום	dzień
יום	dzien
יום	hume
אלה	tych
אלה	te
אלה	ella
אלה	bogini
כבר	juz
כבר	już
כיום	obecnie
כיום	aktualnie
ירושלים	jerozolimy
ירושלים	jerozolimie
המדינה	stan
המדינה	state
המדינה	państwo
מקום	miejsce
מקום	miejsce
מאוד	bardzo
יהודים	żyd
יהודים	żydem
יהודים	żydowskie
יהודים	żydowska
יהודים	żydzi
יהודים	żydowski
יהודים	żydów
יהודים	żydzi
רבות	wielu
רבות	wiele
כמה	niektóre
כמה	niektórzy
כמה	trochę
מטר	stóp
מטר	stopy
מטר	metr
מטר	metry
מטר	metrów
מטר	liczniki
מטר	metr
מטר	metrów
מטר	licznik
מטר	miernik
מטר	metry
מטר	metrach
מטר	metrów
דרך	via
דרך	poprzez
דרך	przez
דרך	way
דרך	sposób
שנת	roku
שנת	rok
יכול	mógłby
יכול	można
יכול	can
באמצעות	via
בעלי	mąż
בעלי	mężu
בעלי	maz
יחד	razem
יחד	wspólnie
בשל	dojrzałe
בשל	dojrzała
בשל	dojrzały
בשל	należne
בשל	należny
פרס	nagrodę
פרס	nagroda
פרס	nagrodę
פרס	nagroda
פרס	nagrody
פרס	wyróżnienie
פרס	nagrodę
פרס	nagroda
פרס	nagrody
ראו	rao
דוד	dodd
דוד	wujek
דוד	wuju
דוד	dawid
דוד	david
בעל	baal
בעל	mąż
בעל	mężu
בעל	maz
שלה	jej
שלה	jej
שלה	ją
בנוסף	plus
בנוסף	dodatkowo
בנוסף	dodatkowo
תחת	dupa
תחת	pod
תמונה	zdjęcia
תמונה	foto
תמונה	fotografia
תמונה	zdjęcie
תמונה	obrazek
תמונה	obraz
תמונה	wizerunek
תמונה	rysunek
תמונה	obrazek
תמונה	obraz
תמונה	zdjęcie
תמונה	zdjecie
כתב	reporterka
כתב	dziennikarz
כתב	dziennikarka
כתב	reporter
כתב	napisała
כתב	napisali
כתב	pisał
כתב	napisałeś
כתב	napisał
הקבוצה	grupie
הקבוצה	grupy
הקבוצה	grupa
הערך	wartości
הערך	wartość
היום	dzisiaj
היום	today
היום	dziś
רבי	rabina
רבי	rabin
מי	kto
מי	kogo
מי	who
למרות	pomimo
למרות	mimo
למרות	chociaż
למרות	aczkolwiek
למרות	choć
למרות	chociaż
למרות	choć
אחרות	inne
אחרות	pozostałe
אחרות	inni
דה	duh
אותם	je
אותם	ich
אותם	im
החברה	społeczeństwo
החברה	society
החברה	towarzystwo
החברה	społeczeństwa
החברה	towarzystwo
החברה	kompania
החברה	firma
החברה	firmy
החברה	spółka
החברה	przedsiębiorstwo
המלחמה	wojnę
המלחמה	wojna
המלחמה	wojny
המלחמה	war
שונות	inna
שונות	różne
שונות	inny
שונות	różnych
שונות	różne
הארץ	earth
הארץ	ziemi
הארץ	ziemia
מערכת	układ
מערכת	systemu
מערכת	system
מערכת	systemowe
תאריך	termin
תאריך	randka
תאריך	data
בלבד	tylko
עבר	przeszłość
עבר	przeszłości
עבר	przeniesiony
עבר	przeniesiona
עבר	przeniesione
עבר	przeniesiono
עבר	zdał
עבר	przeszedł
עבר	minęło
אפשר	umożliwić
אפשר	włącz
