ngc	ngc
kao	како
kao	like
koji	кои
koji	кој
također	премногу
katalog	каталог
katalog	каталог
spisak	листа
spisak	список
galaksija	галаксијата
galaksija	галаксија
galaksija	galaxy
vanjski	надворешен
vanjski	надворешно
vanjski	надворешни
vanjski	надворешна
koja	кои
koja	која
koja	кое
što	што
the	на
nalazi	сознанија
nalazi	наоди
nalazi	заклучоци
nalazi	заклучоците
nalazi	откритија
nalazi	пронаоѓа
bio	био
bio	била
bio	беше
bio	бил
bio	била
bio	беше
prečnik	дијаметар
gdje	каде
broj	број
oko	околу
oko	за
oko	окото
oko	око
oko	околу
oko	наоколу
mjesto	место
nakon	откако
nakon	по
nakon	после
nakon	разбуди
pogledajte	провери
pogledajte	проверено
pogledajte	проверка
pogledajte	чек
sajtu	site
sajtu	сајт
najveći	најголемо
najveći	најголем
najveći	најголема
najveći	најголемо
najveći	најголема
poznat	позната
poznat	познати
poznat	познат
poznat	познат
poznat	познатата
poznat	славна
poznat	позната
poznat	познати
stanovnika	жители
izvještaj	пријави
izvještaj	извештај
pgc	pgc
ali	но
ali	ама
udaljenost	оддалеченост
udaljenost	растојание
udaljenost	далечина
apsolutna	апсолутен
apsolutna	апсолутна
pomak	поместува
pomak	смена
grupa	група
grupa	групно
grupa	групни
grupa	групна
spiralna	спирала
pop	поп
pop	pop
vidljivo	видливо
vidljivo	видлива
vidljivo	видлив
vidljivo	видливи
minuta	минути
minuta	минута
općine	општини
najmanji	мондо
najmanji	најмалиот
najmanji	најмалата
najmanji	најмало
najmanji	најмал
najmanji	најмала
naseljeno	населено
naseljeno	населен
naseljeno	населени
mag	mag
novi	ново
novi	нов
novi	нови
novi	нова
sadrži	содржани
sadrži	содржи
zvijezda	ѕвезден
zvijezda	ѕвезда
zvijezda	ѕвездички
zvijezda	ѕвезди
može	може
može	може
može	можи
može	можат
ima	имa
ima	има
licenca	лиценца
licenca	дозвола
com	com
com	ком
popis	попис
stadion	estadio
stadion	стадион
kod	шифра
kod	код
pod	под
sastavu	состав
isbn	исбн
samo	само
samo	само
godina	години
godina	година
godina	year
prvo	прв
prvo	први
prvo	прво
prvo	прва
hiljada	илјада
hiljada	илјадници
hiljada	илјади
zavod	институт
sve	сè
sve	се
sve	све
