від	จาก
для	สำหรับ
для	เพื่อ
також	ยัง
про	เรื่อง
про	ประมาณ
його	มัน
його	its
його	เขา
був	ถูก
населення	ประชากรศาสตร์
населення	ประชากร
було	ถูก
під	ใต้
після	after
після	หลัง
час	ไทม์
час	ครั้ง
час	เวลา
але	แต่
області	บริเวณ
області	พื้นที่
які	ซึ่ง
який	ซึ่ง
були	ถูก
міста	เมือง
міста	นคร
див	เห็น
див	ดู
село	หมู่บ้าน
район	raion
район	เขต
район	อำเภอ
через	ผ่าน
через	ผ่าน
села	หมู่บ้าน
села	sela
так	ใช่
так	เย่
так	ใช่
рік	ริค
рік	ริก
рік	ปี
ради	สภา
сша	สหรัฐอเมริกา
сша	สหรัฐฯ
сша	usa
має	ทรง
має	ต้อง
область	บริเวณ
область	พื้นที่
того	โตโก
яка	อะไร
яка	ซึ่ง
сайті	เว็บไซต์
близько	ปิด
близько	ใกล้
близько	ใกล้
файл	แฟ้ม
між	ระหว่าง
роки	ปี
обговорення	อภิปราย
обговорення	อภิปราย
обговорення	อภิปราย
коли	เมื่อไร
коли	เมื่อ
коли	ตอน
вона	หล่อน
вона	เธอ
вона	นาง
лише	เท่านั้น
лише	เฉพาะ
список	รายการ
вересня	กันยา
вересня	กันยายน
цей	นี้
цей	นี่
цей	ดิส
березня	มีนาคม
березня	มาร์ช
березня	march
місце	จุด
місце	ตำแหน่งที่ตั้ง
місце	ตำแหน่ง
муніципалітет	เทศบาล
україні	ยูเครน
січня	มกราคม
травня	พฤษภาคม
грудня	ธันวาคม
грудня	ธันวา
інших	อื่นๆ
інших	อื่นๆ
жовтня	ตุลาคม
один	เดียว
один	หนึ่ง
липня	กรกฎาคม
вид	ชนิด
вид	ใจดี
вид	ดู
можна	สามารถ
можна	สา
червня	จูน
червня	มิถุนายน
місто	town
місто	เมือง
місто	ทาวน์
місто	เมือง
місто	ซิตี้
місто	city
життя	ชีวิต
життя	life
квітня	april
квітня	เมษายน
листопада	พฤศจิกายน
лютого	กุมภาพันธ์
лютого	กุมภาพันธ์
центр	ops
центр	กึ่งกลาง
центр	กลาง
центр	ศูนย์
центр	ศูนย์กลาง
центр	กึ่งกลาง
центр	ศูนย์
центр	ศูนย์กลาง
захід	เวสต์
тільки	เท่านั้น
тільки	เฉพาะ
франції	ฝรั่งเศส
століття	ศตวรรษ
століття	ศตวรรษ
рада	สภา
рада	rada
статті	บทความ
склад	โกดัง
міні	mini
міні	จิ๋ว
особи	บุคคล
над	จบ
над	โอเวอร์
над	เหนือ
історія	เรื่อง
історія	ประวัติศาสตร์
історія	ประวัติการ
історія	ประวัติ
зображення	ภาพ
зображення	รูปภาพ
зображення	รูป
зображення	ภาพ
зображення	ภาพ
зображення	รูปภาพ
зображення	อิมเมจ
зображення	รูป
зображення	แม่ค้า
пункти	รายการ
пункти	ชี้
пункти	แต้ม
пункти	คะแนน
пункти	จุด
код	รหัส
код	โค้ด
сайт	เว็บไซต์
сайт	ไซต์
інші	อื่นๆ
інші	อื่นๆ
проти	ต่อ
український	ยูเครน
мова	ภาษา
історії	ประวัติศาสตร์
історії	ประวัติการ
історії	ประวัติ
всі	ทั้งหมด
всі	ทุก
багато	มากมาย
багато	หลาย
багато	มาก
багато	มากมาย
більше	อื่นๆ
більше	มากกว่า
кількість	จำนวนนับ
кількість	นับ
кількість	จำนวน
кількість	หมายเลข
кількість	ปริมาณ
шаблони	ต้นแบบ
дуже	มาก
два	สอง
два	two
перший	ก่อน
перший	แรก
площа	พลาซ่า
площа	ตาราง
площа	บริเวณ
площа	พื้นที่
країни	ประเทศ
країни	ประเทศ
назва	ชื่อ
назва	ชื่อ
голова	หัว
голова	เฮด
голова	ประธาน
народився	เกิด
щодо	เรื่อง
щодо	ประมาณ
сторінка	เพจ
сторінка	หน้า
той	นั้น
той	ที่
той	ว่า
той	นั่น
росії	รัสเซีย
все	ทั้งหมด
все	ทุก
київ	kyiv
роботи	ทำงาน
роботи	งาน
біля	ใกล้
веб	เว็บ
статтю	บทความ
статтю	ข่าว
праворуч	ขวา
праворуч	ถูก
потім	งั้น
землі	earth
землі	โลก
землі	ธรณี
армії	ทัพ
армії	กองทัพ
саме	เป๊ะ
північний	อุดร
північний	เหนือ
північний	เหนือ
день	เดย์
день	วัน
частина	ภาค
частина	ส่วน
частина	part
південний	ใต้
південний	south
південний	ใต้
смерті	ตาย
перша	ก่อน
перша	แรก
такі	ติดตาม
двох	สอง
двох	two
навіть	แม้น
навіть	แม้
навіть	แม้แต่
навіть	แม้ว่า
розташування	ตำแหน่งที่ตั้ง
розташування	ตำแหน่งที่ตั้ง
розташування	ตำแหน่ง
розташування	จุดยืน
розташування	ตำแหน่ง
кар	อาชีพ
три	three
три	สาม
різних	ต่าง
фільми	ภาพยนตร์
фільми	หนัง
фільми	ภาพยนต์
фільми	ภาพยนตร์
сільська	ชนบท
церква	ศาสนจักร
церква	โบสถ์
створення	รุ่น
створення	ยุค
створення	สร้าง
значення	ค่า
значення	มูลค่า
значення	ค่า
вул	str
системи	ระบบ
йому	เขา
крім	ยกเว้น
тоді	งั้น
ніж	มีด
член	member
член	สมาชิก
член	จู๋
франція	ฝรั่งเศส
адміністративний	ธุรการ
групи	กลุ่ม
буде	พิน
буде	จะ
буде	วิล
там	มี
національний	national
національний	ชาติ
всіх	ทั้งหมด
всіх	ทุก
нього	เขา
річки	ลำน้ำ
річки	แม่น้ำ
дата	เดท
людей	ประชาชน
людей	บุคคล
людей	ผู้
людей	ผู้คน
людей	คน
хоча	แม้ว่า
хоча	แม้ว่า
мови	ภาษา
мови	ภาษา
українська	ยูเครน
пізніше	ทีหลัง
розвитку	พัฒนาการ
розвитку	พัฒนา
вулиця	ถนน
вулиця	street
згодом	ทีหลัง
провінції	จังหวัด
картка	ไพ่
картка	การ์ด
картка	บัตร
часто	บ่อย
часто	บ่อยๆ
часто	บ่อย
часто	มัก
часто	บ่อยๆ
офіційний	ทางการ
офіційний	official
тис	taxus
департамент	แผนก
департамент	กรม
віком	บ่ม
тощо	ฯลฯ
тощо	etc
майже	เกือบ
права	ขวา
права	ถูก
права	สิทธิ
права	สิทธิ์
церкви	โบสถ์
стала	คงที่
голови	หัว
голови	head
південь	south
південь	ใต้
перед	ก่อน
сім	seven
сім	เจ็ด
яке	ซึ่ง
володимир	wladimir
володимир	volodymyr
типу	ชนิด
типу	ประเภท
типу	พิมพ์
академії	สถาบัน
академії	academy
фільм	หนัง
фільм	ภาพยนต์
фільм	ภาพยนตร์
фільм	ภาพยนตร์
фільм	ฟิล์ม
карта	แผนที่
команди	ทีม
іван	จอร์น
іван	john
іван	จอห์น
використання	ใช้
головний	หัวหน้า
головний	หลัก
зоря	ดวงดาว
зоря	ดารา
зоря	ดาว
деякі	บาง
деякі	บ้าง
музей	พิพิธภัณฑ์
діяльність	กิจกรรม
діяльність	กิจกรรม
частини	อะไหล่
джерела	แหล่ง
джерела	ต้นทาง
кам	ค่าย
честь	เกียรติ
честь	เกียรติ
честь	เกียรติยศ
організації	องค์กร
дві	สอง
дві	two
діяльності	กิจกรรม
діяльності	กิจกรรม
клуб	คลับ
клуб	สโมสร
клуб	club
клуб	ชมรม
ігор	เกม
ігор	เกมส์
партії	พรรค
партії	ปาร์ตี้
перелік	รายการ
роль	บทบาท
усі	ทั้งหมด
усі	ทุก
україна	ยูเครน
свої	มัน
свої	its
університет	มหาวิทยาลัย
відомий	ดัง
микола	mykola
італії	อิตาลี
італії	อิตาลี่
школа	โรงเรียน
право	ขวา
право	ถูก
право	กฎหมาย
право	กฎ
євро	ยูโร
знову	อีก
одна	เดียว
одна	หนึ่ง
хто	ผู้
хто	ใคร
моря	ทะเล
стаття	บทความ
стаття	ข่าว
стаття	ย่อหน้า
звання	อันดับ
статус	สถานะ
статус	สถานภาพ
помер	ตาย
польщі	โปแลนด์
група	กลุ่ม
новий	นิว
новий	ใหม่
зір	นิมิตร
великий	บิ๊ก
великий	ใหญ่
великий	big
великий	เยี่ยม
великий	ยอด
назви	ชื่อ
система	ระบบ
північ	อุดร
північ	เหนือ
більшість	ที่สุด
народження	เกิด
народження	เกิด
народження	กำเนิด
інформація	ข้อมูล
інформація	ข้อมูล
влади	ทางการ
округ	okrug
округ	เขต
округ	อำเภอ
інститут	สถาบัน
інститут	สถาบัน
будинок	บ้าน
будинок	เฮ้าส์
дослідження	ค้นคว้า
дослідження	วิจัย
дослідження	ศึกษา
війна	สงคราม
комуни	คอมมูน
приблизно	เรื่อง
приблизно	ประมาณ
багатьох	มากมาย
багатьох	หลาย
регіон	แคว้น
регіон	ภูมิภาค
велика	บิ๊ก
велика	ใหญ่
велика	big
рід	ตระกูล
рід	เผ่า
рід	รีด
дітей	ลูกๆ
дітей	เด็กๆ
дітей	เด็ก
міст	สะพาน
міст	บริดจ์
міст	เมือง
міст	นคร
мала	mala
генерал	ทั่วไป
генерал	แม่ทัพ
статей	บทความ
навчання	เรียน
навчання	เรียน
навчання	ศึกษา
навчання	สอน
син	ลูก
син	บุตร
син	ลูกชาย
фізична	กายภาพ
рішення	โซลูชัน
питання	คำถาม
питання	คำถาม
питання	เงื่อนงำ
досить	พอ
люди	ประชาชน
люди	บุคคล
люди	ผู้
люди	ผู้คน
люди	คน
ним	เขา
компанії	บริษัท
іншими	อื่นๆ
походження	ต้นทาง
походження	ที่มา
походження	กำเนิด
дані	อินเทอร์เน็ต
дані	ข้อมูล
дані	เดนี
видання	ฉบับ
румунії	โรมาเนีย
сан	sens
сан	ซาน
сан	แซน
сан	san
використовується	ใช้
команда	ทีม
команда	team
всього	รวม
всього	ทั้งหมด
таблиці	ตาราง
таблиці	โต๊ะ
таблиці	ตาราง
таблиці	โต๊ะ
початок	เริ่ม
початок	เริ่ม
початок	เริ่ม
пояс	เอว
пояс	waist
пояс	เข็มขัด
пояс	สายพาน
сергій	sergius
сергій	sergey
станція	สถานี
проект	โครงการ
мати	แม่
чоловік	ผัว
чоловік	สามี
чоловік	มนุษย์
чоловік	ชาย
чоловік	คน
чоловік	แมน
чоловік	man
ліворуч	ซ้าย
ліворуч	เหลือ
усіх	ยูซ
книги	หนังสือ
книги	หนังสือ
книги	สมุด
михайло	mykhailo
михайло	ไมเคิ้ล
михайло	ไมเคิล
країн	ประเทศ
нагороди	รางวัล
поштові	แสตมป์
поштові	ไปรษณีย์
поштові	ไปรษณีย์
офіційна	ทางการ
офіційна	official
переважно	หลักๆ
дії	กิจกรรม
станції	สถานี
станції	สถานี
професор	ศาสตราจารย์
японії	japan
японії	ญี่ปุ่น
служби	บริการ
служби	บริการ
виробництва	ผลิต
орган	อวัยวะ
орган	ออร์แกน
різні	ต่าง
різні	เบ็ดเตล็ด
поділ	ดิวิชั่น
треба	ต้องการ
треба	gotta
довжина	ยาว
іграх	โอลิมปิก
роботу	ทำงาน
роботу	งาน
іванович	ivanovich
неї	neuilly
прапора	ธงชาติ
прапора	ธง
тих	เย็บ
дня	เดย์
дня	วัน
герб	สมุนไพร
росія	รัสเซีย
василь	vasily
василь	vasil
іспанії	สเปน
індекс	ดัชนี
місця	ตำแหน่งที่ตั้ง
розвиток	พัฒนาการ
розвиток	พัฒนา
альбом	อัลบั้ม
товариства	สังคม
серії	ซีรี่ส์
серії	อนุกรม
серії	ตอน
німеччини	เยอรมนี
просто	เพียง
просто	แค่
нові	นิว
нові	ใหม่
інформації	ข้อมูล
слова	คำ
слова	ลมปาก
працює	ทำงาน
декілька	หลาย
декілька	หลายๆ
декілька	หลาย
відомості	ข้อมูล
розмір	ขนาด
розмір	ไซส์
президент	ประธาน
президент	ประธานาธิบดี
москва	moskva
американський	อเมริกัน
повністю	ครบ
повністю	สมบูรณ์
повністю	สุดๆ
посилання	อ้างอิง
посилання	ลิงก์
посилання	ลิงค์
посилання	อ้างอิง
посилання	ลิงก์
пісні	เพลง
члени	สมาชิก
науки	วิทยาศาสตร์
нова	นิว
нова	ใหม่
роман	โรมัน
роман	roman
роман	โรมัน
річка	แม่น้ำ
чотири	สี่
другий	วินาที
відкритий	เปิด
відкритий	สาธารณชน
відкритий	public
відкритий	สาธารณะ
можливість	โอกาส
можливість	คุณสมบัติ
можливість	คุณลักษณะ
можливість	ฟีเจอร์
текст	ข้อความ
учасники	สมาชิก
дерев	ต้นไม้
прапор	ธงชาติ
прапор	ธง
тел	tel
галузі	อุตสาหกรรม
галузі	อุตสาหกรรม
чемпіон	แชมป์
можливо	บางที
поблизу	ใกล้
термін	วาระ
стало	รู้สึก
випадку	กรณี
випадку	case
випадку	คดี
юрій	yuriy
великі	ใหญ่
великі	บิ๊ก
великі	ใหญ่
великі	big
добре	สบาย
добре	เก่ง
добре	ดี
добре	โอเค
добре	เอ้อ
добре	ก็
добре	เออ
добре	ดี
добре	ก้อ
добре	อืม
король	กษัตริย์
король	king
король	ราชา
король	คิง
лінії	เส้น
лінії	บรรทัด
виконання	ประหาร
учасник	member
учасник	สมาชิก
питань	คำถาม
питань	เงื่อนงำ
питань	เบาะแส
доктор	ดอกเตอร์
доктор	หมอ
доктор	แพทย์
художник	จิตรกร
художник	ศิลปิน
художник	จิตรกร
творів	มัลติมีเดีย
радянський	โซเวียต
правління	กระดาน
правління	บอร์ด
правління	ราชการ
правління	รัฐบาล
сен	เซน
сен	เสน
сен	เซ็น
сен	แซน
сен	นักบุญ
сен	เซนต์
поштовий	ไปรษณีย์
секретар	เลขา
секретар	รัฐมนตรี
секретар	เลขาฯ
секретар	เลขาธิการ
секретар	เลขานุการ
галерея	galleria
друга	วินาที
друга	friend
друга	เพื่อน
великих	ใหญ่
містить	บรรจุ
територія	อาณาเขต
політики	นโยบาย
політики	นโยบาย
університеті	วิทยาลัย
університеті	วิทยาเขต
університеті	มหาวิทยาลัย
дружина	ภริยา
дружина	ภรรยา
дружина	เมีย
світ	เวิลด์
світ	world
світ	โลก
андрій	andrey
зміни	กะ
зміни	เปลี่ยนแปลง
ред	แดง
ред	เรด
днів	วัน
наукових	วิทยาศาสตร์
номер	จำนวน
номер	หมายเลข
справ	กิจการ
програми	แอพพลิเคชัน
програми	โปรแกรม
програми	ซอฟต์แวร์
програми	ซอฟแวร์
програми	ซอฟท์แวร์
партія	พรรค
партія	ปาร์ตี้
будівництво	ตึก
будівництво	อาคาร
будівництво	ก่อสร้าง
події	เหตุการณ์
події	กิจกรรม
події	เหตุการณ์
події	กิจกรรม
тип	ชนิด
тип	ประเภท
тип	พิมพ์
зображень	ภาพ
зображень	รูปภาพ
укр	eng
вище	เหนือ
проблеми	ปัญหา
людина	มนุษย์
людина	มนุษย์
людина	ชาย
людина	คน
людина	แมน
людина	man
головним	หลักๆ
число	จำนวน
число	หมายเลข
альбоми	อัลบั้ม
петро	pyotr
петро	petro
петро	peter
петро	piotr
почали	เริ่ม
замість	แทน
процес	กระบวนการ
менше	น้อย
сезону	ฤดูกาล
правило	ปกครอง
правило	กฏ
правило	กฎ
чому	ทำไม
завжди	มัก
завжди	เสมอ
завжди	ตลอด
загальна	ทั่วไป
загальна	รวม
загальна	ทั้งหมด
ряд	ซีรี่ส์
ряд	อนุกรม
погода	อากาศ
завод	โรงงาน
завод	ต้นไม้
завод	พืช
вплив	impact
вплив	อิทธิพล
рух	เคลื่อนไหว
рух	จราจร
рух	ขบวนการ
компанія	บริษัท
компанія	company
компанія	องค์กร
слід	ควร
площі	บริเวณ
площі	พื้นที่
будівництва	ก่อสร้าง
читати	อ่าน
застосування	ประยุกต์
закінчення	จบ
закінчення	end
закінчення	ยุติ
останній	last
останній	สุดท้าย
останній	ล่าสุด
перше	ก่อน
перше	แรก
скликання	rada
слово	คำ
книга	หนังสือ
книга	สมุด
виступи	สั้น
вважається	พิจารณา
гри	เกม
гри	เกมส์
тіла	body
тіла	ร่าง
тіла	กาย
тіла	ร่างกาย
тіла	ร่างกาย
основному	หลักๆ
сезон	ฤดูกาล
марія	maria
джон	จอร์น
джон	john
джон	จอห์น
джон	จอน
джон	jon
поет	กวี
клуби	คลับ
клуби	สโมสร
клуби	ดอกจิก
клуби	จิก
ігри	เกม
ігри	เกมส์
відома	ดัง
дозволяє	อนุญาต
відкриті	เปิด
заступник	ทำตัว
заступник	รอง
заступник	ปลัด
часи	ไทม์
часи	ครั้ง
теорії	ทฤษฎี
середній	กลาง
середній	เฉลี่ย
середній	กลาง
уряд	ราชการ
уряд	รัฐบาล
виробництво	ผลิต
кіно	หนัง
кіно	ภาพยนต์
кіно	ภาพยนตร์
кіно	หนัง
кіно	ภาพยนต์
кіно	ภาพยนตร์
парк	จอด
парк	สวน
створено	สร้าง
окрім	ยกเว้น
повстання	จลาจล
повстання	กบฏ
навколо	รอบๆ
навколо	รอบ
жінок	หญิง
жінок	สตรี
провінція	จังหวัด
спорту	สปอร์ต
спорту	กีฬา
речі	สิ่งของ
європі	ยุโรป
відділення	ทีม
відділення	squad
відділення	หน่วย
відділення	หมู่
метрів	เมตร
метрів	เมตร
потрібно	ต้องการ
найкращий	best
ван	wan
ван	วาน
ван	แวน
ван	แวง
ван	วัง
безпеки	รปภ
республіка	สาธารณรัฐ
вийшов	ออก
німеччині	เยอรมนี
герой	วีรบุรุษ
герой	ฮีโร่
острів	เกาะ
загальні	ทั่วไป
загальні	โกลบอล
загальні	global
загальні	สามัญ
загальні	ทั่วไป
загальні	ทั่วไป
загальні	แม่ทัพ
культура	วัฒนธรรม
одиниця	ยูนิต
одиниця	หน่วย
бібліотека	ไลบรารี
раді	ดีใจ
профіль	โปรไฟล์
малі	เล็ก
малі	มาลี
швидко	รวดเร็ว
швидко	ด่วน
швидко	ไว
швидко	รวดเร็ว
швидко	เร็ว
швидко	ด่วน
швидко	fast
швидко	ไว
оборони	ป้องกัน
санкт	sankt
увагу	สบายๆ
рахунок	บัญชี
рахунок	สกอร์
рахунок	แต้ม
рахунок	คะแนน
робота	งาน
робота	ทำงาน
робота	งาน
робота	ทำงาน
література	วรรณกรรม
література	วรรณคดี
навчався	ศึกษา
премія	รางวัล
замок	ปราสาท
титул	ชื่อ
ролі	บทบาท
ролі	บทบาท
одне	เดียว
одне	หนึ่ง
систем	ระบบ
гра	เกม
гра	เกมส์
армія	ทัพ
армія	กองทัพ
російська	รัสเซีย
карти	บัตร
карти	การ์ด
карти	ไพ่
карти	maps
карти	แผนที่
моделі	รุ่น
моделі	โมเดล
моделі	รุ่น
стан	สถานะ
стан	สถานภาพ
стан	สภาพ
стан	รัฐ
рівень	ระดับ
рівень	เลเวล
утворення	เบลอ
рок	roc
рок	rock
рок	ร็อค
рок	โยก
рок	หิน
шлях	พาธ
шлях	วิธี
шлях	ทาง
шлях	วิถี
шлях	หนทาง
фото	รูป
фото	ภาพถ่าย
фото	รูปภาพ
фото	รูป
фото	ภาพ
фото	ภาพถ่าย
фото	รูปภาพ
організація	องค์กร
організація	องค์การ
організація	มโน
організація	องค์กร
