dhe	dan
një	satu
një	one
nga	dari
nga	daripada
për	untuk
edhe	genap
nuk	tidak
nuk	bukan
nuk	tak
ishte	ws
janë	adalah
shumë	sangat
por	tapi
por	tetapi
pas	selepas
pas	mengikuti
pas	following
këtë	ni
parë	dilihat
parë	seen
tyre	their
tyre	antaranya
tyre	mereka
mund	could
mund	mampukah
mund	mampukah
mund	boleh
gjatë	panjang
gjatë	long
disa	sesetengahnya
disa	sesetengah
lidhje	pautan
lidhje	link
lidhje	perhubungan
lidhje	hubungan
lidhje	relationship
lidhje	sambungan
lidhje	pautan
lidhje	link
kjo	ni
kjo	bahawa
kur	bila
kur	apabila
mbi	over
mbi	diatas
deri	till
deri	hinggalah
deri	hinga
deri	sehinggalah
deri	sampai
jashtme	luaran
saj	its
saj	nya
saj	her
ajo	she
vetëm	bersendirian
vetëm	sendiri
vetëm	keseorangan
vetëm	sahaja
vetëm	hany
vetëm	cuma
vetëm	hanya
ata	antaranya
ata	mereka
ata	those
ata	mereka
tjera	lain
pjesë	bahagian
pjesë	bahagian
atë	him
shqiptare	albania
madhe	besar
rreth	tentang
rreth	perihal
rreth	sekeliling
rreth	keliling
rreth	disekeliling
rreth	sekitar
para	wang
para	duit
para	cash
para	sebelum
ishin	were
per	tentang
per	perihal
per	untuk
banorë	penduduk
komuna	munisipaliti
komuna	perbandaran
nje	satu
nje	one
kundër	kaunter
kundër	terhadap
lista	senarai
qenë	been
kantoni	canton
gjithashtu	juga
ndërsa	semasa
ndryshme	berbeza
ndryshme	divergent
etj	dsb
etj	dll
duhet	memerlukan
duhet	perlukan
duhet	perlu
duhet	need
duhet	mesti
sipërfaqe	permukaan
sipërfaqe	permukaan
sipërfaqe	surface
ato	antaranya
ato	mereka
ato	mereka
ato	those
përgjithshëm	umum
përgjithshëm	jeneral
përgjithshëm	general
tjetër	lain
tjetër	next
tjetër	selanjutnya
tjetër	seterusnya
njohur	familiar
njohur	akrab
njohur	dikenali
njohur	diakui
njohur	diiktiraf
njohur	diiktiraf
njohur	dikenalpasti
njohur	known
njohur	dikenali
njohur	diketahui
shqiptar	albania
style	style
style	gaya
style	subjenis
style	bergaya
style	stail
dytë	second
dytë	kedua
mirë	good
mirë	gud
fundit	last
fundit	terkini
fundit	terbaru
pasi	selepas
shiko	lihat
shiko	tengok
shiko	look
nën	dibawah
nën	sub
nën	bawah
nën	dibawah
nën	under
jpg	jpg
herë	melipat
herë	lipat
herë	times
viti	tahun
sot	harini
çdo	setiap
çdo	sebarang
lartë	tinggi
popullsi	penduduk
popullsi	populasi
kosovës	kosovo
komunë	munisipaliti
komunë	perbandaran
jetë	life
jetë	hidup
jetë	kehidupan
jetë	hidupan
president	presiden
bërë	done
mes	middle
mes	tengah
mes	pertengahan
mes	mid
mes	antara
vonë	terlewat
vonë	mendiang
vonë	late
vonë	lambat
vonë	larut
vend	country
vend	negara
vend	place
vend	tempat
shqipëri	albania
pak	kecik
pak	slightly
francë	france
francë	perancis
fshat	countryside
fshat	kampung
zyrtare	rasmi
zyrtare	official
kryetari	speaker
kryetari	ketua
kryetari	pengerusi
vendosur	bertempat
pasur	kaya
sepse	kerana
sepse	sebab
sepse	punca
sepse	sebab
vitet	tahun
tre	tiga
fund	skirt
fund	penamat
fund	pengakhiran
fund	hujung
fund	penghujung
marrë	direbut
marrë	diambil
marrë	taken
tjerë	lain
harta	peta
harta	maps
harta	peta
mbreti	raja
mbreti	king
midis	antara
vogël	kecil
vogël	tiny
kosovë	kosovo
vjet	tahun
përbëhet	terdiri
pastaj	barulah
pastaj	then
pastaj	kemudiannya
pastaj	kemudian
shtetit	keadaan
shtetit	negara
shtetit	negeri
shtetit	state
tiranë	tirana
kombëtare	national
kombëtare	kebangsaan
emrin	nama
mori	diterima
mori	took
filloi	dimulakan
filloi	bermula
mars	mac
mars	march
mars	marikh
mars	mars
file	fail
presidenti	presiden
lindur	lahir
lindur	dilahirkan
lindur	born
lindi	lindi
lindi	lindy
lindi	lahir
lindi	melahirkan
lindi	birth
lindi	kelahiran
lindi	beranak
kryesore	utama
qyteti	bandar
qyteti	city
qyteti	bandaraya
qyteti	bandar
qyteti	kota
politike	politik
qershor	june
qershor	jun
pse	mengapa
pse	sebabnya
maj	may
maj	mei
vetë	firsthand
vetë	diri
vetë	kendiri
nëntor	november
janar	januari
thotë	kata
thotë	says
shtator	september
brenda	brenda
brenda	inside
brenda	didalam
kryesisht	terutamanya
kryesisht	kebanyakannya
shqiptarë	albanians
prill	april
ditë	hari
ditë	hari
tetor	oktober
tetor	october
shkurt	februari
shkurt	pendek
bëhet	become
vjetër	tua
vjetër	old
kodi	code
kodi	kode
kodi	kod
monark	monarch
dhjetor	disember
dhjetor	perpuluhan
mbret	raja
mbret	king
aktuale	semasa
gjuhën	tongue
gjuhën	lidah
gjuhën	bahasa
tani	sekarang
tani	skrg
tani	now
tani	kini
frëngjisht	perancis
km²	km²
shtetet	negara
informacion	maklumat
shume	sangat
gusht	ogos
shba	usa
pranë	disamping
pranë	berhampiran
pranë	near
pranë	dekat
top	top
korrik	julai
katër	empat
katër	four
rëndësishme	penting
fillim	awai
prishtinë	priština
jashtë	luar
jashtë	diluar
jashtë	keluar
jashtë	out
përbërja	komposisi
përbërja	gubahan
përbërja	penggubahan
shën	saint
qytet	bandar
qytet	city
qytet	bandaraya
qytet	bandar
qytet	kota
këtu	disini
këtu	sini
dhënë	diberikan
dhënë	diberi
përdorur	diguna
përdorur	digunakan
faqja	page
faqja	mukasurat
faqja	halaman
aty	ada
nëpër	menerusi
nëpër	melalui
krijuar	dicipta
del	del
zona	zon
zona	keluasan
zona	kawasan
zona	area
vit	tahun
shpesh	kerap
shpesh	sering
shpesh	kerap
përfshirë	terlibat
përfshirë	disertakan
përfshirë	termasuk
megjithatë	namun
megjithatë	namun
megjithatë	bagaimanapun
data	date
data	tarikh
kryesor	utama
kryesor	primer
kryesor	utama
emri	nama
jane	jane
new	new
new	baharu
new	baru
isbn	isbn
zakonisht	kebiasaannya
zakonisht	biasanya
zakonisht	biasa
reja	new
reja	baharu
reja	baru
federal	persekutuan
qarkun	county
qarkun	kaunti
qendër	pusat
qendër	centre
qendër	pusat
ana	ana
ana	anna
republika	republik
iii	ili
iii	iii
provinca	wilayah
provinca	provinsi
der	der
fjalë	perkataan
fjalë	perkataan
ndodhet	bertempat
amerikan	american
amerikan	amerika
osmane	uthmaniyyah
pjesa	bahagian
ndonjë	sebarang
caps	tudung
gjë	perkara
gjë	hal
gjë	thing
ali	allie
ali	ali
shkruar	bertulis
shkruar	ditulis
kulturore	kebudayaan
kulturore	budaya
mesme	middle
mesme	tengah
mesme	medium
shqip	albania
numër	nombor
atëherë	barulah
atëherë	then
atëherë	kemudiannya
atëherë	kemudian
mjaft	mencukupi
mjaft	cukup
mjaft	secukupnya
mjaft	cukuplah
bazë	base
bazë	pengkalan
bazë	asas
bazë	basic
kohe	waktu
kohe	masa
kohe	time
ndërtuar	dibina
ndërtuar	binaan
ndërtuar	membangun
ndërtuar	membina
ndërtuar	build
ndërtuar	bina
nëpërmjet	via
nëpërmjet	melalui
nëpërmjet	menerusi
nëpërmjet	menerusi
nëpërmjet	melalui
solid	pepejal
solid	pejal
solid	padu
fshati	kampung
vite	tahun
vdiq	died
jug	selatan
atyre	antaranya
atyre	mereka
lidhur	bersambung
lidhur	disambungkan
lidhur	terpaut
lidhur	dipautkan
lidhur	terikat
lidhur	diikat
ushtarake	ketenteraan
ushtarake	tentera
veri	utara
veri	north
papa	paus
papa	pope
popullore	popular
numri	nombor
atij	him
përveç	kecuali
vepra	opus
vepra	works
vepra	berfungsi
asaj	nya
asaj	her
vërtetë	real
vërtetë	sungguh
përmes	via
përmes	melalui
përmes	menerusi
përmes	menerusi
përmes	melalui
përdoret	diguna
përdoret	digunakan
arriti	tiba
arriti	arrived
botë	world
botë	dunia
spanjë	sepanyol
ndërkombëtare	antarabangsa
shqipëria	albania
sidomos	terutamanya
sidomos	especially
tretë	ketiga
veriore	utara
veriore	northern
merr	ambil
merr	ambik
merr	dapatkan
formë	shape
formë	bentukkan
formë	bentuk
formë	borang
kisha	gereja
kisha	gereja
kisha	church
veçantë	istimewa
veçantë	special
shteti	country
shteti	negara
shteti	keadaan
shteti	negara
shteti	negeri
shteti	state
vende	tempat
vende	kerusi
ndeshje	mancis
ndeshje	padan
njerëzit	people
njerëzit	orang
njerëzit	rakyat
njerëzit	orng
ende	still
ende	masih
ende	pegun
maqedonisë	macedonia
shënoi	menjaringkan
shënoi	ditandakan
shënoi	ditanda
fitoi	won
fitoi	dimenangi
fitoi	menang
vendi	country
vendi	negara
vendi	place
vendi	tempat
http	http
faqe	pipi
faqe	page
faqe	mukasurat
faqe	halaman
faqe	pages
faqe	mukasurat
faqe	halaman
jeta	life
jeta	hidup
jeta	kehidupan
jeta	hidupan
popullsia	penduduk
popullsia	populasi
shqiptarët	albanians
kryetar	speaker
kryetar	ketua
kryetar	pengerusi
luajtur	dimain
shtëpi	rumah
shtëpi	rumah
shtëpi	rumah
gjuhë	bahasa
gjuhë	tongue
gjuhë	lidah
gjuhë	bahasa
historike	bersejarah
historike	bersejarah
historike	sejarah
fetare	agama
fetare	keagamaan
perëndimore	west
perëndimore	barat
perëndimore	barat
perëndimore	western
tri	tri
tri	tiga
shembull	contoh
ekonomike	ekonomi
saint	saint
asnjë	tiada
asnjë	nary
plotë	full
plotë	kenyang
plotë	penuh
rajoni	rantau
rajoni	wilayah
rajoni	kawasan
rajoni	daerah
shqiptarëve	albanians
shkolla	sekolah
shkolla	mazhab
shkolla	sekolah
afër	berhampiran
afër	near
afër	dekat
afër	dekat
afër	tutup
then	gagal
drejt	straight
lindje	timur
historia	cerita
historia	story
historia	sejarah
film	movie
film	cereka
film	filem
film	filem
figura	imej
figura	angka
figura	tokoh
figura	figure
zoti	allah
zoti	tuhan
zoti	lord
kosova	kosova
kosova	kosovo
gjuha	tongue
gjuha	lidah
gjuha	bahasa
studimet	studies
studimet	kajian
studimet	pengajian
familje	family
familje	keluarga
duket	looks
tha	said
fillon	bermula
fillon	bermula
fillon	bermula
fillon	memulakan
anë	sisi
anë	sampingan
anë	samping
gjerë	lebar
gjerë	luas
greke	greek
greke	yunani
qëllim	purpose
city	city
city	bandaraya
city	bandar
city	kota
tempulli	temple
tempulli	kuil
kane	kane
von	von
lufta	war
lufta	perang
lufta	peperangan
rast	kes
vjen	comes
vjen	datang
vjen	coming
grupi	band
grupi	kugiran
grupi	berkumpulan
grupi	group
grupi	kumpulan
pare	dilihat
pare	seen
itali	itali
arritur	dicapai
arritur	dijangkau
arritur	dicapai
shumica	majoriti
shumica	majority
rëndësishëm	instrumental
svg	svg
shkencore	saintifik
autor	pengarang
autor	penulis
autor	author
përpara	forward
përpara	maju
përpara	majukan
përpara	sebelum
punës	buruh
punës	persalinan
tregon	menunjukkan
tonë	our
njerëz	people
njerëz	orang
njerëz	rakyat
njerëz	orng
jugore	selatan
botuar	diterbitkan
pesë	lima
anëtar	member
anëtar	ahli
lloji	kind
lloji	jenis
lloji	taipkan
lloji	type
lloji	taip
emër	nama
ibn	ibnu
ibn	ibn
grup	berkumpulan
grup	group
grup	kumpulan
mali	gunung
mali	mountain
mali	pergunungan
mali	gunung
mali	mount
mali	lekap
zhvillimin	perkembangan
zhvillimin	pembangunan
und	und
john	john
vendet	kerusi
vendet	tempat
vendet	negara
poshtë	down
poshtë	kebawah
poshtë	dibawah
poshtë	bawah
poshtë	bawahnya
fjala	perkataan
qendrore	pusat
jep	geran
jep	membekal
jep	menyediakan
jep	give
jep	kasi
wikipedia	wikipedia
bashkë	bersama
hershme	early
hershme	dini
hershme	awal
jugut	selatan
lindore	timur
përfshinë	disertakan
përfshinë	termasuk
italia	itali
qarqet	bulatan
qarqet	litar
punë	job
punë	kerja
punë	bekerja
hapur	open
hapur	dibuka
njihet	known
njihet	dikenali
njihet	diketahui
qendra	pusat
qendra	centre
qendra	pusat
libri	kitab
libri	tempah
libri	book
romake	roman
romake	rom
shquar	dibezakan
caktuar	ditugaskan
pati	patty
pati	patti
burimi	sumber
burimi	sumber
sistemi	system
sistemi	sistem
politik	politik
fushë	bidang
fushë	medan
shtëpia	rumah
shtëpia	rumah
kete	ni
ora	waktu
ora	masa
ora	time
ora	jam
gola	matlamat
serbe	serbia
detit	sea
detit	laut
burim	sumber
njeri	manusia
njeri	human
njeri	lelaki
not	swimming
not	berenang
not	renang
faqet	pages
faqet	mukasurat
faqet	halaman
faqet	pipi
faqet	pipinya
ate	him
lirë	longgar
lirë	murah
lirë	free
bardhë	white
bardhë	putih
komuniste	komunis
gjermane	jerman
ujë	air
zhvilluar	dikembangkan
zhvilluar	dibangunkan
rrethi	bulatan
koha	waktu
koha	masa
koha	time
letrare	sastera
tokë	bumi
tokë	land
tokë	tanah
tokë	darat
tokë	kontang
histori	cerita
histori	story
histori	sejarah
kreu	kepala
njeriu	lelaki
gjendje	situasi
gjendje	syarat
gjendje	kondisi
amerikane	american
amerikane	amerika
krye	top
tirana	tirana
vendos	set
vendos	putuskan
mbajtur	dipegang
mbajtur	ditahan
mbajtur	diadakan
mbajtur	dikekalkan
mbajtur	diselenggara
com	com
madje	genap
colspan	colspan
përfshin	termasuk
përfshin	merangkumi
përfshin	melibatkan
george	george
elektrike	elektrikal
elektrike	eletrik
elektrike	elektrik
elektrike	electric
luftë	war
luftë	perang
luftë	peperangan
arsye	alasan
arsye	sebab
arsye	reason
punuar	berkerja
punuar	berfungsi
punuar	bekerja
perëndim	west
perëndim	barat
fëmijë	kids
fëmijë	kanak
fëmijë	anak
fëmijë	child
malit	gunung
malit	mountain
malit	pergunungan
qarku	county
qarku	kaunti
qarku	circuit
qarku	litar
autori	pengarang
autori	penulis
autori	author
shtrihet	membentangkan
shtrihet	diluaskan
shtrihet	meluas
vete	diriku
vete	diri
mira	mira
mira	meera
verore	summer
ushtarak	ketenteraan
ushtarak	tentera
ushtarak	martial
san	san
përsëri	lagi
përsëri	semula
evropian	eropah
vendbanim	residence
vendbanim	kediamannya
vendbanim	kediaman
familja	family
familja	keluarga
larg	far
larg	jauh
larg	away
larg	jauhnya
princi	putera
kaluar	past
kaluar	melepasi
pikë	takat
pikë	point
qeveria	pemerintahan
qeveria	kerajaan
nobel	nobel
shkencave	sains
rolin	peranan
jugosllave	yugoslavia
mal	gunung
mal	mountain
mal	pergunungan
mal	mal
vetem	bersendirian
vetem	sendiri
vetem	keseorangan
vetem	sahaja
vetem	hany
vetem	cuma
vetem	hanya
drejtë	straight
drejtë	kanan
drejtë	kan
aktor	pelakon
italian	itali
skeda	tab
luajti	dimain
gjashtë	six
gjashtë	enam
universiteti	universiti
gjetur	nemu
gjetur	terjumpa
gjetur	dijumpai
radio	radio
yes	ya
yes	yes
yes	iya
formuar	dibentuk
formuar	berbentuk
mbretëresha	ratu
mbretëresha	queen
mbretëresha	permaisuri
italiane	itali
bazuar	berasaskan
bazuar	based
përshkrimi	description
rrugë	jln
rrugë	street
rrugë	jalan
rrugë	road
gjerman	jerman
lashtë	purba
lashtë	kuno
perandoria	empire
perandoria	kerajaan
perandoria	empayar
poezi	syair
poezi	puisi
poezi	puisi
evropiane	eropah
luan	luan
luan	lion
luan	singa
luan	dimain
luan	bermain
luan	main
luan	playing
artistike	artistik
mundur	munasabah
mundur	kemungkinan
mundur	ditewaskan
