категория	kategori
что	hvad
для	til
для	for
как	hvordan
как	gerne
как	like
был	var
был	blev
его	hans
его	ham
также	også
это	dette
это	denne
после	efter
области	områder
области	arealer
год	aars
год	året
год	år
было	var
было	blev
время	tid
время	tidspunkt
время	gang
время	klokkeslæt
время	tiden
состав	komposition
состав	sammensætning
была	var
была	blev
место	plet
место	spot
место	stedet
место	place
место	sted
место	plads
место	lokalisering
место	beliggenhed
место	sted
место	placering
место	lokation
были	var
район	kvarter
район	nabolag
район	kvarteret
район	nabolaget
район	distriktet
район	district
район	distrikt
район	areal
район	område
вид	dyrearter
вид	art
вид	dyreart
вид	arter
вид	vis
вид	udsigt
под	under
только	kun
только	bare
есть	fik
есть	har
есть	got
язык	tunge
язык	tongue
язык	tungen
язык	sprog
язык	sproget
ссср	ussr
ссср	sovjetunionen
районе	kvarter
районе	nabolag
районе	kvarteret
районе	nabolaget
код	koder
код	kode
код	koden
более	mere
более	flere
мая	may
мая	maj
мая	kan
дата	date
дата	dato
ноября	november
деревня	village
деревня	landsbyen
деревня	landsby
где	hvor
января	januar
марта	marta
марта	martha
марта	marts
марта	march
марта	marchere
все	alting
все	alt
все	alle
все	alt
все	alle
августа	august
августа	augusta
том	tom
октября	oktober
октября	olt
сентября	september
статьи	artikler
статьи	genstande
статьи	artiklerne
уже	allerede
июня	juni
июня	june
апреля	april
сша	usa
который	hvilket
который	hvilken
который	hvilke
название	betegnelse
название	navn
название	betegnelse
название	overskrift
название	titel
название	afsnit
поселение	forlig
поселение	afvikling
поселение	afregning
человек	person
человек	menneskeligt
человек	menneskelige
человек	menneskelig
человек	menneske
человек	mennesket
человек	mand
человек	manden
смерти	dødsfald
лет	år
февраля	februar
февраля	feb
они	de
того	togo
города	city
города	byen
города	storby
города	by
города	byer
города	byerne
города	storbyer
города	byer
может	måske
может	kunne
может	ku
может	kan
может	can
она	hun
войны	krigene
войны	krige
войны	wars
войны	krigen
войны	krig
войны	war
войны	krige
можно	kan
можно	can
когда	da
когда	når
когда	hvornår
однако	dog
однако	dog
однако	imidlertid
которые	hvilket
которые	hvilken
которые	hvilke
высота	højde
высота	højden
высота	højde
переписи	optælling
переписи	folketælling
переписи	tællinger
село	selo
село	village
село	landsbyen
село	landsby
стал	blev
род	slægter
род	slægt
род	rod
род	ke
род	stang
один	alene
один	odin
один	et
один	en
один	én
без	uden
реки	river
реки	floden
реки	flod
реки	floder
реки	floderne
реки	vandløb
реки	rivers
между	mellem
между	imellem
статус	status
статус	statussen
населения	befolkningen
населения	indbyggertal
населения	befolkning
населения	indbyggere
годы	år
через	gennem
через	via
через	gennem
через	igennem
национальный	nationale
национальный	nationalt
национальный	national
национальный	landsdækkende
область	provins
область	provinsen
область	region
область	oblast
область	areal
область	område
список	liste
список	list
сельское	landdistrikt
сельское	landdistrikter
сельское	landdistrikterne
сайт	website
сайт	hjemmeside
сайт	webside
сайт	hjemmesiden
сайт	websted
сайт	site
века	aldre
века	århundreder
