ngc	ngc
kao	kot
koji	ki
koji	kdo
također	tudi
također	preveč
katalog	katalog
katalog	katalog
katalog	kataloga
spisak	spisek
spisak	seznam
galaksija	galaksijo
galaksija	galaxy
galaksija	galaksija
vanjski	zunanji
vanjski	zunanja
vanjski	zunanji
vanjski	zunanja
vanjski	zunanje
koja	katero
koja	kateri
koja	katere
koja	katerih
koja	ki
koja	katerega
što	kaj
nalazi	ugotovitve
nalazi	ugotovitev
nalazi	najde
bio	bio
bio	bil
bio	bila
bio	bil
bio	bila
prečnik	premera
prečnik	premer
gdje	kjer
gdje	kje
broj	številka
broj	število
oko	glede
oko	očesu
oko	eye
oko	oko
oko	naokrog
oko	okoli
oko	okrog
mjesto	plac
mjesto	kraj
nakon	po
nakon	zbudi
pogledajte	preveri
pogledajte	preveriti
pogledajte	preverjanje
pogledajte	preverite
najveći	največji
najveći	največja
poznat	znana
poznat	znane
poznat	znan
poznat	znani
poznat	znano
poznat	poznan
poznat	slavni
poznat	slaven
poznat	znana
poznat	znani
poznat	znan
stanovnika	prebivalce
stanovnika	prebivalcev
stanovnika	prebivalci
izvještaj	prijavi
izvještaj	poročilo
pgc	pgc
ali	toda
ali	ampak
ali	vendar
udaljenost	oddaljenost
udaljenost	razdalja
apsolutna	absolutni
apsolutna	absolutno
apsolutna	absolutna
pomak	izmeno
pomak	premik
grupa	skupino
grupa	skupinsko
grupa	skupinski
grupa	skupinska
grupa	skupina
spiralna	spirala
pop	pop
vidljivo	vidno
vidljivo	vidni
vidljivo	viden
vidljivo	vidna
minuta	zapisnik
minuta	minut
minuta	minutah
minuta	minute
minuta	minuta
minuta	minuto
općine	občin
općine	občine
najmanji	mondo
najmanji	najmanjšega
najmanji	najmanjše
najmanji	najmanjši
najmanji	najmanjša
naseljeno	naseljen
naseljeno	poseljenih
mag	nabojnik
mag	mag
novi	novo
novi	nov
novi	novi
novi	nove
novi	nova
sadrži	vseboval
sadrži	vsebovala
sadrži	vsebuje
zvijezda	zvezdica
zvijezda	zvezdo
zvijezda	zvezda
zvijezda	zvezde
zvijezda	zvezdice
zvijezda	zvezd
može	lahko
može	lahko
ima	ima
licenca	dovoljenje
licenca	licenca
com	com
stadion	estadio
stadion	macron
stadion	stadion
kod	kodo
kod	šifra
kod	oznaka
kod	koda
svg	svg
pod	pod
sastavu	sestavi
sastavu	sestava
isbn	isbn
samo	le
samo	samo
samo	le
samo	samo
godina	leta
godina	letih
godina	let
godina	leto
godina	letnica
prvo	prva
prvo	prvo
prvo	prvi
prvo	najprej
hiljada	tisoč
zavod	inštitut
zavod	zavod
sve	vse
sve	vsi
sve	vsem
sve	vse
sve	vseh
zemlje	države
brzina	hitrost
brzina	hitrosti
brzina	hitrost
naselje	poravnave
naselje	poravnava
naselje	soseski
naselje	soseska
više	več
više	bolj
kada	kadar
kada	ko
kada	kdaj
prvi	prva
prvi	prvo
prvi	prvi
prvi	najprej
deset	ten
tip	guy
tip	tip
