και	en
το	het
το	de
από	van
από	uit
από	vanaf
με	met
που	welke
για	voor
κατηγορία	categorie
τους	hen
ήταν	was
ένα	one
ένα	één
ένα	een
ένα	eén
ότι	dat
μια	one
μια	één
μια	een
μια	eén
έχει	heeft
θα	will
θα	zal
θα	zullen
αλλά	maar
μετά	dan
μετά	daarna
μετά	na
μετά	after
επίσης	ook
όπως	zoals
όπως	like
είχε	hadden
είχε	had
είχε	gehad
ενώ	terwijl
δύο	twee
δύο	two
αυτό	dit
αυτό	deze
αυτό	dat
αυτή	ze
αυτή	zij
όπου	waar
όταν	wanneer
μέχρι	tot
μία	one
μία	één
μία	een
μία	eén
μπορεί	kan
μπορεί	kunt
μπορεί	kunnen
ομάδα	squad
ομάδα	team
ομάδα	groep
ομάδα	fractie
ομάδα	team
θέση	positie
μεταξύ	tussen
χρόνια	chronisch
χρόνια	jaar
χρόνια	jaren
πρώτη	eerste
πρώτη	eerst
πιο	more
πιο	meer
ένας	one
ένας	één
ένας	een
ένας	eén
πόλη	stad
πόλη	stad
σύνδεσμοι	links
μόνο	alleen
μόνο	enkel
μόνο	slechts
έγινε	gedaan
έγινε	done
έγινε	klaar
πολύ	zeer
κάθε	elk
κάθε	ieder
κάθε	iedere
κάθε	elke
κάθε	elk
κάθε	ieder
κάθε	elke
περιοχή	regio
περιοχή	gebied
περιοχή	oppervlakte
αιώνα	eeuw
αθήνα	athene
περίοδο	tijdvak
περίοδο	periode
τότε	dan
τότε	daarna
όνομα	naam
ελλάδα	griekenland
μέρος	deel
μέρος	gedeelte
μέρος	plaats
σήμερα	vandaag
μέσα	binnen
μέσα	binnenkant
πως	hoe
μαζί	samen
διάρκεια	looptijd
διάρκεια	duur
διάρκεια	tijdsduur
ιστορία	verhaal
ιστορία	story
ιστορία	geschiedenis
πρωτάθλημα	league
πρωτάθλημα	liga
πρωτάθλημα	kampioenschap
αργότερα	later
αργότερα	straks
νέα	nieuw
νέα	nieuwe
νέα	nieuwsberichten
νέα	nieuws
περίπου	ongeveer
περίπου	over
περίπου	ongeveer
αυτά	deze
πριν	voordat
πριν	vóór
χωρίς	zonder
εθνική	nationaal
εθνική	nationale
συζήτηση	conversatie
συζήτηση	gesprek
συζήτηση	discussie
συζήτηση	discussies
συζήτηση	discussie
συζήτηση	debat
αρχείο	archief
αρχείο	archiveren
αρχείο	dossier
αρχείο	bestand
πρέπει	moeten
πρέπει	moet
φορά	tijd
πάνω	boven
έλληνες	grieken
ομάδες	groepen
ομάδες	ploegen
ομάδες	teams
πρώτο	eerste
πρώτο	eerst
έργο	project
έργο	werk
έργο	arbeid
έργο	werken
κυρίως	voornamelijk
κυρίως	hoofdzakelijk
κυρίως	voornamelijk
κυρίως	hoofdzakelijk
κυρίως	meestal
κυρίως	vooral
όχι	niet
ελληνική	griekse
ελληνική	grieks
ελληνική	griek
μεγάλη	big
μεγάλη	groot
μεγάλη	grote
υπό	onder
υπό	under
έως	tot
ποδοσφαιριστές	voetballers
ταινία	filmpje
ταινία	film
ταινία	bandje
ταινία	plakband
ταινία	tape
ταινία	film
άλλα	overige
άλλα	andere
άλλα	ander
άλλα	overig
άλλα	overige
άλλα	andere
άλλα	overigen
άλλα	anderen
τμήμα	departement
τμήμα	afdeling
τμήμα	afdeling
τμήμα	sectie
σαν	zoals
σαν	like
εκεί	daar
εκεί	er
ωστόσο	echter
άλλες	overige
άλλες	andere
άλλες	ander
άλλες	overig
τέλος	eindelijk
τέλος	uiteindelijk
τέλος	einde
τέλος	beëindigen
τέλος	eind
σειρά	serie
σειρά	reeks
σειρά	reeksen
σειρά	series
σειρά	orde
σειρά	bestellen
σειρά	order
σειρά	bestelling
σειρά	rij
σειρά	roei
σειρά	roeien
σειρά	row
στοιχεία	elementen
στοιχεία	gegevens
στοιχεία	data
εκτός	tenzij
εκτός	behalve
συνέχεια	continuïteit
συνέχεια	doorgaan
συνέχεια	voortzetten
συνέχεια	voortgezet
συνέχεια	vervolg
κάτω	down
κάτω	omlaag
κάτω	lager
κάτω	lagere
κάτω	beneden
κάτω	onder
κάτω	hieronder
πολλές	veel
πολλές	velen
πολλές	vele
όλα	alles
όλα	allen
όλα	alle
όλα	allemaal
όλα	alles
σύστημα	systeem
σύστημα	stelsel
ακόμα	nog
φορές	tijden
φορές	times
ίδια	identieke
ίδια	identiek
ίδια	hetzelfde
ίδια	zelfde
ίδια	same
ιουλίου	juli
χώρα	land
αποτέλεσμα	uitkomst
αποτέλεσμα	resultaat
αποτέλεσμα	resultaat
αποτέλεσμα	effect
οκτωβρίου	oktober
οκτωβρίου	october
ιανουαρίου	januari
σεπτεμβρίου	september
νοεμβρίου	november
αγώνες	wedstrijden
αγώνες	lucifers
αγώνες	games
αγώνες	spelletjes
αγώνες	spellen
ταινίες	films
ταινίες	films
ταινίες	bioscoop
μέσω	via
μαρτίου	maart
μαρτίου	marcheren
γεννήθηκε	born
γεννήθηκε	geboren
ιουνίου	juni
ιουνίου	june
αυτές	deze
πολλά	veel
πολλά	velen
πολλά	vele
απριλίου	april
τρεις	drie
τρεις	three
αυγούστου	august
αυγούστου	augustus
έργα	werkt
έργα	werken
έργα	projecten
δεκεμβρίου	december
χρήση	gebruiken
χρήση	gebruik
πρόεδρος	president
πρόεδρος	voorzitter
πολιτική	beleid
πολιτική	politiek
ακόμη	nog
ίδιο	hetzelfde
ίδιο	zelfde
ίδιο	same
μας	onze
μας	ons
εκλογές	verkiezing
εκλογές	verkiezingen
εκλογές	verkiezing
εκλογές	verkiezingen
μέλη	leden
τελικά	uiteindelijk
τελικά	eindelijk
τελικά	uiteindelijk
μέλος	lid
εποχή	tijdperk
εποχή	seizoen
εποχή	tijdperk
εποχή	era
χωριό	dorpje
χωριό	dorp
αρχικά	aanvankelijk
αρχικά	oorspronkelijk
αρχικά	initialen
περίοδος	tijdvak
περίοδος	periode
κύπελλο	kopje
κύπελλο	beker
ζωή	life
ζωή	leven
ζωή	zoë
ζωή	zoe
έδρα	hoofdkantoor
έδρα	hoofdkwartier
έδρα	seat
έδρα	zitplaats
έδρα	stoel
έδρα	zetel
περιλαμβάνει	omvat
περιλαμβάνει	inclusief
μεγάλο	large
μεγάλο	groot
μεγάλο	grote
μεγάλο	big
μεγάλο	groot
μεγάλο	grote
βάση	base
βάση	basis
βάση	grondslag
κέντρο	centrum
κέντρο	centreren
κέντρο	centrum
κέντρο	centreren
γεννήσεις	geboorten
φεβρουαρίου	februari
κάτι	iets
κοντά	close
κοντά	afsluiten
κοντά	sluiten
κοντά	sluit
κοντά	dichtbij
κοντά	nabijgelegen
κοντά	dichtbij
μορφή	form
μορφή	vorm
μορφή	formulier
μορφή	indeling
μορφή	opmaak
μορφή	format
μορφή	formatteren
μορφή	formaat
χρόνο	tijd
ιστοσελίδα	website
κόμμα	feest
κόμμα	partij
κόμμα	feestje
κόμμα	party
κόμμα	komma
γιατί	want
γιατί	omdat
γιατί	waarom
ρόλο	rollo
ρόλο	rol
άλμπουμ	album
άλμπουμ	albums
επειδή	want
επειδή	omdat
έκδοση	editie
έκδοση	uitgave
έκδοση	versie
γκολ	doelstellingen
γκολ	doelpunten
γκολ	goals
γκολ	doelen
γκολ	doelstelling
γκολ	doel
