din	nga
care	kush
care	kushe
care	cila
care	cilen
care	cilat
fost	qenë
fost	qene
mai	mai
pentru	për
pentru	per
lui	vet
lui	tij
sunt	je
sunt	janë
sit	sajt
sit	sajti
dupa	pas
dupa	mbas
dupa	pasi
dupa	pas
dupa	mbas
dupa	pasi
ale	ale
lea	lea
prin	nëpër
prin	përmes
prin	nëpërmjet
regiunea	rajon
regiunea	rajoni
mare	mrekulli
mare	big
mare	madhe
mare	deti
mare	det
mare	detit
anul	viti
anul	vit
comuna	përbashkët
comuna	bashki
comuna	bashkia
comuna	komuna
comuna	komunë
comuna	përbashkët
are	ka
externe	jashtme
externe	jashtëm
locuitori	banorët
locuitori	banues
locuitori	banorë
locuitori	banoreve
locuitori	banorëve
locuitori	banorët
locuitori	banoret
locuitori	banorë
legaturi	lidhje
legaturi	lidhjet
legaturi	lidhjet
legaturi	lidhje
legaturi	lidhjet
vezi	shikon
vezi	shihni
vezi	shikoni
vezi	shiko
vezi	sheh
dar	por
cod	kodin
cod	kod
cod	kodi
cod	cod
populatie	popullsia
populatie	popullata
populatie	popullsi
bucuresti	bukureshti
bucuresti	bukuresht
bucuresti	bukureshtit
bucuresti	bukureshti
bucuresti	bukuresht
bucuresti	bukureshtit
bucuresti	bukureshti
bucuresti	bukuresht
bucuresti	bukureshtit
romania	rumania
romania	rumanisë
romania	romania
romania	rumani
romania	rumania
romania	rumanisë
romania	romania
romania	rumani
jpg	jpg
lista	lista
lista	listë
lista	lista
lista	listë
ucraina	ukraina
ucraina	ukrainën
ucraina	ukrainë
nume	emri
nume	emrin
nume	emër
ani	ani
ani	vjet
ani	vite
ani	vitet
avea	pasur
avea	kish
avea	kishte
avea	kishin
intre	mes
intre	midis
intre	mes
intre	midis
pana	derisa
pana	deri
pana	derisa
pana	deri
pana	penda
pana	pendë
poate	mbase
poate	ndoshta
poate	mbase
poate	ndoshta
doua	dy
doua	dy
rege	mbreti
rege	king
rege	mreti
rege	mbret
sub	nen
sub	nën
alte	tjera
alte	tjetër
cand	kur
cand	ur
cand	kur
cand	ur
regiune	rajon
regiune	rajoni
anii	vjet
anii	vite
anii	vitet
parte	pjes
parte	pjesa
parte	pjese
parte	pjesë
judetul	qark
judetul	qarku
judetul	qarkun
judetul	qark
judetul	qarku
judetul	qarkun
centura	rryp
centura	rripi
centura	rrip
centura	rryp
centura	rripi
centura	rrip
dinastia	dinastia
septembrie	shtator
septembrie	shtatorin
septembrie	shtatori
timp	radhe
timp	koha
timp	kohe
timp	here
timp	ora
despre	rreth
despre	per
unde	ku
majoritatea	shumicës
majoritatea	shumicë
majoritatea	shumica
majoritatea	shumicën
majoritatea	shumice
densitate	dendësia
limba	gjuhën
limba	gjuha
limba	gjuhë
limba	gjuhen
limba	gjuhe
limba	gjuha
limba	gjuhën
limba	gjuhë
limba	gjuhën
limba	gjuha
limba	gjuhë
limba	gjuhen
limba	gjuhe
limba	gjuha
limba	gjuhën
limba	gjuhë
iunie	qershor
iunie	qershori
iunie	june
iunie	qershorin
iunie	qeshor
prima	first
prima	premium
octombrie	tetor
octombrie	tetori
august	gusht
august	gushti
august	august
sat	fshat
sat	fshati
sat	sat
martie	marshim
martie	mars
biserica	kishë
biserica	kisha
biserica	kishë
biserica	kisha
fisier	skedari
fisier	dosje
fisier	skedar
fisier	file
fisier	skedari
fisier	dosje
fisier	skedar
fisier	file
decembrie	dhjetor
decembrie	dhjetori
decembrie	dhjetorit
decembrie	dhjetorin
toate	krejt
toate	gjith
ianuarie	janari
ianuarie	janar
latns	latns
latd	latd
longd	longd
adresa	adrese
adresa	adresë
adresa	adres
adresa	adresa
adresa	adresën
adresa	adrese
adresa	adresë
adresa	adres
adresa	adresa
adresa	adresën
noiembrie	nentori
noiembrie	nentor
noiembrie	nëntor
noiembrie	nëntori
cum	si
imagine	foto
imagine	foton
imagine	figurë
imagine	imazh
imagine	figura
imagine	imazhi
statul	shtet
statul	shteti
statul	shtetit
lor	tyre
fie	pellumb
avut	pasur
avut	kish
avut	kishte
avut	kishin
familia	familje
familia	familjar
familia	family
familia	familja
numele	emri
numele	emrin
numele	emër
timpul	radhe
timpul	koha
timpul	kohe
timpul	here
timpul	ora
nord	veri
nord	veriut
nord	veriu
nord	nord
principala	kryesore
principala	main
principala	kryesor
principala	kryesore
principala	main
principala	kryesor
sud	jugu
sud	jugut
sud	jug
sud	south
aprilie	april
aprilie	prill
aprilie	prilli
erau	ishin
erau	ishim
erau	shim
erau	ishe
loc	vend
loc	vendi
loc	place
loc	vendë
primul	first
astfel	kësisoj
iulie	korrik
iulie	korriku
doar	vetëm
doar	vetem
doar	vetëm
doar	vetem
doar	thjesht
doar	veq
editura	botues
editura	botuesit
editura	botuesi
asteroid	asteroid
februarie	shkurtit
februarie	shkurt
februarie	shkurti
recensamantului	rregjistrimi
trei	tri
trei	treshi
trei	tre
longm	longm
latm	latm
discutie	diskutim
discutie	diskutime
discutie	diskutimi
discutie	diskutimet
discutie	diskutim
discutie	diskutime
discutie	diskutimi
discutie	diskutimet
discutie	diskutim
discutie	diskutime
discutie	diskutimi
discutie	diskutimet
franta	francë
franta	franca
franta	france
franta	francë
franta	franca
franta	france
franta	francë
franta	franca
franta	france
partea	pjes
partea	pjesa
partea	pjese
partea	pjesë
mult	shume
fara	pa
fara	pa
departamentul	departamenti
departamentul	departament
foarte	shum
foarte	shumë
foarte	shume
data	datë
data	date
data	data
data	takim
data	datë
data	date
data	data
data	takim
departament	departamenti
departament	departament
unul	një
unul	njera
unul	nje
unul	one
apoi	pastaj
apoi	atëherë
apoi	atehere
grup	grup
grup	grupin
grup	grupi
locul	vend
locul	vendi
locul	place
locul	vendë
oras	qyteti
oras	qytet
oras	qytezë
oras	qyteza
oras	qyteti
oras	city
oras	qytet
oras	qyteti
oras	qytet
oras	qytezë
oras	qyteza
oras	qyteti
oras	city
oras	qytet
oras	qyteti
oras	qytet
oras	qytezë
oras	qyteza
oras	qyteti
oras	city
oras	qytet
pot	mund
pot	mundet
pot	mundesh
pot	munden
pot	muj
camp	kampi
camp	kamp
camp	fushë
camp	fusha
germania	gjermania
germania	gjermani
germania	germany
face	make
satul	fshat
satul	fshati
national	national
national	kombëtare
national	national
national	kombëtare
national	national
national	kombëtare
note	shënime
note	shënimet
perioada	periudha
perioada	periudhë
perioada	periudha
perioada	periudhë
minoritate	pakicën
minoritate	pakicave
minoritate	pakice
minoritate	pakicë
minoritate	pakica
ucraineana	ukrainas
cadrul	kornizë
cadrul	kuadri
general	gjeneral
general	gjenerali
general	përgjithshëm
general	general
razboi	lufte
razboi	luft
razboi	lufta
razboi	luftë
razboi	lufte
razboi	luft
razboi	lufta
razboi	luftë
peste	over
peste	mbi
peste	peshqit
peste	peshk
peste	peshku
romana	rumun
romana	rumune
romana	romani
romana	roman
romana	romake
romana	romak
romana	romana
afla	meso
afla	mëso
afla	mësoni
inceput	nisi
inceput	filloi
inceput	filluan
inceput	filluam
inceput	fillimi
inceput	fillim
iii	iii
duce	duku
duce	duk
duce	duka
duce	dukë
roman	rumun
roman	rumune
roman	romani
roman	roman
roman	romake
roman	romak
roman	roman
roman	romani
roman	novela
roman	romanin
provincia	krahina
provincia	provinca
provincia	provincë
existand	ekzistuese
existand	ekzistues
vedere	pamje
vedere	pamja
vedere	paraqitja
wikipedia	wikipedia
specie	specie
punct	pika
punct	pikë
stat	shtet
stat	shteti
stat	shtetit
unite	united
moldova	moldavi
moldova	moldavia
file	skedat
atunci	pastaj
atunci	atëherë
atunci	atehere
aceste	kto
aceste	keto
aceste	këto
aceste	keta
secolul	shekull
secolul	shekulli
una	një
una	njera
una	nje
una	one
aceasta	këtë
aceasta	ky
aceasta	kjo
aceasta	kete
life	jetë
life	jeta
life	jete
resedinta	vendbanim
resedinta	rezidenca
resedinta	vendbanimi
resedinta	vendbanim
resedinta	rezidenca
resedinta	vendbanimi
resedinta	vendbanim
resedinta	rezidenca
resedinta	vendbanimi
orasul	qyteti
orasul	city
orasul	qytet
orasul	qyteti
orasul	qytet
orasul	qytezë
orasul	qyteza
orasul	qyteti
orasul	city
orasul	qytet
tot	krejt
tot	gjith
tot	akoma
tot	ende
chiar	madje
chiar	edhe
facut	made
cunoscute	dihet
cunoscute	njohur
cunoscute	njihet
film	filmi
film	film
film	filmi
film	film
vorbitori	folësit
vorbitori	kryetarët
date	datat
trebuie	duhet
trebuie	must
cunoscuta	dihet
cunoscuta	njohur
cunoscuta	njihet
decat	se
decat	se
aici	ketu
aici	ktu
aici	ja
aici	këtu
mari	big
mari	madhe
mari	meri
mari	mari
mari	dete
zile	ditëve
zile	ditet
zile	ditë
zile	ditët
fata	front
fata	fronti
fata	frontin
fata	fytyrën
fata	surrat
fata	face
fata	fytyra
fata	fytyrën
fata	surrat
fata	face
fata	fytyra
fata	qik
fata	goce
fata	vajzë
fata	vajz
fata	girl
fata	fytyrën
fata	surrat
fata	face
fata	fytyra
fata	qik
fata	goce
fata	vajzë
fata	vajz
fata	girl
fata	fytyrën
fata	surrat
fata	face
fata	fytyra
fata	fytyrën
fata	surrat
fata	face
fata	fytyra
club	klub
club	club
club	klubi
componente	elementë
componente	komponentët
est	lindja
est	lindje
est	est
nou	re
nou	reja
nou	ri
nou	new
numai	vetëm
numai	vetem
avand	duke
avand	duke
ioan	gjoni
ioan	xhon
ioan	john
ioan	gjon
ioan	ioan
ion	jon
rusa	rus
rusa	rusisht
rusa	ruse
rusa	rus
rusa	rusisht
rusa	ruse
isbn	isbn
populatia	popullsia
populatia	popullata
populatia	popullsi
populatia	popullsia
populatia	popullata
populatia	popullsi
doi	dy
acelasi	same
acelasi	njëjtë
acelasi	njesoj
acelasi	njejt
acelasi	njësoj
membru	pjesëtar
membru	anëtar
membru	antare
membru	antar
numit	thirri
numit	thirren
descrisa	përshkruar
descrisa	përshkruhet
oficial	zyrtar
oficial	official
oficial	zyrtare
oficial	zyrtarisht
nici	as
nici	as
nici	nor
impotriva	kundra
impotriva	kundër
impotriva	kundra
impotriva	kundër
impotriva	kundra
impotriva	kundër
desi	megjithëse
desi	ndonse
desi	megjithese
desi	ndonëse
desi	edhepse
desi	ndonese
desi	ndonse
desi	ndonëse
desi	megjithëse
desi	desi
desi	megjithëse
desi	ndonse
desi	megjithese
desi	ndonëse
desi	edhepse
desi	ndonese
desi	ndonse
desi	ndonëse
desi	megjithëse
desi	megjithëse
desi	ndonse
desi	megjithese
desi	ndonëse
desi	edhepse
desi	ndonese
desi	ndonse
desi	ndonëse
desi	megjithëse
saint	shën
saint	sent
saint	saint
saint	shenjtor
impreuna	bashk
impreuna	sëbashku
impreuna	bashkë
impreuna	bashke
impreuna	sebashku
impreuna	bashk
impreuna	sëbashku
impreuna	bashkë
impreuna	bashke
impreuna	sebashku
impreuna	bashk
impreuna	sëbashku
impreuna	bashkë
impreuna	bashke
impreuna	sebashku
specia	specie
vest	perëndimi
vest	west
vest	perendimi
vest	perëndim
vest	perendim
vest	perëndimore
vest	perëndimore
vest	perëndimor
vest	perendimi
italia	italia
italia	italy
italia	itali
putin	little
putin	pak
putin	putin
inca	akoma
inca	ende
inca	akoma
inca	ende
descoperit	zbulohet
descoperit	zbuluar
descoperit	zbulohet
inainte	përpara
inainte	perpara
inainte	përpara
inainte	perpara
inainte	para
inainte	përpara
inainte	perpara
inainte	përpara
inainte	perpara
inainte	para
lemn	druri
lemn	dru
noi	re
noi	reja
noi	ri
noi	new
nicolae	nikolas
nicolae	nicholas
nicolae	nikolla
nationala	national
nationala	kombëtare
nationala	national
nationala	kombëtare
subspecii	subspecies
statele	shtetet
statele	shteteve
statele	shtete
drept	drejt
drept	drejtë
mod	modalitetin
mod	modaliteti
mod	mod
american	amerikani
american	amerikan
american	american
american	amerikane
fiecare	gjdo
fiecare	qdo
fiecare	cdo
fiecare	çdo
fiecare	secili
fiecare	secila
prezent	prezente
prezent	pranishëm
prezent	prezent
casa	shtëpia
casa	shpi
casa	shtepi
casa	shtëpi
casa	shpija
casa	shpia
casa	shtëpia
casa	shpi
casa	shtepi
casa	shtëpi
casa	shpija
casa	shpia
casa	shtëpi
casa	shtëpia
casa	shtepi
acestea	kto
acestea	keto
acestea	këto
acestea	keta
categorie	kategoria
categorie	kategori
categorie	kategorinë
categorie	kategorisë
text	teksti
text	tekst
cluj	kluzh
bine	paçi
bine	mire
bine	mirë
http	http
site	sajt
site	sajti
articole	artikujt
articole	artikuj
articole	nenet
articole	elementët
articole	objekte
articole	elementë
articole	sende
alexandru	aleksandri
alexandru	aleksandër
alexandru	aleksander
alexandru	alexander
unele	disa
milioane	milionë
milioane	million
milioane	miliona
apa	uje
apa	uj
apa	uji
apa	ujë
apa	uje
apa	uj
apa	uji
apa	ujë
tara	shtet
tara	shteti
tara	vend
tara	vendi
tara	shtet
tara	shteti
tara	vend
tara	vendi
tara	shtet
tara	shteti
tara	vend
tara	vendi
tara	tara
tara	shtet
tara	shteti
tara	vend
tara	vendi
tara	shtet
tara	shteti
tara	vend
tara	vendi
sate	fshatrat
tarziu	vone
tarziu	vonë
tarziu	vone
tarziu	vonë
istoria	historia
istoria	histori
maria	maria
cunoscut	dihet
cunoscut	njohur
cunoscut	njihet
patru	katër
republica	republika
republica	republikë
republica	republika
republica	republikë
raul	lume
raul	lumë
raul	lumi
raul	lum
raul	raul
raul	keqen
formata	formohet
formata	formuan
formata	formuar
paris	parisi
paris	paris
gheorghe	xhorxh
gheorghe	jorgo
gheorghe	xhorxhi
gheorghe	george
tip	tipi
tip	djal
tip	guy
tip	lloji
tip	tip
premiul	cmimi
premiul	çmim
putea	mund
putea	mundet
persoane	personat
persoane	popull
persoane	njerëz
persoane	njerez
persoane	personat
persoane	njerëzit
persoane	njerzit
constantin	konstantin
constantin	konstandin
etc	etj
exemplu	shembull
descriere	titull
descriere	përshkrimi
george	xhorxh
george	jorgo
george	xhorxhi
george	george
articol	artikull
articol	artikulli
articol	neni
nascut	lindur
nascut	lindë
nascut	lind
nascut	lindur
nascut	lindë
nascut	lind
numarul	numer
numarul	numri
numarul	numër
numarul	numrin
comitatul	qark
comitatul	qarku
comitatul	qarkun
harta	harta
harta	hartën
harta	hartë
harta	harte
harta	map
harta	harta
harta	hartën
harta	hartë
harta	harte
harta	map
