del	del
che	qual
che	essa
che	isso
che	que
per	por
per	para
con	com
una	um
una	uma
una	one
non	não
dell	dell
come	como
come	like
come	curta
come	como
sono	são
sono	estão
sono	sao
sono	are
dal	dal
dal	do
dal	de
dal	da
più	mais
più	more
anche	igualmente
anche	também
team	team
team	equipa
team	time
team	equipe
due	duas
due	two
due	dois
tra	entre
era	estava
era	era
era	tava
era	foi
era	eei
dalla	do
dalla	de
dalla	da
suo	seu
suo	his
suo	sua
dopo	após
dopo	after
dopo	depois
dopo	depois
prima	antes
prima	prima
prima	primeira
prima	primeiros
prima	primeiramente
prima	primeiro
parte	part
parte	parte
stato	status
stato	estatuto
stato	estado
stato	estaduais
stato	state
stato	estado
stato	estadual
altri	outro
altri	outros
altri	outras
altri	outra
altri	outros
altri	outras
bar	barra
bar	bar
cest	cest
anni	anni
anni	years
anni	anos
italiano	italiana
italiano	italianos
italiano	italiano
essere	sendo
essere	ser
questo	este
questo	esta
questo	isso
questo	isto
questo	essa
questo	esse
esterni	externas
esterni	externo
esterni	externos
esterni	externa
esterni	exteriores
esterni	exterior
collegamenti	conexões
collegamenti	ligações
collegamenti	ligações
collegamenti	links
nell	nell
serie	series
serie	série
serie	séries
serie	serie
cet	cet
questa	este
questa	esta
questa	isso
questa	isto
questa	essa
questa	esse
film	filmes
film	películas
film	filmes
film	cinema
film	película
film	filmes
film	películas
film	filme
film	filme
regia	dirigir
regia	orientando
regia	regia
città	vila
città	cidade
città	cidade
città	cidades
solo	solo
solo	só
solo	apenas
solo	somente
solo	unicamente
solo	só
solo	apenas
uno	um
uno	uma
uno	one
loro	suas
loro	eles
loro	eles
loro	elas
primo	primo
primo	primeira
primo	primeiros
primo	primeiramente
primo	primeiro
nome	nome
dall	dall
san	san
poi	então
poi	depois
secondo	segunda
secondo	second
secondo	segundo
msg	msg
voce	voice
voce	voz
progetti	projectos
progetti	projetos
sia	sia
sia	pei
dove	aonde
dove	onde
quando	quando
quando	when
anno	anno
anno	ano
durante	durante
mentre	enquanto
voci	entradas
voci	inscrições
voci	menções
voci	rumores
voci	boatos
voci	vozes
voci	voices
italia	itália
fino	ate
fino	até
tre	tre
tre	tres
tre	three
tre	três
molto	muito
molto	muito
molto	much
from	do
from	de
from	da
può	may
può	maio
può	pode
può	pode
può	podem
può	lata
può	can
hanno	tenha
hanno	ter
comune	comum
comune	frequentes
comune	common
comune	frequente
stesso	mesma
stesso	mesmo
stesso	mesmos
tutti	todos
tutti	todas
tutti	tudo
tutti	todos
tutti	todos
stagione	temporada
stagione	época
gruppo	grupo
gruppo	agrupar
stati	estados
contro	contra
dai	dai
calciatore	futebolista
roma	roma
tempo	hora
tempo	horário
tempo	tempo
tempo	time
abitanti	habitantes
chiesa	igrejas
chiesa	igreja
grande	large
grande	grande
grande	grandes
grande	big
grande	grande
grande	grandes
grande	ótima
grande	grande
grande	ótimo
grande	grande
secolo	século
secolo	century
guerra	guerra
guerra	war
guerra	guerras
sempre	always
sempre	sempre
fatto	feitos
fatto	feita
fatto	feito
fatto	made
fatto	feito
fatto	fato
fatto	facto
volta	volta
erano	estavam
erano	foram
erano	eram
storia	story
storia	história
storia	historia
storia	história
fine	end
fine	final
fine	terminar
fine	fim
seguito	seguido
seguito	seguida
seguito	seguiu
seguito	seguidos
seguito	seguiram
aveva	tive
aveva	tinha
aveva	teve
album	álbum
album	album
album	álbuns
album	álbuns
già	já
già	ja
altre	outro
altre	outros
altre	outras
altre	outra
altre	outros
altre	outras
alcuni	alguns
alcuni	algum
alcuni	algumas
ancora	novamente
ancora	ainda
senza	sem
francese	french
francese	franceses
francese	francês
seconda	segunda
seconda	second
seconda	segundo
