ngc	ngc
kao	mögen
kao	gefällt
kao	wie
kao	like
koji	who
koji	wem
koji	wen
koji	wer
također	ausserdem
također	ebenso
također	außerdem
također	ebenfalls
također	auch
također	zu
također	ebenfalls
također	too
također	auch
katalog	produktkatalog
katalog	katalog
katalog	kataloge
katalog	produktkatalog
katalog	katalog
katalog	kataloge
spisak	liste
spisak	verzeichnis
spisak	aufstellung
galaksija	galaxien
galaksija	galaxie
galaksija	galaxis
galaksija	galaxy
galaksija	milchstraße
vanjski	äußere
vanjski	äußeren
vanjski	außen
vanjski	außenseite
vanjski	aussen
vanjski	externe
vanjski	außenhandel
vanjski	externen
vanjski	außen
koja	welches
koja	welcher
koja	welche
koja	welchen
što	welche
što	was
što	welchen
the	die
the	der
the	dem
the	den
the	das
nalazi	befund
nalazi	feststellungen
nalazi	ergebnisse
nalazi	erkenntnisse
nalazi	findet
nalazi	finden
nalazi	funde
bio	bioenergie
bio	bio
bio	biografie
bio	war
bio	wurde
prečnik	durchmesser
gdje	wo
gdje	wohin
broj	nummer
broj	anzahl
broj	zahl
oko	über
oko	etwa
oko	eye
oko	augen
oko	auge
oko	um
oko	rund
oko	herum
mjesto	ort
mjesto	stelle
mjesto	platz
nakon	danach
nakon	nach
nakon	after
nakon	nachher
nakon	nachdem
nakon	wecken
nakon	wake
nakon	aufwachen
nakon	weck
pogledajte	scheck
pogledajte	überprüfen
pogledajte	check
pogledajte	prüfen
sajtu	website
sajtu	seite
sajtu	aufstellungsort
sajtu	webseite
sajtu	standort
najveći	größter
najveći	größte
najveći	grösste
najveći	größten
najveći	größtes
najveći	größte
najveći	größten
poznat	bekannter
poznat	bekannt
poznat	bekannte
poznat	bekannten
poznat	berühmter
poznat	berühmte
poznat	berühmt
poznat	berühmten
stanovnika	einwohner
stanovnika	bewohner
izvještaj	bericht
izvještaj	berichte
izvještaj	report
izvještaj	meldung
izvještaj	melden
pgc	pgc
ali	doch
ali	aber
ali	allerdings
ali	but
ali	jedoch
udaljenost	abstand
udaljenost	entfernung
udaljenost	distanz
udaljenost	entfernungen
apsolutna	absolut
apsolutna	absoluten
apsolutna	absolutes
apsolutna	absoluter
apsolutna	absolute
pomak	schicht
pomak	verschiebung
pomak	verschieben
pomak	shift
grupa	gruppe
grupa	konzern
grupa	gruppierung
grupa	gruppen
grupa	unternehmensgruppe
spiralna	spirale
pop	popmusik
pop	pop
vidljivo	erkennbar
vidljivo	sichtbaren
vidljivo	sichtbare
vidljivo	sichtbar
vidljivo	sichtbarer
minuta	minuten
minuta	protokolle
minuta	niederschrift
minuta	protokoll
minuta	minute
općine	gemeinden
općine	gemeinde
najmanji	mondo
najmanji	geringste
najmanji	kleinste
najmanji	kleinsten
naseljeno	besiedelt
naseljeno	bewohnt
naseljeno	bewohnte
naseljeno	besiedelt
naseljeno	bevölkert
naseljeno	bewohnt
naseljeno	besiedelten
mag	mag
ksg	ksg
novi	neuer
novi	neue
novi	neu
novi	neuen
novi	neues
sadrži	enthaltenen
sadrži	enthielten
sadrži	enthalten
sadrži	enthielt
sadrži	enthält
sadrži	beinhaltet
zvijezda	sternchen
zvijezda	star
zvijezda	sterne
zvijezda	stern
zvijezda	sternen
zvijezda	stern
zvijezda	sterne
zvijezda	stars
zvijezda	sternchen
može	könnte
može	könnten
može	konnte
može	kann
može	können
može	can
može	kannst
ima	ima
ima	verfügt
ima	hat
licenca	führerschein
licenca	lizenz
licenca	konzession
licenca	lizenzen
com	kom
com	com
popis	zensus
popis	volkszählung
popis	zählungen
popis	zählung
stadion	estadio
stadion	stadion
stadion	stadium
stadion	stadions
kod	kodex
kod	vorwahl
kod	code
kod	quelltext
svg	svg
pod	under
pod	unter
sastavu	zusammensetzung
sastavu	komposition
isbn	issn
isbn	isbn
zbog	due
zbog	fällig
zbog	aufgrund
samo	einzige
samo	einzig
samo	lediglich
samo	einzigen
samo	nur
samo	gerade
samo	eben
samo	nur
samo	einfach
samo	just
godina	jahren
godina	jahre
godina	jahr
godina	baujahr
godina	jahres
godina	jahre
prvo	erste
prvo	zuerst
prvo	erster
prvo	first
prvo	ersten
hiljada	eintausend
hiljada	tausend
hiljada	thousand
zavod	institute
zavod	institut
zavod	hochschulinstitut
sve	alles
sve	allem
sve	alle
sve	alles
sve	all
zemlje	länder
zemlje	ländern
zemlje	staaten
brzina	geschwindigkeit
brzina	geschwindigkeit
brzina	drehzahl
brzina	schnelligkeit
brzina	speed
naselje	abwicklung
naselje	abrechnung
naselje	ansiedlung
naselje	siedlung
naselje	gegend
naselje	nachbarschaft
naselje	viertel
naselje	stadtviertel
više	weiteres
više	mehr
više	weitere
kada	wenn
kada	wann
prvi	erste
prvi	zuerst
prvi	erster
prvi	first
prvi	ersten
deset	zehn
deset	ten
tip	guy
tip	kerl
tip	type
tip	art
tip	typ
tip	tippen
odnos	relation
odnos	ratio
odnos	verhältnis
odnos	quotient
između	zwischen
između	dazwischen
sljedeći	nächstes
sljedeći	nächster
sljedeći	next
sljedeći	nächsten
sljedeći	nächste
lokacija	lage
lokacija	ort
lokacija	standorte
lokacija	standort
lokacija	niederlassungen
lokacija	standort
lokacija	orte
lokacija	ortschaften
lokacija	standorte
svjetlost	leichter
svjetlost	leichte
svjetlost	light
svjetlost	licht
svjetlost	leicht
svjetlost	helligkeit
masa	masse
masa	menschenmenge
masa	publikum
masa	menge
masa	masa
baza	grundlage
baza	stützpunkt
baza	basis
objekti	anlagen
objekti	ausstattung
objekti	einrichtungen
objekti	objekten
objekti	objekte
objekti	gegenstände
pozicija	position
pozicija	stellung
pozicija	standpunkte
pozicija	positionen
pozicija	stellungen
karta	anfahrt
karta	karte
karta	stadtplan
karta	lageplan
karta	landkarte
karta	fahrkarte
karta	ticket
karta	eintrittskarte
karta	flugticket
karta	visitenkarte
karta	karte
karta	kreditkarte
projekt	projekt
projekt	projekte
projekt	vorhaben
online	online
dimenzije	abmessungen
dimenzije	abmessung
dimenzije	dimensionen
dimenzije	maße
dok	während
dok	weile
nasa	nasa
messier	messier
night	übernachtung
night	nächte
night	nacht
night	nachtleben
night	nachts
kako	wie
kako	inwiefern
kako	woher
atlas	atlas
sky	himmel
sky	sky
najbliži	nächst
najbliži	nächster
najbliži	nächste
najbliži	nächstgelegene
najbliži	engsten
dio	teilweise
dio	teil
jedan	einen
jedan	eins
jedan	einer
jedan	eine
jedan	ein
bilo	jedes
bilo	jeden
bilo	jede
astronomska	astronomischen
astronomska	astronomische
radijalna	radial
interaktivni	interaktiv
interaktivni	interaktiver
interaktivni	interaktives
interaktivni	interaktiven
interaktivni	interaktive
simbad	simbad
style	stil
style	style
napravio	hergestellt
napravio	machte
napravio	gemacht
napravio	made
napravio	geschafft
rezultat	punktzahl
