から	from
日本	japan
日本	nippon
この	this
まで	until
まで	till
また	also
昭和	showa
もの	things
大学	universities
大学	university
大学	college
大学	colleges
テレビ	televisions
テレビ	television
放送	broadcast
放送	broadcasting
東京	tokyo
より	than
削除	deleted
削除	deleting
削除	deletion
削除	remove
削除	delete
現在	current
現在	currently
現在	present
平成	heisei
学校	schools
学校	school
これ	this
世界	world
アメリカ	america
でも	but
について	about
作品	works
作品	discography
時代	era
映画	movie
映画	cinema
映画	film
映画	movies
監督	director
監督	supervision
鉄道	railroads
鉄道	railroad
鉄道	railways
鉄道	railway
使用	use
出演	appearances
出演	appearance
出演	cast
明治	meiji
時間	hours
時間	hour
時間	time
開始	begin
開始	start
開始	initiation
シリーズ	series
のみ	only
記事	article
記事	story
記事	stories
記事	articles
活動	activities
選手	players
選手	athletes
しかし	but
研究	studies
研究	research
会話	conversation
会話	conversations
大阪	osaka
大会	convention
チーム	teams
チーム	team
存在	existence
優勝	winning
作詞	lyrics
所属	affiliation
所属	belong
国際	international
一部	some
一部	partially
結果	result
結果	results
アルバム	album
アルバム	albums
バス	bus
バス	bass
バス	buses
ゲーム	gaming
ゲーム	game
ゲーム	games
問題	issue
問題	problem
問題	problems
問題	issues
リーグ	league
リーグ	leagues
利用	redeem
開発	development
事業	business
決定	decision
決定	decisions
音楽	music
転送	forward
転送	transfer
転送	transmit
転送	transfers
情報	info
情報	information
公式	formula
公式	official
参加	join
参加	participation
地域	regions
地域	region
変更	changes
変更	modify
変更	change
編曲	arranger
編曲	arranged
編曲	arrangement
サイト	site
サイト	sites
記録	recording
記録	record
関係	relation
関係	relations
クラブ	club
クラブ	clubs
中央	chūō
中央	central
中央	center
中央	centre
同じ	same
設立	established
設立	incorporation
設立	establishment
考え	thinking
考え	thoughts
教育	education
プロ	pro
設置	installation
発表	announcement
発表	announcements
小学校	elementary
編集	edit
編集	edits
編集	editing
編集	modify
シーズン	season
シーズン	seasons
ファイル	files
ファイル	file
フランス	france
都市	city
都市	cities
出版	publisher
出版	publishing
出版	publication
会社	firm
会社	company
会社	companies
世紀	centuries
世紀	century
ノート	note
ノート	notebooks
ノート	notes
ノート	notebook
京都	kyoto
社会	society
社会	societies
ドイツ	germany
シングル	single
センター	center
センター	centre
終了	quit
終了	finish
終了	end
終了	finished
終了	exit
中心	center
中心	centre
内容	content
内容	contents
文化	culture
イギリス	england
ドラマ	drama
ドラマ	dramas
中国	china
撮影	cinematography
撮影	photography
撮影	filming
選手権	championships
選手権	championship
野球	baseball
指定	designation
指定	specify
位置	position
以下	below
マン	mann
卒業	graduated
卒業	graduating
卒業	graduation
人物	person
文庫	bunko
公開	public
公開	publish
北海道	hokkaido
北海道	hokkaidō
最終	last
最終	final
アニメ	anime
確認	confirmation
確認	confirm
一般	general
歴史	history
選挙	election
選挙	elections
計画	planned
計画	planning
計画	plan
計画	plans
経済	economies
経済	economy
ページ	page
ページ	pages
教授	professor
ラジオ	radio
劇場	theater
劇場	theatre
グループ	group
グループ	groups
英語	english
女性	woman
女性	female
女性	women
地区	district
獲得	earn
得点	score
コメント	comment
コメント	commenting
コメント	commented
コメント	comments
漫画	comics
漫画	manga
他の	others
就任	assumption
廃止	abolished
廃止	abolition
販売	selling
販売	sales
攻撃	attacks
攻撃	attack
サッカー	soccer
リー	lee
議員	senator
デビュー	debut
協会	association
路線	routes
フジ	fuji
戦争	war
戦争	wars
製作	production
部分	part
番号	number
当初	initially
最初	first
受賞	awards
受賞	award
期間	duration
期間	period
広島	hiroshima
場所	place
場所	location
場所	places
技術	technology
海軍	navy
リンク	link
リンク	links
合併	merger
合併	mergers
道路	roads
道路	road
特定	specific
特定	specified
朝日	asahi
意味	meaning
意味	meanings
システム	system
システム	systems
モデル	models
モデル	model
対応	correspondence
列車	train
列車	trains
建設	construction
とき	when
最後	last
科学	science
理由	reasons
理由	reason
そして	and
一つ	one
大正	taishō
最高	best
ブロック	blocks
ブロック	block
車両	vehicles
車両	vehicle
自動車	car
自動車	automobile
人口	populations
人口	population
特に	particularly
特に	especially
営業	business
発生	occurrence
新聞	newspaper
新聞	newspapers
連続	continuity
連続	continuous
政府	government
構成	configuration
構成	composition
構成	structure
構成	configurations
最大	maximum
キャラクター	character
キャラクター	characters
小説	novel
小説	novels
それぞれ	each
機関	organs
機関	institution
機関	institutions
参照	reference
参照	references
参照	referencing
メンバー	member
メンバー	members
発行	issued
発行	issue
画像	images
画像	picture
画像	image
画像	pictorial
状態	state
