que	bahawa
per	untuk
les	les
els	the
amb	dgn
amb	dengan
com	like
com	ibarat
més	lebih
més	lagi
més	more
bar	bar
seu	markas
van	van
era	era
text	teks
també	juga
entre	antara
fou	ws
anys	tahun
any	tahun
població	penduduk
població	populasi
però	tapi
però	tetapi
aquest	ni
altres	lain
altres	lain
estat	keadaan
estat	negara
estat	negeri
estat	state
estat	been
després	selepas
són	adalah
fins	hinggalah
fins	hinga
fins	sehinggalah
fins	sampai
des	des
aquesta	ni
eren	were
persones	people
persones	orang
persones	rakyat
persones	orng
from	dari
from	daripada
part	bahagian
cap	tiada
sobre	sampul
gran	hebat
durant	durant
tot	semuanya
tot	segalanya
enllaços	pautan
enllaços	link
dos	dua
externs	luaran
família	family
família	keluarga
ciutat	city
ciutat	bandaraya
ciutat	bandar
ciutat	kota
quan	bila
quan	apabila
habitatges	rumah
molt	sangat
nord	utara
nord	north
barcelona	barcelona
dones	wanita
dones	perempuan
res	nothing
segons	seconds
segons	detik
segons	saat
primer	pertama
primer	first
primer	dulu
primer	dahulu
segle	abad
segle	century
nom	nama
tres	tiga
sud	selatan
lloc	place
lloc	tempat
nova	new
nova	baharu
nova	baru
nova	nova
homes	men
primera	pertama
primera	first
primera	dulu
primera	dahulu
dues	dua
guerra	war
guerra	perang
guerra	peperangan
següent	next
següent	selanjutnya
següent	seterusnya
sense	tanpa
això	ni
general	umum
general	jeneral
general	general
municipi	munisipaliti
municipi	perbandaran
catalunya	catalonia
vivien	vivien
forma	shape
forma	bentukkan
forma	bentuk
forma	borang
mateix	sama
mateix	same
fet	done
han	han
encara	still
encara	masih
encara	pegun
mort	kematian
mort	death
mort	maut
mort	ajal
dades	data
només	sahaja
només	hany
només	cuma
només	hanya
regió	rantau
regió	wilayah
regió	kawasan
temps	waktu
temps	masa
temps	time
empreses	syarikat
troba	find
grup	berkumpulan
grup	group
grup	kumpulan
contra	terhadap
admin	admin
famílies	families
famílies	keluaga
famílies	keluarga
frança	france
frança	perancis
rei	raja
rei	king
francès	perancis
mentre	semasa
nombre	nombor
tots	semua
edició	menyunting
edició	editing
edició	suntingan
edició	penyuntingan
edició	penerbitan
isbn	isbn
renda	sewa
quatre	empat
quatre	four
partit	parti
alguns	sesetengahnya
alguns	sesetengah
fill	nak
fill	putra
fill	son
nou	new
nou	baharu
nou	baru
març	mac
març	march
setembre	september
principal	utama
menys	kurang
menys	kurangkan
menys	less
color	warna
color	colour
color	warna
món	world
món	dunia
octubre	oktober
octubre	october
empresa	syarikat
abans	sebelum
edat	usia
edat	umur
web	web
web	sesawang
jpg	jpg
dins	inside
dins	didalam
església	gereja
església	church
maig	may
maig	mei
terme	terme
casa	rumah
història	cerita
història	story
història	sejarah
país	country
país	negara
segona	second
segona	kedua
joan	john
joan	joan
final	hujung
final	penghujung
govern	pemerintahan
govern	kerajaan
est	timur
vida	life
vida	hidup
vida	kehidupan
vida	hidupan
poder	tenaga
poder	power
poder	kuasa
totes	semua
situat	terletak
gener	januari
tipus	jenis
tipus	taipkan
tipus	type
tipus	taip
habitatge	perumahan
juny	june
juny	jun
diferents	berbeza
parelles	pasangan
parelles	pairs
diversos	beberapa
català	catalan
català	catalonia
fitxa	helaian
insee	insee
títol	tajuk
títol	gelaran
oest	west
oest	barat
desembre	disember
què	alahai
què	ape
san	san
nacional	national
nacional	kebangsaan
nacional	nacional
abril	april
major	pengkhususan
major	mejar
major	major
agost	ogos
vivint	living
poble	kampung
centre	pusat
centre	centre
centre	pusat
perquè	kerana
perquè	sebab
riu	sungai
riu	river
disc	cakera
mostra	sample
mostra	sampel
mostra	contoh
mostra	tunjuk
mostra	papar
novembre	november
obres	works
obres	berfungsi
millor	terbaik
millor	best
espanya	sepanyol
sistema	system
sistema	sistem
santa	santa
juliol	julai
diverses	beberapa
total	total
total	jumlah
universitat	universiti
dia	hari
mitjà	medium
data	date
data	tarikh
world	world
world	dunia
departament	jabatan
construcció	construction
construcció	pembinaan
construcció	binaan
vol	flight
vol	penerbangan
premi	prize
premi	penghargaan
premi	anugerah
exemple	contoh
febrer	februari
escola	sekolah
cinc	lima
espècie	spesis
espècie	spesies
espècie	species
principals	utama
madrid	madrid
font	sumber
zona	zon
los	los
grans	large
grans	besar
banda	band
banda	kugiran
banda	banda
central	pusat
província	wilayah
província	provinsi
oficial	pegawai
oficial	perwira
oficial	officer
superfície	permukaan
superfície	surface
maria	maria
molts	banyak
equip	pasukan
equip	team
amèrica	amerika
amèrica	america
amèrica	amerika
ara	ara
ara	sekarang
ara	skrg
ara	now
ara	kini
qui	sape
dir	dir
punt	punt
punt	takat
punt	point
cest	cest
iii	iii
algunes	sesetengahnya
algunes	sesetengah
regne	kingdom
regne	kerajaan
john	john
cas	kes
unitats	unit
causa	punca
causa	sebab
activitats	aktiviti
president	presiden
article	artikel
exèrcit	tentera
exèrcit	army
música	muzik
música	music
aigua	air
increment	meningkat
increment	tingkatkan
llavors	barulah
llavors	then
llavors	kemudiannya
llavors	kemudian
llavors	biji
llavors	benih
conegut	known
conegut	dikenali
conegut	diketahui
conegut	berkenalan
terra	bumi
gray	kelabu
saint	saint
època	epok
barra	barra
barra	bar
sèrie	series
sèrie	siri
sèrie	seri
art	seni
art	kesenian
club	club
club	kelab
càrrec	cas
càrrec	caj
càrrec	charge
càrrec	libas
etapa	pentas
etapa	panggung
etapa	tahap
rgb	rgb
república	republik
parís	paris
ordre	arahan
ordre	perintah
ordre	tempahan
ordre	pesanan
ordre	susunan
ordre	tempah
ordre	order
donar	give
donar	kasi
cosa	perkara
cosa	hal
cosa	thing
ell	him
llista	senarai
cet	cet
important	penting
segon	second
segon	kedua
europa	eropah
cal	cal
servei	perkhidmatan
servei	khidmat
servei	servis
servei	service
gridcolor	gridcolor
serveis	perkhidmatan
serveis	servis
morir	die
morir	mati
alemanya	jerman
piràmide	piramid
lightgrey	lightgrey
darkgrey	darkgrey
sfondo	sfondo
antic	tua
antic	old
plaça	persegi
plaça	square
plaça	segiempat
plaça	plaza
comtat	county
comtat	kaunti
pare	ayah
pare	bapa
pare	father
pare	ayahanda
pare	induk
pare	parent
pare	ibubapa
informació	maklumat
mar	sea
mar	laut
actual	semasa
serie	serie
castell	castle
castell	istana
castell	castell
york	york
països	negara
moment	momen
moment	moment
anglès	inggeris
tal	tal
illa	pulau
illa	island
període	tempoh
territori	wilayah
londres	london
internacional	antarabangsa
premis	anugerah
premis	hadiah
josep	josep
josep	yusuf
josep	joseph
center	pusat
museu	muzium
edats	umur
districte	daerah
pàgina	page
pàgina	mukasurat
pàgina	halaman
dies	hari
camp	bidang
camp	medan
camp	kem
camp	perkhemahan
camp	kemah
llengua	tongue
llengua	lidah
llengua	bahasa
base	base
base	pengkalan
base	asas
llarg	panjang
llarg	long
capital	modal
capital	capital
alt	tinggi
alt	alt
diagrama	diagram
diagrama	rajah
diagrama	carta
edifici	bangunan
edifici	membina
línia	line
línia	garisan
política	dasar
política	politik
metres	meter
metres	meter
finalment	finally
finalment	akhirnya
francisco	francisco
costat	sisi
costat	sampingan
costat	samping
planta	tanaman
planta	tumbuhan
gènere	genre
gènere	jantina
mateixa	sama
mateixa	same
vegades	times
majoria	majoriti
majoria	majority
natural	natural
natural	semulajadi
unió	union
unió	kesatuan
unió	penyatuan
tard	terlewat
tard	mendiang
tard	late
tard	lambat
tard	larut
aconseguir	dapatkan
veure	lihat
director	pengarah
director	pengetua
força	kekuatan
força	force
força	paksa
codi	code
codi	kode
codi	kod
distribució	agihan
distribució	pengagihan
distribució	pengedaran
origen	asal
origen	asalnya
catalana	catalana
persona	individu
persona	orang
persona	person
cos	body
cos	bodi
cos	badan
primers	pertama
primers	first
primers	dulu
primers	dahulu
espècies	spesis
espècies	spesies
espècies	species
william	william
cases	rumah
batalla	pertempuran
batalla	peperangan
sol	ahd
sol	sun
sol	matahari
sol	mentari
suport	sokongan
suport	support
suport	sokong
classificació	pengelasan
classificació	klasifikasi
itàlia	itali
fiscals	jaksa
comarca	shire
pere	peter
top	top
califòrnia	california
cop	polis
cop	cop
fitxer	fail
peix	ikan
militar	ketenteraan
militar	tentera
costa	costa
popular	popular
anomenat	bernama
temporada	musim
treball	job
treball	kerja
treball	bekerja
vila	vila
mare	ibu
mare	bonda
estudis	studies
estudis	kajian
estudis	pengajian
eleccions	pilihanraya
articles	artikel
discussió	perbincangan
discussió	diskusi
polític	pkr
conjunt	set
llibre	kitab
llibre	tempah
llibre	book
roma	rom
roma	roma
estil	style
estil	gaya
estil	subjenis
estil	bergaya
estil	stail
moviment	gerakan
moviment	pergerakan
imperi	empire
imperi	kerajaan
imperi	empayar
divisió	divisyen
divisió	pembahagian
divisió	bahagian
membre	member
membre	ahli
sempre	always
sempre	sentiasa
sempre	selalu
porta	pintu
porta	door
porta	porta
teatre	teater
teatre	teater
membres	ahli
membres	members
ells	antaranya
ells	mereka
moltes	banyak
acord	perjanjian
acord	agreement
acord	persetujuan
jocs	permainan
jocs	games
jocs	game
rebre	menerima
rebre	menerima
illes	kepulauan
illes	isles
avui	harini
http	http
alta	tinggi
alta	alta
posició	posisi
posició	kedudukan
posició	jawatan
format	format
espanyol	sepanyol
sovint	sering
sovint	kerap
comte	kiraan
jersey	jersey
canvi	perubahan
canvi	ubah
germà	saudara
germà	brother
germà	abg
comunes	lumrah
comunes	common
material	bahan
material	material
superior	superior
pas	step
pas	langkah
nivell	aras
valència	valencia
crear	mencipta
consell	majlis
consell	dewan
consell	pembayang
creu	rentas
creu	salib
creu	cross
creu	langar
ben	ben
futbol	bolasepak
volta	volta
interior	interior
interior	dalaman
josé	josé
finals	final
finals	finals
finals	pengakhiran
paper	kertas
entorn	persekitaran
únic	unik
únic	unique
institut	institute
institut	institut
àfrica	afrika
cultura	kebudayaan
cultura	budaya
baix	rendah
baix	low
mitjançant	menerusi
mitjançant	melalui
espai	ruang
espai	space
espai	angkasa
equips	pasukan
equips	teams
pau	ketenangan
pau	peace
pau	pau
qualsevol	sebarang
civil	civil
civil	sivil
torre	tower
torre	menara
comerç	niaga
comerç	perdagangan
comerç	trade
carrer	jln
carrer	street
etc	dsb
etc	dll
nens	kids
elements	barangan
elements	item
elements	unsur
mapa	peta
especialment	terutamanya
especialment	especially
procés	process
procés	proses
versió	version
versió	versi
dret	kanan
dret	kan
occidental	occidental
municipal	perbandaran
vall	valley
vall	lembah
local	tempatan
guanyar	win
guanyar	menang
ibn	ibnu
ibn	ibn
desenvolupament	perkembangan
desenvolupament	pembangunan
vertical	menegak
set	seven
set	tujuh
set	haus
set	dahaga
grups	berkumpulan
grups	kumpulan
grups	groups
campionat	championship
campionat	kejohanan
campionat	kejuaraan
diu	diu
pla	plan
original	original
déu	allah
projecte	projek
vers	ayat
situació	situasi
carrera	kerjaya
carrera	carrera
alemany	jerman
oriental	oriental
filla	puteriku
filla	daughter
societat	masyarakat
sis	six
sis	enam
bisbe	biskop
bisbe	bishop
real	real
èxit	kejayaan
èxit	sukses
èxit	berjaya
èxit	success
social	social
social	sosial
relació	perhubungan
relació	hubungan
relació	relationship
carles	charles
dona	wanita
dona	perempuan
mitjana	mean
densitat	ketumpatan
clubs	kelab
imatge	imej
producció	production
producció	pengeluaran
producció	produksi
pedra	batu
cultural	kebudayaan
cultural	budaya
home	lelaki
administració	pentadbiran
resultats	hasil
resultats	keputusan
resum	keseluruhan
resum	rumusan
resum	ringkasan
california	california
gràcies	terimakasih
gràcies	thanks
gràcies	syukur
econòmiques	ekonomi
automòbils	cars
automòbils	kereta
escut	perisai
escut	perisainya
autor	pengarang
autor	penulis
autor	author
cantó	canton
productes	produk
estructura	struktur
lliga	liga
ciutats	bandaraya
ciutats	bandar
gairebé	almost
gairebé	hampir
categoria	kategori
partits	perlawanan
partits	padan
partits	mancis
partits	padanan
estudi	study
estudi	kajian
estudi	studio
muntanya	gunung
muntanya	mountain
muntanya	pergunungan
apareix	appears
apareix	muncul
estudiant	berlajar
estudiant	belajar
estudiant	pelajar
estudiant	student
sobretot	terutamanya
sobretot	especially
longitud	length
longitud	panjang
longitud	longitud
academy	akademi
academy	academy
reparació	membaiki
reparació	baikpulih
serra	serra
propietaris	pemilik
propietaris	owners
comunitat	komuniti
lluís	lluís
lluís	louis
posar	ditunggangi
fons	fons
fons	latarbelakang
fons	bawah
fons	bawahnya
milions	juta
milions	million
milions	jutaan
milions	berjuta
revista	magazine
revista	majalah
familiars	kerabat
jove	khadam
jove	muda
jove	young
jove	mudanya
bottom	bawah
bottom	bawahnya
palau	palau
detall	detail
elaboració	preparation
elaboració	persiapan
sur	sur
sexe	jantina
sexe	seks
sexe	sex
camí	laluan
emperador	maharaja
emperador	kaiser
estadístiques	statistik
campió	juara
control	kawalan
copa	copa
principalment	terutamanya
llei	perundangan
llei	law
interès	minat
interès	interest
interès	faedah
gràfic	carta
anual	tahunan
fan	peminat
fan	fan
fan	kipas
defensa	pertahanan
defensa	pertahanan
llocs	tempat
mai	mai
mai	never
ministre	menteri
alçada	ketinggian
alçada	tinggi
alçada	height
gràfica	graf
funció	function
funció	fungsi
dècada	dekad
activitat	aktiviti
presenta	chiam
presenta	mempersembahkan
anterior	terdahulu
anterior	prev
anterior	terdahulu
anterior	sebelumnya
anterior	previous
tour	lawatan
tour	tour
ella	she
ella	nya
ella	her
mèxic	mexico
públic	khalayak
públic	penonton
públic	awam
programa	program
programa	program
can	mampukah
can	boleh
jaume	james
jaume	jaume
següents	mengikuti
següents	following
francesc	francesc
cinema	pawagam
cinema	cinema
juan	juan
petita	kecik
petita	kecil
tropes	pasukan
construir	binaan
construir	membangun
construir	membina
construir	build
construir	bina
fundació	foundation
podria	could
podria	mampukah
podria	might
esquerra	kiri
patrimoni	warisan
patrimoni	heritage
referència	rujukan
referència	reference
inici	mulakan
inici	start
inici	mula
àrea	keluasan
àrea	kawasan
àrea	area
imagesize	imagesize
medalla	pingat
medalla	medal
timeaxis	timeaxis
aproximadament	roughly
plotarea	plotarea
scalemajor	scalemajor
dateformat	dateformat
massa	jisim
alignbars	alignbars
pos	pos
veu	suara
veu	voice
pobresa	kemiskinan
brasil	brazil
scaleminor	scaleminor
formació	latihan
formació	training
backgroundcolors	backgroundcolors
organització	organisasi
organització	pertubuhan
resultat	result
anglaterra	england
anglaterra	inggeris
possible	munasabah
possible	kemungkinan
duc	duke
mesos	bulan
terres	lands
terres	tanah
terres	terres
evolucionat	berevolusi
professor	profesor
professor	professor
valencià	valencia
musical	muzikal
musical	musical
ingressos	pendapatan
joc	game
joc	permainan
joc	permain
mas	mas
robert	robert
llengües	bahasa
transport	pengangkutan
transport	pengangkutan
transport	transport
jean	jean
creació	penciptaan
grec	greek
grec	yunani
caps	heads
príncep	putera
particulars	individu
model	model
tercer	ketiga
jugador	player
jugador	pemain
llindar	ambang
sons	bunyi
pàrquing	parking
victòria	kemenangan
victòria	victory
victòria	victoria
restauració	pemulihan
restauració	restoration
antoni	antoni
principis	prinsip
rússia	rusia
rússia	russia
llogaters	penyewa
tractat	perjanjian
david	daud
david	david
escriptor	penulis
jordi	jordi
naixement	lahir
naixement	melahirkan
naixement	birth
naixement	kelahiran
naixement	beranak
viquipèdia	wikipedia
estiu	summer
nelson	nelson
press	tekan
press	akhbar
índia	india
orde	tempahan
orde	pesanan
orde	susunan
orde	tempah
orde	order
parts	bahagian
parts	parti
manuel	manuel
residències	residences
italià	itali
antonio	antonio
capita	kapita
mestre	sifu
mestre	master
xina	china
xina	cina
tanmateix	namun
tanmateix	bagaimanapun
plantes	tanaman
plantes	tumbuhan
fabricació	pengilangan
fabricació	perkilangan
las	las
permet	benarkan
permet	membenarkan
explotacions	ladang
romà	roman
romà	rom
número	nombor
ruta	hala
ruta	ruta
entrada	kemasukan
caràcter	aksara
caràcter	watak
aturades	paros
companyia	syarikat
eds	eds
reis	kings
port	pelabuhan
port	port
portar	carry
conca	conca
conca	besen
conca	cuenca
parc	park
parc	taman
festival	festival
festival	perayaan
arts	seni
arts	kesenian
ramon	ramon
gratuït	free
mitjans	media
mitjans	bermaksud
mitjans	bererti
mitjans	ertinya
drets	hak
llibres	books
llibres	buku
inclou	termasuk
inclou	merangkumi
governador	gabenor
compositor	penggubah
tercera	ketiga
capella	kapel
bona	good
bona	gud
personatges	aksara
personatges	watak
teoria	teori
comunicació	komunikasi
llum	ringan
llum	cahaya
llum	light
blanc	white
blanc	putih
aragó	aragon
massachusetts	massachusetts
meitat	separa
meitat	separuh
meitat	haif
meitat	half
kitt	kitt
lliure	free
mans	mans
aleshores	barulah
aleshores	then
aleshores	kemudiannya
aleshores	kemudian
pobles	peoples
presència	kehadiran
televisió	televisyen
últim	last
tema	topic
tema	tema
humans	insan
humans	manusia
humans	manusia
humans	human
estació	stesyen
estació	stesen
associació	persatuan
associació	association
associació	perkaitan
pintor	pelukis
menor	minor
japó	jepun
problemes	masalah
objectiu	gol
objectiu	matlamat
objectiu	goal
marc	marc
marc	bingkai
marc	frame
xviii	xviii
xviii	eighteenth
national	national
national	kebangsaan
acció	action
acció	tindakan
acció	aksi
acció	laga
ocupació	pendudukan
mascles	jantan
casos	kes
fonts	sumber
noves	new
noves	baharu
noves	baru
pont	jambatan
imatges	imej
principi	prinsip
dreta	kanan
dreta	kan
velocitat	velocity
velocitat	halaju
velocitat	speed
velocitat	kelajuan
valor	nilai
qualitat	kualiti
qualitat	quality
qualitat	berkualiti
generalitat	generalitat
generalitat	generality
professional	profesional
professional	professional
referències	rujukan
temple	temple
temple	kuil
miquel	miquel
vista	view
museum	muzium
aquí	disini
aquí	sini
energia	tenaga
arc	lengkung
arc	arc
arc	lengkok
classe	kelas
classe	class
dinastia	dinasti
wheeler	wheeler
front	front
front	depan
front	hadapan
macdonald	macdonald
prova	test
prova	try
prova	cuba
barri	kejiranan
segles	berkurun
recent	terbaharu
monestir	biara
animals	haiwan
via	via
via	melalui
via	menerusi
wiley	wiley
parlament	parlimen
educació	pendidikan
actor	pelakon
influència	pengaruh
castella	castilla
viure	live
accés	dalat
accés	capaian
conté	mengandungi
gent	people
gent	orang
gent	rakyat
gent	orng
especial	istimewa
especial	special
xarxa	rangkaian
xarxa	network
prentice	prentice
nucli	core
nucli	inti
nucli	nukleus
nucli	kernel
decidir	putuskan
mesura	measurement
mesura	sukatan
mesura	ukur
mesura	mengukur
sala	bilik
sala	room
literatura	kesusasteraan
literatura	sastera
cech	cech
clima	iklim
comença	mulakan
comença	start
comença	mula
congrés	kongres
papa	paus
papa	pope
sentit	deria
sentit	akal
von	von
personal	kakitangan
personal	staf
personal	staff
fotografia	fotograf
fotografia	fotografi
castellà	sepanyol
dirigida	diarah
khan	khan
domini	domain
corona	corona
aviat	segera
aviat	soon
fort	strong
fort	kukuh
fort	kuat
canal	canal
canal	canai
canal	terusan
canal	channel
honor	maruah
honor	kehormatan
quantitat	jumlah
quantitat	amaun
quantitat	kuantiti
quantitat	ikhtiar
nascut	lahir
nascut	dilahirkan
nascut	born
girona	girona
secció	seksyen
secció	bahagian
enric	enric
enric	henry
life	life
life	hidup
life	kehidupan
life	hidupan
acadèmia	akademi
acadèmia	academy
cançó	lagu
cançó	song
capacitat	kapasiti
mallorca	mallorca
mallorca	mallorca
normalment	kebiasaannya
normalment	biasanya
normalment	kebiasaannya
generalment	amnya
generalment	umumnya
catedral	katedral
der	der
cor	jantung
cor	hati
cor	heart
noms	nama
noms	names
sistemes	sistem
disseny	rekaan
disseny	design
pintura	melukis
pintura	lukisan
pintura	mengecat
svg	svg
coll	leher
senyor	sir
senyor	tuan
senyor	encik
senyor	tuhan
senyor	lord
hectàrees	hektar
biblioteca	library
biblioteca	pustaka
biblioteca	perpustakaan
territoris	wilayah
rus	rusia
genera	jana
genera	menjana
genera	menjana
formes	borang
campanya	kempen
mes	bulan
recerca	research
recerca	kajian
recerca	penyelidikan
successor	penerus
carretera	jalan
carretera	road
blackwell	blackwell
relacions	perhubungan
relacions	hubungan
relacions	hubungan
fusta	kayu
fusta	wood
llatí	latin
malden	malden
potser	mungkin
potser	maybe
britànic	british
negre	black
negre	hitam
publicat	diterbitkan
publicat	dikirim
publicat	disiarkan
xvi	xvi
collette	collette
importància	pentingnya
paul	paulus
paul	paul
aigües	perairan
aigües	air
independència	kemerdekaan
lleó	lion
lleó	singa
respecte	hormat
respecte	respect
palomar	palomar
propi	sendiri
industrials	industri
industrials	industrial
industrials	perindustrian
personatge	aksara
personatge	watak
aire	udaranya
aire	udara
aire	air
considerat	dianggap
considerat	dipertimbangkan
editorial	penerbit
editorial	editorial
petites	kecik
petites	kecil
fos	meleleh
fos	dicairkan
unitat	unit
american	american
american	amerika
atac	attack
atac	serangan
atac	serang
extrem	ekstrem
extrem	melampau
plana	flat
diari	akhbar
diari	jurnal
diari	diary
diari	diari
figura	figure
peces	runut
peces	trek
peces	kepingan
peces	potongan
peces	cebisan
tècnica	teknik
diferència	perbezaan
lluita	gusti
lluita	lawan
lluita	berlawan
lluita	bergaduh
lluita	fight
orquestra	orkestra
òpera	opera
àrab	arab
volum	isipadu
volum	jilid
reina	ratu
reina	queen
reina	permaisuri
argentina	argentina
argentina	argentina
peixos	ikan
àlbum	album
comercial	komersial
comercial	komersil
exposició	pameran
exposició	dedahan
arriba	tiba
bandera	bendera
proves	ujian
proves	cubaan
proves	percubaan
proves	testing
equipaments	equipment
equipaments	peralatan
equipaments	equipments
apartaments	pangsapuri
berlín	berlin
nau	kapal
nau	ship
austràlia	australia
última	last
james	james
cançons	lagu
cançons	songs
piano	piano
maría	maría
maría	mary
maría	maryam
posterior	rear
posterior	belakang
temes	tema
temes	topik
