ngc	ngc
kao	like
kao	ibarat
koji	sape
također	juga
također	too
također	jugak
katalog	katalog
katalog	katalog
spisak	senarai
galaksija	galaxy
galaksija	galaksi
vanjski	luaran
što	alahai
što	ape
the	the
nalazi	temuan
bio	bio
bio	biodata
bio	ws
bio	been
prečnik	diameter
gdje	mana
broj	nombor
oko	tentang
oko	perihal
oko	eye
oko	mata
oko	sekeliling
oko	keliling
oko	disekeliling
oko	sekitar
mjesto	place
mjesto	tempat
nakon	selepas
nakon	wake
pogledajte	check
pogledajte	semak
pogledajte	chek
sajtu	tapak
najveći	terbesar
najveći	terbesar
najveći	greatest
poznat	known
poznat	dikenali
poznat	diketahui
poznat	famous
izvještaj	report
izvještaj	lapor
izvještaj	laporkan
izvještaj	laporan
pgc	pgc
ali	tapi
ali	tetapi
udaljenost	jarak
apsolutna	mutlak
pomak	shif
pomak	anjakan
grupa	berkumpulan
grupa	group
grupa	kumpulan
spiralna	pilin
pop	pop
vidljivo	kelihatan
vidljivo	tampak
vidljivo	kebolehlihatan
minuta	minit
minuta	minit
najmanji	mondo
najmanji	terkecil
naseljeno	didiami
naseljeno	dihuni
mag	mag
novi	new
novi	baharu
novi	baru
sadrži	terkandung
sadrži	mengandungi
zvijezda	star
zvijezda	bintang
zvijezda	bintang
može	could
može	mampukah
može	mampukah
može	boleh
ima	ima
ima	telah
ima	mempunyai
ima	has
licenca	lesen
com	com
stadion	estadio
stadion	macron
stadion	stadium
kod	code
kod	kode
kod	kod
svg	svg
pod	bawah
pod	dibawah
pod	under
sastavu	komposisi
sastavu	gubahan
sastavu	penggubahan
isbn	isbn
samo	sahaja
samo	hany
samo	cuma
samo	hanya
godina	tahun
godina	tahun
prvo	pertama
prvo	first
prvo	dulu
prvo	dahulu
hiljada	ribu
zavod	institute
zavod	institut
sve	semuanya
sve	segalanya
sve	semua
zemlje	negara
brzina	velocity
brzina	halaju
brzina	speed
brzina	kelajuan
naselje	penyelesaian
naselje	kejiranan
više	lebih
više	lagi
više	more
kada	bila
kada	apabila
prvi	pertama
prvi	first
prvi	dulu
prvi	dahulu
tip	miang
tip	guy
tip	jenis
tip	taipkan
tip	type
tip	taip
odnos	nisbah
između	antara
sljedeći	next
sljedeći	selanjutnya
sljedeći	seterusnya
lokacija	lokasi
lokacija	location
lokacija	lokasi
svjetlost	ringan
svjetlost	cahaya
svjetlost	light
svjetlost	kecerahan
svjetlost	dhuha
masa	jisim
masa	keramaian
baza	base
baza	pengkalan
objekti	kemudahan
objekti	fasiliti
objekti	objek
pozicija	posisi
pozicija	kedudukan
pozicija	jawatan
pozicija	jawatan
karta	peta
karta	tiket
karta	card
karta	kad
projekt	projek
online	online
dimenzije	dimensi
dok	semasa
nasa	nasa
messier	messier
night	malam
kako	caranya
atlas	atlas
sky	sky
sky	langit
najbliži	terdekat
najbliži	terhampir
najbliži	terdekat
najbliži	terhampir
dio	bahagian
jedan	satu
jedan	one
bilo	sebarang
astronomska	astronomi
radijalna	jejari
interaktivni	interaktif
simbad	simbad
style	style
style	gaya
style	subjenis
style	bergaya
style	stail
napravio	diperbuat
napravio	made
napravio	bancuh
rezultat	skor
rezultat	result
otkriće	menerokai
otkriće	terokai
otkriće	teroka
otkriće	penerokaan
otkriće	penemuan
otkriće	discovery
grad	bandar
grad	city
grad	bandaraya
grad	bandar
grad	kota
vrijeme	waktu
vrijeme	masa
vrijeme	time
još	pelamin
stranica	page
stranica	mukasurat
stranica	halaman
stranica	pages
stranica	mukasurat
stranica	halaman
dva	dua
sastav	komposisi
sastav	gubahan
sastav	penggubahan
log	pilihan
log	log
hrvatska	croatia
ukupno	total
ukupno	jumlah
ugc	ugc
msg	msg
baz	baz
baz	buzz
županija	county
županija	kaunti
knjiga	kitab
knjiga	tempah
knjiga	book
knjiga	books
knjiga	buku
tri	tiga
bosna	bosna
bosna	bosnia
bili	billie
bili	were
prije	sebelum
toga	bahawa
jer	kerana
jer	sebab
protiv	terhadap
ime	nama
nekoliko	few
nekoliko	couple
nekoliko	beberapa
kasnije	later
kasnije	kemudiannya
kasnije	nanti
stare	tua
stare	old
jpg	jpg
republika	republik
hercegovina	herzegovina
hercegovina	hercegovina
autor	pengarang
autor	penulis
autor	author
strane	sisinya
http	http
drugi	second
drugi	kedua
drugi	lain
drugi	lain
tim	tim
tim	pasukan
tim	team
danas	harini
iako	sungguhpun
iako	walaupun
iako	walau
iako	though
iako	meskipun
iako	walaupun
iako	walau
bih	bih
bez	tanpa
koristi	guna
koristi	diguna
koristi	digunakan
imaju	mempunyai
preko	over
preko	via
preko	melalui
preko	menerusi
jakov	jacob
sad	sekarang
sad	skrg
sad	now
sad	kini
izdavač	penerbit
vjerski	agama
vjerski	keagamaan
sarajevo	sarajevo
naseljima	kejiranan
veliki	large
veliki	besar
veliki	besar
nisu	tidak
nisu	bukan
nisu	tak
put	laluan
put	hala
put	jalan
put	road
eso	eso
već	sudah
već	sudahpun
dana	hari
dana	dana
zvanična	rasmi
zvanična	official
kroz	menerusi
kroz	melalui
gelo	gelo
međutim	namun
međutim	bagaimanapun
datoteka	fail
datoteka	fail
caption	caption
text	teks
općina	munisipaliti
općina	perbandaran
često	kerap
često	sering
često	kerap
ove	ni
nego	daripada
pri	pri
sam	sam
hiljade	ribu
hiljade	ribuan
hiljade	beribu
film	movie
film	cereka
film	filem
film	filem
cest	cest
ljudi	insan
ljudi	manusia
jedna	satu
jedna	one
odnosno	masing
država	keadaan
država	negara
država	negeri
država	state
tada	barulah
tada	then
tada	kemudiannya
tada	kemudian
grupe	berkumpulan
grupe	kumpulan
