ngc	ngc
kao	подобається
kao	зразок
kao	like
koji	хто
koji	who
također	також
također	теж
također	надто
također	занадто
katalog	каталог
katalog	каталог
spisak	перелік
spisak	list
spisak	список
galaksija	галактика
vanjski	зовнішнє
vanjski	зовнішнє
vanjski	зовнішні
vanjski	зовнішній
vanjski	зовнішня
koja	какой
koja	який
koja	які
koja	яке
koja	яка
što	що
što	яка
što	чим
the	на
nalazi	знаходить
nalazi	виявить
nalazi	знайде
bio	був
bio	була
bio	було
bio	був
bio	було
bio	були
prečnik	діаметр
gdje	звідки
gdje	де
gdje	where
gdje	куди
broj	число
broj	кількість
broj	номер
broj	номера
oko	приблизно
oko	інфо
oko	про
oko	щодо
oko	eye
oko	око
oko	around
oko	довкола
oko	навколо
mjesto	місце
nakon	після
pogledajte	перевірити
pogledajte	перевірте
sajtu	сайт
najveći	найбільші
najveći	найбільша
najveći	найбільшу
najveći	найбільший
najveći	greatest
poznat	відома
poznat	відоме
poznat	відомі
poznat	відома
poznat	знамениті
poznat	відомий
poznat	знаменитий
stanovnika	мешканці
izvještaj	повідомити
izvještaj	скарга
izvještaj	звіт
pgc	pgc
ali	але
udaljenost	дистанція
udaljenost	відстань
udaljenost	дистанції
apsolutna	абсолютна
apsolutna	абсолютний
apsolutna	абсолютне
pomak	shift
pomak	зсув
grupa	група
grupa	групова
grupa	груповий
grupa	групу
grupa	спільнота
spiralna	спіраль
pop	поп
pop	pop
vidljivo	видима
vidljivo	видимий
vidljivo	видно
vidljivo	видимі
minuta	хвилин
minuta	хвилини
minuta	хвилини
minuta	хвилина
općine	підпорядкування
najmanji	найменша
najmanji	найменший
najmanji	найменше
naseljeno	населеного
naseljeno	населених
naseljeno	населеному
mag	mag
novi	нові
novi	нове
novi	нова
novi	новий
novi	створити
sadrži	містяться
sadrži	міститься
sadrži	містить
sadrži	містяться
zvijezda	зоря
zvijezda	зірочки
zvijezda	зоряні
zvijezda	зірка
zvijezda	зірки
može	зміг
može	могла
može	змогли
može	вдалось
može	міг
može	можна
ima	ima
ima	має
licenca	ліцензію
licenca	ліцензія
licenca	ліцензії
com	com
popis	перепис
stadion	естадіо
stadion	стадіон
stadion	стедіум
kod	код
svg	svg
pod	під
pod	under
sastavu	будова
sastavu	композиція
isbn	isbn
zbog	через
samo	лише
samo	тільки
samo	просто
samo	щойно
godina	роки
godina	рік
prvo	перше
prvo	перша
prvo	перший
hiljada	тисяча
zavod	інститут
sve	everything
sve	все
sve	усе
sve	усі
sve	всі
sve	все
sve	всіх
zemlje	країн
zemlje	країни
brzina	швидкість
brzina	швидкість
naselje	поселення
naselje	сусідство
naselje	оточення
više	більше
kada	коли
prvi	перше
prvi	перша
prvi	перший
deset	десять
deset	десятка
deset	десяти
deset	тен
tip	гай
tip	гі
tip	хлопець
tip	типу
tip	тип
odnos	пропорції
odnos	коефіцієнт
odnos	співвідношення
između	поміж
između	між
sljedeći	наступний
sljedeći	наступна
sljedeći	next
sljedeći	наступне
sljedeći	далі
lokacija	розміщення
lokacija	місцезнаходження
lokacija	локація
lokacija	місце
lokacija	розташування
lokacija	розташування
lokacija	адреси
lokacija	місця
lokacija	адрес
svjetlost	світлі
svjetlost	світле
svjetlost	light
svjetlost	світло
svjetlost	світлий
svjetlost	яскравість
masa	маса
masa	mass
masa	натовп
masa	натовпі
baza	основа
baza	базова
baza	база
baza	основою
baza	базовий
objekti	споруди
objekti	предмети
pozicija	розташування
pozicija	позиція
pozicija	положення
pozicija	позиції
pozicija	позиції
pozicija	позицій
karta	карта
karta	мапа
karta	квиток
karta	квитків
karta	картка
karta	картку
projekt	project
projekt	проект
online	онлайн
online	online
dimenzije	розміри
dimenzije	виміри
dok	поки
nasa	наса
nasa	nasa
messier	мессьє
messier	месьє
night	ночі
night	ніч
kako	як
atlas	atlas
atlas	атлас
atlas	атлант
sky	небом
sky	небо
najbliži	найближчий
najbliži	найближча
najbliži	найближчу
najbliži	найближчий
najbliži	найближчі
dio	частина
jedan	одна
jedan	one
jedan	одне
jedan	один
bilo	якісь
astronomska	астрономічна
interaktivni	інтерактивна
interaktivni	інтерактивний
interaktivni	інтерактивне
simbad	simbad
style	стиль
napravio	зробила
napravio	made
rezultat	рахунок
rezultat	результат
rezultat	оцінка
rezultat	результат
otkriće	відкриття
otkriće	знахідка
grad	містечко
grad	місто
grad	місто
tokom	підчас
vrijeme	тайм
vrijeme	час
još	інший
još	інша
stranica	сторінку
stranica	сторінка
stranica	сторінки
stranica	пейдж
stranica	сторінки
stranica	сторінок
dva	два
dva	дві
dva	двоє
dva	двох
dva	двійка
sastav	будова
sastav	композиція
log	додатковий
log	журнал
log	лог
log	log
hrvatska	хорватія
hrvatska	хорватії
ukupno	усього
ukupno	всього
ukupno	загалом
ukupno	загальна
ukupno	загальний
ugc	ugc
msg	msg
baz	баз
baz	базе
baz	баз
županija	графство
županija	повіт
županija	жупанія
knjiga	книжка
knjiga	книжечки
knjiga	книга
knjiga	книги
knjiga	книжки
knjiga	книг
knjiga	книги
tri	три
tri	втрьох
tri	трійка
bosna	босна
bosna	боснія
bosna	боснії
bili	біллі
bili	були
prije	перед
prije	before
toga	той
jer	адже
jer	бо
protiv	проти
ime	назва
nekoliko	кілька
nekoliko	небагато
nekoliko	пара
nekoliko	парочка
nekoliko	декілька
kasnije	згодом
kasnije	пізніше
kasnije	потому
stare	старі
stare	старе
stare	старим
stare	стара
stare	старий
jpg	jpg
republika	республіка
hercegovina	герцеговини
hercegovina	герцеговина
autor	автор
autor	автора
autor	автором
strane	боки
strane	сторони
strane	сторін
http	http
drugi	другий
drugi	друге
drugi	друга
drugi	секунда
drugi	інший
drugi	інша
drugi	інші
drugi	інше
drugi	інших
drugi	інших
drugi	інші
drugi	іншими
imao	мали
imao	мав
prečkasta	strix
tim	тімоті
tim	тім
tim	команда
danas	сьогодні
iako	хоча
iako	хоча
iako	щоправда
bih	bih
teritorijalne	територіальних
bez	без
koristi	використати
koristi	використовувати
koristi	користування
koristi	використання
koristi	використовується
koristi	використана
koristi	використані
koristi	використано
imaju	маю
imaju	маєш
imaju	have
preko	закінчилося
preko	над
preko	закінчено
preko	закінчилась
preko	via
preko	віа
preko	через
jakov	якоб
jakov	джейкоб
jakov	яків
sad	тепер
sad	зараз
izdavač	видавець
vjerski	релігійна
vjerski	релігійні
sarajevo	сараєво
naseljima	районах
veliki	великі
veliki	великих
veliki	великі
veliki	велике
veliki	велика
veliki	великий
veliki	біг
nisu	не
nisu	not
put	контур
put	шлях
put	маршрут
put	дорожні
put	дорога
eso	eso
već	уже
već	вже
dana	днів
dana	дні
dana	дана
zvanična	офіційні
zvanična	офіційна
