dhe	그리고
një	하나
nga	출신
edhe	심지어
edhe	조차도
tij	그의
nuk	아님
shumë	아주
shumë	매우
por	그런데
por	그러나
por	근데
por	하지만
pas	팔로우
këtë	이거
parë	읽음
tyre	그들의
tyre	그들
disa	일부
lidhje	링크
lidhje	연애
lidhje	관계
lidhje	커넥션
lidhje	연결
lidhje	링크
kjo	이거
kur	언제쯤
kur	언제
jashtme	외부
jashtme	외부
saj	그녀
saj	그녀의
ajo	그녀
ajo	그녀는
vetëm	홀로
vetëm	혼자
vetëm	단발
vetëm	오직
vetëm	단지
vetëm	그냥
ata	그들
ata	그들이
ata	그들은
tjera	기타
tjera	다른
pjesë	부품
pjesë	부분
pjesë	부분
pjesë	부품
pjesë	파트
atë	그를
shqiptare	알바니아
shqiptare	알바니아인
shqiptare	알바니아어
rreth	소개
rreth	대략
rreth	주위
rreth	주변
para	머니
para	돈이
para	캐시
para	현금
para	cash
para	이전
para	전에
per	소개
per	대략
banorë	레지던트
banorë	주민들
cila	어느
nje	하나
kundër	카운터
lista	리스트
lista	목록
lista	명단
lista	리스트
lista	목록
kantoni	캔턴
gjithashtu	또한
ndërsa	동안
cilat	어느
ndryshme	달라
ndryshme	다름
ndryshme	다르다
etj	etc
etj	등등
sipërfaqe	표면
sipërfaqe	표면
sipërfaqe	지표면
ato	그들
ato	그들이
ato	그들은
përgjithshëm	장군
përgjithshëm	일반
përgjithshëm	일반인
tjetër	기타
tjetër	다른
tjetër	다음
tjetër	넥스트
njohur	익숙한
njohur	알려진
shqiptar	알바니아
shqiptar	알바니아인
shqiptar	알바니아어
style	스타일
dytë	둘째
dytë	두번째
mirë	좋다
fundit	마지막
fundit	라스트
fundit	최근
fundit	최신
shiko	표정
nën	아래쪽
nën	아래
nën	아래에
nën	서브
jpg	jpeg
jpg	jpg
herë	접어
herë	fold
herë	타임스
herë	타임즈
viti	year
viti	연도
sot	오늘도
sot	오늘
çdo	꼴찌
lartë	높음
lartë	하이
popullsi	인구순
popullsi	인구
kosovës	코소보
jetë	생명
jetë	생활
jetë	라이프
jetë	인생
president	회장
president	대통령
bërë	완료
mes	중간
mes	가운데
mes	중순
mes	미드
mes	mid
vonë	늦은
vonë	지각
vonë	늦게
vend	나라
vend	국가
vend	시골
vend	컨트리
vend	장소
vend	공연장
vend	장소
shqipëri	알바니아
pak	리틀
pak	약간
francë	프랑스
fshat	시골
fshat	빌리지
fshat	마을
zyrtare	공식
zyrtare	official
kryetari	스피커
kryetari	회장님
kryetari	회장
pasur	부자
sepse	왜냐면
sepse	왜냐하면
sepse	원인
vitet	수년
tre	세쌍둥이
fund	치마
fund	스커트
fund	엔딩
fund	종료
fund	끝내기
tjerë	기타
harta	지도
harta	지도
kosovë	코소보
vjet	수년
pastaj	그렇다면
pastaj	그러면
pastaj	그때
shtetit	상태
shtetit	국가
kombëtare	국립
kombëtare	내셔널
kombëtare	국민
emrin	이름
mori	받았습니다
mori	받은
mori	받음
filloi	시작되었습니다
filloi	시작했습니다
filloi	시작됨
mars	행진
mars	행진곡
mars	마스
mars	화성
file	파일
presidenti	회장
presidenti	대통령
lindur	born
lindur	출생
lindur	탄생
lindi	출생
lindi	탄생
lindi	출산
kryesore	메인
aktualisht	현재
qyteti	시내
qyteti	도시
qyteti	타운
qyteti	마을
qyteti	도시
qyteti	시티
politike	정치
politike	정치적
janar	일월
shtator	구월
vet	그의
brenda	brenda
brenda	브렌다
brenda	인사이드
brenda	내부
kryesisht	주로
kryesisht	주로
kryesisht	대부분
shqiptarë	알바니아인
prill	에이프릴
prill	사월
ditë	하루
ditë	데이
ditë	데이즈
shkurt	짧게
shkurt	쇼트
shkurt	짧은
vjetër	늙은
vjetër	오래된
kodi	코드
kodi	부호
monark	군주
monark	모나크
dhjetor	십진수
dhjetor	십진법
dhjetor	소수점
aktuale	현재
aktuale	전류
gjuhën	언어
tani	이제
tani	지금
frëngjisht	프랑스
frëngjisht	프랑스어
frëngjisht	프렌치
frëngjisht	프랑스인
informacion	정보
shume	아주
shume	매우
shume	많이
shume	훨씬
gusht	아우구스트
shba	usa
shba	미국
pranë	근처
top	인기
top	top
rëndësishme	중요
rëndësishme	중요하다
jashtë	밖에서
jashtë	외부
jashtë	바깥
jashtë	아웃
përbërja	합성
përbërja	작곡
shën	세인트
qytet	시내
qytet	도시
qytet	타운
qytet	마을
qytet	도시
qytet	시티
këtu	여기
këtu	여기에
dhënë	주어진
përdorur	사용함
përdorur	사용됨
përdorur	사용
faqja	페이지
aty	거기
aty	거기에
nëpër	통해
krijuar	생성
krijuar	만들었습니다
del	del
zona	지대
zona	zone
zona	영역
zona	구역
zona	영역
zona	지역
zona	면적
vit	year
vit	연도
shpesh	자주
shpesh	자주
përfshirë	포함
përfshirë	포함됨
megjithatë	그러나
data	날짜
data	데이트
kryesor	메인
emri	이름
jane	제인
zakonisht	보통
zakonisht	평상시
zakonisht	평소
federal	연방
qendër	중앙
qendër	중심
qendër	센터
qendër	중앙
qendër	센터
ana	ana
ana	아나
ana	안나
republika	공화국
fjalë	워드
fjalë	word
fjalë	단어
fjalë	words
fjalë	단어
amerikan	아메리칸
amerikan	미국인
osmane	오스만
pjesa	부분
pjesa	부품
pjesa	파트
ali	앨리
ali	알리
ali	ali
shkruar	서면
mesme	중간
mesme	가운데
mesme	미디엄
mesme	미디어
mesme	중간
shqip	알바니아
shqip	알바니아인
shqip	알바니아어
numër	숫자
numër	번호
atëherë	그렇다면
atëherë	그러면
atëherë	그때
mjaft	충분해
mjaft	충분한
mjaft	충분히
bazë	기지
bazë	베이스
bazë	기본
bazë	기초
bazë	베이직
kohe	시간
kohe	타임
kohe	time
ndërtuar	빌드
nëpërmjet	비아
nëpërmjet	via
nëpërmjet	통해
solid	단색
solid	고체
solid	입체
solid	솔리드
fshati	빌리지
fshati	마을
vite	수년
jug	남부
jug	사우스
jug	남쪽
atyre	그들
lidhur	연결됨
lidhur	연결됨
lidhur	묶여
ushtarake	군사
veri	북부
veri	북쪽
veri	노스
papa	교황
popullore	인기가요
popullore	인기
popullore	인기가
numri	숫자
numri	번호
atij	그를
përveç	빼고
vepra	오푸스
vepra	웍스
vepra	작동
vepra	작품
asaj	그녀
asaj	그녀의
vërtetë	진짜
vërtetë	리얼
vërtetë	레알
vërtetë	정말로
vërtetë	정말
përmes	비아
përmes	via
përmes	통해
përdoret	사용함
përdoret	사용됨
përdoret	사용
arriti	도착했다
botë	월드
botë	세상
botë	세계
spanjë	스페인인
spanjë	스페인
ndërkombëtare	국제
ndërkombëtare	인터내셔널
shqipëria	알바니아
sidomos	특히
tretë	세번째
tretë	셋째
veriore	북부
merr	take
merr	get
merr	받기
formë	형태
formë	모양
formë	형식
formë	형태
formë	양식
kisha	교회
kisha	교회
veçantë	특수
veçantë	특별한
veçantë	스페셜
veçantë	특별
shteti	나라
shteti	국가
shteti	시골
shteti	컨트리
shteti	상태
shteti	국가
vende	음식점
vende	장소
vende	좌석
vende	자리
ndeshje	일치하기
ndeshje	일치합니다
ndeshje	매치
ndeshje	일치
njerëzit	국민
njerëzit	사람
njerëzit	명인
njerëzit	사람들
ende	아직도
ende	여전히
maqedonisë	마케도니아
maqedonisë	마케도니아인
shënoi	득점
shënoi	표시됨
vendi	나라
vendi	국가
vendi	시골
vendi	컨트리
vendi	장소
http	http
faqe	페이지
faqe	페이지
jeta	생명
jeta	생활
jeta	라이프
jeta	인생
popullsia	인구순
popullsia	인구
shqiptarët	알바니아인
kryetar	스피커
kryetar	시장
kryetar	회장님
kryetar	회장
shtëpi	하우스
shtëpi	주택
shtëpi	집에
shtëpi	고향
shtëpi	집으로
shtëpi	가정
gjuhë	언어
gjuhë	언어
historike	사적
historike	역사
fetare	종교
perëndimore	서쪽
perëndimore	서부
perëndimore	웨스트
perëndimore	웨스턴
perëndimore	서부
perëndimore	서양
tri	트라이
shembull	예제
shembull	예시
ekonomike	경제
saint	세인트
asnjë	없음
plotë	가득
rajoni	지방
rajoni	지역
shqiptarëve	알바니아인
shkolla	학교
shkolla	학교
shkolla	학교는
shkolla	스쿨
shkolla	학원
afër	근처
afër	닫기
afër	닫습니다
afër	닫아
then	실패
drejt	똑바로
drejt	스트레이트
drejt	향해
lindje	동부
lindje	이스트
lindje	동쪽
historia	이야기
historia	스토리
historia	소식
historia	역사
historia	내역
historia	히스토리
historia	기록
film	영화
film	필름
film	영화
figura	그림
figura	이미지
figura	수치
figura	피규어
figura	그림
zoti	하느님
zoti	하나님
zoti	주님
kosova	코소보
gjuha	언어
studimet	공부
familje	가족
familje	가족과
familje	패밀리
tha	말했다
fillon	시작
fillon	시작
anë	측면
anë	사이드
gjerë	넓은
gjerë	와이드
gjerë	넓이
greke	그리스어
greke	그리스
qëllim	목적
city	도시
city	시티
tempulli	템플
tempulli	신전
tempulli	사원
lufta	전쟁
rast	대소문자
rast	케이스
rast	사례
vjen	출시
vjen	coming
grupi	밴드
grupi	그룹
grupi	집단
pare	읽음
itali	이탈리아
arritur	달성
arritur	도달
shumica	다수
svg	svg
shkencore	과학
autor	작가
autor	저자
autor	제작자
autor	작성자
përpara	ahead
përpara	전진
përpara	전달
përpara	앞으로
përpara	이전
përpara	전에
punës	노동
tregon	나타냅니다
tonë	우리의
njerëz	국민
njerëz	사람
njerëz	명인
njerëz	사람들
jugore	남부
jugore	남방
botuar	게시
botuar	출판
botuar	출판됨
pesë	다섯
pesë	파이브
anëtar	멤버
anëtar	회원
prandaj	그러므로
lloji	친절한
lloji	종류
lloji	친절
lloji	형식
lloji	타입
lloji	종류
lloji	유형
emër	이름
ibn	이븐
grup	그룹
grup	집단
mali	산악
mali	마운트
zhvillimin	개발
zhvillimin	발달
vendet	좌석
vendet	자리
vendet	음식점
vendet	장소
poshtë	다운
poshtë	아래로
poshtë	아래쪽
poshtë	아래
poshtë	아래에
poshtë	아래쪽
poshtë	밑바닥
poshtë	아래
poshtë	하단
poshtë	바닥
fjala	워드
fjala	word
fjala	단어
qendrore	중부
qendrore	센트럴
jep	보조금
jep	give
wikipedia	위키백과의
wikipedia	위키백과
bashkë	함께
bashkë	같이
hershme	초기
hershme	일찍
jugut	남부
jugut	사우스
jugut	남쪽
lindore	동부
lindore	동방
përfshinë	포함
përfshinë	포함됨
italia	이탈리아
qarqet	서클
qarqet	회로
punë	직업
punë	욥기
punë	퇴근
punë	직장
punë	작업
hapur	오픈
hapur	열기
hapur	해제한
njihet	알려진
qendra	중앙
qendra	중심
qendra	센터
qendra	중앙
qendra	센터
romake	로만
romake	로마
caktuar	할당된
administrative	행정
pati	패티
pati	패티
burimi	소스
burimi	원본
burimi	출처
burimi	자원
burimi	리소스
sistemi	체계
sistemi	시스템
politik	정치
politik	정치적
fushë	필드
fushë	현장
shtëpia	집에
shtëpia	고향
shtëpia	집으로
shtëpia	가정
shtëpia	하우스
kete	이거
ora	시간
ora	타임
ora	time
ora	시계
ora	클럭
gola	목표
serbe	세르비아인
serbe	세르비아
serbe	세르비아인
serbe	세르비아어
detit	바다
burim	소스
burim	원본
burim	출처
njeri	인간
njeri	인체
njeri	인간인
njeri	남자
njeri	남성
njeri	사람
not	수영
faqet	페이지
ate	그를
lirë	free
lirë	무료
lirë	자유
bardhë	하얀
bardhë	화이트
bardhë	흰색
bardhë	하얀색
bardhë	하얗게
komuniste	공산주의자
gjermane	독일
gjermane	독일인
gjermane	독일어
ujë	물이
ujë	워터
zhvilluar	선진
rrethi	서클
rrethi	circle
koha	시간
koha	타임
koha	time
letrare	문학
tokë	earth
tokë	대지
tokë	지구
tokë	육지
tokë	랜드
histori	이야기
histori	스토리
histori	소식
histori	역사
histori	내역
histori	히스토리
histori	기록
kreu	헤드
kreu	머리
njeriu	남자
njeriu	남성
njeriu	사람
gjendje	상황
gjendje	상황이
gjendje	조건
amerikane	아메리칸
amerikane	미국인
krye	인기
krye	top
vendos	집합
vendos	세트
vendos	설정
vendos	결정하기
vendos	결정
com	com
madje	심지어
madje	조차도
përfshin	포함
përfshin	포함됨
george	조지
george	죠지
elektrike	전기
elektrike	전기
luftë	전쟁
arsye	이유
arsye	이유
punuar	일하기
perëndim	서쪽
perëndim	서부
perëndim	웨스트
fëmijë	키즈
fëmijë	애들
fëmijë	아이들
fëmijë	어린이
fëmijë	아이유
fëmijë	아동
fëmijë	어린이들
fëmijë	자녀
fëmijë	어린이
fëmijë	아이들
malit	산악
qarku	서킷
qarku	회로
autori	작가
autori	저자
autori	제작자
autori	작성자
mira	미라
verore	여름
ushtarak	군사
përsëri	다시
përsëri	또다시
vendbanim	거주지
vendbanim	주택
vendbanim	레지던스
vendbanim	주택지
familja	가족
familja	가족과
familja	패밀리
larg	멀다
princi	프린스
princi	왕자
kaluar	과거
pikë	점수
pikë	지점
pikë	포인트
pikë	지점
pikë	포인트
qeveria	정부
nobel	노벨
shkencave	과학
rolin	역할
mal	산악
vetem	홀로
vetem	혼자
vetem	단발
vetem	오직
vetem	단지
vetem	그냥
drejtë	똑바로
drejtë	스트레이트
drejtë	오른쪽
aktor	배우
italian	이탈리아
italian	이탈리아인
italian	이탈리아어
gjashtë	여섯
universiteti	대학교
universiteti	대학
gjetur	찾았다
gjetur	찾았습니다
gjetur	발견됨
radio	라디오방송
radio	라디오
yes	예스
mbretëresha	여왕
italiane	이탈리아
italiane	이탈리아인
italiane	이탈리아어
bazuar	기반
bazuar	기반으로
përshkrimi	설명
përshkrimi	묘사
rrugë	거리가
rrugë	스트리트
rrugë	거리
rrugë	길거리
rrugë	도로
rrugë	로드
gjerman	독일
gjerman	독일인
gjerman	독일어
lashtë	고대
perandoria	엠파이어
perandoria	제국
poezi	문학
drejtim	방향
luan	라이온
luan	사자
luan	연극
luan	연주
luan	재생
artistike	예술적
mundur	가능한
mundur	가능
mundur	패배
atje	거기
atje	거기에
brendshme	인테리어
brendshme	내부
dita	하루
dita	데이
shpejt	빠르다
shpejt	빨라
shpejt	빠름
shpejt	빠르게
shpejt	빠른
natyrore	자연
natyrore	천연
veriut	북부
veriut	북쪽
veriut	노스
veriut	북부
ndryshe	달라
ndryshe	다름
ndryshe	다르다
ara	농작물이
ara	농작물
ara	곡물
ara	ara
ara	아라
perandori	엠파이어
perandori	제국
perandori	황제
perandori	천황
kush	who
fusha	필드
fusha	필드
fusha	현장
fusha	영역
anglisht	영어
anglisht	잉글리시
forma	모양
forma	양식
forma	형태
forma	모양
forma	형식
forma	형태
forma	양식
fillimisht	원래
muaj	개월
publike	공공
