ngc	ngc
kao	като
kao	like
koji	кой
također	също
katalog	каталог
katalog	каталог
katalog	каталога
spisak	списък
galaksija	галактика
galaksija	галактиката
vanjski	външна
vanjski	външен
vanjski	външна
vanjski	външно
vanjski	външни
vanjski	външен
koja	което
koja	която
što	какво
the	на
nalazi	находки
nalazi	открития
nalazi	констатации
nalazi	намира
bio	биология
bio	биография
bio	био
bio	бе
prečnik	диаметър
gdje	къде
broj	брой
broj	число
broj	номер
oko	относно
oko	окото
oko	око
oko	около
oko	наоколо
mjesto	място
nakon	след
pogledajte	провери
pogledajte	проверка
sajtu	сайт
poznat	позната
poznat	известни
poznat	познат
poznat	известна
poznat	известен
poznat	прочут
poznat	известни
poznat	прочута
poznat	известна
poznat	известен
stanovnika	обитатели
stanovnika	жители
izvještaj	докладване
izvještaj	доклад
ali	но
udaljenost	дистанция
udaljenost	разстояние
apsolutna	абсолютна
apsolutna	абсолютен
apsolutna	абсолютни
pomak	смяна
grupa	група
grupa	групово
grupa	групиране
grupa	групова
spiralna	спирала
spiralna	спиралата
pop	поп
pop	pop
vidljivo	видима
vidljivo	видими
vidljivo	видимо
minuta	минути
minuta	минута
općine	общините
općine	общини
najmanji	мондо
naseljeno	населен
naseljeno	населена
naseljeno	населени
naseljeno	населено
naseljeno	населен
naseljeno	населена
naseljeno	населени
mag	маг
novi	ню
novi	ново
novi	нов
novi	нови
novi	нова
sadrži	съдържа
zvijezda	звезден
zvijezda	звезда
zvijezda	звездички
zvijezda	звездите
zvijezda	звезди
može	могат
može	can
ima	ima
licenca	лиценз
licenca	книжка
licenca	книжката
com	com
com	ком
popis	преброяването
popis	преброяване
stadion	естадио
stadion	стадион
stadion	стадиона
kod	код
svg	svg
pod	под
sastavu	състав
sastavu	композиция
isbn	isbn
zbog	дължима
zbog	дължими
samo	само
samo	единствено
samo	просто
samo	само
godina	години
godina	годините
godina	година
godina	годината
prvo	първи
prvo	първо
hiljada	хиляда
zavod	институт
zavod	института
sve	всичко
sve	всички
sve	всичко
zemlje	държави
zemlje	страни
brzina	скорост
