категория	категорија
что	што
для	за
как	како
как	како
как	like
был	била
был	беше
его	негова
его	негово
его	неговите
его	неговиот
его	неговата
его	негов
его	него
его	го
это	ова
это	оваа
это	овој
это	тоа
это	дека
после	откако
после	по
после	после
области	подрачја
области	области
год	година
год	year
было	била
было	беше
время	времето
время	време
состав	состав
была	била
была	беше
место	место
место	место
место	локација
были	беа
были	биле
район	кварт
район	соседство
район	маало
район	реон
район	округ
район	област
район	подрачје
вид	врсти
вид	видови
вид	поглед
под	под
только	само
только	само
есть	имам
язык	јазик
язык	јазикот
язык	јазик
ссср	ссср
районе	кварт
районе	соседство
районе	маало
код	шифра
код	код
более	уште
более	повеќе
мая	мајски
мая	мај
дата	датум
дата	дата
ноября	ноември
деревня	село
деревня	селски
где	каде
января	јануари
марта	марта
марта	марта
марта	марш
марта	март
все	сè
все	се
все	све
все	сѐ
все	сите
все	сите
все	секого
августа	август
августа	аугуст
том	tom
том	том
октября	октомври
сентября	септември
статьи	статии
статьи	натписи
статьи	артикли
статьи	написи
уже	веке
уже	веќе
июня	јуни
июня	џун
апреля	април
сша	уса
сша	usa
сша	сад
который	кои
который	која
который	кое
название	име
название	титула
название	наслов
поселение	населба
человек	особа
человек	личност
человек	човечко
человек	човек
человек	човечки
человек	човечка
человек	маж
человек	чоек
человек	човек
человек	мен
человек	човекот
лет	години
февраля	фебруари
февраля	февруари
они	тие
они	они
того	того
города	град
города	градско
города	градот
города	градски
города	градови
города	градови
может	можеби
может	може
может	може
может	можи
может	можат
она	таа
она	она
войны	војни
войны	војна
можно	може
можно	можи
можно	можат
когда	кога
которые	кои
которые	која
которые	кое
высота	висина
высота	височина
высота	висина
переписи	попис
переписи	пописи
село	село
село	selo
село	село
село	селски
стал	станав
стал	станаа
стал	постана
стал	стана
стал	станала
статья	член
статья	статија
род	родот
род	род
один	сами
один	сама
один	сам
один	один
один	една
один	едната
один	еден
один	едно
без	без
реки	река
реки	ривер
реки	реката
реки	реки
реки	риверс
реки	реките
между	помеѓу
между	помегу
между	измеѓу
между	меѓу
статус	статус
населения	популација
населения	население
годы	години
через	виа
через	преку
через	via
через	низ
через	преку
национальный	национални
национальный	национална
национальный	национален
национальный	национално
область	покраина
область	провинција
область	покраината
область	регион
область	област
область	област
область	подрачје
список	листа
список	список
сельское	рурален
сельское	рурална
сельское	рурални
сельское	руралните
сайт	site
сайт	сајт
века	возрасти
века	векови
века	века
официальный	официјално
официальный	службен
официальный	службено
официальный	официјална
часть	дел
против	против
этот	ова
этот	оваа
этот	овој
будет	ке
будет	вил
будет	ќе
несколько	неколку
несколько	повеќекратни
несколько	повеќекратна
несколько	повеќекратен
несколько	донекаде
город	град
город	градче
город	град
город	градско
город	градот
город	градски
мира	спокој
мира	мир
мира	мира
первое	прв
первое	први
первое	прво
первое	прва
чем	одошто
чем	отколку
чем	одколку
части	делови
описание	опис
всего	вкупно
всего	вкупен
всего	тотал
всего	вкупна
первый	прв
первый	први
первый	прво
первый	прва
среди	меѓу
файл	датотека
карты	карти
карты	картички
карты	мапи
карты	мапите
карты	maps
два	два
два	двајца
два	две
всех	сите
всех	сите
всех	секого
раз	еднаш
там	таму
территории	територии
второй	второ
второй	втор
второй	втори
второй	втората
второй	втора
очень	многу
главы	поглавја
карта	мап
карта	карта
карта	мапа
карта	мапата
карта	картичка
карта	картичката
карта	карта
площадь	плаза
площадь	квадратен
площадь	плоштад
площадь	квадрат
площадь	област
площадь	подрачје
всё	сè
всё	се
всё	све
всё	сѐ
даже	дури
затем	потоа
затем	тогаш
группы	група
группы	групно
группы	групни
группы	групна
группы	групи
основания	основ
основания	основа
размер	големина
имеет	има
поселения	населби
почтовый	поштенски
над	над
страны	земја
страны	држава
страны	кантри
страны	земји
страны	држави
ему	него
ему	го
входит	влегува
индекс	индекс
улица	улични
улица	улица
улица	уличен
население	демографија
население	популација
население	население
работы	работа
работы	дело
работы	работно
имена	имиња
вместе	заедно
упоминание	споменувајќи
упоминание	спомнувам
упоминание	споменување
здесь	тука
истории	раскази
истории	приказни
истории	историја
которая	кои
которая	која
которая	кое
александр	александар
александр	александер
армии	армии
армии	војски
армии	армија
армии	војска
деление	дивизија
деление	поделба
хотя	иако
хотя	иако
кроме	освен
игроки	играчи
другие	macedonian
другие	други
другие	друѓи
другие	други
получил	имам
история	расказ
история	сторија
история	приказна
история	историја
себя	себе
себя	себеси
себя	самиот
себя	себе
себя	себеси
себя	самиот
совета	совет
фильм	филм
фильм	филмски
фильм	филмска
фильм	филм
рождения	раѓање
рождения	раѓањето
пункты	предмети
пункты	ставки
пункты	параграфи
времени	времето
времени	време
либо	или
участник	членка
участник	член
участник	учесник
страница	страница
страница	страницата
участие	вклученост
участие	вмешаност
участие	учество
википедии	википедија
три	тројца
три	три
три	тројка
человека	човечко
человека	човек
человека	човечки
человека	човечка
автор	автор
республики	република
республики	republic
республики	републиката
внутреннее	внатрешни
внутреннее	внатрешно
внутреннее	внатрешна
внутреннее	внатрешен
внутреннее	внатрешно
внутреннее	внатрешен
эти	овие
эти	oвие
статей	статии
статей	натписи
статей	артикли
статей	написи
случае	случај
случае	кејс
центр	средина
центр	центар
центр	средина
центр	центар
округ	жупанија
округ	округот
округ	округ
округ	okrug
округ	реон
округ	округ
жизни	живот
жизни	life
жизни	животот
жизни	животи
жизни	живота
генерал	општи
генерал	општа
генерал	општо
генерал	генерал
родился	родено
родился	роди
родился	роден
родился	родени
родился	раѓа
союза	синдикат
союза	унија
союза	union
кто	кои
кто	кој
связи	врските
связи	линковите
связи	врски
связи	линкови
связи	комуникации
день	ден
именно	точно
период	период
период	period
община	заедница
индексы	индекси
индексы	индексите
округа	окрузи
округа	области
округа	окрузи
франции	франс
франции	франција
группа	група
группа	групно
группа	групни
группа	групна
имя	име
игры	игри
цифровой	дигитални
цифровой	дигитална
цифровой	дигитален
поэтому	затоа
идентификатор	идентификатор
ширина	ширина
просто	само
регион	регион
тогда	потоа
тогда	тогаш
конце	крај
отечественной	патриотски
отечественной	патриотска
вот	тука
работал	работел
работал	работев
работал	работеше
работал	функционираше
работал	работено
церкви	цркви
церкви	црква
клуб	клуб
наук	науки
ввп	бдп
больше	уште
больше	повеќе
федерации	федерација
федерации	федерацијата
федерации	федерации
наиболее	повеќето
наиболее	најмногу
изображения	images
изображения	слики
изображения	слика
советский	советска
советский	советски
степени	дипломи
степени	степени
степени	диплома
степени	степен
северо	северозападна
северо	северозапад
изображение	слика
награды	почести
награды	наградува
награды	награди
награды	награди
ранее	претходно
ранее	претходно
ранее	порано
википедия	википедија
перед	пред
германии	германски
германии	герман
германии	германска
германии	germany
германии	германија
владимир	владимир
владимир	vladimir
москва	москва
москва	московски
системы	системи
стала	станав
стала	станаа
стала	постана
стала	стана
стала	станала
стороны	страни
стороны	партиите
стороны	партии
стороны	забави
совет	совет
академии	академија
две	два
две	двајца
две	две
николай	николај
николай	николаи
николай	николај
николай	николас
николай	николај
некоторые	некои
менее	помалку
менее	помалце
роль	улога
юго	југозападна
юго	југозапад
юго	југозападно
дом	дом
дом	дома
дом	домот
дом	home
дом	дом
дом	dom
дом	куќа
дом	хаус
значимость	значење
значимость	важност
значимость	релевантност
высоты	хајтс
высоты	височини
русский	руска
русский	руски
русский	руско
член	членка
член	член
член	пенис
член	кур
член	дик
член	кур
орден	ред
орден	наредба
орден	нарачка
орден	редослед
сам	себе
сам	себеси
сам	самиот
сын	синот
сын	синко
сын	сине
сын	син
пока	чао
пока	довидување
пока	збогум
общины	заедници
общины	заедници
общины	заедница
число	број
эта	ова
эта	оваа
эта	овој
нужно	треба
нужно	потреба
большой	голем
большой	голема
большой	големи
большой	големо
большой	голем
большой	голема
большой	големи
количество	број
количество	количина
количество	количество
являются	се
являются	are
институт	институт
институт	институција
компании	компанија
компании	претпријатија
компании	компании
церковь	црква
советского	советска
советского	советски
проект	проект
проект	нацртот
проект	нацрт
много	многумина
много	многу
сельский	рурален
сельский	рурална
сельский	рурални
сельский	руралните
вопрос	прашање
вопрос	прашање
новый	ново
новый	нов
новый	нови
новый	нова
образование	образование
образование	едукација
тоже	премногу
момент	момент
момент	moment
момент	снага
момент	torque
фильмы	филмови
фильмы	филмови
фильмы	кино
часто	често
часто	честопати
часто	често
часто	честопати
часто	чести
почти	речиси
почти	скоро
сокорро	сокоро
партии	партиите
партии	партии
партии	забави
глава	поглавје
настоящее	сегашност
настоящее	сегашна
настоящее	поклон
настоящее	присутни
настоящее	претстави
настоящее	подарок
стали	челик
европы	европа
организации	организација
организации	организации
сейчас	сега
империи	империи
империи	царство
империи	империја
река	река
река	ривер
река	реката
участников	изложувачи
участников	учеснички
участников	учесници
альбом	албум
одна	сами
одна	сама
одна	сам
одна	една
одна	едната
одна	еден
одна	едно
станции	станица
станции	станици
людей	народ
людей	луѓе
возможно	можеби
возможно	можеби
возможно	можно
возможно	можни
возможно	возможно
возможно	можен
возможно	евентуално
возможно	веројатно
возможно	највероватно
возможно	најверојатно
сергей	сергеј
сергей	сергеј
окончил	дипломираше
окончил	дипломира
иван	иван
пояс	каиш
пояс	ремен
пояс	појас
команды	команди
команды	командите
команды	екипи
команды	тимови
такие	вакви
такие	таквите
такие	такви
такие	таков
такие	таква
шаблон	шаблон
шаблон	шема
шаблон	шаблон
шаблон	образец
ссылки	упатува
ссылки	референци
ссылки	препораки
ссылки	врските
ссылки	линковите
ссылки	врски
ссылки	линкови
многие	многумина
жизнь	живот
жизнь	life
жизнь	животот
серии	серија
серии	серии
участники	учеснички
участники	учесници
участники	посетеност
участники	присуство
участники	членки
участники	членовите
участники	членови
начал	почна
начал	започна
начал	почнал
начал	почнаа
культуры	култури
культуры	културите
часовой	стражар
часовой	сентинел
проекта	проект
команда	екипаж
команда	екипа
команда	одред
команда	команда
команда	наредба
команда	екипа
команда	тим
достаточно	доста
достаточно	доволна
достаточно	доволно
краткое	концизна
позже	покасно
позже	подоцна
другой	macedonian
другой	други
другой	друг
другой	друга
источники	извори
данные	податок
данные	податоци
война	војна
школы	школи
школы	училишта
школы	училиште
школы	школа
